,new_3604568_3604754_c
LBexp_1,10.3902
LBexp_2,10.4958
LBexp_3,10.4695
LBtran_1,10.6259
LBtran_2,10.7584
LBtran_3,11.1592
LBstat_1,11.5077
LBstat_2,11.5159
LBstat_3,11.3933
LBGexp_1,9.9779
LBGexp_2,10.606
LBGexp_3,10.4681
LBGtran_2,11.4101
LBGtran_3,11.2912
LBGstat_1,16.1201
LBGstat_2,16.218
LBGstat_3,14.848700000000001
S0_1,12.2418
S0_2,12.1907
S0_3,11.8619
S1_1,9.9307
S1_2,9.5198
S1_3,10.0328
S2_1,10.6223
S2_2,10.3032
S2_3,10.1573
S3_1,9.9624
S3_2,10.3719
S4_1,9.911200000000001
S4_2,9.1401
S4_3,9.375
S5_1,9.009
S5_2,8.7569
S5_3,9.5295
S6_1,8.2126
S6_2,7.3087
S6_3,8.641
S6/t_1,8.6382
S6/t_2,7.4591
S6_4,8.5018
S6_5,8.9115
S6_6,8.8412
S7_4,9.1568
S7_5,9.2948
S7_6,9.6818
S8_4,9.099
S8_5,9.2437
G135_1,9.274000000000001
G135_3,7.9248
G150_1,9.2211
G150_2,9.6164
G150_3,9.1152
G180_1,8.932
G180_2,9.1906
G180_3,8.2059
C30_1,9.4327
C30_2,9.4836
C90_1,9.8338
C90_2,9.9062
BI_1,11.8992
BI_2,12.2077
BC_2,8.6054
BC/t_1,8.5281
BC/t_2,9.4334
BC_1,8.6376
Sw_1,8.0385
Sw_2,8.7365
BT_1,13.8894
BT_2,13.0713
B36_1,14.8553
B36_2,13.7943
B60_1,12.2983
B60_2,12.19
M9exp_1,10.4367
M9exp_2,10.174
M9exp_3,9.9465
M9tran_1,10.8149
M9tran_2,11.0093
M9tran_3,10.9516
M9stat_1,9.0522
M9stat_2,8.937100000000001
M9stat_3,8.9162
M+G_1,10.6389
M+G_2,10.7422
M+G_3,10.4508
Glu_1,10.4537
Glu_2,9.9224
Glu_3,10.0403
Fru_1,8.1357
Fru_2,10.8752
Fru_3,10.0057
Mal_1,10.0206
