,A,LldR,ArcA
ecoli_00096,1.3571855885000002,0.5533468770000001,0.685514203
ecoli_00097,1.2379448218,0.567687638,0.539784889
ecoli_00098,0.557414341,0.49773179700000003,1.181176256
ecoli_00099,0.591169448,0.56613071,1.097910146
ecoli_00100,0.5486794418000001,0.423600664,-0.042422106
ecoli_00101,2.3823678843,0.20702261400000002,-0.529459554
ecoli_00102,2.5874165005,0.358106586,-0.47372824700000005
ecoli_00103,2.1805777218,0.29003784200000005,0.035597011000000005
ecoli_00104,3.1605307685,0.352452874,0.07509867
ecoli_00105,2.005940121,0.9527060780000001,-0.19600093400000002
ecoli_00106,3.1153214129,1.284252241,-0.08909652200000001
ecoli_00107,2.708799459,1.221272873,-0.190341532
ecoli_00108,-1.0042287759,0.095135594,0.584096822
ecoli_00109,-2.8599663029,-1.184676643,0.7408784060000001
ecoli_00110,0.10881878900000001,0.7664803920000001,0.636325653
ecoli_00111,0.2798081803,0.822849648,0.7106710190000001
ecoli_00112,0.10690334080000001,0.6977013820000001,0.7162020570000001
ecoli_00113,-4.4107435172,-2.243435197,0.18458875400000002
ecoli_00114,-4.2173888988,-2.144989741,0.17830120100000002
ecoli_00115,-4.429430969,-2.016177335,0.25819627
ecoli_00116,-0.9857838363,-0.015157576,1.391143806
ecoli_00117,-0.9033014801,0.017789979,1.365476696
ecoli_00118,-1.4579359497,-0.11327771800000001,1.362720846
ecoli_00119,0.10158925860000001,0.41733393,1.358549616
ecoli_00120,-0.6428283298,0.247882768,1.3477543060000001
ecoli_00121,-0.12069100960000001,0.495242858,1.385312096
ecoli_00122,-0.5006418755,-0.256206096,0.928719166
ecoli_00123,-0.1552340488,0.084113032,1.041311906
ecoli_00124,-0.208733242,-0.207637852,0.9504081660000001
ecoli_00125,0.3584022799,-0.532063635,0.9075265760000001
ecoli_00126,0.4902277897,0.079765837,-0.055828563000000005
ecoli_00127,1.8456743941,0.527058125,0.09422176900000001
ecoli_00128,2.2816957062,0.296074958,-0.407977407
ecoli_00129,-2.8771154312,-1.615387533,0.9552785760000001
ecoli_00130,0.8939801577,-0.05267782,0.5717934290000001
ecoli_00131,-0.3773980019,-1.05381434,0.614706375
ecoli_00132,0.7062772598,0.421249747,0.328591383
ecoli_00133,-2.9272545085,-1.783019855,1.071597756
ecoli_00134,-0.5318579633,-0.23576801700000002,0.330761637
ecoli_00135,-0.9463150922,-0.9272422220000001,-0.151671187
ecoli_00136,-1.3061328829,-0.797875102,0.032578979
ecoli_00137,0.3308146343,0.319981897,0.143125367
ecoli_00138,-2.8865341436,-1.939947866,1.327478846
ecoli_00139,-2.5548795049,-0.9810177710000001,0.7806890660000001
ecoli_00140,0.2517516656,0.17822559200000002,-0.22797266500000002
ecoli_00141,-1.0472851657,-0.6976536480000001,0.387994353
ecoli_00142,2.3966032741,1.2790286339999999,1.138140236
ecoli_00143,0.09172639140000001,0.23077514400000002,0.199903728
ecoli_00144,-0.2927324196,-0.638313368,0.945881736
ecoli_00145,-1.1093400773,-1.283386931,-1.157955492
ecoli_00146,0.9190662215000001,0.09106088400000001,0.17438198900000002
ecoli_00147,-1.7027641762,-1.089428021,0.268899551
ecoli_00148,-2.3950911376,-0.950982728,0.24444047800000002
ecoli_00149,-1.4455577501999999,-0.748702046,0.127729871
ecoli_00150,-2.6006291451,-1.341960936,0.191632509
ecoli_00151,0.20418734460000001,-0.587876354,0.368078151
ecoli_00152,1.02236519,0.36332378600000004,0.430075117
ecoli_00153,-1.2660421786,-0.23886121500000002,-0.032960972000000005
ecoli_00154,-2.134006846,-1.7409630630000001,0.8775486560000001
ecoli_00155,-0.505582665,-0.492652662,-0.474772383
ecoli_00157,-0.916669115,-0.8564032540000001,0.030757539
ecoli_00158,-0.9400304102,-0.42531380700000004,-0.141775395
ecoli_00159,-2.1679375629,-1.865294747,0.5339402830000001
ecoli_00160,0.135801211,-0.31388051100000003,0.08377153
ecoli_00169,0.6478885697,-0.260643208,-0.061878408
ecoli_00170,0.6467705901,-0.14045537400000002,-0.128401191
ecoli_00171,0.1195557092,-0.339550703,0.18162740200000002
ecoli_00172,-0.0064256096,-0.502478092,0.248907122
ecoli_00173,1.7168727509,0.8163543790000001,0.202924761
ecoli_00174,1.8615971677,0.497820374,0.21404984100000002
ecoli_00175,4.6345280805,2.755483817,2.510750616
ecoli_00176,4.307704848,2.559698753,2.531055996
ecoli_00177,0.3874072244,0.6194442990000001,1.198519576
ecoli_00178,0.10556104320000001,0.33710155,1.214784426
ecoli_00179,-0.6246418211,-0.48120331400000005,0.261485721
ecoli_00180,-0.489340547,-0.800551573,0.251424062
ecoli_00181,1.0637082623,-0.5723158190000001,-0.199984399
ecoli_00182,0.929382299,-0.238476823,-0.27336614800000003
ecoli_00183,-2.4888852147,-1.571533985,0.650216425
ecoli_00184,-3.2742356973,-1.8165107630000001,0.44755403200000005
ecoli_00185,-0.4239778134,-0.439938979,0.169901367
ecoli_00186,-0.2318616987,-0.512406393,0.144579343
ecoli_00187,2.263331975,1.16796673,0.895444466
ecoli_00188,2.2626788908,1.010375711,0.9108855960000001
ecoli_00189,-0.1495254976,-0.619458751,-0.14113408800000002
ecoli_00190,-0.1341914119,-0.6559375350000001,-0.040525296
ecoli_00191,1.2281538124,0.09046712200000001,0.08367163100000001
ecoli_00192,1.4530876691,0.658164072,0.19317804700000002
ecoli_00193,-0.1670095536,-0.40630941,0.13858604600000002
ecoli_00194,-0.1480105683,-0.532128956,0.18780670700000002
ecoli_00195,-0.4386641224,-0.554747671,-0.051773211000000006
ecoli_00196,0.45450375470000004,-0.22781156400000002,0.400081995
ecoli_00197,0.3049107219,-0.761345335,0.385302005
ecoli_00198,-0.33938989540000003,-0.742046294,-0.046425999999999995
ecoli_00199,-0.8165794664,-0.582697302,0.45113119700000004
ecoli_00200,-0.5445647045,-0.484512514,0.5947166890000001
ecoli_00201,-3.2247848501,-1.638570236,1.316309596
ecoli_00202,-2.4451817908,-1.846313126,1.314921426
ecoli_00203,-1.7907551564,-1.381882032,0.602912816
ecoli_00204,-1.2309468320999999,-0.31422736,0.47886219500000005
ecoli_00205,-2.5656856664000003,-1.988367721,1.010078936
ecoli_00206,-2.5672295251,-1.971803316,0.581776277
ecoli_00207,-3.5215573258,-1.535782102,0.584642129
ecoli_00208,-3.0828405174,-1.077517565,0.38959575100000005
ecoli_00209,0.09405898830000001,-0.130713725,0.916791876
ecoli_00210,-0.0156032737,-0.5389570290000001,0.9727493060000001
ecoli_00211,1.1848166837,0.185692934,0.40225860500000005
ecoli_00212,0.0979605578,0.247051871,0.37994620900000003
ecoli_00213,-2.1638916715,-2.231650693,1.101564286
ecoli_00214,-2.3788982835,-1.9108431110000001,0.9576076560000001
ecoli_00215,-0.4546699568,-0.18717297900000002,0.509436807
ecoli_00216,0.08105476190000001,-0.30435452,0.59530664
ecoli_00217,-0.3036880638,-0.854436842,0.31018813300000003
ecoli_00218,-2.1676828365,-1.486391971,0.597812501
ecoli_00219,0.5199040864,-0.17464184800000002,0.6471911260000001
ecoli_00220,0.31236261130000004,-0.237898455,0.7488411960000001
ecoli_00221,0.9149084193,0.161707115,0.46656071800000004
ecoli_00222,0.2790298988,-0.217807198,0.209286083
ecoli_00223,0.6337197665000001,0.31957636300000003,1.057162046
ecoli_00224,0.4670716582,0.170959894,1.017154226
ecoli_00225,-1.7644203037000001,-1.400229009,1.222256766
ecoli_00226,-2.4312070933,-1.287619314,1.048374446
ecoli_00227,-0.1412481553,-0.223238865,0.012904309000000001
ecoli_00228,-0.7718432249,0.12893891200000002,-0.003799583
ecoli_00229,-0.8690099382,-0.053568366000000006,0.941336296
ecoli_00230,-1.1691852974,-0.23368914400000002,0.8375840960000001
ecoli_00231,-1.1518990789,-0.499832763,0.5460123210000001
ecoli_00232,-0.9496199200000001,-0.54525364,0.593318514
ecoli_00233,-0.8773580558,-0.040542796000000006,0.5135887640000001
ecoli_00234,-1.354654905,0.27148809300000004,0.48645864400000005
ecoli_00235,-0.1438420511,0.48902507700000003,0.514392266
ecoli_00236,-0.3572238185,0.498272309,0.5490338840000001
ecoli_00237,0.493911215,0.645440631,0.677961232
ecoli_00238,0.25158328900000004,0.6735781040000001,0.664224993
ecoli_00239,-0.06291651300000001,0.060885052,0.12885385700000002
ecoli_00240,0.37166416820000003,0.628914305,0.213223601
ecoli_00241,3.1954849457,1.967570409,0.9302748660000001
ecoli_00242,2.0797401713,1.3602738620000001,0.895382886
ecoli_00243,2.1489467023,1.447780293,0.8937969960000001
ecoli_00244,4.8462376433,2.508562317,0.044506959000000006
ecoli_00245,5.2655753682,2.419240308,0.047894689000000004
ecoli_00246,3.6210088893,2.671197345,0.151444345
ecoli_00247,3.2353302697,2.510570815,0.191225513
ecoli_00248,3.853016293,2.14417988,0.539559451
ecoli_00249,0.9864579588000001,0.750565429,0.6120842820000001
ecoli_00250,0.16671137400000002,0.7353777130000001,0.6312031330000001
ecoli_00251,1.2993190257,0.828158052,0.011886513000000001
ecoli_00252,1.6061647509,0.45569254600000003,0.053548302000000006
ecoli_00253,3.8170084071,1.830522041,-0.012330541
ecoli_00254,3.7468740394,1.50395341,0.17832696
ecoli_00255,5.8610143358,3.363887608,0.566358428
ecoli_00256,5.1916723131,3.482383282,0.801237376
ecoli_00257,4.4082602718,2.62078875,0.446671258
ecoli_00258,3.3005707035,2.612549167,0.43309867500000004
ecoli_00259,2.5009485047,1.923884465,1.432104296
ecoli_00260,2.7630820246,1.898218203,1.232142026
ecoli_00261,5.4180188744,2.786862636,0.438212184
ecoli_00262,4.5055552626,2.233408786,0.50970426
ecoli_00263,-0.0365180138,-0.255281007,0.564737193
ecoli_00264,-0.3386564097,0.026565263000000002,0.513067552
ecoli_00265,0.0343913932,-0.062997564,0.991366136
ecoli_00266,0.2194070179,0.158985758,1.000446686
ecoli_00267,-2.3536271612,-1.249284522,0.7605526960000001
ecoli_00268,-1.5985654847,-1.495454921,0.883820566
ecoli_00269,-2.6032701945,-1.043173284,0.759366626
ecoli_00270,-1.7495296458,-0.991363764,0.757306236
ecoli_00271,0.07363872020000001,-0.42328784700000005,-0.291655781
ecoli_00272,-0.4983208919,-0.31528853700000004,-0.36664113200000004
ecoli_00273,-1.1470357743,-0.9134075570000001,0.5628257560000001
ecoli_00274,-1.118210101,-0.114676859,0.5128759540000001
ecoli_00275,-0.6761204014000001,0.003539257,0.816333446
ecoli_00276,-0.3807077853,-0.208989115,0.838034626
ecoli_00277,-1.5703333696000001,-0.7036057010000001,-0.074172423
ecoli_00278,-1.2936144831,-0.713407675,-0.09908335700000001
ecoli_00279,0.5466187735,0.44501089800000004,0.5844178910000001
ecoli_00280,0.6675249804000001,0.8949499970000001,0.808158746
ecoli_00281,-0.0778140231,-0.35666738600000003,0.15480885800000002
ecoli_00282,0.1060336909,-0.387313149,0.55781359
ecoli_00283,0.8808773369,-0.006877954,0.31652371500000004
ecoli_00284,0.1951568138,-0.282226358,0.34805157400000003
ecoli_00285,-1.8562571157,-1.469248672,0.169371414
ecoli_00286,-0.431741201,-0.46382201700000003,0.010136641
ecoli_00287,0.6033006899000001,0.165400146,0.33839259600000005
ecoli_00288,1.7081956923,0.781586267,0.271971768
ecoli_00289,-1.4804299108,-0.924325107,-0.21489506600000002
ecoli_00290,-1.3005819838,-0.984480035,-0.033263391
ecoli_00291,-0.9994813175,-0.408817262,0.428926898
ecoli_00292,-1.3566081933,-0.893145017,0.450352065
ecoli_00293,-0.9046594413,-0.460544481,0.6083629190000001
ecoli_00294,-1.1716591452,-0.5753922880000001,0.553352198
ecoli_00295,-0.3629105372,-0.5982148810000001,-0.163675489
ecoli_00296,-0.9037919254000001,-0.816009504,-0.11664080600000001
ecoli_00297,-1.5991720227,-0.806473282,0.5165691680000001
ecoli_00298,-1.4263107563,-0.690340939,0.559982902
ecoli_00299,-0.5015303145,-0.543128872,0.13690308
ecoli_00300,-0.28530023190000003,-0.521763035,0.13527434200000002
ecoli_00301,1.9195209448,0.03769762,0.32555621300000004
ecoli_00302,-1.7432576234,-1.8974418430000002,0.554928426
ecoli_00303,-0.1785030792,-0.15641454200000002,0.6222112750000001
ecoli_00304,0.8681114368,0.15037949,0.385758567
ecoli_00305,-1.7751328887,-1.169118014,0.21714596200000003
ecoli_00306,-1.7217940206,-1.280273312,0.31143739
ecoli_00307,-2.3626851915,-1.242336886,0.522454143
ecoli_00308,-2.6910434762,-1.687595932,0.48432147600000003
ecoli_00309,-2.9189337829,-1.400927096,0.7122535630000001
ecoli_00310,-2.6749670911,-1.494587919,0.651048905
ecoli_00311,-1.5386547842,-1.359096718,1.115899716
ecoli_00312,-1.4194122741,-1.658458299,0.5338657950000001
ecoli_00313,-0.4717145224,-0.5529487,0.41800140300000005
ecoli_00314,-0.2740990876,-0.095060774,0.41796379
ecoli_00315,-3.1679776149,-2.22111992,0.990161956
ecoli_00316,-2.5479822717,-2.01982483,0.9831297560000001
ecoli_00317,-3.3900832813,-1.827352199,0.8927740160000001
ecoli_00318,-3.5397379214,-2.510754726,0.9872195560000001
ecoli_00319,-1.6888638047,-0.23624428700000003,0.07436142200000001
ecoli_00320,-1.6459666030000002,-0.961262397,0.095882301
ecoli_00321,-0.9111172833000001,-0.9386192320000001,0.8589243360000001
ecoli_00322,-1.0940075715,-0.682021537,0.844631216
ecoli_00323,0.2243315025,-0.268172246,-0.146201738
ecoli_00324,0.6455971006,0.24584364,-0.07992882
ecoli_00325,0.3083875447,0.026436705,-0.058308609000000004
ecoli_00326,1.4396723391,0.736066094,0.511779267
ecoli_00327,-1.3760103777000001,-0.860082996,0.48734367500000003
ecoli_00328,-1.5248733604,0.029901629000000002,0.55045278
ecoli_00329,-2.5487531047000003,-1.662443986,0.42652437200000004
ecoli_00330,-3.3238444234,-1.405831665,0.41923975900000005
ecoli_00331,-4.3109265331,-1.9347240120000002,-0.47258526700000003
ecoli_00332,-4.2865864746,-2.071809341,-0.319391246
ecoli_00333,-4.3663287992,-1.758482305,-0.407849047
ecoli_00334,-0.1099895156,0.511925465,-0.36088363100000004
ecoli_00335,-1.0443029441,-0.9585792670000001,-0.423750187
ecoli_00336,0.5442966564,-0.252442911,-0.580132675
ecoli_00337,-3.9025951654,-2.049914942,-0.432093592
ecoli_00338,-4.257192681,-1.995276411,-0.32869141
ecoli_00339,-0.9071789379,-0.691006204,-0.75174328
ecoli_00340,-1.9241699244000001,-1.8469776850000001,-0.8265227650000001
ecoli_00341,-0.1286840833,-0.324987057,-1.194452202
ecoli_00342,-0.12346866220000001,-0.33083217200000004,-0.979012392
ecoli_00343,-4.6537255369,-2.4013241499999998,-0.669338697
ecoli_00344,-3.8043031431000003,-2.00349863,-0.671754205
ecoli_00345,-4.2074903431,-1.8095156870000002,-0.809541689
ecoli_00346,-4.4141290592,-1.905242549,-0.808753508
ecoli_00347,0.8575181765000001,0.48556387900000003,0.15738168700000002
ecoli_00348,0.8828468532,0.5464206610000001,0.158383399
ecoli_00349,1.4018067458,0.499221937,0.019257945000000002
ecoli_00350,1.1562531613,0.54978006,0.151773498
ecoli_00351,1.6071277955,0.7240760970000001,1.017115486
ecoli_00352,1.5028613483000002,0.430693027,0.043576312000000006
ecoli_00353,1.1325225807,0.34483681400000005,0.044739098000000005
ecoli_00354,1.0786674537,0.467322253,0.057732437000000005
ecoli_00355,1.8858388916000002,1.197280164,0.7317756190000001
ecoli_00356,1.4959074359,1.295441382,0.699000876
ecoli_00357,1.7134223758,1.504219332,0.7554666760000001
ecoli_00358,2.226961263,1.5497241769999999,0.7990900860000001
ecoli_00359,1.078720235,1.110614387,0.852278316
ecoli_00360,0.2112601287,0.8602529640000001,0.908308306
ecoli_00361,1.4613095463,0.7884421020000001,1.097423036
ecoli_00362,0.8011889240000001,0.874778558,1.1680522660000001
ecoli_00363,-0.9616307315,0.06657018,0.38832677600000004
ecoli_00364,-0.9649801958,0.087247868,0.5281267030000001
ecoli_00365,0.5515796381,-1.427327054,1.148398166
ecoli_00366,0.7836959800000001,-0.31283533900000005,0.960487886
ecoli_00367,2.9764611921,-0.7660972070000001,-0.9133811220000001
ecoli_00368,2.7219753029,-0.5556705350000001,-0.9972484690000001
ecoli_00369,-0.8066474758000001,-0.37977183000000003,0.49373369300000003
ecoli_00370,-0.0899412589,0.181540309,0.239644822
ecoli_00371,3.0549334786,-0.004920163,0.750131416
ecoli_00372,2.2432496934,-0.056266345,1.117783896
ecoli_00373,2.861376177,-0.9790183880000001,-1.343260479
ecoli_00374,2.9013021972,-0.761116876,-1.375806483
ecoli_00375,1.2221229065,0.8931141220000001,0.42521249800000005
ecoli_00376,0.9374967838,0.715778361,0.202579652
ecoli_00377,-0.2139397475,-1.31561727,-0.996780494
ecoli_00378,-0.40752880290000004,-1.264268634,-0.869100763
ecoli_00379,4.5398303457,0.737114366,-0.76746688
ecoli_00380,4.4207204498,0.562694318,-0.6975454830000001
ecoli_00381,0.1060327233,0.315884637,0.322745916
ecoli_00382,-0.24286656040000001,0.278416747,0.32773048800000004
ecoli_00383,1.8661263714,-0.206062709,-0.031158746
ecoli_00384,1.4548329792999999,-0.193628393,-0.000146966
ecoli_00385,3.4160499612,0.173067985,-0.82586124
ecoli_00386,3.2587866687,-0.061662936,-0.816201806
ecoli_00387,0.2900753331,0.444142568,0.259412766
ecoli_00388,0.52922351,0.741381653,0.25472500200000003
ecoli_00389,2.9046088322,0.151100895,-0.464657757
ecoli_00390,3.9762732221,0.46696667900000005,-0.20812524200000002
ecoli_00391,2.5346820187,-0.508151216,-1.6314585560000001
ecoli_00392,2.9833025344,-0.23125338,-1.578264933
ecoli_00393,-0.12399134020000001,-0.8365115750000001,-0.085024997
ecoli_00394,0.4139524002,-0.8406082300000001,-0.11169243100000001
ecoli_00395,-1.8481540801,-1.349719359,-0.12554602
ecoli_00396,-0.9201161239000001,-1.057583052,-0.12163840100000001
ecoli_00397,-1.1137493634,-0.376587645,0.147011691
ecoli_00398,-1.2411641577,-0.269037065,0.17322447
ecoli_00399,-0.21056358600000002,-0.283104146,0.59222252
ecoli_00400,-1.2769294244,-0.27798958,0.504056843
ecoli_00401,-0.48702919640000003,-0.860821108,0.22968818400000002
ecoli_00402,-0.6908067791,-0.680492443,0.056962728000000004
ecoli_00403,-1.3406014378,-1.510985634,0.39358909999999997
ecoli_00404,-2.831591221,-1.69943695,0.6512664920000001
ecoli_00405,-0.3433143899,-0.460630723,0.508200498
ecoli_00406,-1.11622942,-0.673120265,0.554538969
ecoli_00407,0.06760698350000001,-1.019435369,0.131412035
ecoli_00408,-0.7989749671,-0.807992487,0.113307349
ecoli_00409,-1.5432352302,-1.370582835,0.732414381
ecoli_00410,0.8945235159,-0.048528099000000005,0.397215451
ecoli_00411,-0.3704338873,-1.187682957,0.047990289000000005
ecoli_00412,-0.6435536489,-1.066604307,0.024226647
ecoli_00413,-1.9317102299000002,-1.530296337,-0.16735893200000002
ecoli_00414,-1.9229752640000002,-2.056931498,-0.046169952
ecoli_00415,-2.0642368953,-1.193444611,0.000397934
ecoli_00416,-3.0616620388,-1.8508720630000002,0.061681656
ecoli_00417,0.1517987865,-0.703959375,0.023464927
ecoli_00418,-0.9913101527,-0.903987889,0.08428102900000001
ecoli_00419,-1.4785821883999999,-1.670268435,-0.240669923
ecoli_00420,-1.1881025922,-0.807873076,-0.24078269100000002
ecoli_00421,-0.6738893876000001,-1.000004355,0.11352845800000001
ecoli_00422,-0.4531304745,-0.956050897,0.055647699999999994
ecoli_00423,-0.3871981812,-0.80794926,0.423811033
ecoli_00424,-0.31342076690000004,-0.6983881660000001,0.36192860400000004
ecoli_00425,0.0615975821,-0.870476459,0.23718312100000002
ecoli_00426,-0.32772799680000003,-0.6387334210000001,0.35780927900000004
ecoli_00427,-1.2806027656,-1.32126115,-0.065463742
ecoli_00428,-1.9750062127999999,-1.2528356600000001,0.0031101880000000003
ecoli_00429,-0.5707046986000001,-0.923997206,0.024472946000000002
ecoli_00430,-0.666139074,-0.6845544100000001,0.055705313000000006
ecoli_00431,-0.8094710430000001,-0.7304531240000001,0.153475046
ecoli_00432,-1.2113091564,-0.651698226,0.383165937
ecoli_00433,0.9525996397000001,0.309539936,0.42902198
ecoli_00434,0.6960554011,0.058099095,0.47947808100000006
ecoli_00435,-0.9225303558,-0.775184544,0.40552786700000004
ecoli_00436,-1.1371690948,-1.106092135,0.36391003800000005
ecoli_00437,-1.5769398983,-1.442868408,-0.17456958
ecoli_00438,-1.6506253233,-1.495009359,-0.112775311
ecoli_00439,-1.9510711059,-1.908287046,0.547628596
ecoli_00440,-1.0443513708,-1.479157599,0.138707938
ecoli_00441,-1.6571876961,-1.035810899,0.123741612
ecoli_00442,-1.2706375701,-1.038363981,0.148947619
ecoli_00443,-2.4538293131,-1.6610852870000001,-0.194823721
ecoli_00444,-2.5340069604,-1.939833641,-0.207813609
ecoli_00445,-1.421305064,-1.021870761,0.116287575
ecoli_00446,-2.0487415962,-1.724966635,0.30610816900000004
ecoli_00447,-2.4329359308000003,-1.391851617,0.182452148
ecoli_00448,-3.4608488432,-2.196693179,0.05675017500000001
ecoli_00449,-0.8466659372,-0.37861231300000003,0.9022052260000001
ecoli_00450,-1.0682946254,-0.601247384,0.805511006
ecoli_00451,-3.1697872164,-1.9580357190000002,-0.13942209900000002
ecoli_00452,-2.9345322285,-1.976298332,-0.07192016500000001
ecoli_00453,-3.3751073945,-2.058871252,-0.052949313000000005
ecoli_00454,-2.975947245,-1.708424194,0.362159938
ecoli_00455,-2.4455537959,-1.796042265,-0.189834376
ecoli_00456,-2.7078471651,-1.7055772130000002,0.008173476
ecoli_00457,-2.4003361500000002,-1.66655615,0.169654342
ecoli_00458,-2.9349377663,-1.6950517550000002,0.06729879400000001
ecoli_00459,-2.4099103208,-1.425779911,0.15616148500000002
ecoli_00460,-2.8808849988,-1.736242341,0.239198092
ecoli_00461,-3.0475960599,-2.302232733,0.8641572160000001
ecoli_00462,-3.5570296609,-2.263136819,0.973083856
ecoli_00463,-0.7628206707,-0.97451782,1.333750346
ecoli_00464,-0.5766444030000001,-0.753979218,1.312309306
