,BSU10540
M9exp_1,9.0828
M9exp_2,8.824
M9exp_3,8.6251
M9tran_1,9.0727
M9tran_2,9.1499
M9tran_3,9.0659
M9stat_1,8.6888
M9stat_2,8.607000000000001
M9stat_3,8.3198
MG-0.1_1,8.3233
MG-0.1_2,7.4938
MG-0.1_3,8.5568
MG-0.2_2,7.8406
MG-0.2_3,8.4765
MG+5_1,8.8815
MG+5_2,8.3248
MG+5_3,8.8251
MG+10_1,9.0848
MG+10_2,8.5256
MG+10_3,8.4619
MG+15_1,8.5366
MG+15_2,9.5549
MG+15_3,8.8087
MG+25_1,8.7753
MG+25_2,8.4098
MG+25_3,8.8903
MG+45_1,8.7774
MG+45_2,7.7752
MG+45_3,8.8756
MG+60_2,8.3279
MG+60_3,8.4956
MG+90_2,7.9196
MG+90_3,8.5504
MG+120_1,8.3854
MG+120_2,9.0181
MG+120_3,8.9093
MG+150_1,9.0422
MG+150_3,8.6761
GM-0.1_1,8.5461
GM-0.1_2,8.3664
GM-0.1_3,8.9783
GM-0.2_1,8.6657
GM-0.2_2,9.1122
GM-0.2_3,8.5909
GM+5_1,8.3681
GM+5_2,8.2294
GM+5_3,8.7145
GM+10_2,8.2434
GM+10_3,7.9082
GM+15_1,8.6471
GM+15_2,8.4618
GM+15_3,8.6959
GM+25_1,8.9691
GM+25_2,8.6776
GM+25_3,8.6989
GM+45_1,8.9543
GM+45_2,7.7007
GM+45_3,8.7187
GM+60_1,8.8305
GM+60_2,8.1819
GM+60_3,8.5883
GM+90_1,9.0303
GM+90_2,9.0139
GM+90_3,9.1957
GM+120_1,8.6018
GM+120_3,9.2796
GM+150_1,8.9997
GM+150_2,8.8804
GM+150_3,9.1904
BT_1,9.7478
BT_2,8.8574
B36_1,15.7482
B36_2,15.2521
B60_1,15.4535
B60_2,15.5137
S0_1,8.1476
S0_2,8.4897
S0_3,8.4442
S1_1,9.439
S1_2,9.2962
S1_3,9.6646
S2_1,9.3511
S2_2,9.2321
S2_3,9.069
S3_1,9.1587
S3_2,9.5082
S4_1,9.329
S4_2,8.838
S4_3,8.7926
S5_1,8.3795
S5_2,8.4771
S5_3,8.6776
S6_1,7.7994
S6_2,7.6966
S6_3,7.769
S6/t_1,8.6798
S6/t_2,7.5853
S6_4,8.4872
S6_5,8.556000000000001
S6_6,8.5732
S7_4,9.3051
S7_5,9.2643
S7_6,9.4976
S8_4,9.0381
S8_5,9.6204
G135_1,8.3087
G135_3,7.7171
G150_1,8.0536
G150_2,8.1417
G150_3,8.1274
G180_1,8.1088
G180_2,8.1494
G180_3,7.6843
T-5.40H_1,9.8501
T-4.40H_1,9.4646
T-3.40H_1,9.2996
T-2.40H_1,9.1563
T-1.40H_1,8.9639
T-1.10H_1,9.1442
T-0.40H_1,8.9619
T0.0H_1,8.9233
T0.30H_1,9.9619
T1.0H_1,10.6451
T1.30H_1,9.8068
T2.0H_1,9.369
T2.30H_1,9.474
T3.0H_1,8.9345
T3.30H_1,9.1839
T4.0H_1,9.0495
T5.0H_1,8.6993
LBexp_1,8.0668
LBexp_2,8.3555
LBexp_3,8.4108
LBtran_1,8.9631
LBtran_2,8.5486
LBtran_3,8.7439
LBstat_1,8.6322
LBstat_2,8.6946
LBstat_3,8.6115
LBGexp_1,7.8083
LBGexp_2,8.1175
LBGexp_3,8.02
LBGtran_2,9.9853
LBGtran_3,9.5437
LBGstat_1,8.5376
LBGstat_2,8.7384
LBGstat_3,9.911
Mt0_1,8.4765
Mt0_3,7.8747
M0t45_1,8.7095
M0t45_2,8.4709
M0t45_3,8.7597
M0t90_1,8.5859
M0t90_2,9.2057
M0t90_3,8.9961
M40t45_1,8.58
M40t45_2,9.253
M40t45_3,8.6766
M40t90_1,8.7633
M40t90_2,9.3458
M40t90_3,9.4849
dia0_1,7.938
dia0_2,8.3339
dia0_3,8.4069
dia5_1,8.256
dia5_2,8.5149
dia5_3,7.9759
dia15_1,8.7578
dia15_2,8.7495
dia15_3,8.2732
C30_1,9.2319
C30_2,9.0798
C90_1,9.4986
C90_2,9.4596
SMM_1,8.7859
SMM_2,8.6525
SMM_3,8.5792
Salt_1,8.4973
Salt_2,8.2955
Salt_3,8.3619
M+G_1,9.3857
M+G_2,8.6787
M+G_3,8.5474
Glu_1,8.9241
Glu_2,8.7147
Glu_3,8.8109
Fru_1,8.3317
Fru_2,9.1421
Fru_3,8.6058
Mal_1,8.2288
Mal_2,8.5305
Mal_3,8.5414
G+S_2,8.8369
G+S_3,8.9879
Pyr_1,8.8495
Pyr_2,8.9068
Pyr_3,9.0716
Gly_1,8.3347
Gly_2,8.7867
Gly_3,8.3442
Glucon_1,8.8129
Glucon_2,8.7033
Glucon_3,8.6249
BI_1,9.3747
BI_2,9.8176
BC_2,8.5538
BC/t_1,8.3161
BC/t_2,9.2601
BC_1,8.3955
Sw_1,7.9043
Sw_2,8.3151
BMM_1,8.4888
BMM_2,8.3086
BMM_3,8.5008
Heat_1,9.9433
Heat_2,9.6813
Heat_3,9.8394
Cold_1,9.398
Cold_2,8.8452
Cold_3,8.7819
Etha_1,9.2261
Etha_2,9.3209
Etha_3,9.2634
SMMPr_1,8.7189
SMMPr_2,8.8485
SMMPr_3,9.1212
HiTm_1,9.9422
HiTm_2,9.605
HiTm_3,9.8389
LoTm_1,8.7016
LoTm_2,8.7169
LoTm_3,8.5191
HiOs_1,9.5426
HiOs_2,9.2571
HiOs_3,9.3975
Oxctl_1,8.1947
Oxctl_2,8.0576
Oxctl_3,8.0079
Diami_1,8.02
Diami_2,8.0647
Diami_3,8.3192
Paraq_1,8.0055
Paraq_2,8.152000000000001
Paraq_3,7.5593
H2O2_1,8.0949
H2O2_2,8.3481
H2O2_3,8.4555
HPh_1,8.7168
HPh_2,8.198
HPh_3,8.654
LPh_1,8.6512
LPh_2,8.8744
LPh_3,8.6953
LPhT_1,9.5944
LPhT_2,9.3617
LPhT_3,9.6597
aero_1,8.6358
aero_2,8.3423
aero_3,8.4949
nit_1,8.9074
nit_2,9.4981
nit_3,9.2023
ferm_1,9.142
ferm_2,8.8642
ferm_3,9.1542
