,BSU35080
M9exp_1,9.4783
M9exp_2,9.346
M9exp_3,9.0238
M9tran_1,9.0616
M9tran_2,9.0997
M9tran_3,9.0525
M9stat_1,8.2882
M9stat_2,8.5238
M9stat_3,8.1858
MG-0.1_1,9.0004
MG-0.1_2,8.1705
MG-0.1_3,9.2803
MG-0.2_2,8.5063
MG-0.2_3,9.092
MG+5_1,9.0543
MG+5_2,8.632
MG+5_3,8.9727
MG+10_1,9.173
MG+10_2,8.8948
MG+10_3,8.7406
MG+15_1,8.8006
MG+15_2,9.7383
MG+15_3,9.2319
MG+25_1,9.2529
MG+25_2,8.8939
MG+25_3,9.304
MG+45_1,9.255
MG+45_2,8.6409
MG+45_3,9.5979
MG+60_2,8.8861
MG+60_3,8.9746
MG+90_2,8.3863
MG+90_3,8.9315
MG+120_1,8.5552
MG+120_2,8.7997
MG+120_3,8.6021
MG+150_1,8.9725
MG+150_3,8.6435
GM-0.1_1,8.6989
GM-0.1_2,8.6676
GM-0.1_3,8.9431
GM-0.2_1,8.9992
GM-0.2_2,9.2504
GM-0.2_3,8.6723
GM+5_1,8.7027
GM+5_2,8.8632
GM+5_3,9.2082
GM+10_2,8.8115
GM+10_3,8.2712
GM+15_1,9.0522
GM+15_2,8.7842
GM+15_3,8.8944
GM+25_1,9.1142
GM+25_2,8.9778
GM+25_3,8.7607
GM+45_1,9.4765
GM+45_2,8.4338
GM+45_3,8.9284
GM+60_1,9.2307
GM+60_2,8.4874
GM+60_3,8.7555
GM+90_1,9.2903
GM+90_2,9.4645
GM+90_3,9.1075
GM+120_1,8.9222
GM+120_3,9.4024
GM+150_1,9.0806
GM+150_2,8.4296
GM+150_3,9.3151
BT_1,11.2111
BT_2,10.424
B36_1,11.8424
B36_2,11.0394
B60_1,9.6607
B60_2,9.8015
S0_1,8.8289
S0_2,9.3929
S0_3,9.5206
S1_1,8.6175
S1_2,8.5626
S1_3,8.7597
S2_1,8.862
S2_2,8.5716
S2_3,8.448
S3_1,8.8552
S3_2,8.8166
S4_1,8.8324
S4_2,8.4359
S4_3,8.1947
S5_1,8.39
S5_2,8.6704
S5_3,8.5048
S6_1,8.3754
S6_2,7.6323
S6_3,8.5778
S6/t_1,8.8419
S6/t_2,7.675
S6_4,8.8208
S6_5,8.9278
S6_6,9.0862
S7_4,9.3148
S7_5,9.2669
S7_6,9.481
S8_4,9.1482
S8_5,9.4357
G135_1,10.0454
G135_3,8.5293
G150_1,9.511
G150_2,10.1014
G150_3,10.1466
G180_1,9.9632
G180_2,10.2221
G180_3,9.3138
T-5.40H_1,9.0424
T-4.40H_1,9.0683
T-3.40H_1,9.0482
T-2.40H_1,9.1898
T-1.40H_1,9.4636
T-1.10H_1,9.6338
T-0.40H_1,9.7538
T0.0H_1,10.1462
T0.30H_1,11.1478
T1.0H_1,11.0885
T1.30H_1,11.8246
T2.0H_1,11.7398
T2.30H_1,11.925999999999998
T3.0H_1,10.7574
T3.30H_1,10.3999
T4.0H_1,9.9992
T5.0H_1,9.0905
LBexp_1,9.4663
LBexp_2,9.5411
LBexp_3,9.3322
LBtran_1,8.9108
LBtran_2,9.1189
LBtran_3,9.3011
