,PSPTO_RS25350
SRX1828913,0.0607952973
SRX1828914,0.0501827695
SRX1828915,0.06985378290000001
SRX1828916,-0.0283656707
SRX1828917,-0.13064908020000002
SRX1828918,-0.0542048262
SRX3983989,0.5002549874000001
SRX3983990,0.1493277748
SRX3983993,-0.4322883087
SRX3983994,-0.43602999280000004
SRX3983995,0.4471651292
SRX3983996,-0.37516989300000003
SRX3983997,-0.35962256140000004
SRX3983998,0.38629484280000004
SRX3983999,0.45746345310000003
SRX3984000,0.4570641669
SRX3984001,-0.3458658147
SRX3984002,-0.2879979327
SRX3984003,-0.7013468843
SRX3984004,0.5210062165
SRX3984005,0.4719538364
SRX3984006,-0.4526415882
SRX3984007,-0.6025250844000001
SRX3984008,0.2923195481
SRX3984009,0.1731571715
SRX3984010,-0.3854005305
SRX3984011,0.2478896427
SRX3984012,0.27857668890000004
SRX3984013,0.1400619814
SRX3984014,0.3995177875
SRX3984015,-0.6490980114
SRX3984016,0.47697769760000003
SRX3984017,-0.3795155094
SRX3984019,0.1905110738
SRX3984020,-0.383639506
SRX3984021,-0.2888573252
SRX3984022,-0.32136144640000003
SRX3984023,0.08868111590000001
SRX3984024,0.4511718005
SRX3984025,0.3219929197
SRX3984026,0.4747799728
SRX3984027,0.36100124780000004
SRX3984028,0.4474541567
SRX3984029,0.5640425269
SRX3984031,-0.006793651
SRX3984032,-0.21820594170000002
SRX3984034,0.017653466700000002
SRX3984035,-0.9756608882000001
SRX3984036,-0.3213343831
SRX3984037,-0.0106578945
SRX3984038,-0.34868926040000003
SRX3984039,-0.3624229061
SRX3984040,0.42672494860000004
SRX3984041,-0.5754530022000001
SRX3984042,-0.4555448257
SRX3984043,-0.6940092011
SRX3984045,-0.0643581392
SRX3984046,0.050924788900000004
SRX3984047,-0.5233730252000001
SRX3984048,-0.5205115404
SRX3984049,-0.4822538992
SRX3984050,-0.44755464970000003
SRX3984051,-0.5761074068
SRX3984052,0.3270699977
SRX3984056,-0.36565225370000004
SRX3984057,-0.0943889931
SRX3984058,-0.46605928760000004
SRX3984059,0.2464383996
SRX3984061,0.0722263974
SRX3984062,0.3003778023
SRX3984063,0.3331091719
SRX3984064,0.3616385026
SRX3984065,0.27271116700000003
SRX3984066,0.44407832700000005
SRX3984067,0.2907597538
SRX3984068,0.334838309
SRX3984069,-0.6661262318000001
SRX3984070,-0.3803088016
SRX3984071,-0.4051183384
SRX3984073,0.48116631470000004
SRX3984074,0.42825425310000004
SRX3984077,0.027298012200000003
SRX3984078,0.1464280691
SRX3984079,-0.0872985391
SRX3984080,-0.1572593716
SRX3984082,0.2993589631
SRX3984084,-0.1766318009
SRX6997963,0.15668793920000001
SRX6997964,-0.17015517230000002
SRX6997965,0.031218743000000004
SRX6997967,0.0050276784
SRX6997968,-0.34639344180000003
SRX6997969,-0.35395993330000003
SRX6997971,-0.1617156176
SRX6997972,-0.4003301757
SRX6997973,-0.3310815411
SRX3159100,-0.0090587223
SRX3159101,-0.26596466020000004
SRX3159102,0.0824962132
SRX3159103,0.1925271693
SRX3159000,0.035586487300000004
SRX3159001,-0.3423284414
SRX3159002,-0.26737582060000004
SRX3159003,-0.25513852670000003
SRX3159004,0.30892524650000003
SRX3159005,0.0394311938
SRX3159006,-0.2945861018
SRX3159007,0.1625487749
SRX3159008,0.1510699099
SRX3159009,0.27220247470000003
SRX3159010,-0.2025440779
SRX3159012,0.1732307516
SRX3159013,0.0421875649
SRX3159014,-0.2614818204
SRX3159015,-0.1487150448
SRX3159016,0.0306342553
SRX3159017,-0.4885524209
SRX3159018,-0.1041106276
SRX3159019,-0.3715553689
SRX3159020,-0.1062642743
SRX3159021,-0.3051639776
SRX3159022,-0.1401712652
SRX3159023,-0.0221309301
SRX3159024,-0.819033576
SRX3159025,-0.0315166033
SRX3159026,-0.1438545511
SRX3159027,0.0810426358
SRX3159028,-0.0913185698
SRX3159029,-0.1602465233
SRX3159030,0.1831619045
SRX3159034,-0.1711550544
SRX3159036,0.1023295111
SRX3159037,0.1513540723
SRX3159041,-0.2625461716
SRX3159042,-0.2300058951
SRX3159043,-0.1202948992
SRX3159045,-0.2145326048
SRX3159047,-0.037510967900000004
SRX3159048,-0.7894292983000001
SRX3159049,-0.12417122850000001
SRX3159050,0.0652242402
SRX3159051,-0.1324770599
SRX3159052,-0.1827921646
SRX3159053,-0.1853165625
SRX3159054,-0.4019747768
SRX3159055,0.6639496261000001
SRX3159056,-0.051904784100000004
SRX3159057,0.1744342834
SRX3159058,0.4586642506
SRX3159060,0.3444427137
SRX3159061,0.7146573829
SRX3159062,0.3976723918
SRX3159063,-0.5562567022
SRX3159066,-0.067888454
SRX3159069,-0.2636881284
SRX3159070,-0.389868631
SRX3159071,-0.13775391280000002
SRX3159073,-0.0287070143
SRX3159074,-0.157096897
SRX3159075,-0.30604317540000003
SRX3159076,-0.3227706607
SRX3159080,-0.17423821750000001
SRX3159082,0.23863467400000002
SRX3159083,-0.211397467
SRX3159086,-0.0424974949
SRX3159087,-0.24220046720000002
SRX3159088,0.43313718700000003
SRX3159089,-0.3426793781
SRX3159090,-0.023004999
SRX3159091,0.0701484103
SRX3159092,0.8947198529
SRX3159093,0.9279028382000001
SRX3159094,0.6420476745
SRX3159095,0.5946168911
SRX3159096,0.850176903
SRX3159097,1.1876994033
SRX3159098,0.47905875800000003
SRX3159099,0.7501788246000001
SRX3158988,0.1315438784
SRX3158989,1.5346011932999999
SRX3158990,1.2249427589
SRX3158991,0.3399423905
SRX3158992,-0.1804978504
SRX3158996,0.0489539721
SRX3644656,-0.045598610500000004
SRX3644657,0.0149887735
SRX3644658,0.030609837
SRX3644659,-0.4567736445
SRX3644660,-0.1579748906
SRX3644661,0.063950084
SRX3644662,-0.8398449370000001
SRX3644663,-0.5615956017
SRX3644664,-0.5561796759000001
SRX3644665,-0.4526568067
SRX3644666,-0.0486118971
SRX3644667,0.1141027065
SRX3644668,-0.7814392391
SRX3644669,-0.5946047512
SRX3644670,-0.5809777676
SRX3644671,-0.22312405540000002
SRX3644672,-0.2133056121
SRX3644673,-0.19844364590000002
