,-0.11393755727272728,-0.09115004581818183,-0.06836253436363637,-0.04557502290909092,-0.022787511454545467,-1.3877787807814457e-17,0.02278751145454544,0.045575022909090906,0.06836253436363635,0.09115004581818179,0.11393755727272725,0.13672506872727272,0.15951258018181816,0.1823000916363636,0.2050876030909091,0.22787511454545453,0.250662626,0.2734501374545454,0.2962376489090909,0.3190251603636364
thresh,-0.125331313,0.125331313,1,,,,,,,,,,,,,,,,,
unreg,0,0,1,9,579,4433,526,13,1,1,0,0,2,1,2,2,1,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],['PA2166' 'PA2747'],['PA3371'],['PA3369' 'PA4739'],['PA4738' 'PA3370'],['PA5481'],['PA5482'],[],[]
