sample,new_4174260_4176850_c
LBexp_1,8.4022
LBexp_2,8.7047
LBexp_3,8.6203
LBtran_1,8.4798
LBtran_2,8.2446
LBtran_3,8.214
LBstat_1,8.4928
LBstat_2,8.5451
LBstat_3,8.355
LBGexp_1,8.1091
LBGexp_2,8.4032
LBGexp_3,8.5491
LBGtran_2,7.7458
LBGtran_3,8.1783
LBGstat_1,7.5006
LBGstat_2,7.6524
LBGstat_3,8.1263
S0_1,7.8017
S0_2,7.9064
S0_3,8.0803
S1_1,9.1723
S1_2,9.4654
S1_3,8.6819
S2_1,9.0994
S2_2,8.7489
S2_3,8.5791
S3_1,11.1365
S3_2,11.0707
S4_1,12.1537
S4_2,11.6633
S4_3,11.6242
S5_1,11.7494
S5_2,11.9051
S5_3,11.832
S6_1,12.069
S6_2,10.4148
S6_3,12.1703
S6/t_1,11.5222
S6/t_2,9.3021
S6_4,10.3611
S6_5,10.9964
S6_6,11.3063
S7_4,10.9701
S7_5,11.0029
S7_6,11.0303
S8_4,10.5834
S8_5,10.9907
G135_1,8.89
G135_3,8.7833
G150_1,8.354
G150_2,8.2875
G150_3,9.019
G180_1,8.2676
G180_2,7.9852
G180_3,8.8586
C30_1,10.5116
C30_2,10.3403
C90_1,10.4323
C90_2,8.6057
BI_1,7.9133
BI_2,8.1546
BC_2,8.8268
BC/t_1,8.8399
BC/t_2,10.2197
BC_1,8.5198
Sw_1,7.4893
Sw_2,7.8179
BT_1,10.4695
BT_2,9.983
B36_1,10.3034
B36_2,10.2726
B60_1,9.5441
B60_2,10.0484
M9exp_1,8.7739
M9exp_2,8.5617
M9exp_3,8.4297
M9tran_1,8.3689
M9tran_2,8.3048
M9tran_3,7.9749
M9stat_1,9.2447
M9stat_2,8.4503
M9stat_3,8.2173
M+G_1,10.8265
M+G_2,9.0982
M+G_3,9.0739
Glu_1,9.5883
Glu_2,8.6615
Glu_3,9.1719
Fru_1,9.8704
Fru_2,11.0641
Fru_3,8.5383
Mal_1,8.6041
Mal_2,10.3243
Mal_3,8.8349
G+S_2,10.4167
G+S_3,10.1441
Pyr_1,9.932
Pyr_2,10.5905
Pyr_3,10.2077
Gly_1,8.3685
Gly_2,9.2574
Gly_3,9.0199
Glucon_1,9.9188
Glucon_2,9.3558
Glucon_3,8.3621
aero_1,8.4212
aero_2,8.5567
aero_3,7.9229
nit_1,9.0848
nit_2,8.9709
nit_3,8.3553
ferm_1,8.8943
ferm_2,8.4202
ferm_3,9.1255
T-5.40H_1,8.5067
T-4.40H_1,8.5558
T-3.40H_1,8.5833
T-2.40H_1,7.9994
T-1.40H_1,8.2412
T-1.10H_1,8.1312
T-0.40H_1,8.0855
T0.0H_1,8.2567
T0.30H_1,8.4137
T1.0H_1,8.2468
T1.30H_1,8.4033
T2.0H_1,8.4081
T2.30H_1,8.8291
T3.0H_1,8.729
T3.30H_1,9.621
T4.0H_1,9.9268
T5.0H_1,9.7243
HPh_1,8.9862
HPh_2,8.4014
HPh_3,9.4986
LPh_1,8.5741
LPh_2,8.5143
LPh_3,8.9626
LPhT_1,8.4155
LPhT_2,8.1834
LPhT_3,8.5425
SMMPr_1,8.5815
SMMPr_2,8.6509
SMMPr_3,8.8058
HiTm_1,8.9339
HiTm_2,9.2879
HiTm_3,9.7413
LoTm_1,9.9655
LoTm_2,10.1268
LoTm_3,10.3701
HiOs_1,9.8477
HiOs_2,10.4364
HiOs_3,10.0734
BMM_1,8.4247
BMM_2,8.607999999999999
BMM_3,9.0236
Heat_1,9.3232
Heat_2,9.0509
Heat_3,9.2211
Cold_1,8.0734
Cold_2,8.506
Cold_3,8.3648
Etha_1,8.3392
Etha_2,8.2132
Etha_3,8.3274
SMM_1,8.9612
SMM_2,9.2047
SMM_3,8.6143
Salt_1,9.1286
Salt_2,8.9797
Salt_3,8.8642
Mt0_1,8.6779
Mt0_3,8.4483
M0t45_1,8.5017
M0t45_2,9.1989
M0t45_3,8.7731
M0t90_1,7.6758
M0t90_2,7.8984
M0t90_3,7.6436
M40t45_1,8.3188
M40t45_2,8.9065
M40t45_3,8.6765
M40t90_1,7.5057
M40t90_2,7.7324
M40t90_3,7.8395
dia0_1,8.0955
dia0_2,8.3888
dia0_3,8.0948
dia5_1,8.436
dia5_2,8.6038
dia5_3,8.5349
dia15_1,8.8478
dia15_2,8.7354
dia15_3,8.2822
Diami_1,8.057
Diami_2,8.1152
Diami_3,8.3695
Paraq_1,8.3738
Paraq_2,8.7233
Paraq_3,7.7360000000000015
H2O2_1,8.3392
H2O2_2,8.6125
H2O2_3,8.2792
Oxctl_1,8.5885
Oxctl_2,8.629
Oxctl_3,8.7054
GM-0.1_1,8.3767
GM-0.2_1,7.9747
GM+5_1,8.3282
GM+15_1,8.3243
GM+25_1,8.7903
GM+45_1,8.5052
GM+60_1,8.4637
GM+90_1,8.0645
GM+120_1,7.5573
GM+150_1,8.407
GM-0.1_2,8.8237
GM-0.2_2,9.133
GM+5_2,8.4417
GM+10_2,8.362
GM+15_2,8.8731
GM+25_2,8.8359
GM+45_2,7.9866
GM+60_2,7.9957
GM+90_2,8.8444
GM+150_2,8.0397
GM-0.1_3,8.7461
GM-0.2_3,8.4566
GM+5_3,8.6834
GM+10_3,7.9689999999999985
GM+15_3,8.8285
GM+25_3,8.4018
GM+45_3,8.3849
GM+60_3,7.7236
GM+90_3,8.6343
GM+120_3,8.8216
GM+150_3,8.3072
MG-0.1_1,8.4698
MG+5_1,9.0329
MG+10_1,8.8007
MG+15_1,8.3793
MG+25_1,8.6687
MG+45_1,9.4825
MG+120_1,8.2564
MG+150_1,8.314
MG-0.1_2,7.7611
MG-0.2_2,8.5412
MG+5_2,8.3861
MG+10_2,8.7724
MG+15_2,9.3587
MG+25_2,8.5859
MG+45_2,7.9514
MG+60_2,8.5484
MG+90_2,8.1724
MG+120_2,8.3092
MG-0.1_3,9.2984
MG-0.2_3,8.955
MG+5_3,8.8445
MG+10_3,7.6858
MG+15_3,9.2018
MG+25_3,9.303
MG+45_3,9.3647
MG+60_3,7.9763
MG+90_3,8.9319
MG+120_3,8.6732
MG+150_3,8.8988
