,-0.11758294491263178,-0.09798578742719316,-0.07838862994175454,-0.05879147245631591,-0.03919431497087729,-0.019597157485438665,-4.163336342344337e-17,0.019597157485438596,0.039194314970877206,0.058791472456315816,0.07838862994175445,0.09798578742719309,0.1175829449126317,0.13718010239807032,0.156777259883509,0.1763744173689476,0.1959715748543862,0.21556873233982482,0.23516588982526343,0.2547630473107021
thresh,-0.1273815236553511,0.1273815236553511,48,,,,,,,,,,,,,,,,,
unreg,0,0,2,3,33,413,1630,380,29,1,0,0,1,0,0,0,0,0,0,0
ppGpp,0,0,0,1,5,96,367,112,10,0,1,0,0,0,0,0,0,0,0,0
GlaR,0,0,0,0,1,13,39,11,0,0,0,0,0,0,0,0,0,0,0,0
Lrp,0,0,0,0,2,32,83,27,4,1,0,0,0,0,0,0,0,0,0,0
Crp,0,0,0,1,10,64,181,62,4,0,1,0,0,0,0,0,0,0,0,0
H-NS,0,0,0,0,1,14,26,9,1,0,0,0,0,0,0,0,0,0,0,0
RpoS,0,0,0,1,3,17,62,30,3,0,0,0,0,0,0,0,0,0,0,0
ppGpp and GlaR,0,0,0,0,0,1,9,6,1,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Lrp,0,0,0,1,2,17,41,9,3,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Crp,0,0,0,0,1,11,37,6,2,0,0,0,0,0,0,0,0,0,0,0
ppGpp and H-NS,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and RpoS,0,0,0,0,1,9,41,14,1,0,0,0,0,0,0,0,0,0,0,0
GlaR and Lrp,0,0,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0
GlaR and Crp,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0
GlaR and H-NS,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
GlaR and RpoS,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrp and Crp,0,0,0,0,1,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0
Lrp and H-NS,0,0,0,0,0,1,7,2,1,0,0,0,0,0,0,0,0,0,0,0
Lrp and RpoS,0,0,0,0,1,2,7,5,0,0,0,0,0,0,0,0,0,0,0,0
Crp and H-NS,0,0,0,0,1,5,24,4,0,0,0,0,0,0,0,0,0,0,0,0
Crp and RpoS,0,0,0,0,0,5,29,4,6,1,0,0,0,0,0,0,0,0,0,0
H-NS and RpoS,0,0,0,0,0,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Crp, H-NS, and RpoS",0,0,0,0,1,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, and RpoS",0,0,0,0,0,2,6,2,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, Crp, and RpoS",0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0
"Lrp, H-NS, and RpoS",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"Lrp, Crp, and RpoS",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Crp, and H-NS",0,0,0,0,0,2,4,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, GlaR, Lrp, and Crp",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GlaR, Crp, and RpoS",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, H-NS, and RpoS",0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, GlaR, Crp, H-NS, and RpoS",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, H-NS, and RpoS",0,0,0,0,0,3,4,2,0,1,0,0,0,0,0,0,0,0,0,0
"GlaR, Lrp, and RpoS",0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, and Crp",0,0,0,0,0,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Lrp, Crp, and H-NS",0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
