,A,GlaR,RpoS,hns,Lrp,Crp
ssw__wt_glc__1,1.2465262499016347,-0.2243172120000008,-0.6345283510000002,0.25344145999999945,-0.3293304500000005,0.08995910700000033
ssw__wt_glyc__1,-9.79730254075213,-0.029100651000001143,-0.13753819100000084,-0.6075529300000007,-2.208593492000002,0.2646295629999997
ssw__wt_xyl__1,-6.286954106155253,0.3308301369999995,0.2429983199999999,0.2818695399999989,-1.2228882600000013,0.6151089029999994
ssw__glc_ale1__1,-2.6764709105482094,-0.039390317000000515,0.7432752320000002,0.2292362899999993,-0.2620418800000017,0.31199771300000023
ssw__glc_ale2__1,-3.2612410833277488,0.6527579459999995,0.426754171999999,0.33127165999999875,0.08305933999999837,0.5353218630000001
ssw__glc_ale3__1,-3.56862216299618,-0.2701349880000006,-0.5801338450000006,0.4004928999999997,-0.282193760000002,0.4454840030000007
ssw__glyc_ale1__1,-3.970169713874371,0.049135906999999264,0.2539637250000002,0.13415037999999946,-0.5586294470000013,0.2988789030000003
ssw__glyc_ale2__1,-4.0360360159490485,0.11628329499999968,-0.7526172219999996,0.25161889999999865,-0.018397810000001517,0.3021156230000006
ssw__xyl_ale1__1,-6.151222964307678,0.695017022,0.07102489999999939,-0.18116071000000036,-0.7885689070000019,-0.2147884219999998
ssw__xyl_ale2__1,-7.036883622499976,0.1085763979999994,0.11657292900000014,0.09598590999999956,-0.5042436030000008,0.026451148999999674
ssw__xyl_ale3__1,-5.118667649206023,0.3008726909999995,-0.2888721400000005,0.12971207999999912,-0.4955059000000013,-0.3138359289999997
ssw__glc_ac_ac2__1,-6.522534283827425,0.17369765599999987,-0.9307193809999994,0.015256449999998978,-0.7812120870000019,0.5069351229999999
ssw__glc_ac_glc1__1,-5.757582740659726,0.5812289919999998,-0.209421098,0.06730451999999865,-1.0814780570000018,-0.42053636400000016
ssw__glc_glyc_glc__1,-2.5639861935219552,0.5326912969999995,0.5182240819999997,0.13046632999999908,-0.5697957290000009,0.565682133000001
ssw__glc_glyc_glyc__1,-3.3969248372889167,0.672501951000001,0.4607958520000004,0.17749526999999965,-0.5600905080000018,0.3070424930000009
ssw__glc_xyl_glc__1,-6.98303567487717,-0.4225540280000004,-0.6348894549999997,-0.4713074500000012,-0.8671927960000012,0.029020071999999782
ssw__glc_xyl_xyl__1,-2.2659917780653864,-0.2727171420000003,-0.2640025520000009,-0.31135607000000043,-0.3810301700000007,-0.2438474470000003
ica__wt_glc__1,-2.828033939283698,-0.6636170400000001,-0.7602189819999996,-0.08233707000000122,0.06347383999999856,-0.02120516499999958
ica__wt_glc__2,-3.238631247246031,-0.7815669330000006,-0.8536889090000006,-0.07183076000000099,0.009214789999999695,-0.013075077999999962
ica__wt_glc__3,-2.4769135957164727,-0.2406795180000003,0.049913985999999966,-0.019951300000000668,-0.15474256000000075,0.0930502690000008
ica__wt_glc__4,-4.087326679218972,-0.3480698570000005,0.09081191900000007,0.21698170999999888,0.17742325999999942,0.399858493
ica__arg_sbt__1,-0.268883327268209,0.5869245839999992,0.5891611220000001,0.11541416000000028,0.2544338099999983,0.17296083299999945
ica__arg_sbt__2,-0.6177395122875505,0.2504365219999993,0.3881980019999993,0.21647351000000012,0.40943523999999704,0.4931735029999995
ica__cytd_rib__1,9.013793096596835,3.54615707,0.765180341999999,0.8105376599999996,-0.43020659000000094,0.5032386530000004
ica__cytd_rib__2,8.649893887564982,3.627305266000001,0.6480234419999995,0.9543906999999994,-0.6894574240000004,0.4864851229999996
ica__gth__1,3.6475877203204,0.9847463859999994,0.8912684019999997,-1.2213092100000011,-1.3891427300000014,-0.3447319570000005
ica__gth__2,3.3038817299441066,0.8623790149999992,1.0063285620000002,-1.3163212800000004,-1.7287003020000018,-0.5509396859999995
ica__leu_glcr__1,-1.1438530289391933,-0.12568532400000001,-0.2369398530000009,0.5716676099999987,0.4908094499999986,1.0260792930000004
ica__leu_glcr__2,-1.3256000604941522,-0.1806666480000008,-0.3034178609999998,0.53828122,0.4282976199999986,0.964590953
ica__met_glc__1,-3.4649671442736274,-0.9283800280000007,-1.022815705000001,-0.04509509000000023,0.032366059999999315,-0.0020434050000002198
ica__met_glc__2,-3.526760745105731,-0.8164985640000006,-1.102207818,-0.11313505000000035,0.008036549999998144,-0.06998528999999998
ica__no3_anaero__1,-3.4920934149051983,-0.1193740570000008,-0.1954281790000003,0.05643902999999995,0.28264287999999915,0.16601552300000044
ica__no3_anaero__2,-3.5658714058917997,0.002399369999999124,-0.12172514500000098,0.09295958999999954,0.3208345499999989,0.1659366630000001
ica__phe_acgam__1,-2.5178697434631268,-0.5135065900000004,-0.4922668249999997,-0.29743363000000045,0.058784999999998526,0.08710832000000046
ica__phe_acgam__2,-3.4204104093929466,-0.5957140780000003,-0.5852651299999998,-0.3048972499999998,-0.009129360000001084,0.07371453200000032
ica__thm_gal__1,0.4646453179786242,0.18802083199999944,0.6066152819999999,-0.17966607000000145,-0.03657140000000148,0.41909228299999945
ica__thm_gal__2,0.9267210502248204,0.3019397579999996,0.668510972,-0.27952053000000104,-0.0869345500000005,0.4125785030000007
ica__tyr_glcn__1,-3.054405277690377,-0.703366677,-0.5756726790000002,-0.052775800000000934,-0.029051210000000438,0.211699823
ica__tyr_glcn__2,-3.318811430027858,-0.5493513490000002,-0.5077214810000008,-0.016923240000000558,0.05971002999999975,0.2492893929999997
ica__ura_pyr__1,-0.696970897717864,0.1387266579999995,0.20881733899999946,0.34118300999999995,-0.08445652000000159,0.8236668229999999
ica__ura_pyr__2,0.8901710137484491,0.32374740099999944,0.4469161219999993,0.21316320999999935,-0.3002459400000017,1.104333543000001
ica__wt_glc__5,-4.075360801853339,-0.2618644200000002,-0.443233116,0.10117200999999908,0.27143481999999963,0.3105034530000008
ica__wt_glc__6,-3.258722825668949,-0.2620014570000002,-0.3440205879999993,0.10903987000000016,0.30022168999999893,0.3376528430000008
ica__bw_delpurR_cytd__1,-5.286152132522193,-0.8908566440000008,-1.10661481,-0.2489077900000005,0.10733267999999896,-0.14178576699999998
ica__bw_delpurR_cytd__2,-7.332447132655224,-0.3190209600000005,-0.40072797000000016,0.2796028699999997,0.4895225299999986,0.2554834630000009
ica__ade_glc__1,-6.900019457794671,-0.4397528040000003,-0.4128361290000005,0.22180329999999948,0.46172304999999797,0.27079068299999953
ica__ade_glc__2,-4.93392182137186,-0.9133511890000006,-1.293643015999999,-0.2393472800000005,0.15487785999999915,-0.10748262699999957
ytf__wt_glc__1,-0.7167793682178307,0.3247564369999996,0.3419649420000006,0.01989654999999857,-0.17537371000000054,0.34000217300000024
ytf__wt_glc__2,-2.255943494157845,0.43921851100000003,0.6804132620000001,0.09547225999999932,-0.07718896000000086,0.487174103000001
ytf__delyafC__1,-1.456883349819766,0.6083416320000001,0.5565448419999992,0.16531804999999974,-0.08007050000000149,0.518280163
ytf__delyafC__2,-1.8904516910272973,0.4147016289999996,0.6846965419999993,0.22712903999999945,-0.14305510000000154,0.558626223000001
ytf__delyeiE__1,-2.038858043159585,0.05416307299999978,0.24851932099999985,0.2868095799999999,-0.2999850200000012,0.4528218430000006
ytf__delyeiE__2,-1.474541727382598,0.18496816399999985,0.07231935399999934,0.28896509999999864,-0.2618116500000003,0.3693801830000005
ytf__delyiaJ__1,-1.5156590384612896,0.2695593149999995,0.6024993319999989,0.19941649999999989,0.2429855199999995,0.4900788630000008
ytf__delyiaJ__2,-1.5117226995163784,0.30103791399999924,0.775933062,0.4284913799999988,0.3513210099999995,0.4743345229999996
ytf__delyieP__1,-3.14370060683871,0.5125658049999995,0.6228551420000006,0.1938585899999996,-0.20330401000000187,0.8306116230000011
ytf__delyieP__2,-2.5914662854899158,0.5956569029999992,0.7701409819999991,0.3012283299999989,-0.29169976000000203,0.7498248230000009
ytf__wt_ph5__1,-1.2699368534187916,0.4198775919999997,0.4666802919999995,-0.04215270999999987,-0.08912223000000097,0.3985759630000008
ytf__wt_ph5__2,-1.9227368913274443,0.4464536359999993,0.4907947220000004,0.02936957000000007,-0.01004875000000105,0.4747397030000009
ytf__wt_ph8__1,0.9593479019990232,0.30391952299999936,0.4135751320000001,0.025758629999998558,-0.02918246000000124,0.2756429229999995
