,A,GlaR,RpoS,hns,Lrp,Crp
R2,,0.6575095730690563,0.18347794352759628,0.027816169162276583,0.027430360254233288,0.024704915975589548
xmin,,-4.8810192400000005,-2.4793139040000005,-1.9979766210000007,-3.3317966780000012,-9.852476477
xmid,,-2.0206406584965393,,0.6203615549016147,0.06440731263231496,0.5104614617818962
xmax,,3.677017981000001,3.139938211880993,2.380163549999999,0.9569347599999992,1.6003325529999994
ystart,,-8.72920662808082,-6.790792370098293,-1.307002890756873,-1.2920556082199697,-1.30956341810449
yend,,11.562943638619569,2.562620111549886,-6.478049189231828,-6.0966199518167645,-5.668181327184752
control__wt_glc__1,-0.2020294783195666,-0.18261950100000046,-0.049727751000000715,0.11716060999999912,-0.011641710000001028,0.012478645999999928
control__wt_glc__2,0.2020294783195681,0.1826195009999996,0.049727751000000715,-0.11716061000000087,0.01164170999999925,-0.012478645999999928
fur__wt_dpd__1,6.304839421679256,1.2914020049999992,1.6503265020000004,-0.21220296000000086,-0.6940244830000015,0.07757413100000042
fur__wt_dpd__2,6.685706445907787,1.2590723119999998,1.6437026919999995,-0.15081341000000134,-1.072648193000001,-0.0906821709999992
fur__wt_fe__1,-0.7667054706177812,0.12752134199999965,-0.2294725589999995,-0.56740864,-0.29271737000000186,-0.030513672999999738
fur__wt_fe__2,-0.431816460134274,0.23516626099999985,-0.2717253760000009,-0.5750199200000008,-0.3638154000000018,0.0581907200000007
fur__delfur_dpd__1,6.546867933940812,1.4756482349999995,1.5271957219999999,0.02821881999999931,-0.3755461500000017,-0.10598198399999957
fur__delfur_dpd__2,6.365937845219033,1.3919747609999993,1.2385445819999994,0.13773748999999924,-0.42726524000000055,-0.22346684100000047
fur__delfur_fe2__1,0.8664126727595445,0.3853197569999995,0.6013075319999999,-0.3889403100000006,-0.4071929400000016,0.4364299129999996
fur__delfur_fe2__2,0.9622008937034462,0.37184009699999976,0.6226109219999998,-0.41893693000000104,-0.3888872200000009,0.36756339300000107
acid__wt_ph5__1,1.973948111707707,0.8557518069999999,0.17730274899999898,-0.14121664000000145,-0.09708397000000167,0.3455225730000002
acid__wt_ph5__2,2.129369239853941,0.8504599070000003,0.18070148099999986,-0.1173053700000004,-0.09599975000000073,0.34313646300000045
acid__delgadx_ph5__2,2.247216629953777,0.6981175229999987,0.041918445000000304,0.03221591999999873,-0.2525905400000017,0.3393877130000007
acid__delgadw_ph5__1,1.9222275606817216,0.8370979329999999,0.13294699599999935,-0.05329887999999983,-0.20636768000000136,0.3838637929999997
acid__delgadw_ph5__2,1.7034761401278455,0.8329340089999988,0.028727889000000676,-0.07889036000000083,-0.13596409000000165,0.3398617829999999
acid__delgade_ph5__1,2.026099631111274,1.0331069309999998,0.245873005,-0.15523974000000074,-0.03282263000000185,0.432408723
acid__delgade_ph5__2,2.0188993748342026,0.9249386749999989,0.3536770219999994,-0.13083347999999972,-0.08436744000000118,0.4824361929999999
oxidative__wt_pq__1,6.996957684500975,1.7137590049999991,2.4493267319999994,0.4866831099999995,-0.3174906800000006,0.17662370300000066
oxidative__wt_pq__2,7.308755545140802,1.6960833119999998,2.150239471999999,0.3823035299999997,-0.2652203200000009,0.24038529300000103
oxidative__deloxyr_pq__1,4.78533362054895,1.569235376,1.9186836320000005,0.5592633899999999,-0.09725503000000124,0.5131550130000004
oxidative__deloxyr_pq__2,5.100291000931843,1.4543609039999996,1.8757188320000004,0.6406210599999991,-0.14415623000000188,0.5363373029999998
oxidative__delsoxr_pq__1,7.53415091882637,1.705563893999999,2.1746498119999997,0.30159601999999985,-0.4801003560000012,0.3346725330000009
oxidative__delsoxr_pq__2,7.772974936197408,1.715327221,2.132365622,0.248399899999999,-0.4378053500000014,0.3870598730000001
oxidative__delsoxs_pq__1,8.416536116826649,1.946839987,2.4270615719999995,0.32007260999999865,-0.3665641600000011,0.5134629630000003
oxidative__delsoxs_pq__2,8.513623223851718,1.9696979589999997,2.475274892,0.3146657899999994,-0.2735768400000005,0.5104807529999995
nac_ntrc__wt_csn__1,4.481783935229198,2.997089835,1.849426562,-0.14105018000000058,0.2274395999999985,-0.0727968299999997
nac_ntrc__wt_csn__2,4.365479560306821,3.113003416,1.8262455620000004,-0.20188571999999996,0.3078409099999995,-0.09324395099999984
nac_ntrc__wt_cytd__1,5.993561224705824,3.4506004449999987,0.9658633820000002,0.01979153999999994,0.12546446999999894,-0.043119613
nac_ntrc__wt_cytd__2,5.947430212370177,3.4699219799999987,0.8995555819999996,0.16168657999999958,0.14888169999999867,-0.07348926000000056
nac_ntrc__wt_gln__1,6.481855903297807,3.5983915289999984,1.143877011999999,0.3798369399999988,0.06384898999999855,0.16383650300000066
nac_ntrc__wt_gln__2,6.470204077721188,3.616569173999999,1.201356272,0.4188996199999995,0.03403800999999973,0.11651884599999995
nac_ntrc__bw_delnac_csn__1,2.630556057341799,1.2351515049999993,2.1708239119999995,-0.7250022100000013,-0.26887009000000184,0.16921202300000004
nac_ntrc__bw_delnac_csn__2,3.9715211244604056,1.4116137479999988,2.3634965119999998,-1.0669142899999997,-0.4971630210000004,0.03216219000000109
nac_ntrc__bw_delnac_cytd__1,4.023130706709599,1.0852483609999997,1.560056101999999,-0.14804482000000085,0.3625208999999981,0.2936758630000007
nac_ntrc__bw_delnac_cytd__2,4.316198451638018,0.8712434929999988,1.5728261719999992,-0.2630813500000002,0.31627000999999844,0.2286386530000009
nac_ntrc__bw_delnac_gln__1,5.580076058089138,1.5622477389999991,1.4617363419999998,0.03699666999999885,0.20808447999999835,0.5051051429999998
nac_ntrc__bw_delnac_gln__2,6.157890524756409,1.5332974039999998,1.4067977519999992,0.1266707699999987,0.1513593999999987,0.563775123000001
nac_ntrc__bw_delnac_nh4__1,0.9650491254400272,-0.0523389390000002,0.3601772620000005,-0.2424922700000014,0.2307366199999983,0.3391651030000009
nac_ntrc__bw_delnac_nh4__2,1.6039204350278682,0.02234786100000008,0.3699574519999995,-0.2669652300000003,0.13001686999999862,0.3602350630000011
misc__wt_no_te__1,5.898641585658128,1.2315457839999988,0.924456952,0.18538133999999928,-0.3009276000000014,0.3221691629999999
misc__wt_no_te__2,3.966762604305032,0.6656248949999997,0.42003344199999937,0.04769500999999998,-0.1921471100000005,0.3159875930000009
misc__bw_delcbl__1,1.376551000762357,0.18099035399999952,0.244772523,-0.2500818599999999,-0.3094116300000014,0.30577407300000026
misc__bw_delcbl__2,1.4482526273353378,0.3254407649999997,0.07157739500000028,-0.2246719300000013,-0.2649644800000015,0.3225694130000001
misc__bw_delfabr__1,0.3192345981272744,-0.20452643100000056,-0.2551086290000004,-0.4287578700000001,-0.2603695600000009,0.1944652930000004
misc__bw_delfabr__2,0.0449863933553712,-0.2586207980000008,-0.16277256400000084,-0.4429400300000008,-0.2737464100000011,0.13385438500000113
misc__bw_delfadr__1,2.7186316940000785,0.4299353099999994,0.10687962199999924,-0.24506315,-0.3501175000000014,0.325118883
misc__bw_delfadr__2,1.9981851589206476,0.4874997529999998,0.19751071299999975,-0.18162453000000056,-0.23017134000000186,0.3434663330000003
misc__nitr_031__1,4.448823663547598,2.533629155999999,1.1360686920000005,0.07557949999999991,-0.18571492000000056,0.2155988630000003
omics__wt_glu__1,-0.1582808214975972,0.1506688219999992,-0.23051727,-0.34721862000000137,-0.6196653030000014,0.3481259330000004
omics__wt_glu__2,-0.6893980721146481,0.07273553999999915,0.043958795,-0.1983287400000009,-0.4167845500000009,0.31989882300000083
omics__wt_gly__1,2.03411496597472,0.5516758389999996,-0.016657597000000024,-0.8712711200000012,-0.4620122400000018,0.3121818130000005
omics__wt_gly__2,1.3344371012641338,0.3734834979999997,-0.015329333000000387,-0.8541786299999998,-0.4594035800000018,0.3489800729999999
omics__wt_thr__1,-2.4924474008829915,0.3184741579999999,-0.27653058900000005,-0.4445151599999999,-0.8237873590000007,0.8835606830000007
omics__wt_thr__2,-2.0654049324206385,0.04296378799999978,-0.3382411019999996,-0.5067728500000008,-0.6692287650000015,1.127551423
omics__bw_ac__1,0.7014423308967798,0.3183833349999992,1.014675532,0.07924672999999949,-0.31974963000000045,0.4643589929999994
omics__bw_ac__2,-0.1533682016085892,0.3481569999999996,0.9779118219999994,0.14440284999999875,-0.27927106000000107,0.4618822229999999
omics__bw_fum__1,-1.5212901966938126,0.04676075299999916,0.7274200319999995,0.5290582599999993,-0.4922631980000016,0.446647853
omics__bw_fum__2,-2.029337553551936,0.09253321399999948,0.7373106620000005,0.50611535,-0.40191275000000093,0.4952586530000005
omics__bw_glc__1,-3.0863743549674925,0.08442040999999989,0.3882324019999999,0.3401018799999989,0.06089708999999921,0.31995135300000044
omics__bw_glc__2,-2.776851906090652,0.03656272699999974,0.39518415200000057,0.3089811499999993,0.047743039999998516,0.3609335930000004
omics__bw_pyr__1,0.5334379904183819,0.2898645489999998,1.0398495719999996,0.4012276499999992,-0.2498423800000005,0.8061810030000007
omics__bw_pyr__2,0.641897476971933,0.7515510120000002,1.1488143320000006,0.4222074099999986,-0.1860641600000008,0.7644674929999997
ompr__wt_nacl__1,4.030940392474238,1.1252965879999983,1.6465871120000006,0.2401362200000001,-1.7687857470000008,-0.6865814769999989
ompr__wt_nacl__2,4.54794165988073,1.0017327179999986,1.759748342,0.09760655000000007,-1.6018835700000018,-0.620927
ompr__bw_delompr_nacl__1,2.0510566860832435,0.5613968129999991,0.7287601719999994,-0.1648590900000002,-2.108711887000002,-1.0462482019999992
ompr__bw_delompr_nacl__2,1.781519916309707,0.4333470679999998,0.5739272920000005,-0.15346479000000102,-2.047493032000002,-1.071490686999999
minspan__wt_ade__1,-3.2322070765312576,-0.9637240060000004,-0.41096649500000026,0.3116969100000002,0.11695163999999815,-0.09169608400000052
minspan__wt_glc__2,0.3754274526144352,-0.032084028999999965,0.11574757800000054,-0.4047781000000015,-0.2346770100000004,-0.17147671399999884
minspan__wt_glc__3,-0.1676347546040582,0.06363288099999931,0.02785716100000002,-0.4256495300000012,-0.3081033300000016,-0.2165117989999992
minspan__wt_glc__4,0.5719075079213882,0.13977697399999922,0.04818290200000064,-0.471480230000001,-0.3271358500000012,-0.23779414300000035
minspan__wt_glc_anaero__1,-4.870580440112876,-0.4102544340000005,-0.27702965699999993,-0.0111642000000014,-0.4243392600000018,0.09730802400000016
minspan__wt_glc_anaero__2,-4.29156539980887,0.17030561300000002,-0.08955874199999947,-0.3631015900000012,-0.36819001000000107,0.0007891440000005191
minspan__wt_trp__1,-3.63076830298646,0.02808857799999931,0.016084042999999326,-0.7176507500000007,0.16952412999999922,0.379309933
minspan__bw_delcra_glc__2,0.1715171752913278,0.050129214999999235,0.268831166,-0.3468561300000008,0.028595959999998755,0.2077464830000011
minspan__bw_delcra_trp__1,-1.6414820729656567,0.3423286049999996,0.03030116299999896,-0.35391567000000107,0.4823520599999984,0.245706203000001
minspan__bw_delmntr__1,-3.213454081548692,-0.4110181470000001,0.12121000099999968,-0.9349273000000001,-0.489868083000001,0.3950805430000006
minspan__bw_delnac_ade__1,-1.8574421955268765,-0.21082667300000055,0.08339037800000071,-0.6470931499999999,-0.25947829000000056,0.005806081999999435
minspan__bw_delnac_glc__1,-0.7649266422829198,-0.10557573700000056,0.41288737200000014,0.01202466999999885,-0.16589605000000066,0.19238992300000035
cra_crp__wt_ac__1,2.585325868587802,0.8820964999999994,0.34391979199999945,0.04067144999999961,-0.7937532780000005,0.7848307329999997
cra_crp__wt_ac__2,2.438716521157428,0.7522963929999991,0.2228516109999994,-0.07536716999999983,-1.0074361820000008,0.774460393
cra_crp__wt_fru__1,4.123925863395881,0.7321295369999996,0.32115443200000016,0.038598009999999405,-0.7812257650000003,0.3134937529999995
cra_crp__wt_fru__2,3.407493005772253,0.8626722139999998,0.2865428439999995,0.16989900999999996,-0.5676322980000013,0.3732440629999996
cra_crp__delcra_ac__1,2.499773051722872,1.0610893999999993,0.5809128020000003,-0.5463671000000012,-0.9124693790000008,0.20535391299999967
cra_crp__delcra_ac__2,2.414671973752379,1.0355830909999997,0.6237719419999994,-0.6016438100000006,-0.9288452980000006,0.15922527300000056
cra_crp__delcra_fru__1,3.13276101170656,0.4550713009999994,0.4457110719999999,0.08214940999999952,-0.146197990000001,0.12650519299999985
cra_crp__delcra_fru__2,3.065447023248511,0.6479229389999999,0.527806022,0.05128609999999867,-0.16313055000000176,0.1631474930000003
cra_crp__delcra_glc__1,1.510143239644472,0.2598501329999996,-0.06741425999999963,-0.21585034000000114,-0.17590444000000185,0.046791002000000866
cra_crp__delcra_glc__2,1.38451311135514,0.4761517969999991,-0.00946141200000028,-0.17183222000000065,-0.07839542000000144,-0.014761103999999747
rpoB__wt_031__1,2.033184281344676,1.4377655559999996,0.4189900820000005,-0.032658709999999765,-0.15020317000000105,0.271760703
rpoB__wt_044__1,1.915186253717709,1.3509441009999996,-0.0027066280000003213,-0.2832320199999998,-0.14559594000000153,0.2048586730000004
rpoB__wt_lb__1,7.066177796503082,1.1589618549999994,0.5912388619999991,0.3108347699999996,-1.593807688,0.2472729529999995
rpoB__wt_lb__2,7.297476396439446,1.0120751739999996,0.5552148619999997,0.30948264999999964,-1.5296059590000013,0.2041545229999997
rpoB__rpoBE546V_031__1,3.851788214251099,1.983792454,1.0753228020000003,0.180852419999999,0.2033854099999992,0.4571714629999999
rpoB__rpoBE546V_044__1,3.273697478633221,1.860611002,1.0465195620000003,0.08944963999999977,0.22428216999999864,0.37625628299999997
rpoB__rpoBE546V_lb__1,6.495596352468575,1.2854715639999998,0.6638522620000007,0.1865911199999992,-1.6549743140000004,0.1174804819999995
rpoB__rpoBE546V_lb__2,6.37416365772878,1.3865385549999996,0.6135239919999993,0.17551240999999962,-1.6593100640000014,0.1254229630000001
rpoB__rpoBE546V_glc__1,-1.3607508866145768,-0.4331397490000004,0.12999292800000006,-0.37339942000000015,-0.2945258700000011,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-1.0327862720411074,0.1936503769999991,-0.9269440880000008,-0.3009745300000013,-0.2388906000000013,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-1.2817828988897606,-0.9887897440000004,-0.9221537669999992,-0.31629168000000085,-0.24658735000000045,-0.5708984560000001
rpoB__rpoBE672K_lb__1,-1.9575842487509652,-1.2109236470000004,-0.9664375940000004,-0.4581385100000013,-2.2500474120000025,-0.2288451829999989
rpoB__rpoBE672K_lb__2,-1.57655009257813,-0.9338071240000004,-0.8909124800000008,-0.42975629000000026,-2.232371337000002,-0.18410035800000024
crp__wt_fru__1,1.400169599497648,0.2253100099999994,-0.08924797200000079,-0.03152985000000008,-0.30661565000000124,-0.13483747499999946
crp__wt_glyc__1,1.712733115463163,0.15737739699999942,0.382196532,-0.040884830000001315,-0.294839780000002,-0.06971342199999953
crp__wt_glyc__2,0.640664089126815,-0.007729284000000725,0.29671736199999893,-0.034881650000000874,-0.2668702900000017,0.000271048000000107
crp__delar1_glyc__1,5.165898951298848,0.7523575009999997,0.457625371999999,0.3411874199999989,0.12869007999999835,0.7684826630000003
crp__delar1_glyc__2,4.758745449923082,0.6723508749999993,0.3320905520000004,0.31353833999999914,0.08123357999999925,0.9809746629999996
crp__delar1ar2_glyc__1,4.419798670403424,0.29330016599999986,0.19362971600000026,0.3196629499999997,-0.03978781000000176,0.2916550830000002
crp__delar1ar2_glyc__2,4.350358428283316,0.43130788499999984,0.33613993200000003,0.2700164899999997,-0.09250152000000078,0.2567226429999998
crp__delar1ar2_glyc__3,4.538682581730909,0.4155726649999991,0.2143648299999992,0.2978521399999998,-0.028668730000001474,0.37124749300000026
crp__delar2_glyc__1,1.8096753442642648,0.7592721429999987,1.187215512,0.693886169999999,0.23935110999999945,1.4298253029999994
crp__delar2_glyc__2,1.4126222250056484,0.2239856059999994,1.0412096020000003,0.6681157599999992,0.0801622799999997,1.3004454830000007
crp__delar2_glyc__3,1.0133836871147195,0.2252683849999997,1.0004265120000009,0.7580082499999996,0.055570799999998144,1.2369035230000005
crp__delcrp_fru__1,3.2286852857849704,0.33336997299999993,1.4035451519999995,-0.15127237000000093,-0.40847084000000144,-9.852476477
crp__delcrp_fru__2,3.4048817949623738,0.7158326029999991,1.3121425020000004,-0.3201969200000008,-0.4328397300000013,-9.107951936000001
crp__delcrp_fru__3,2.688248801814084,0.4629769169999998,1.3327748219999993,-0.1709768399999998,-0.4221457500000003,-9.852476477
crp__delcrp_glc__1,2.3546968330536897,0.5970425679999991,1.2202025120000002,-0.32083217000000097,-0.3759961600000015,-9.025871704
crp__delcrp_glc__2,2.102583689040847,0.3681271509999995,1.232196922,-0.31347470000000044,-0.33779719000000163,-9.566616581
crp__delcrp_glc__3,1.84965418468214,0.4538764889999989,1.218558562,-0.2187686400000004,-0.31697267000000195,-9.852476477
crp__delcrp_glyc__1,4.521292825688037,0.4315618309999998,1.4730303219999996,0.029668420000000136,-0.24442594000000106,-9.852476477
crp__delcrp_glyc__2,4.46009620250126,0.5116000609999993,1.491695502000001,0.025375529999999813,-0.4047844800000018,-9.852476477
crp__delcrp_glyc__3,4.358974514862773,0.6587649589999991,1.4256353120000007,0.04325832999999868,-0.2480484100000009,-9.852476477
glu__glu_ale3__1,-3.173146339554747,-0.13955599600000035,0.7930836120000002,1.36832476,-0.25690686000000085,1.4385551630000002
glu__glu_ale4__1,-2.6091769749629123,-1.3976398270000003,-0.2613450630000003,0.7732091399999987,-0.028286200000001926,0.1237046330000009
glu__glu_ale5__1,-0.3405704906471207,-0.6162460850000002,-0.923966688,-0.10871100000000132,-0.32551995000000034,0.23737495299999975
glu__glu_ale6__1,-2.921558619964442,-1.4042065740000005,-1.0723884590000008,0.6560654699999997,-0.4628411600000018,-0.2669721739999993
glu__glu_ale8__1,-3.2066852600763123,-0.5267205950000005,0.8990942620000002,1.9212684199999988,-0.3067369700000011,1.5517659029999995
glu__glu_ale9__1,-3.225620966186139,-0.6441725120000008,-0.267016099000001,1.1268581799999993,-0.1335275900000017,0.736260553000001
glu__glu_ale10__1,-3.993389918536997,0.09301754699999963,-0.0609958190000004,0.12353770999999902,-0.4409049200000013,1.2484999630000004
42c__wt_42c__1,1.1460964063893468,0.13778324999999916,-0.2815316019999994,-0.6767080200000013,-0.1814189800000019,-0.02289376299999901
42c__42c_ale1__1,-0.7242640906091911,-0.4801525050000004,-0.4853856130000001,-0.6842368800000003,0.02694654999999813,0.578078713
42c__42c_ale2__1,-1.7719367440177316,-0.7133176660000009,-0.28717722000000023,-0.10393026000000027,-0.10089377000000076,-0.001157444000000396
42c__42c_ale3__1,-1.3041347267954528,-0.35349277800000056,-0.5307598339999995,-0.3812468200000012,-0.4555495700000005,-0.16365086199999898
42c__42c_ale4__1,-2.399776566352735,-0.2710531600000001,-0.06679679299999998,0.011000229999998723,-0.1755737600000007,0.18829674300000046
42c__42c_ale5__1,-2.9418345157073764,-0.6919771790000002,-0.4238999000000003,-0.12419577000000005,-0.34553532000000153,-0.2550904079999992
42c__42c_ale6__1,-0.6917230077239345,0.03492601399999984,-1.6790261920000005,-1.1300725700000012,-1.1067441790000014,0.5847098129999999
42c__42c_ale8__1,-2.898039695284694,-0.3662901310000004,-0.6158962060000004,0.012841429999999932,-0.4545486800000002,0.898060053
42c__42c_ale9__1,-1.8435945403682168,-1.2743990240000005,-0.5299862819999994,1.1612874499999997,-0.2856900400000004,0.2344509129999999
42c__42c_ale10__1,-5.22390414984727,-0.12851829900000045,-0.5234000390000002,0.21495587999999974,-0.2772753500000018,0.5824345429999997
ssw__wt_ac__1,-1.1481437580750098,0.4613746479999996,1.2230336019999992,-0.40042136000000106,-1.1237086290000011,0.155824183
