,Value,list
TF,RpoS+H-NS+Crp+Lrp+GlaR+ppGpp,
reg_genes,0,[]
comp_genes,0,[]
both_genes,0,['lhgO' 'gabP' 'csiD' 'gabT' 'gabD']
reg_genes2,0,
comp_genes2,0,
both_genes2,5,
