,-0.22079963824,-0.19319968346000002,-0.16559972868000003,-0.13799977390000004,-0.11039981912000005,-0.08279986434000006,-0.055199909560000066,-0.027599954780000074,-8.326672684688674e-17,0.027599954779999908,0.0551999095599999,0.08279986433999989,0.11039981911999988,0.13799977389999987,0.16559972867999986,0.19319968345999985,0.22079963823999985,0.24839959301999984,0.2759995477999998,0.3035995025799998
thresh,-0.06899988695,0.06899988695,1,,,,,,,,,,,,,,,,,
unreg,2,2,4,3,4,7,23,237,3604,306,16,1,1,0,0,0,1,0,0,0
unreg_genes,['psiE' 'yjcB'],['yedR' 'gcd'],['proP' 'ydeA' 'bhsA' 'yneE'],['ybiJ' 'tsgA' 'yhcN'],['tsx' 'mscS' 'ydiH' 'nepI'],['rhlE' 'cdd' 'ydhP' 'guaB' 'raiA' 'yedJ' 'yohJ'],[],[],[],[],[],['abgR'],['pck'],[],[],[],['crp'],[],[],[]
