,A,RpoN,flhD
hot_tale__hot_ale8_44c__1,-2.1288032339,-0.0738277085,2.837937414
hot_tale__hot_ale8_44c__2,-2.3440435851,-0.12185689350000001,2.875959558
hot_tale__hot_ale9_mid_30c__1,-0.5878104341,-0.4791588485,2.109467681
hot_tale__hot_ale9_mid_30c__2,-0.2701031394,-0.4254981295,2.014797493
hot_tale__hot_ale9_30c__1,0.5008466666,-0.7666888895,2.243895559
hot_tale__hot_ale9_30c__2,0.5564208438,-0.7144685355,2.236727546
hot_tale__hot_ale9_mid_37c__1,-0.36075141590000004,-0.8098953175,2.375350876
hot_tale__hot_ale9_mid_37c__2,-0.8348748198,-0.7267048265,2.338213343
hot_tale__hot_ale9_37c__1,-0.5029050412,-0.8316562655,2.388963054
hot_tale__hot_ale9_37c__2,-0.4210468007,-0.7900438585,2.402265634
hot_tale__hot_ale9_mid_44c__1,-1.7762867535,-0.15745627850000002,2.041660846
hot_tale__hot_ale9_mid_44c__2,-2.2309756095,-0.1742302655,1.67586502
hot_tale__hot_ale9_44c__1,-1.9523206198,-0.3817692005,2.719363158
hot_tale__hot_ale9_44c__2,-2.0669870271,-0.4245381205,2.7229248530000003
hot_tale__hot_ale10_30c__1,-1.0940013383,-0.40481923750000004,2.127534757
hot_tale__hot_ale10_30c__2,-0.6507395223,-0.3913237745,2.065115979
hot_tale__hot_ale10_37c__1,-0.7923907073,-0.8734479885,2.267783424
hot_tale__hot_ale10_37c__2,-0.6490142401,-0.8586481575,2.291156619
hot_tale__hot_ale10_44c__1,-2.3562147706,-0.5614283555,2.701596198
hot_tale__hot_ale10_44c__2,-2.9202904734,-0.4530128035,2.561485851
hot_tale__hot_ale16_30c__1,-1.0705386682,-0.5154001985000001,1.960722539
hot_tale__hot_ale16_30c__2,-0.7445606654,-0.4354985195,2.230470634
hot_tale__hot_ale16_37c__1,-1.2766723229,-0.8158610125,2.376829036
hot_tale__hot_ale16_37c__2,-1.2948669784,-0.8157719835,2.305078559
hot_tale__hot_ale16_44c__1,-3.0222856865,-0.4651136655,2.850365168
hot_tale__hot_ale16_44c__2,-3.2953987803,-0.3570846035,2.86078697
pdhr_ale__pdhR-13_51__1,-1.4528307033,-0.6523027445,2.015443062
pdhr_ale__pdhR-13_51__2,-1.9897536673,-0.6094151285,2.058343997
pdhr_ale__pdhR-14_46__1,-1.7494553268000002,-0.42264461950000004,-4.851608785
pdhr_ale__pdhR-14_46__2,-1.4590906034,-0.4752205505,-4.8555074220000005
pdhr_ale__pdhR-15_51__1,-3.5352441186,-0.6224597265,2.013723043
pdhr_ale__pdhR-15_51__2,-3.0802652645,-0.5870771115,2.022892078
pdhr_ale__pdhR-16_49__1,-4.0094489033,-0.5607076005,1.692624178
pdhr_ale__pdhR-16_49__2,-2.0436874794,-0.4169587135,1.039097896
tcs__del_atoC_LiAcet__1,-0.2076295146,-0.1813430455,-0.42385319400000004
tcs__del_atoC_LiAcet__2,0.26238369100000003,-0.0386154645,-0.42841595800000004
tcs__del_atoC_LiCl__1,-0.14443314940000002,0.022399969500000002,-0.073134009
tcs__del_atoC_LiCl__2,0.4497387021,0.1127247755,-0.21597180600000002
tcs__del_atoC_m9__1,-0.2312590944,-0.0561102235,-0.184987947
tcs__del_atoC_m9__2,-0.0328570963,-0.0407660725,-0.26514829900000003
tcs__del_baeR_etoh__1,1.251449224,-1.3070438615,-3.571465031
tcs__del_baeR_etoh__2,1.4191208715,-0.9103765525,-3.161982464
tcs__del_baeR_lb__1,-1.3826931746,-0.07423724050000001,-1.600290591
tcs__del_baeR_lb__2,-1.2466358452,-0.1987189185,-1.221646087
tcs__del_btsR_01xlb__1,-1.2469036101,-0.4260438495,-2.087285561
tcs__del_btsR_01xlb__2,-1.2753307589,-0.4191549785,-2.381581365
tcs__del_btsR_lb__1,-1.453331512,0.1901894335,-0.193044408
tcs__del_btsR_lb__2,-1.6465196253,0.1126508125,-0.800060893
tcs__del_btsR_pyruvate__1,-1.4785992469,-0.4017095755,-1.967362326
tcs__del_btsR_pyruvate__2,-1.57615923,-0.4281497185,-2.205733366
tcs__del_cpxR_etoh__1,0.5015997117000001,-1.3940491065,-3.257297788
tcs__del_cpxR_etoh__2,0.2587651966,-1.3759399465,-2.512450325
tcs__del_cpxR_lb__1,-1.2853884018000001,-0.1651914605,-1.107315387
tcs__del_cpxR_lb__2,-0.8491254745,-0.036922960500000004,-1.148526223
tcs__del_cusR_CuSO4__1,-0.0910656658,0.2530436345,-2.226788413
tcs__del_cusR_CuSO4__2,-0.052416695900000004,0.2711247095,-2.786304376
tcs__del_cusR_lb__1,1.3341845703000001,0.0610994165,-1.125145748
tcs__del_cusR_lb__2,1.3462907139,-0.028130071500000003,-0.6361210180000001
tcs__del_kdpE_01-kcl__1,-1.9686429346,-0.0036972305000000003,-1.506825211
tcs__del_kdpE_01-kcl__2,-1.7127576476000002,0.015772499500000002,-1.6404222970000002
tcs__del_kdpE_115-kcl__1,-0.7867719884000001,0.0158162155,-1.554000202
tcs__del_kdpE_115-kcl__2,-0.7157372436,0.028188571500000002,-2.134795236
tcs__del_phoB_m9__1,-0.3300606347,-0.3004514575,-0.24288224700000002
tcs__del_phoB_m9__2,-0.27087141470000003,-0.2269969835,-0.350233026
tcs__del_phoB_m9p__1,-0.9713069042,-2.3662006385,-3.454444507
tcs__del_phoB_m9p__2,-1.1644183875,-2.3873792415,-3.156905386
tcs__del_rcsB_etoh__1,3.9888983454,-1.1646445325,-2.532460264
tcs__del_rcsB_etoh__2,4.3067431493,-1.0726627075,-1.961429523
tcs__del_rcsB_lb__1,-0.9467821618000001,-0.16685125650000002,-0.6621568990000001
tcs__del_rcsB_lb__2,-1.4811917305,-0.1528363975,-0.572267706
tcs__del_zraR_lb__1,2.2221966755,-0.2308365705,-0.044089222000000004
tcs__del_zraR_lb__2,1.9146329556000001,-0.2319223505,-0.070173047
tcs__del_zraR_zncl2__1,1.5493543176,0.0125969325,-1.7654795810000001
tcs__del_zraR_zncl2__2,1.6151414541,0.060915250500000004,-1.477711286
tcs__wt_01-kcl__1,-1.3527930219,0.1228450845,-0.714947761
tcs__wt_01-kcl__2,-1.5612139709,0.0687252155,-0.982303027
tcs__wt_01xlb__1,-1.2272015011,-0.3972351395,-1.390078173
tcs__wt_01xlb__2,-1.0702907603,-0.4348531185,-1.072624084
tcs__wt_115-kcl__1,-1.2073404306,-1.14035e-05,-0.7264860200000001
tcs__wt_115-kcl__2,-1.205665914,-0.0027724815,-0.8707352970000001
tcs__wt_CuSO4__1,1.8938134651,-0.1843097545,-1.40845285
tcs__wt_CuSO4__2,2.0467724324,-0.12013272350000001,-1.665768763
tcs__wt_etoh__1,3.3359718728,-0.8242077115,-2.130219255
tcs__wt_etoh__2,3.1490781449,-0.8636889035,-1.698415443
tcs__wt_lb__1,-2.0663408078,-0.2947850685,0.9329411930000001
tcs__wt_lb__2,-2.1801873979,-0.3596543125,1.038723316
tcs__wt_LiAcet__1,-0.1814018922,0.09347013950000001,1.038349543
tcs__wt_LiAcet__2,-0.2180284364,-0.2085698125,1.1823322250000001
tcs__wt_LiCl__1,0.023175253,-0.1766728435,1.085182034
tcs__wt_LiCl__2,0.0698009379,-0.2238188015,1.107320735
tcs__wt_m9p__1,-0.5147389284,-2.0496042975,-1.346368277
tcs__wt_m9p__2,-0.5686882565,-2.0621163545,-1.629302477
tcs__wt_pyr__1,-1.0725537281,-0.44156524350000004,-1.226769354
tcs__wt_pyr__2,-1.0585325104,-0.4725023485,-1.446408426
tcs__wt_zncl2__1,1.5963781729000002,-0.1539710705,-0.683269176
tcs__wt_zncl2__2,1.8802117991,-0.0834836115,-0.68695781
ros_tale__1_112_0pq__1,-1.0428556526,-0.0394391575,1.323409954
ros_tale__1_112_0pq__2,-1.108822609,0.1377660055,1.081899625
ros_tale__1_112_250pq__1,-0.9908256637,0.6510062555,-1.113783433
ros_tale__1_112_250pq__2,-1.267071447,0.3599432515,-0.78366343
ros_tale__1_112_750pq__1,-1.1994760345,0.4836252525,-0.9310844130000001
ros_tale__1_112_750pq__2,-1.8042447057,0.3568816365,-0.978024282
ros_tale__1_112_750pq__3,-2.084313945,0.5070291985000001,-0.547643674
ros_tale__3_76_0pq__1,-0.2457637816,-0.5664110875,1.566960801
ros_tale__3_76_0pq__2,-0.017930022400000002,-0.5829658875,1.634199336
ros_tale__3_76_0pq__3,-0.4733456978,-0.4466793015,1.668389833
ros_tale__3_76_0pq__4,-0.44982434320000003,-0.4972754545,1.571051146
ros_tale__3_76_250pq__1,-0.9650278630000001,0.1719268205,-1.915155968
ros_tale__3_76_250pq__2,-2.371960689,-0.2874407815,-1.420784794
ros_tale__3_76_750pq__1,-1.4652693166000001,-0.1191375105,-1.852498172
ros_tale__3_76_750pq__2,-1.732714231,-0.6057514295,-2.328670854
ros_tale__7_103_0pq__1,0.6806306331,-0.1675098355,1.019626883
ros_tale__7_103_0pq__2,0.22456193700000002,-0.1861682405,1.283204541
ros_tale__7_103_0pq__3,0.4793412811,-0.1088473395,0.7258731310000001
ros_tale__7_103_0pq__4,0.0801099925,-0.1782246505,1.143795575
ros_tale__7_103_250pq__1,-1.211982351,0.2538954225,0.49905589100000003
ros_tale__7_103_250pq__2,-0.7340096164000001,0.3837116365,0.302811675
ros_tale__7_103_750pq__1,-0.5956286073,0.28437785050000003,0.525059287
ros_tale__7_103_750pq__2,-0.5559481096000001,0.3035489375,0.37028436200000003
ros_tale__9_77_0pq__1,-1.0250883178,0.16083152150000002,-1.220166139
ros_tale__9_77_0pq__2,-1.1845632653,0.0763342045,-1.194616858
ros_tale__9_77_250pq__1,-1.1706813193,0.3966464375,-0.7091822550000001
ros_tale__9_77_250pq__2,-1.543878521,0.5321519475,-1.020432528
ros_tale__9_77_750pq__1,-0.22005502300000002,0.4522509105,-1.060268483
ros_tale__9_77_750pq__2,-0.014767841200000001,0.2981011925,-0.720493292
ros_tale__11_83_0pq__1,1.545108302,0.2163305805,0.700362201
ros_tale__11_83_0pq__2,1.6018512628,0.31488359650000003,0.652641688
ros_tale__11_83_250pq__1,1.1759107691,0.3723993675,0.472833694
ros_tale__11_83_250pq__2,1.3807185909,0.4228114235,0.082403232
ros_tale__11_83_750pq__1,1.4863980175,0.4767311185,-0.350806367
ros_tale__11_83_750pq__2,1.9318029109000001,0.5364249265000001,-0.09833269300000001
ros_tale__13_87_0pq__1,-2.0533458132,-0.0925105925,1.416603742
ros_tale__13_87_0pq__2,-1.9917711370000002,-0.0768193545,1.869598019
ros_tale__13_87_250pq__1,-2.5086023753999998,0.5406316015,1.524327559
ros_tale__13_87_250pq__2,-2.8243177767,0.6297644365,1.11650689
ros_tale__13_87_750pq__1,-3.0524958399,0.7798303665,1.388423322
ros_tale__13_87_750pq__2,-3.0425164881,0.7378888005,1.435192073
ros_tale__14_27_0pq__1,-2.405860198,0.0032901385,1.161184664
ros_tale__14_27_0pq__2,-2.0258431393,0.0410366655,1.084890674
ros_tale__14_27_250pq__1,-2.0849502748,0.9526409745000001,0.995489327
ros_tale__14_27_250pq__2,-2.0731468508,1.0586750145,1.117813052
ros_tale__14_27_750pq__1,-1.2997303815,0.8617293015,-3.667618203
ros_tale__14_27_750pq__2,-1.4846133071,0.6138417665,-3.538598843
ros_tale__16_28_250pq__1,-1.0994558251,-0.48960456150000004,1.9345258310000002
ros_tale__16_28_250pq__2,-1.0693624745,-0.5285945645,1.9303242960000002
ros_tale__16_32_0pq__1,-0.84762009,0.21990180750000002,-0.22818037900000002
ros_tale__16_32_0pq__2,-0.9977180661,0.26753295450000003,-0.337568291
ros_tale__16_32_0pq__3,0.050978116100000005,-0.5482217625,1.78146988
ros_tale__16_32_0pq__4,-0.1020737441,-0.49869631750000004,2.017093791
ros_tale__16_32_250pq__1,-0.32930557930000004,-0.22059296550000002,1.632119291
ros_tale__16_32_250pq__2,-0.2519420214,-0.2032018405,1.688914289
ros_tale__16_32_750pq__1,-0.6679905575,0.2606441745,0.8565268220000001
ros_tale__16_32_750pq__2,-0.1971186899,0.42552955950000004,-0.1444464
ros_tale__17_104_0pq__1,-1.3534297431,-0.027075578500000003,0.22326837600000002
ros_tale__17_104_0pq__2,-1.3918051531,0.06265064050000001,0.370184813
ros_tale__17_104_250pq__1,-0.6857310458,0.3335942695,0.903189474
ros_tale__17_104_250pq__2,-0.7098939476,0.6371319745,0.193618585
ros_tale__17_104_250pq__3,-0.9757736508,0.6821483245000001,0.39549014400000004
ros_tale__17_104_250pq__4,-0.7081688606000001,0.9801124235,0.6030434330000001
ros_tale__17_104_750pq__1,-1.1600319821,0.4538583305,0.40372786200000005
ros_tale__17_104_750pq__2,-0.9374944135000001,0.35690732350000004,0.17986083600000002
ros_tale__18_24_250pq__1,-1.47695732,-0.0891468405,1.130108676
ros_tale__18_24_250pq__2,-2.1735128749,-0.2798599835,1.29020916
ros_tale__18_36_0pq__1,-0.2491702734,0.1578808705,-1.530375451
ros_tale__18_36_0pq__2,-0.810398652,0.10576513450000001,-1.475549072
ros_tale__18_36_0pq__3,0.5558979312,-0.6761855845,1.7240178080000002
ros_tale__18_36_0pq__4,0.9174552304,-0.4184855695,1.9380773320000002
ros_tale__18_36_250pq__1,-0.2393627436,-0.0264383985,1.426558446
ros_tale__18_36_250pq__2,0.2789902295,-0.0546527225,1.371459705
ros_tale__18_36_750pq__1,-1.5190511830000002,0.5829297555,-1.006636302
ros_tale__18_36_750pq__2,-1.2510748768,0.5613484905,-1.979696075
ros_tale__19_91_0pq__1,-0.9413179443,-0.14981532150000001,0.290370675
ros_tale__19_91_0pq__2,-1.4177593334,-0.1837448455,0.492754028
ros_tale__19_91_250pq__1,-0.7082718437000001,-0.0036341635000000003,0.305591997
ros_tale__19_91_250pq__2,-0.13199091500000001,0.1658283905,-0.157352304
ros_tale__19_91_750pq__1,0.296719047,0.0205433285,-0.6223631980000001
ros_tale__19_91_750pq__2,-0.9385406158,0.21667420850000002,-0.002356349
ros_tale__19_91_750pq__3,0.9012263266,0.0112280895,-1.764803415
ros_tale__19_91_750pq__4,-0.5316004945,-0.36405524850000004,-0.9967113540000001
ros_tale__21_97_0pq__1,-2.0181018051,0.3111515255,0.5807143720000001
ros_tale__21_97_0pq__2,-1.6547629371,-0.1095378275,1.785467233
ros_tale__21_97_250pq__1,-1.6702747081,0.20060357350000002,1.554847134
ros_tale__21_97_250pq__2,-1.1191748125,0.2044626135,2.000143696
ros_tale__21_97_750pq__1,-2.1195227018,0.7214413065,1.099072154
ros_tale__21_97_750pq__2,-0.9076560151,0.47509002450000004,2.054716907
ros_tale__25_111_0pq__1,-0.582335891,-0.0012772825,2.115024469
ros_tale__25_111_0pq__2,-0.5761159195000001,0.5333985945,0.11230522300000001
ros_tale__25_111_250pq__1,0.38002501120000004,0.43752258250000003,1.9214321070000002
ros_tale__25_111_250pq__2,-0.4911833874,0.6292353135000001,0.326629677
ros_tale__25_111_750pq__1,-0.3746490011,0.6935646275,0.537602782
ros_tale__25_111_750pq__2,-0.483444478,0.7096221445,1.539808262
ros_tale__29_119_0pq__1,0.5253992284,0.5490633515000001,-1.162310598
ros_tale__29_119_0pq__2,0.1355559713,0.38270378250000003,-1.66625233
ros_tale__29_119_250pq__1,-0.3782611041,0.5317026175,-1.782157577
ros_tale__29_119_250pq__2,-0.7950013608000001,0.32177281750000003,-1.9296138470000002
ros_tale__29_119_750pq__1,0.022734478500000002,1.0387586395,-1.7635199639999999
ros_tale__29_119_750pq__2,-0.6559831299000001,0.7807106995,-2.006521052
ros_tale__ALE4_0pq__1,0.0392119396,-0.6619373595,1.400811778
ros_tale__ALE4_0pq__2,0.098424068,-0.6886624015,1.4227051830000002
ros_tale__ALE4_250pq__1,-1.3053739548,0.3639911735,-0.486720874
ros_tale__ALE4_250pq__2,-1.4489712598,0.4181526745,-0.584571269
pcoli__atASMT_325G__1,-2.2543921072,-0.3027139525,-0.185784112
pcoli__atASMT_325G__2,-2.2344067362,-0.2294121175,-0.13793855900000002
pcoli__bpTDC__1,-1.6081615627999999,-0.6752084325000001,-0.342374597
pcoli__bpTDC__2,-1.577948343,-0.7001562895,-0.257552392
pcoli__BRCA__1,-2.692919991,-0.6758072755,0.23428068700000002
pcoli__BRCA__2,-2.7298256938,-0.6667562165,0.188024674
pcoli__BRCActrl__1,-1.1123711786000001,-0.2244549285,-0.6308251840000001
pcoli__BRCActrl__2,-0.4487681609,-0.23038316350000002,-0.593682578
pcoli__BRCAswap__1,-2.127736052,-0.4698841735,-0.31695103700000005
pcoli__BRCAswap__2,-2.0180831869,-0.34259508050000004,-0.14393572
pcoli__btAANAT__1,-1.5372313856000002,-0.34609081950000004,-0.22435674
pcoli__btAANAT__2,-1.1944950748,-0.29315443950000003,-0.278653185
pcoli__btASMT__1,-1.6660515076,-0.4103532495,0.031733954
pcoli__btASMT__2,-1.4159504912,-0.4097902645,0.071026224
pcoli__CC1__1,-1.6338073984,-0.010625480500000001,-0.501647217
pcoli__CC1__2,-1.5735597518,0.1026944045,-0.6719370410000001
pcoli__ccCOMT__1,-2.1659744594,-0.3790837845,0.185828194
pcoli__ccCOMT__2,-2.2966923427,-0.3653819715,0.031359175
pcoli__ckDDC__1,-1.5539082616000002,-0.0390298085,-0.918631237
pcoli__ckDDC__2,-0.8487177705000001,-0.0708471245,-1.279948
pcoli__CNTF_belt__1,-1.9709723009000002,-0.1678207175,-0.613459502
pcoli__CNTF_belt__2,-2.3704510238,-0.1215239885,-0.144547307
pcoli__cobPNMT__1,-2.378588989,-0.2834546405,-0.044592557000000005
pcoli__cobPNMT__2,-2.2486040875,-0.2936915055,-0.10708405700000001
pcoli__cvPhhB__1,-2.3253055333,-0.1554430345,0.165543569
pcoli__cvPhhB__2,-1.9777526139,-0.1909206545,0.187632172
pcoli__ggAANAT__1,-2.0400991974,-0.4381272775,0.156074126
pcoli__ggAANAT__2,-1.7102651453000002,-0.5072351155,0.03690393
pcoli__ggTPH__1,-1.9857914934,-0.3236103265,0.172819988
pcoli__ggTPH__2,-1.9917450369,-0.3152281775,0.055075384000000005
pcoli__hsAANAT__1,-1.1771735964,0.3772275345,-1.583310185
pcoli__hsAANAT__2,-1.7158027648,0.4713452045,-1.398316667
pcoli__hsASMT__1,-1.4427162441,-0.49914643150000004,0.033589979
pcoli__hsASMT__2,-1.293700461,-0.5765470325000001,-0.061648501
pcoli__hsPNMT_mb__1,-1.8958666925,-0.2218257805,-0.185246516
pcoli__hsPNMT_mb__2,-2.0345365381,-0.26260565550000003,-0.16920547200000002
pcoli__hsTPH__1,-2.2177623867,-0.5524234145,-0.22648667900000002
pcoli__hsTPH__2,-1.9603052634,-0.6181498235,0.198352355
pcoli__hsTPH_E2K__1,-1.0925750666,-0.2863432065,-0.45419901700000004
pcoli__hsTPH_E2K__2,-1.0788286483,-0.2234836775,-0.780878717
pcoli__hsTPH_E2K_N91I_P99C__1,-2.0868905233,-0.5789815825,0.032217319
pcoli__hsTPH_E2K_N91I_P99C__2,-1.8970996885,-0.6365236015,0.11798027100000001
pcoli__hsTPH_N158trunc__1,-0.5852051789,-0.3627711165,-0.705790333
pcoli__hsTPH_N158trunc__2,-0.6123129068000001,-0.3556979195,-0.914867109
pcoli__hsTPH_N174trunc__1,-1.7343053803,-0.3680545135,-0.255115018
pcoli__hsTPH_N174trunc__2,-1.2782460512,-0.2477449405,-0.510054055
pcoli__hsTPH_Ntermtrunc__1,-0.9287300941000001,0.1857449145,-0.848898637
pcoli__hsTPH_Ntermtrunc__2,-1.1798772696,-0.1397556565,-0.508017759
pcoli__hsTPH1__1,-1.6768079973,-0.2050005615,0.07633972600000001
pcoli__hsTPH1__2,-1.8805857372,-0.2403741175,-0.141317509
pcoli__MBP__1,-2.2701489805,-0.5625685945000001,0.124635201
pcoli__MBP__2,-1.7559446936,-0.20587615450000002,-0.260847731
pcoli__msCOMT__1,-1.9388225813000002,-0.6013450635,0.46467448400000005
pcoli__msCOMT__2,-2.118206793,-0.5111193215000001,0.338112475
pcoli__ocAANAT__1,-1.8020703077,-0.4546311475,0.258829343
pcoli__ocAANAT__2,-1.7695379357,-0.47544337550000004,0.011277848
pcoli__osTDC_K374H__1,-1.5236568444,0.0990366065,-0.5090476890000001
pcoli__osTDC_K374H__2,-1.6649613245000001,-0.0413608685,-0.373826877
pcoli__osTDC_K374L__1,-1.9439535519,-0.3635768115,0.9362207450000001
pcoli__osTDC_K374L__2,-1.6919568128,-0.38040332450000003,0.66183032
pcoli__osTDC_K374Q__1,-1.7576709621000002,-0.3731952155,-0.05645564300000001
pcoli__osTDC_K374Q__2,-1.807253521,-0.28678619050000004,-0.043941279
pcoli__osTDC_L360V__1,-2.1195298352,-0.5622381075,-0.016728550000000002
pcoli__osTDC_L360V__2,-1.7620377293,-0.5448340115,0.05080141
pcoli__pmTPH__1,-1.1996606439,-0.5518908805,0.379480816
pcoli__pmTPH__2,-0.9576753115000001,-0.6164907045,0.34495805
pcoli__RFC__1,-1.7921422503,-0.4496087445,-0.17986634
pcoli__RFC__2,-1.7849870503,-0.49740478050000003,-0.11846742
pcoli__RFCctrl__1,-1.7691804902000001,0.3518467965,-1.388498972
pcoli__RFCctrl__2,-1.6402804035,0.4238499325,-1.698281706
pcoli__RFCnopause__1,-1.4014708859,0.35059642350000003,-1.554378443
pcoli__RFCnopause__2,-0.8584396940000001,0.3138272545,-2.002670742
pcoli__RFCpluspause__1,0.155384143,0.3502177365,-1.509101295
pcoli__RFCpluspause__2,0.7148643163,0.4558035455,-1.802947987
pcoli__rnCOMT_sol__1,-1.8689830278000001,0.3690663845,-1.307771849
pcoli__rnCOMT_sol__2,-1.8248294774,0.3895514205,-1.249367303
pcoli__rnPNMT__1,-1.3263739749,-0.6220706795000001,0.525051955
pcoli__rnPNMT__2,-1.4539644688,-0.6767325695,0.41758421900000003
pcoli__rnTDC__1,-1.9746951266,-0.49460908750000004,0.109387172
pcoli__rnTDC__2,-1.7800177637,-0.4172348825,0.018000268
pcoli__rnTDC_trunc__1,-2.0403546799,-0.1512001095,0.382253762
pcoli__rnTDC_trunc__2,-1.9157970502000001,-0.0181514145,0.291439532
pcoli__saCOMT_T2A__1,-2.0352077481,-0.2972588865,0.065870999
pcoli__saCOMT_T2A__2,-1.9568576803000002,-0.2248034465,0.16423868800000002
pcoli__sfCOMT__1,-2.4015403047,-0.8157619265,0.27440980600000003
pcoli__sfCOMT__2,-2.2818140764,-0.7753620785,0.154865719
pcoli__sgAANAT_D63G__1,-1.7765797196,-0.33266990550000003,0.033138937
pcoli__sgAANAT_D63G__2,-2.1271167508,-0.32475625150000004,0.166320968
pcoli__ssDDC__1,-1.8136985559,-0.45473696150000004,0.336592479
pcoli__ssDDC__2,-1.6447448276,-0.4467050085,-0.063561534
pcoli__TP53B__1,-2.0320811898,-0.1882296565,-0.0023514070000000002
pcoli__TP53B__2,-2.0921809621,-0.062310198500000004,-0.173399895
pcoli__WT__1,-1.3553732586,0.2519647185,-0.856580706
pcoli__WT__2,-1.3625075356,0.2920224275,-0.41341600300000003
cck__glu_ale4__1,-0.3742171905,-0.28184503850000003,1.530131763
cck__glu_ale4__2,-0.3953614882,-0.8375191875,1.398647109
cck__cck_ale1__1,-0.1646917206,-0.8755422445000001,1.266808652
cck__cck_ale1__2,0.20203794930000002,-0.8478276895,1.53598082
cck__cck_ale2__1,0.1187756065,-0.9475169255,1.246653091
cck__cck_ale2__2,-0.0136427817,-0.8894887965,1.194462937
cck_pgi__gmos_delpgi__1,0.8097662406,0.0065715535000000005,1.607809802
cck_pgi__gmos_delpgi__2,1.6173177813000001,0.2952120125,1.294410402
cck_pgi__pgi_ale1__1,-0.3806853476,0.0335448455,1.60958422
cck_pgi__pgi_ale1__2,0.1118663117,-0.3289632545,1.387747062
cck_pgi__pgi_ale2__1,-0.5670407018,-0.1639050735,1.336186397
cck_pgi__pgi_ale3__1,0.3400604716,0.007994069500000001,0.965262473
cck_pgi__pgi_ale3__2,0.4006571514,-0.40173492250000004,0.823874513
cck_pgi__pgi_ale4__1,-1.2915887226,-0.3176374205,0.24779213400000002
cck_pgi__pgi_ale4__2,-0.9390989597,-0.9078056795,-0.240535355
cck_pgi__pgi_ale4__3,-1.039074562,-0.8691407145000001,-0.42760753100000004
cck_pgi__pgi_ale5__1,-0.045419251,-0.0448260425,2.132198553
cck_pgi__pgi_ale5__2,0.17570014890000002,-0.5316725625000001,1.929910848
cck_pgi__pgi_ale6__1,0.1770430718,-0.13411185050000002,1.567412988
cck_pgi__pgi_ale6__2,0.7538914324,-0.4775874075,1.669288221
cck_pgi__pgi_ale7__1,-0.3286802193,-0.1441814945,1.645697396
cck_pgi__pgi_ale7__2,-0.1593027632,-0.5893052335,1.711156144
cck_pgi__pgi_ale8__1,1.1543860145,-0.2548413645,1.43310787
cck_pgi__pgi_ale8__2,1.1256472704,-0.5838333585000001,1.3663390450000001
cck_sdh__gmos_delsdhCB__1,-1.3457984995,0.0623602315,0.8893988030000001
cck_sdh__gmos_delsdhCB__2,-0.18832660340000001,0.056222137500000005,0.332946976
cck_sdh__sdh_ale1__1,-1.3794861354,-0.3702040085,0.6148693070000001
cck_sdh__sdh_ale1__2,-0.9242052705,-0.5853429765,0.8481720140000001
cck_sdh__sdh_ale2__1,-0.8708267940000001,-0.6505461315000001,1.415217529
cck_sdh__sdh_ale3__1,-0.6263494890000001,-0.5475108445,1.020012199
cck_sdh__sdh_ale3__2,0.038258311100000005,-0.5961471685,1.3008945010000001
cck_sdh__sdh_ale3__3,0.174871403,-0.6008778045000001,0.949101729
cck_pts__gmos_delptsHIcrr__1,-0.2604251929,-0.1563252765,-1.237936841
cck_pts__gmos_delptsHIcrr__2,-1.0737034751,-0.2022130325,-1.188695122
cck_pts__pts_ale1__1,-0.8469734185000001,-0.2654163195,-2.70817893
cck_pts__pts_ale1__2,-0.774758088,-0.2265341555,-2.420806936
cck_pts__pts_ale2__1,-1.7260160056,-0.8789651625,-1.6652563009999999
cck_pts__pts_ale2__2,-1.7479335735000001,-0.9101878965,-1.175314356
cck_pts__pts_ale3__1,-0.8682871361000001,-0.9609956225,-3.205453174
cck_pts__pts_ale3__2,-0.8022092628,-0.7625850225,-2.595882176
cck_pts__pts_ale4__1,-0.1527482702,-0.9130500165000001,1.446035329
cck_pts__pts_ale4__2,-0.35267476950000004,-0.9932835145000001,1.601519921
cck_gnd__gmos_delgnd__1,-1.2395700578,-0.1830543285,0.731093882
cck_gnd__gmos_delgnd__2,-1.3478658405,-0.1204056705,0.248338161
cck_gnd__gnd_ale1__1,0.0022950107,-0.8071900495000001,1.366198828
cck_gnd__gnd_ale1__2,-0.065126079,-0.8075885545,1.325707137
cck_gnd__gnd_ale2__1,-0.1885842889,-0.8632410745,1.56817921
cck_gnd__gnd_ale2__2,0.27145956190000003,-0.7118772435,1.342015862
cck_gnd__gnd_ale3__1,-0.49341444770000004,-0.7625813295,1.198225184
cck_gnd__gnd_ale3__2,-0.3144279253,-0.7222617405,1.132838364
cck_tpiA__gmos_deltpiA__1,1.0745643506,-0.5274534285,1.930669828
cck_tpiA__gmos_deltpiA__2,-0.323398403,-0.7828259425,1.904315897
cck_tpiA__tpiA_ale1__1,-0.0575672163,-0.33171512950000004,2.355773033
cck_tpiA__tpiA_ale1__2,0.3792980495,-0.2405007045,2.180608389
cck_tpiA__tpiA_ale2__1,1.3369986316,-0.42912548450000004,2.656173079
cck_tpiA__tpiA_ale2__2,1.4464601592,-0.5798692935,2.533410137
cck_tpiA__tpiA_ale3__1,-0.7691194188,-0.4509718735,1.985590768
cck_tpiA__tpiA_ale3__2,-0.6949001672,-0.4706106745,2.094717017
cck_tpiA__tpiA_ale4__1,-0.0823509184,-0.28283903250000003,2.3702205100000002
cck_tpiA__tpiA_ale4__2,0.12709652500000002,-0.2615874805,2.391969007
