,A,AtoC,ihfB,RpoN
misc2__tyr_glc__2,1.1922405736341204,-0.3885072599999999,0.4108888149999999,-0.10417547050000132
misc2__arg_cytd__1,0.3773745582206638,-0.610319493,-0.4898077300000008,-0.621898400500001
misc2__arg_cytd__2,0.5857111210702172,-0.7193001170000001,-0.5114058730000011,-0.5839646795000011
misc2__delyheO_pyr__1,1.8396090911454828,0.19256052400000007,0.11592525499999873,-0.4530000325000012
misc2__delyheO_pyr__2,1.7138280498784428,0.1983300680000002,0.0593419949999987,-0.5385766335000008
misc2__dellon_glc__1,-0.5587957674221711,-0.6162167890000001,0.25172330499999873,-0.04236340650000159
misc2__dellon_glc__2,-0.7316990933469134,-0.4081464979999998,0.6127397649999988,-0.6271038335000014
nquinone__delubiC__1,0.8487407993103352,-0.3661446009999998,-0.3165028550000013,-0.3668799975000017
nquinone__delubiC__2,0.0508421450554804,-0.4409231549999997,-0.02727430500000061,-0.31556793350000056
nquinone__ubiC_ale1__1,0.7137872072496715,-0.3288837929999997,0.21852216499999955,-0.10093417950000116
nquinone__ubiC_ale1__2,0.4988261719521996,0.027581746000000074,0.08954444499999957,-0.2546691535000001
nquinone__ubiC_ale2__1,0.8233300491270762,-0.4696823299999999,0.2511572449999981,-0.40340550750000137
nquinone__ubiC_ale2__2,0.4612945554445277,-0.4186850879999997,0.2315929149999985,-0.3678198875000014
nquinone__ubiC_ale3__1,1.0598982475846552,-0.8426294679999997,-0.3982712850000016,-0.8875475355000013
nquinone__ubiC_ale3__2,0.5786663446440231,-0.7430881130000002,-0.3618970550000018,-0.7537812915000011
nquinone__ubiC_ale4__1,0.8826433527032956,-0.23302290999999986,0.2344778549999997,-0.3293262404999995
nquinone__ubiC_ale4__2,1.7057173089971494,-0.0407611069999998,0.15228342499999847,-0.15806085850000073
nquinone__delpdhR__1,0.6072420890982081,-0.4666500939999998,-0.06809953500000178,-0.6353274335000014
nquinone__delpdhR__2,1.309339203291062,-0.6283008090000002,-0.036035855000001504,-0.7252746255000009
quinone__glu_ale4__1,0.0935027049840547,-1.343407519,-0.18176504500000054,-0.597905356500001
quinone__glu_ale4__2,0.651360637350544,-0.8792068020000001,0.2692058249999985,-0.36403217250000175
quinone__delmenF__1,1.1733301566457786,-0.2633235249999997,0.14804228499999894,-0.19251025850000048
quinone__delmenF__2,0.8307242434032946,-0.3164224129999997,-0.2509082750000005,-0.42126134050000097
quinone__menF_ale5__1,1.5716952259086818,-0.5390145990000001,0.4851317649999984,0.09052756549999864
quinone__menF_ale5__2,1.195746221854653,-0.9927536300000002,0.2662817649999987,-0.02834352250000194
quinone__menF_ale6__1,2.3975644067772324,-0.4087592629999999,0.3820239249999986,-0.08863334950000024
quinone__menF_ale6__2,0.3249905683296279,-0.2456611340000001,0.4210743349999984,0.030614707499998062
quinone__menF_ale7__1,2.659718250745584,0.3688727909999998,0.6367400649999997,-0.005972197500001997
quinone__menF_ale7__2,2.880157579076952,0.2380605330000001,0.6910517749999983,0.07429400549999876
quinone__menF_ale8__1,1.1190170943829787,-0.4319524490000002,0.695164694999999,-0.15550237950000145
quinone__menF_ale8__2,2.4001241591776203,-0.2615930299999998,0.9719048149999984,0.07827911449999903
quinone__delmenFubiC__1,0.4103832652886736,0.031088893000000176,0.04541585499999812,-0.21550509150000074
quinone__delmenFubiC__2,0.445629856382606,-0.4825517149999996,0.1522571149999994,-0.20429675849999995
quinone__menFubiC_ale1__1,1.054300466839016,0.31702968899999995,0.5501011249999994,-0.14987097550000072
quinone__menFubiC_ale1__2,0.4385786268441325,0.25803777799999983,0.5323446749999992,-0.13929405850000087
quinone__menFubiC_ale2__1,0.7452613703567991,0.06508289400000011,0.6266830349999992,0.011536433499998113
quinone__menFubiC_ale2__2,-0.6500996585368584,-0.09063265499999984,0.5967368449999988,0.039857293499999
quinone__menFubiC_ale3__1,0.8528987996340226,-1.0198236109999999,-0.15358316500000058,-0.5764822375000014
quinone__menFubiC_ale3__2,1.549489436231458,-0.5413818670000001,-0.03658966500000105,-0.4922614065000008
quinone__menFubiC_ale4__1,0.4240223318169513,-1.60958675,0.7750295049999991,-0.3211718735000009
quinone__menFubiC_ale4__2,0.6820576185425409,-1.510351235,0.8413603549999991,-0.28231552849999986
oxyR__wt_glc__1,0.4418064404725159,-0.32326446099999995,-0.4855698300000011,-0.6475323565000011
oxyR__wt_glc__2,-0.0089089438814114,-0.5028277149999996,-0.46299467600000105,-0.5660511595000006
oxyR__wt_h2o2__1,0.4010583422349857,-0.4889568020000001,-0.5230424000000014,-0.6317375725000014
oxyR__wt_h2o2__2,-0.4348748671232293,-0.322867579,0.050135134999999664,-0.2562616105000011
oxyR__glu_ale4__1,-0.9599851205068172,-0.978249072,0.5308955750000006,-0.2800959135000003
oxyR__glu_ale4__2,-0.9148818644759787,-0.7350669299999999,0.2399631049999993,-0.2097963835000005
oxyR__glu_ale4_h2o2__1,-0.7947949294596546,-0.7355164589999998,0.32139321499999873,-0.11132726950000027
oxyR__glu_ale4_h2o2__2,0.0161672378553826,-0.7738503539999999,0.1753315449999988,-0.11688141449999988
oxyR__oxyR_ale17__1,-0.004226814307033,-0.5150781809999998,-0.012998075000000496,-0.3211070615000011
oxyR__oxyR_ale17__2,0.2933196185057796,-0.6149414849999997,-0.17918820500000088,-0.4334807255000008
oxyR__oxyR_ale17_h2o2__1,-0.1417105033856234,-0.5183744220000001,0.11520936499999836,-0.3285468585000002
oxyR__oxyR_ale17_h2o2__2,-0.1679928501596021,-0.5101040120000002,-0.10849309500000183,-0.4067040685000008
oxyR__oxyR_ale18__1,0.454135547377388,-0.5816805180000002,-0.7126828950000004,-0.7690475815000024
oxyR__oxyR_ale18__2,0.1445293728239341,-0.8215942049999998,-0.4551578200000002,-0.7896709075000024
oxyR__oxyR_ale18_h2o2__1,0.8723894690719337,-0.5893723460000002,-0.19995716500000071,-0.5079082875000012
oxyR__oxyR_ale18_h2o2__2,-0.0051165255122919,-0.7533977639999998,-0.057134725000000934,-0.5136062095000007
oxyR__oxyR_ale19__1,0.7420149639354463,-0.7437262229999999,-0.6934130190000012,-1.0488298425000018
oxyR__oxyR_ale19__2,-0.0954148300718233,-0.260918164,-0.6157795100000012,-0.7677674225000013
oxyR__oxyR_ale19_h2o2__1,0.0951036324153749,-0.8320750970000002,-0.8395102720000018,-1.0040422965000024
oxyR__oxyR_ale19_h2o2__2,0.3346797792239681,-0.8310593559999999,-0.7059307200000013,-0.9743311685000008
oxyR__oxyR_ale20__1,-0.0436951123435372,-0.502758198,-0.6174351720000004,-0.7348181785000003
oxyR__oxyR_ale20__2,1.7659880124007432,-0.7183866309999999,-0.7454431260000014,-0.7374540895000008
oxyR__oxyR_ale20_h2o2__1,0.2093748195735453,-0.8616852339999999,-0.5537788040000002,-0.5476945355000007
oxyR__oxyR_ale20_h2o2__2,0.4010735947601708,-0.4905754760000001,-0.3934294450000007,-0.5966921155000007
svns_pgi__BmePgi24_15__1,0.5923775140825572,-0.17762424899999996,-0.24206837500000056,-0.5030088485000004
svns_pgi__BmePgi24_15__2,0.6779988632171906,-0.3496001240000002,-0.145811075000001,-0.4705063905000007
svns_pgi__BmePgi24_26__1,0.8237973289959387,-0.5774088249999996,-0.22252184500000105,-0.6809120685000014
svns_pgi__BmePgi24_26__2,0.9028317957789168,-0.527897528,-0.29012591500000084,-0.7789388944999995
svns_pgi__BmePgi24_41__1,0.0372663016341026,-0.9488977390000001,0.8187271749999994,-0.5732511435000003
svns_pgi__BmePgi24_41__2,0.4391055755512353,-0.6189715329999999,-0.4369876700000006,-0.7276872855000011
svns_pgi__BmePgi24_52__1,0.3805113603537328,-0.490838149,-0.2328075750000007,-0.5727720955000013
svns_pgi__BmePgi24_52__2,0.4565275641363125,-0.4191390399999997,-0.44035611500000016,-0.6420311575000017
svns_pgi__PaePgi2_34__1,-1.2773431200456935,-0.1824203820000001,0.4863356349999997,-0.25399794850000035
svns_pgi__PaePgi2_34__2,-1.3258841689540306,0.2904125780000002,0.4692240849999987,-0.2463934045000009
svns_pgi__PaePgi2_63__1,-1.1528656490679756,-0.2875094570000001,0.3104227549999994,-0.27737804150000045
svns_pgi__PaePgi2_63__2,-0.6993320237749957,-0.3396388319999999,0.4064369049999996,-0.2895602155000017
svns_pgi__PaePgi24_54__1,0.3080710893863999,-0.09450301299999976,0.1076003649999997,-0.15440206550000113
svns_pgi__PaePgi24_54__2,0.2342565186340984,-0.18617005800000008,0.14424013499999866,-0.12856305150000047
svns_pgi__PaePgi24_90__1,0.1902256979582224,-0.324958042,0.21443858499999813,-0.3563040015000025
svns_pgi__PaePgi24_90__2,-0.6113840113134905,-0.411947364,0.2561814749999982,-0.29402680750000165
abx_media__m9_ctrl__1,1.1969303468371688,-0.7960866009999998,-0.7748466310000008,-0.19254825350000004
abx_media__m9_ctrl__2,1.865657718956958,-0.9648369309999998,-0.6426665800000002,-0.0069729905000013295
abx_media__rpmi_ctrl__1,3.0521779493140446,-1.751433355,-1.9395773050000005,-1.4277807655000014
abx_media__rpmi_ctrl__2,2.589172098008931,-1.4719416669999998,-2.2417902950000013,-0.7138445255000008
abx_media__camhb_ctrl__1,4.278251542150465,-1.9320523490000001,-1.209246395000001,-1.6206768645000011
abx_media__camhb_ctrl__2,3.787704609364259,-2.072989149,-1.4088831260000008,-1.5540019985000004
abx_media__m9_mero__1,1.996688252970389,-1.5241349299999998,-0.6924105510000018,-0.604201626500001
abx_media__m9_mero__2,1.467078361242595,-1.1832011699999998,-0.7606332670000011,-0.32353194750000114
abx_media__rpmi_mero__1,3.5668734410872545,-1.947542387,-2.122024952000002,-1.178776815500001
abx_media__rpmi_mero__2,2.4962766285682254,-1.945995205,-1.9855761210000007,-1.2187590125000014
abx_media__camhb_mero__1,3.549572410542533,-2.881176646,-1.8093093730000012,-1.8631709255000013
abx_media__camhb_mero__2,4.112958345682708,-2.020256058,-1.769452582000001,-1.6599600125000018
abx_media__m9_trisulf__1,1.3315668022113325,-1.021626167,-0.6541391340000011,0.2735606664999999
abx_media__m9_trisulf__2,1.2060288919590298,-1.192363398,-0.6735024630000002,0.25725040150000034
abx_media__rpmi_trisulf__1,3.360703343531695,-1.880514686,-1.4955450310000007,-0.5835285005000008
abx_media__rpmi_trisulf__2,3.2951788458596267,-1.998376341,-1.372559379,-0.5953394565000014
abx_media__camhb_trisulf__1,2.310940021879528,-2.019988582,-1.6427038780000007,-0.5203182055000006
abx_media__camhb_trisulf__2,2.8437573222703945,-2.1016138840000003,-1.6088839750000012,-0.5073662345000011
abx_media__m9_cef__1,0.9628708573471656,-0.7808596209999998,-0.7174840370000002,0.08526335449999856
abx_media__m9_cef__2,0.6135131224063198,-1.223853282,-0.7950130220000009,0.14571378449999986
abx_media__rpmi_cef__1,2.97875803862647,-1.7418878930000001,-2.3858350260000005,-0.2890664925000017
abx_media__rpmi_cef__2,3.3723281102495912,-1.5925354809999999,-2.3775118020000012,-0.1824112925000012
abx_media__camhb_cef__1,2.2339065417935786,-2.156341242,-1.4990258550000009,-0.5600824835000004
abx_media__camhb_cef__2,1.5937754540469913,-2.006592677,-1.4296273730000006,-0.6767745725000012
abx_media__m9_cipro__1,0.6339640779995028,-0.6517205699999997,-0.7975387430000005,0.4342818614999988
abx_media__m9_cipro__2,0.8278405437859003,-0.9293287309999999,-0.7153731150000002,0.4325959224999991
abx_media__rpmi_cipro__1,1.4879183762142427,-1.764677662,-1.9697559320000015,-0.533112290500001
abx_media__rpmi_cipro__2,1.9605995822788127,-2.0285467390000003,-1.8929784500000009,-0.672308536500001
abx_media__camhb_cipro__1,2.1589693877350062,-2.0062371260000003,-1.2859188550000002,-0.8066460445000008
abx_media__camhb_cipro__2,2.8613541907463143,-2.206987455,-1.3209167520000005,-0.7385115715000009
hot_tale__42c_ale3_30c__1,0.6176701681898313,-1.121498698,-0.31172612500000163,-0.4863226565000014
hot_tale__42c_ale3_30c__2,1.1445447871522825,-0.7562135259999998,-0.3136982150000005,-0.5547234925000017
hot_tale__42c_ale3_37c__1,0.4213811340039893,-0.562936552,-0.3565505050000013,-0.4694425855000013
hot_tale__42c_ale3_37c__2,0.3609018215018704,-0.5796072429999999,-0.28684450500000125,-0.4479674445000006
hot_tale__42c_ale3_44c__1,1.4754927014320678,0.216955311,0.8838351349999982,-0.02952997950000125
hot_tale__42c_ale3_44c__2,2.1068045336727645,0.2780499619999999,0.9156934849999984,0.006311418499999277
hot_tale__hot_ale3_mid_30c__1,2.0471921646772326,-0.4641823920000001,0.005993264999998971,-0.08664356550000107
hot_tale__hot_ale3_mid_30c__2,1.944350329489408,-0.7485718559999999,-0.007385775000001259,-0.1008850945000006
hot_tale__hot_ale3_mid_37c__1,1.1118026902797538,-0.713666839,-0.5016858060000011,-0.5291750435000004
hot_tale__hot_ale3_mid_37c__2,-0.071930124380167,-0.8325973819999999,-0.5289926170000019,-0.8200618455000006
hot_tale__hot_ale3_mid_44c__1,1.0790839392642173,-0.50384802,0.11469567499999833,-0.5761194285000002
hot_tale__hot_ale3_mid_44c__2,2.2237693195824138,-0.0740918899999996,0.2311697149999983,-0.4985162905000014
hot_tale__hot_ale3_30c__1,1.343773485665136,-0.4382525249999998,-0.4534518090000006,-0.3221970535000009
hot_tale__hot_ale3_30c__2,0.8342481307260057,-0.4822935789999998,-0.32907377500000123,-0.21845779750000105
hot_tale__hot_ale3_37c__1,0.6165622608300548,-0.6608536079999999,-0.4036383050000012,-0.711076706500001
hot_tale__hot_ale3_37c__2,1.030337911971196,-0.620316506,-0.27703634500000085,-0.6720003175000011
hot_tale__hot_ale3_44c__1,1.3795729312788956,-0.3943599789999999,0.2275033649999987,-0.6911875015000009
hot_tale__hot_ale3_44c__2,1.7002912422947227,-0.2022998290000002,0.2383969849999996,-0.5796304535000001
hot_tale__hot_ale4_30c__1,0.3969833669833805,-1.022151419,-0.5464939170000012,-0.6668791315000009
hot_tale__hot_ale4_30c__2,0.397580795741513,-1.0347745860000002,-0.4072694250000009,-0.5694105275000014
hot_tale__hot_ale4_37c__1,0.9462905796317056,-0.8588506249999996,-0.4599738540000011,-0.7970919045000011
hot_tale__hot_ale4_37c__2,0.7859492081350831,-0.854790677,-0.4451768880000007,-0.8461084205000011
hot_tale__hot_ale4_44c__1,0.507391785592668,-0.032097401000000136,0.08278536499999943,-0.19908843750000216
hot_tale__hot_ale4_44c__2,1.1853320426015457,0.01096955399999988,0.2592138049999981,-0.4070465515000024
hot_tale__hot_ale8_30c__1,0.6877340308669543,-0.3425160159999998,-0.9095089900000008,-0.5594960895000014
hot_tale__hot_ale8_30c__2,0.1271018702993891,-0.7333208199999999,-0.7777570690000015,-0.5038592885000002
hot_tale__hot_ale8_37c__1,0.8419774490832417,-0.5913425569999999,-0.7274897240000016,-0.6562123495000014
hot_tale__hot_ale8_37c__2,-0.3067754713364868,-0.5164626929999998,-0.7036689320000011,-0.659855899500001
hot_tale__hot_ale8_44c__1,1.453050589419542,0.1243243180000002,0.012718264999998395,-0.07382770849999963
hot_tale__hot_ale8_44c__2,1.442788607650852,0.07587947400000017,-0.09703083500000176,-0.1218568935000004
hot_tale__hot_ale9_mid_30c__1,0.9814864678483262,-0.9127870850000002,-0.04958338500000181,-0.4791588485000009
hot_tale__hot_ale9_mid_30c__2,0.7423614702398096,-0.6824958919999999,0.13507165499999907,-0.4254981295000011
hot_tale__hot_ale9_30c__1,-0.4333068668377306,-1.4420418469999998,-0.5928422380000011,-0.7666888895000009
hot_tale__hot_ale9_30c__2,-0.5521184377983404,-1.622948992,-0.5899957500000017,-0.7144685355000009
hot_tale__hot_ale9_mid_37c__1,0.8226602291310763,-0.6884986560000002,-0.3676396550000014,-0.8098953175000014
hot_tale__hot_ale9_mid_37c__2,1.0557851103984457,-0.6622060489999999,-0.2984976250000013,-0.7267048265000025
hot_tale__hot_ale9_37c__1,0.0965069895665374,-1.520173706,-0.38001561500000136,-0.8316562655000013
hot_tale__hot_ale9_37c__2,0.5626918760577438,-1.767100874,-0.3762937550000007,-0.7900438585000007
hot_tale__hot_ale9_mid_44c__1,0.6519646339885941,0.12898072100000002,0.19238305499999875,-0.15745627849999974
hot_tale__hot_ale9_mid_44c__2,1.0098861874298977,0.13440974699999986,0.5108909249999982,-0.17423026550000031
hot_tale__hot_ale9_44c__1,0.2602773723287704,-1.049873506,0.24630422499999935,-0.3817692005000009
hot_tale__hot_ale9_44c__2,1.4860219548611977,-0.7656477810000002,0.3875115949999994,-0.4245381205000012
hot_tale__hot_ale10_30c__1,0.2305149447216274,-0.7454336009999998,-0.4586983730000007,-0.4048192375000017
hot_tale__hot_ale10_30c__2,-0.4155825450323936,-0.6888348870000001,-0.3554030950000016,-0.3913237745000009
hot_tale__hot_ale10_37c__1,0.7483644066234802,-0.7402457560000002,-0.4472314330000007,-0.8734479885000006
hot_tale__hot_ale10_37c__2,0.8485571469536768,-0.6972135420000001,-0.37138930500000106,-0.8586481575000011
hot_tale__hot_ale10_44c__1,3.5873302931974025,0.2446774340000002,0.17887464499999872,-0.5614283555000013
hot_tale__hot_ale10_44c__2,3.635733759653664,-0.07612191700000004,0.3118577949999999,-0.453012803500001
hot_tale__hot_ale16_30c__1,-0.1211577719204537,-0.944263382,-0.4670126030000006,-0.5154001985000011
hot_tale__hot_ale16_30c__2,-0.2586500838335813,-1.0748181799999998,-0.37262998500000144,-0.4354985195000012
hot_tale__hot_ale16_37c__1,0.9591434028487448,-0.8886999459999999,-0.4319210530000017,-0.8158610125000019
hot_tale__hot_ale16_37c__2,0.5189601730833328,-0.5902890919999999,-0.4244327150000018,-0.8157719835000004
hot_tale__hot_ale16_44c__1,2.937859302166146,-0.15656776999999966,0.14055384499999946,-0.4651136655000014
hot_tale__hot_ale16_44c__2,2.0663938565212487,-0.3440048280000001,0.24958026499999875,-0.3570846035000006
pdhr_ale__pdhR-13_51__1,0.7331871501371061,-0.432898539,0.6700591549999988,-0.6523027445000009
pdhr_ale__pdhR-13_51__2,0.372924441517462,-0.4503676399999996,0.5846834149999989,-0.6094151285000002
pdhr_ale__pdhR-14_46__1,0.3252043248105766,-0.5424282249999997,1.1272351649999983,-0.4226446195000007
pdhr_ale__pdhR-14_46__2,0.6987372199137475,-0.4697489529999999,1.086679904999999,-0.4752205505000013
pdhr_ale__pdhR-15_51__1,0.5812215936897183,-0.3093289910000001,0.4198660549999982,-0.6224597265000025
pdhr_ale__pdhR-15_51__2,0.3146165685253022,-0.5081490999999998,0.6336586649999987,-0.5870771115000011
pdhr_ale__pdhR-16_49__1,0.9623711832722572,-0.1424748789999999,0.9927493249999984,-0.5607076005000007
pdhr_ale__pdhR-16_49__2,0.7624179224854357,-0.7772187629999999,0.9785652549999996,-0.4169587135000006
tcs__del_atoC_LiAcet__1,1.1809178549562944,-3.5693359160000004,0.07488206499999883,-0.18134304550000024
tcs__del_atoC_LiAcet__2,0.8620535303701192,-3.5693359160000004,0.07669799499999819,-0.0386154645000012
tcs__del_atoC_LiCl__1,0.3019935899416314,-3.5693359160000004,0.35601839499999954,0.02239996949999856
tcs__del_atoC_LiCl__2,0.5071330674503096,-3.5693359160000004,-0.0036651750000018532,0.11272477549999847
tcs__del_atoC_m9__1,0.2389831391803258,-3.5693359160000004,0.3904161849999994,-0.056110223500001055
tcs__del_atoC_m9__2,0.2184985180383714,-3.5693359160000004,0.4528970749999992,-0.04076607250000208
tcs__del_baeR_etoh__1,1.7040557401561665,3.8754354569999987,-1.0046969490000013,-1.3070438615000013
tcs__del_baeR_etoh__2,1.989397004849902,4.066392929,-1.0394935290000014,-0.9103765525000016
tcs__del_baeR_lb__1,1.9878323661857384,1.514572897,0.5605656749999994,-0.07423724050000048
tcs__del_baeR_lb__2,2.665340080922801,1.4544596900000002,0.6126008349999985,-0.1987189185000009
tcs__del_btsR_01xlb__1,0.3121792174823847,0.2386384449999999,0.9432713449999994,-0.42604384950000096
tcs__del_btsR_01xlb__2,1.2292360774650712,0.20537834900000007,0.9366931949999984,-0.4191549785000008
tcs__del_btsR_lb__1,-0.5141931879620963,1.850436575,-0.6853542480000012,0.19018943349999876
tcs__del_btsR_lb__2,0.17425286415211,1.7483572369999996,-0.7342108110000005,0.11265081249999832
tcs__del_btsR_pyruvate__1,1.218555781457076,0.09964657,1.1005735849999994,-0.4017095755000009
tcs__del_btsR_pyruvate__2,1.0361193731783809,-0.024412094999999745,1.0428346649999989,-0.4281497185000003
tcs__del_cpxR_etoh__1,1.49156995925838,3.884407481,-1.2457668860000002,-1.3940491065000016
tcs__del_cpxR_etoh__2,1.8227256054733327,3.701912144,-1.3651073150000013,-1.3759399465000008
tcs__del_cpxR_lb__1,2.6835990636249325,2.0754915700000005,0.4965709849999982,-0.1651914605000009
tcs__del_cpxR_lb__2,1.621466087461647,2.1544580580000003,0.5211792949999996,-0.03692296050000188
tcs__del_cusR_CuSO4__1,0.4696867264759386,0.9045497500000002,0.18434866499999814,0.2530436344999991
tcs__del_cusR_CuSO4__2,0.7489445658940155,0.7537980050000002,0.17225255499999825,0.2711247094999987
tcs__del_cusR_lb__1,0.5989476289535048,2.603993577,-1.0449315200000004,0.061099416499999386
tcs__del_cusR_lb__2,0.5770606803759378,2.454159527,-0.9400837300000012,-0.028130071500001463
tcs__del_kdpE_01-kcl__1,1.731435071542633,-0.19033565099999986,1.1887485049999995,-0.003697230500000259
tcs__del_kdpE_01-kcl__2,1.7910217043938053,-0.365370252,1.1328524549999983,0.015772499499998816
tcs__del_kdpE_115-kcl__1,1.1698361119151215,-0.7174737449999999,0.3157582949999984,0.01581621549999923
tcs__del_kdpE_115-kcl__2,1.4695439362498577,-0.4320830419999999,0.3274617949999996,0.028188571499999426
tcs__del_phoB_m9__1,0.2211008555748111,-0.5367264509999998,0.3449078549999989,-0.30045145750000124
tcs__del_phoB_m9__2,0.3491158660567404,-0.6572869890000002,0.3593822249999992,-0.2269969835000012
tcs__del_phoB_m9p__1,3.6311194284851,-2.4444093590000002,0.04294616499999826,-2.3662006385000005
tcs__del_phoB_m9p__2,3.5729808331765,-2.425939647,0.14834499499999865,-2.3873792415000006
tcs__del_rcsB_etoh__1,2.686037680006076,3.551345024,-1.1136557640000009,-1.1646445325000014
tcs__del_rcsB_etoh__2,1.5762499157163468,3.575490142,-1.2868625240000018,-1.0726627075000021
tcs__del_rcsB_lb__1,1.4025041475168871,1.5875837700000002,-0.13048377500000186,-0.1668512565000011
tcs__del_rcsB_lb__2,1.1540953692262463,1.6298159630000004,-0.11948199500000099,-0.15283639750000155
tcs__del_zraR_lb__1,0.5582056745271231,1.161012456,-1.0089287450000004,-0.23083657050000106
tcs__del_zraR_lb__2,0.3838873518310135,1.270339956,-1.091690486000001,-0.23192235050000146
tcs__del_zraR_zncl2__1,0.1319553521483485,0.7731232769999998,-0.3816540650000011,0.012596932499999271
tcs__del_zraR_zncl2__2,-0.0186405961128177,0.904452009,-0.3490349750000004,0.060915250499999025
tcs__wt_01-kcl__1,2.207164184266366,-0.4240577210000001,1.4550383449999984,0.12284508449999974
tcs__wt_01-kcl__2,1.6135437681399758,-0.5318797479999997,1.3666007949999983,0.06872521549999888
tcs__wt_01xlb__1,1.1749652796545484,0.34750281800000016,1.2327071049999994,-0.3972351395000011
tcs__wt_01xlb__2,1.6791188715934604,0.2806167820000001,1.1960583349999985,-0.4348531185000004
tcs__wt_115-kcl__1,1.7556470573920069,-0.4578515809999999,0.32144473499999826,-1.140350000028434e-05
tcs__wt_115-kcl__2,0.9856361594158856,-0.5786847310000001,0.2549986949999994,-0.0027724815000009784
tcs__wt_CuSO4__1,0.5480639576055585,1.235346109,-0.3476380850000016,-0.18430975450000095
tcs__wt_CuSO4__2,0.4664592829403275,1.2407318089999997,-0.3372910050000009,-0.12013272350000115
tcs__wt_etoh__1,2.0636631121377578,3.412732063,-0.7482089750000007,-0.8242077115000024
tcs__wt_etoh__2,2.2583686488542365,3.47557135,-0.7733814200000015,-0.8636889035000008
tcs__wt_lb__1,2.0715489034800982,1.0162739950000006,0.7751741049999996,-0.2947850685000013
tcs__wt_lb__2,1.6691297141201429,1.0511004269999995,0.7787220749999992,-0.3596543125000018
tcs__wt_LiAcet__1,9.196053090816838,-0.227692979,0.017340904999999296,0.09347013949999904
tcs__wt_LiAcet__2,8.577320289011814,-0.17268359600000016,0.2681002649999993,-0.20856981250000214
tcs__wt_LiCl__1,0.9204729672934824,-0.35931476900000003,0.2962828949999992,-0.17667284350000045
tcs__wt_LiCl__2,0.980715083761826,-0.4486342739999998,0.3996346949999996,-0.223818801500002
tcs__wt_m9p__1,2.8153502053422823,-1.965624267,0.07657937499999967,-2.049604297500001
tcs__wt_m9p__2,3.136370663450007,-2.1184568720000003,0.13100470499999872,-2.0621163545000005
tcs__wt_pyr__1,1.8285881663213768,0.5209907490000001,1.2105728949999983,-0.4415652435000004
tcs__wt_pyr__2,1.946432237733364,0.2163768610000001,1.2221056149999985,-0.4725023485000008
tcs__wt_zncl2__1,0.0328655770849857,0.4717358559999996,-0.7767742820000016,-0.1539710705000008
tcs__wt_zncl2__2,0.5360867646367199,0.4238376150000001,-0.8528359900000009,-0.08348361150000194
ros_tale__0_0_0pq__1,-0.0229435775598205,-1.363974372,-0.29706712500000165,-0.6619373594999995
ros_tale__0_0_0pq__2,0.1538648771591044,-0.950116657,-0.2938017850000012,-0.6886624015000011
ros_tale__0_0_250pq__1,-0.35308529677112,-0.689056812,1.4636231749999986,0.3639911734999988
ros_tale__0_0_250pq__2,-0.4496819166368361,-0.6568931579999999,1.4943809649999995,0.41815267449999816
ros_tale__1_mid_250pq__1,0.4553333548306766,-0.7718089779999997,-0.32276307500000107,-0.4896045615000011
ros_tale__1_mid_250pq__2,1.0032359582242087,-0.945363596,-0.2930924750000017,-0.5285945645000014
ros_tale__1_0_0pq__3,-0.6785699126146767,-1.160524182,-0.2918646050000007,-0.5482217625000017
ros_tale__1_0_0pq__4,-0.6281140108083558,-0.7771588649999996,-0.2922434550000013,-0.4986963175000012
ros_tale__1_0_250pq__1,-0.2463635478480117,-1.1173772519999998,-0.4652354850000009,-0.22059296550000165
ros_tale__1_0_250pq__2,0.1548594263917932,-0.927933024,-0.4838349040000018,-0.20320184050000198
ros_tale__1_0_750pq__1,1.791512388702612,-1.6319975969999998,-0.2302758950000001,0.26064417449999944
ros_tale__1_0_750pq__2,1.5652312246654467,-1.272677242,0.08051488499999948,0.4255295594999993
ros_tale__1_1_0pq__1,0.3149182993122489,-1.229611706,-1.0700173100000008,0.2163305804999993
ros_tale__1_1_0pq__2,0.183955467756934,-0.956465456,-1.1030725730000004,0.31488359649999964
ros_tale__1_1_250pq__1,0.097860234605474,-1.134179089,-1.1488553770000005,0.3723993674999981
ros_tale__1_1_250pq__2,0.325901055213069,-1.5504526479999998,-0.9061221570000004,0.4228114234999989
ros_tale__1_1_750pq__1,0.8138525206353274,-1.416341365,-0.9090295740000016,0.4767311184999983
ros_tale__1_1_750pq__2,0.6387007721588275,-1.1572619409999998,-0.6581965830000005,0.5364249264999987
ros_tale__1_2_0pq__1,0.2723418010995025,-1.5340158379999995,-1.1304818590000014,-0.09251059250000182
ros_tale__1_2_0pq__2,0.4308500647752232,-1.693855717,-1.0979514990000006,-0.07681935450000132
ros_tale__1_2_250pq__1,0.7444131925514149,-1.093422107,-0.7678107230000002,0.5406316014999994
ros_tale__1_2_250pq__2,1.0467931973165614,-1.3814612629999998,-0.5014282960000003,0.6297644365000004
ros_tale__1_2_750pq__1,1.122941168182896,-1.47760824,-0.5396704150000016,0.7798303664999988
ros_tale__1_2_750pq__2,0.7666639036944443,-1.127227211,-0.4184585450000018,0.7378888004999986
ros_tale__1_3_0pq__1,2.91836280609188,-1.1505315740000002,0.4144101549999988,-0.027075578499999864
ros_tale__1_3_0pq__2,2.605464262932764,-1.0672956509999998,0.4207752549999988,0.06265064049999935
