,-0.12735408441521356,-0.09551556331141017,-0.06367704220760678,-0.03183852110380339,0.0,0.03183852110380339,0.06367704220760678,0.09551556331141017,0.12735408441521356,0.15919260551901693,0.19103112662282035,0.22286964772662377,0.25470816883042713,0.2865466899342305,0.3183852110380339,0.35022373214183733,0.3820622532456407,0.41390077434944406,0.4457392954532474,0.4775778165570509
thresh,-0.14327334496711525,0.14327334496711525,5,,,,,,,,,,,,,,,,,
unreg,0,1,7,252,3433,234,14,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN,0,0,0,5,77,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,0,0,12,150,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoN and IHF,0,0,0,1,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RpoN, AtoC, and IHF",0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoN_genes,[],[],[],['nikR' 'rutC' 'puuP' 'glnK' 'glnA'],"['ssnA' 'htpG' 'zraR' 'nac' 'nikE' 'astC' 'yhdY' 'ygfK' 'yhjC' 'hisQ'
 'hisM' 'radD' 'yhdX' 'astA' 'ddpX' 'astE' 'yhdW' 'potI' 'nikA' 'focB'
 'zraP' 'hyfI' 'rutF' 'gltL' 'gltK' 'acrD' 'hypF' 'hyfG' 'gltI' 'relA'
 'xdhB' 'hyfE' 'astB' 'yhdZ' 'argT' 'potG' 'rtcR' 'xdhA' 'hisP' 'gltJ'
 'prpB' 'hisJ' 'ddpA' 'aslB' 'nikD' 'rutA' 'rutE' 'zraS' 'potF' 'hyfF'
 'xapB' 'ddpD' 'hyfR' 'nikB' 'ddpC' 'yeaG' 'ntrC' 'glnL' 'yeaH' 'rutG'
 'hyfB' 'rutB' 'fdhF' 'potH' 'astD' 'yaaU' 'hyfH' 'prpC' 'ymjE' 'chaC'
 'gnsA' 'hyfJ' 'ddpF' 'nikC' 'hyfC' 'xdhC' 'hyfD']",['ddpB' 'prpD' 'rhaD' 'rutD' 'amtB' 'emrD' 'prpE' 'hyfA' 'hydN' 'yahE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
IHF_genes,[],[],[],"['ilvM' 'narJ' 'nrfB' 'ilvG' 'fimF' 'narI' 'yiaM' 'yjcH' 'ubiA' 'cysG'
 'ulaD' 'paaK']","['paaJ' 'ilvE' 'csgG' 'tdcF' 'paaI' 'ihfA' 'sufE' 'prmC' 'gcd' 'proW'
 'proX' 'cysH' 'ilvD' 'aceA' 'nrfG' 'dppB' 'fimB' 'focA' 'cysI' 'glcD'
 'aceB' 'sgbH' 'nrfC' 'glcF' 'pstC' 'fimC' 'tdcB' 'dmsB' 'narH' 'fimD'
 'hemA' 'ulaG' 'lyxK' 'fimG' 'phoU' 'sufS' 'ndh' 'plaR' 'sgbE' 'csgE'
 'sodA' 'nrfA' 'envZ' 'mtr' 'fnr' 'paaC' 'dppA' 'ssuB' 'sufB' 'aceK'
 'pstB' 'prfA' 'ilvA' 'dusB' 'paaG' 'glcE' 'yjbH' 'paaH' 'dppF' 'hpt'
 'pstA' 'htrE' 'tdcC' 'yiaK' 'hemF' 'tyrP' 'gltB' 'tdcE' 'fimI' 'sgbU'
 'nuoK' 'nrfE' 'glcG' 'glpT' 'tcyJ' 'hipA' 'sufA' 'pstS' 'yiaL' 'csgF'
 'yiaN' 'ulaF' 'gltD' 'fimA' 'nuoJ' 'dmsA' 'pflB' 'adiA' 'uspA' 'nuoN'
 'osmE' 'nrfD' 'sufD' 'nirB' 'nuoG' 'gltF' 'acs' 'sra' 'nuoE' 'dppD'
 'cysJ' 'carA' 'amiA' 'glcA' 'nuoM' 'ssuA' 'dppC' 'yjbF' 'nuoF' 'ssuD'
 'folA' 'nuoI' 'sufC' 'proV' 'nuoH' 'tdcG' 'ulaB' 'nuoB' 'nuoC' 'csgD'
 'ihfB' 'ompC' 'sucB' 'hipB' 'fimH' 'tdcD' 'nuoA' 'narG' 'paaA' 'glcB'
 'uspB' 'fis' 'nuoL' 'ompR' 'sucC' 'ulaA' 'nirC' 'dmsC' 'sucD' 'paaE'
 'yeiL' 'yadV' 'paaB' 'tdcA' 'ubiC' 'carB' 'osmY' 'fliZ' 'sucA' 'narK']","['dps' 'yiaO' 'fliA' 'paaZ' 'ssuE' 'ulaE' 'ssuC' 'paaD' 'sodB' 'yjbG'
 'gltA' 'nrfF' 'ulaC' 'paaF' 'nirD' 'yjbE']",['ompF'],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoN and IHF_genes,[],[],[],['hycB'],"['hycF' 'hypC' 'rtcB' 'rseD' 'patA' 'glpQ' 'pspG' 'rseB' 'hycH' 'rpoE'
 'pspC' 'hycC' 'hycG' 'hypA' 'hycA' 'pspB' 'hypD' 'rtcA' 'hycE' 'hypE'
 'hycI' 'rseC' 'rseA' 'pspE' 'hypB' 'actP' 'fhlA' 'hycD' 'flhC' 'glnH'
 'glnP' 'rpoH' 'pspA' 'dcuD' 'flhD' 'norV']",['norW' 'glnQ' 'pspD' 'ibpB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"RpoN, AtoC, and IHF_genes",[],[],[],[],[],[],[],[],[],[],['atoB'],[],[],['atoE'],[],['atoA'],[],['atoD'],[],[]
