,A,NagC
hot_tale__hot_ale9_mid_44c__2,0.8291046396,0.1221201685
hot_tale__hot_ale9_44c__1,0.2455005265,0.2163786335
hot_tale__hot_ale9_44c__2,0.2088729746,0.1881306825
hot_tale__hot_ale10_30c__1,-0.3182520495,-0.49023658350000004
hot_tale__hot_ale10_30c__2,-0.6001553247,-0.5849985755
hot_tale__hot_ale10_37c__1,0.281774325,-0.4760709145
hot_tale__hot_ale10_37c__2,0.2502095994,-0.5779385405
hot_tale__hot_ale10_44c__1,-0.0477364497,-0.2363092085
hot_tale__hot_ale10_44c__2,0.025816720100000003,-0.0184694715
hot_tale__hot_ale16_30c__1,-0.24233309090000002,-0.7200021645
hot_tale__hot_ale16_30c__2,-0.6565508031,-0.5192467685000001
hot_tale__hot_ale16_37c__1,-0.0290489202,-0.5476107045
hot_tale__hot_ale16_37c__2,-0.1171802421,-0.4520141555
hot_tale__hot_ale16_44c__1,-0.025137101000000002,0.0383309795
hot_tale__hot_ale16_44c__2,0.0568285067,0.1579619075
pdhr_ale__pdhR-13_51__1,0.6418984803000001,-0.6308228935
pdhr_ale__pdhR-13_51__2,0.5451751021,-0.6713980005
pdhr_ale__pdhR-14_46__1,1.2493539766,-0.4923005345
pdhr_ale__pdhR-14_46__2,0.8382191029,-0.37388422250000003
pdhr_ale__pdhR-15_51__1,-0.1002566336,-0.5031346865
pdhr_ale__pdhR-15_51__2,0.39961943450000004,-0.6588522005
pdhr_ale__pdhR-16_49__1,1.4016727025,-0.4885472375
pdhr_ale__pdhR-16_49__2,0.553291039,-0.6330975955
tcs__del_atoC_LiAcet__1,0.7737502616,-0.2069375065
tcs__del_atoC_LiAcet__2,0.8674436918,-0.1644334295
tcs__del_atoC_LiCl__1,1.1464531705,-0.10672904550000001
tcs__del_atoC_LiCl__2,1.1679084935,-0.0709186485
tcs__del_atoC_m9__1,1.6185831799,-0.2069142995
tcs__del_atoC_m9__2,1.3761307706,-0.1621494075
tcs__del_baeR_etoh__1,15.1088866909,0.9043162595
tcs__del_baeR_etoh__2,14.7148238724,1.0850213925
tcs__del_baeR_lb__1,10.0718928947,-0.0525509095
tcs__del_baeR_lb__2,9.7863931348,-0.0995196785
tcs__del_btsR_01xlb__1,3.6254454684,-0.6938329605
tcs__del_btsR_01xlb__2,3.4734391766,-0.6914044335
tcs__del_btsR_lb__1,7.5465438458000005,0.2179323085
tcs__del_btsR_lb__2,7.5038748732,0.2735490015
tcs__del_btsR_pyruvate__1,3.468289919,-0.7980833355
tcs__del_btsR_pyruvate__2,3.2496839504,-0.7619662675000001
tcs__del_cpxR_etoh__1,13.7858567012,0.9485739735000001
tcs__del_cpxR_etoh__2,13.9027413165,1.0062833685
tcs__del_cpxR_lb__1,10.4267704972,0.1485746875
tcs__del_cpxR_lb__2,10.6598477211,0.1949681115
tcs__del_cusR_CuSO4__1,6.7059821342,0.1856661885
tcs__del_cusR_CuSO4__2,6.6108656284,0.47873590250000003
tcs__del_cusR_lb__1,9.6481153977,0.7331419345
tcs__del_cusR_lb__2,9.6665270234,0.6064785175
tcs__del_kdpE_01-kcl__1,0.5415385973,-0.45183916150000003
tcs__del_kdpE_01-kcl__2,0.5002309594000001,-0.3971663695
tcs__del_kdpE_115-kcl__1,0.8818387919,-0.0493193435
tcs__del_kdpE_115-kcl__2,1.022097115,0.0755317545
tcs__del_phoB_m9__1,1.4235412404,-0.2857296775
tcs__del_phoB_m9__2,1.2438024612,-0.23897481650000002
tcs__del_phoB_m9p__1,0.6212137094,-2.5529772485
tcs__del_phoB_m9p__2,0.6433787385,-2.6094006315
tcs__del_rcsB_etoh__1,15.9451210755,1.0006794195
tcs__del_rcsB_etoh__2,15.9707530081,1.0487890285
tcs__del_rcsB_lb__1,9.5944440243,0.1150939765
tcs__del_rcsB_lb__2,9.8908552228,0.1381384635
tcs__del_zraR_lb__1,5.3960403427,-0.6617905695
tcs__del_zraR_lb__2,5.137378005,-0.5781465985
tcs__del_zraR_zncl2__1,6.0956732853,0.0692783205
tcs__del_zraR_zncl2__2,6.2639452689,0.0049104485
tcs__wt_01-kcl__1,1.2078238222,-0.4206730705
tcs__wt_01-kcl__2,0.954315989,-0.3634234745
tcs__wt_01xlb__1,3.4975288876,-0.6153074535
tcs__wt_01xlb__2,3.6317306538,-0.7756228045
tcs__wt_115-kcl__1,0.8625663608,0.1089214855
tcs__wt_115-kcl__2,0.9906380459,0.0544170085
tcs__wt_CuSO4__1,6.9830493999000005,-0.1308665165
tcs__wt_CuSO4__2,7.2979987208,-0.0799002885
tcs__wt_etoh__1,14.2830858328,0.8186241525
tcs__wt_etoh__2,14.1670351933,0.8644409195
tcs__wt_lb__1,7.7027413794,-0.2196828505
tcs__wt_lb__2,7.8541655348,-0.2789631695
tcs__wt_LiAcet__1,0.3705541282,-0.1496306445
tcs__wt_LiAcet__2,0.5225437345,-0.1341641285
tcs__wt_LiCl__1,0.9475390389,-0.0293464365
tcs__wt_LiCl__2,0.9989455087,-0.1094408525
tcs__wt_m9p__1,0.5733765473,-2.1068189385
tcs__wt_m9p__2,0.3234914867,-2.1682301325
tcs__wt_pyr__1,4.0598693782,-0.6374787815
tcs__wt_pyr__2,3.6976877161,-0.6678728855
tcs__wt_zncl2__1,5.8337136574,-0.21416766450000002
tcs__wt_zncl2__2,5.8518902298,-0.19566574350000002
ros_tale__1_112_0pq__1,0.5827822735,-0.7098277305
ros_tale__1_112_0pq__2,0.3451664264,-0.4997555065
ros_tale__1_112_250pq__1,0.1701512254,-0.5130662555000001
ros_tale__1_112_250pq__2,0.0238228039,-0.7341975155
ros_tale__1_112_750pq__1,0.2872938014,-0.7115345365
ros_tale__1_112_750pq__2,0.1589710761,-0.9062135525
ros_tale__1_112_750pq__3,-0.2801146082,-0.7494354785
ros_tale__3_76_0pq__1,1.5905051969000001,-0.8777051125
ros_tale__3_76_0pq__2,1.4950349574000001,-0.7907577105
ros_tale__3_76_0pq__3,1.6775589537000002,-0.9017586285
ros_tale__3_76_0pq__4,1.5793404663000001,-0.6349441945000001
ros_tale__3_76_250pq__1,0.5033496259,-0.8932391355
ros_tale__3_76_250pq__2,0.5982191235000001,-1.0194418315
ros_tale__3_76_750pq__1,0.2155040826,-1.0015523405
ros_tale__3_76_750pq__2,-0.0101398964,-1.0040124785
ros_tale__7_103_0pq__1,-0.5671883529,-1.2328731545
ros_tale__7_103_0pq__2,-0.6253995279,-0.7673863475
ros_tale__7_103_0pq__3,-0.4562536997,-1.0956795765
ros_tale__7_103_0pq__4,-0.7675668512,-0.5938808765
ros_tale__7_103_250pq__1,0.7304963051000001,-1.1624217065
ros_tale__7_103_250pq__2,0.9805620499000001,-1.2511832165
ros_tale__7_103_750pq__1,0.6070124653,-1.3318625645
ros_tale__7_103_750pq__2,0.8268657054,-1.2384633985
ros_tale__9_77_0pq__1,0.2255833944,-0.6501787265
ros_tale__9_77_0pq__2,0.5229443787,-0.6711292165
ros_tale__9_77_250pq__1,0.8607857411000001,-0.4934454715
ros_tale__9_77_250pq__2,0.7501176126,-0.8105486435
ros_tale__9_77_750pq__1,0.5361417632000001,-0.7104010715
ros_tale__9_77_750pq__2,0.8004997563,-0.5358087815
ros_tale__11_83_0pq__1,0.1516274372,-0.9376385595000001
ros_tale__11_83_0pq__2,-0.10809684330000001,-0.9496888715
ros_tale__11_83_250pq__1,-0.21381205290000002,-0.9827955745
ros_tale__11_83_250pq__2,-0.33188620950000003,-1.1945615965
ros_tale__11_83_750pq__1,0.2751526136,-1.0530169825
ros_tale__11_83_750pq__2,-0.1456238798,-1.6069308985
ros_tale__13_87_0pq__1,1.3018217522,-1.1510232325
ros_tale__13_87_0pq__2,0.5102351661,-1.0238941615
ros_tale__13_87_250pq__1,1.568149886,-1.0702612045
ros_tale__13_87_250pq__2,1.6965911042,-0.9226786595
ros_tale__13_87_750pq__1,1.793996526,-0.8372108325000001
ros_tale__13_87_750pq__2,1.9103054081000002,-1.1285650405
ros_tale__14_27_0pq__1,-0.4429891159,-0.6231298915
ros_tale__14_27_0pq__2,-1.0056206452,-0.5016275315000001
ros_tale__14_27_250pq__1,-0.7851879964,-0.45561963050000004
ros_tale__14_27_250pq__2,-0.9323891925000001,-0.28418479150000003
ros_tale__14_27_750pq__1,0.7558795898,-0.3803417865
ros_tale__14_27_750pq__2,0.6357454406,-0.5133823075
ros_tale__16_28_250pq__1,2.0255537963,-0.44717177550000003
ros_tale__16_28_250pq__2,1.9368208123000001,-0.49623682550000003
ros_tale__16_32_0pq__1,1.1890430507,-1.1746290295
ros_tale__16_32_0pq__2,1.1139904897,-0.8337912425
ros_tale__16_32_0pq__3,1.1682820639,-0.7026389145
ros_tale__16_32_0pq__4,1.2011032257,-0.6231649715
ros_tale__16_32_250pq__1,0.916629593,-0.5550897565
ros_tale__16_32_250pq__2,0.9101664803,-0.5286644725
ros_tale__16_32_750pq__1,2.3922811665,-0.9947030965
ros_tale__16_32_750pq__2,2.6044809712,-0.9612538415
ros_tale__17_104_0pq__1,2.1181859942,-2.2172040485
ros_tale__17_104_0pq__2,2.2637484945,-1.8919699145000002
ros_tale__17_104_250pq__1,2.4812657867,-0.6488127055
ros_tale__17_104_250pq__2,2.2373890587,-0.4524935385
ros_tale__17_104_250pq__3,1.7562433907,-0.3353784205
ros_tale__17_104_250pq__4,2.094704458,0.013555085500000001
ros_tale__17_104_750pq__1,2.7582443743000002,-0.8851373975
ros_tale__17_104_750pq__2,2.2505637159,-1.1952317595
ros_tale__18_24_250pq__1,2.3227780295000002,-0.1686536145
ros_tale__18_24_250pq__2,2.5113930472,-0.3711495325
ros_tale__18_36_0pq__1,0.5977591489,-0.8846468265
ros_tale__18_36_0pq__2,0.6160433703,-1.0607951625
ros_tale__18_36_0pq__3,1.0993466653,-0.7792724655000001
ros_tale__18_36_0pq__4,0.7979952174,-0.45084468850000003
ros_tale__18_36_250pq__1,1.6618007591000001,-0.46880338650000003
ros_tale__18_36_250pq__2,1.6024957386,-0.5338031685
ros_tale__18_36_750pq__1,3.6747701262,0.3177384075
ros_tale__18_36_750pq__2,3.891572178,0.4217876685
ros_tale__19_91_0pq__1,0.9559904722,-1.1273810975
ros_tale__19_91_0pq__2,1.3038518523,-0.8144308465000001
ros_tale__19_91_250pq__1,0.8259449130000001,-0.4002299925
ros_tale__19_91_250pq__2,1.2079909336,-0.21327113150000002
ros_tale__19_91_750pq__1,1.1372851137,-0.44143174150000003
ros_tale__19_91_750pq__2,1.3681234406,-0.6922589445
ros_tale__19_91_750pq__3,0.5570100442,-0.1290430225
ros_tale__19_91_750pq__4,0.07372287970000001,-0.6629639725
ros_tale__21_97_0pq__1,0.0337931917,-1.1379774715
ros_tale__21_97_0pq__2,0.3171145594,-0.8517998945
ros_tale__21_97_250pq__1,-0.2436809983,-0.6475564535
ros_tale__21_97_250pq__2,0.07488142610000001,-0.8443163255
ros_tale__21_97_750pq__1,0.154000618,-0.7225409475
ros_tale__21_97_750pq__2,0.0566795698,-0.6745801335
ros_tale__25_111_0pq__1,0.979898212,-0.3463768175
ros_tale__25_111_0pq__2,1.0242361629,-0.0186065655
ros_tale__25_111_250pq__1,1.7890154526000002,-0.15993466450000002
ros_tale__25_111_250pq__2,1.3143520002,-0.1502881375
ros_tale__25_111_750pq__1,1.952563761,0.10988916950000001
ros_tale__25_111_750pq__2,1.0545421698,0.16651957450000002
ros_tale__29_119_0pq__1,1.87965753,0.21513076650000001
ros_tale__29_119_0pq__2,1.5071796613,-0.3243002635
ros_tale__29_119_250pq__1,1.4806500306000001,-0.44193990450000004
ros_tale__29_119_250pq__2,1.3501525611,-0.24623348450000002
ros_tale__29_119_750pq__1,1.6205283807000002,-0.2939751785
ros_tale__29_119_750pq__2,1.6472031454,-0.3962568925
ros_tale__ALE4_0pq__1,0.5120749113,-0.5870746905
ros_tale__ALE4_0pq__2,0.4473566216,-0.5804817535
ros_tale__ALE4_250pq__1,1.1459434813,-0.0593984575
ros_tale__ALE4_250pq__2,1.4046603995,-0.1221545225
pcoli__atASMT_325G__1,1.2292942286,-0.0454724745
pcoli__atASMT_325G__2,1.148897224,0.0411780915
pcoli__bpTDC__1,2.7141561301,-0.4675645625
pcoli__bpTDC__2,3.1722197504,-0.48136386750000004
pcoli__BRCA__1,1.6961893927,-0.3756138235
pcoli__BRCA__2,1.588098065,-0.3119922565
pcoli__BRCActrl__1,1.9717032012,-0.0447279395
pcoli__BRCActrl__2,2.7675199370000003,-0.0052767335
pcoli__BRCAswap__1,1.5828414135000002,-0.2650503735
pcoli__BRCAswap__2,1.5099127801,-0.3632394055
pcoli__btAANAT__1,1.6291343848,-0.2722097445
pcoli__btAANAT__2,1.7791782524,-0.2385376035
pcoli__btASMT__1,1.7755536163999999,-0.2466248895
pcoli__btASMT__2,1.6275374723,-0.23404841750000002
pcoli__CC1__1,1.3868943093000001,-0.0344339985
pcoli__CC1__2,0.9559734586,0.1151051255
pcoli__ccCOMT__1,1.3736761019000001,-0.1342322555
pcoli__ccCOMT__2,1.2724960194000001,-0.0189910235
pcoli__ckDDC__1,2.3595064183,-0.0508062865
pcoli__ckDDC__2,2.3284163656,-0.0245215965
pcoli__CNTF_belt__1,1.7487015088,0.1981412425
pcoli__CNTF_belt__2,2.0053777532,0.13642007050000002
pcoli__cobPNMT__1,1.2542151375000001,-0.011447252500000001
pcoli__cobPNMT__2,1.1439235343,-0.1557012235
pcoli__cvPhhB__1,1.0090937887,0.1299380055
pcoli__cvPhhB__2,1.432187297,-0.024948736500000002
pcoli__ggAANAT__1,1.5458411259,-0.19981936050000002
pcoli__ggAANAT__2,1.7481451962999999,-0.2618060245
pcoli__ggTPH__1,1.1873270044,-0.25429364050000003
pcoli__ggTPH__2,1.6194942397,-0.2258019275
pcoli__hsAANAT__1,1.373513287,0.1970263965
pcoli__hsAANAT__2,0.9864551760000001,0.13065313550000002
pcoli__hsASMT__1,2.5890830211,-0.2597702595
pcoli__hsASMT__2,2.5936427494,-0.2921538115
pcoli__hsPNMT_mb__1,1.2828044767,-0.1101759685
pcoli__hsPNMT_mb__2,1.1810459091,-0.1442603735
pcoli__hsTPH__1,1.624263922,-0.3081863535
pcoli__hsTPH__2,2.0804343284,-0.3349085975
pcoli__hsTPH_E2K__1,1.7657174655,-0.0792512725
pcoli__hsTPH_E2K__2,2.2455160322,-0.0452485475
pcoli__hsTPH_E2K_N91I_P99C__1,1.5106547959,-0.2919920325
pcoli__hsTPH_E2K_N91I_P99C__2,1.698642944,-0.3574143575
pcoli__hsTPH_N158trunc__1,2.6086371261,-0.1605658825
pcoli__hsTPH_N158trunc__2,2.9460313139,-0.1441863685
pcoli__hsTPH_N174trunc__1,1.3159037653,-0.18983947650000002
pcoli__hsTPH_N174trunc__2,2.1338176638,-0.1533098835
pcoli__hsTPH_Ntermtrunc__1,2.5272545075,0.3786356195
pcoli__hsTPH_Ntermtrunc__2,1.6059431005,-0.0894714525
pcoli__hsTPH1__1,1.5112640188,-0.2603220295
pcoli__hsTPH1__2,1.7788879331,-0.2944062975
pcoli__MBP__1,2.1500733629,-0.3110303755
pcoli__MBP__2,2.618376618,0.10736227150000001
pcoli__msCOMT__1,2.3245681336,-0.2981307145
pcoli__msCOMT__2,2.3296043102,-0.1995526665
pcoli__ocAANAT__1,1.5581977427,-0.28737210950000003
pcoli__ocAANAT__2,1.409409056,-0.2226060045
pcoli__osTDC_K374H__1,0.9172596391000001,0.0623357125
pcoli__osTDC_K374H__2,1.0673106334,-0.24740353450000002
pcoli__osTDC_K374L__1,2.7956493412,0.0408099525
pcoli__osTDC_K374L__2,2.9156363529,0.0163656555
pcoli__osTDC_K374Q__1,1.4207207772000001,-0.2873187005
pcoli__osTDC_K374Q__2,1.3390637199,-0.25182400050000003
pcoli__osTDC_L360V__1,2.422187392,-0.3231900655
pcoli__osTDC_L360V__2,2.5789640245000003,-0.23423452250000001
pcoli__pmTPH__1,2.556430633,-0.1073482665
pcoli__pmTPH__2,3.0712994842,-0.2403924335
pcoli__RFC__1,1.0188868524,-0.4465501845
pcoli__RFC__2,0.9996517472,-0.39971112550000004
pcoli__RFCctrl__1,1.078013379,-0.050419726500000005
pcoli__RFCctrl__2,0.9230178436,-0.021925886500000002
pcoli__RFCnopause__1,0.9233418211000001,0.0924787245
pcoli__RFCnopause__2,1.4741607695,0.1069716845
pcoli__RFCpluspause__1,1.7668588825,0.2567443655
pcoli__RFCpluspause__2,2.54060267,0.2204898305
pcoli__rnCOMT_sol__1,1.2243348759,0.0487173215
pcoli__rnCOMT_sol__2,1.3083951995,-0.0657358715
pcoli__rnPNMT__1,2.9740688941,-0.2069582015
pcoli__rnPNMT__2,3.1512810729,-0.25870689550000003
pcoli__rnTDC__1,1.936190623,-0.3533368725
pcoli__rnTDC__2,1.5831122952999999,-0.2386369935
pcoli__rnTDC_trunc__1,2.4256518248,0.1164008375
pcoli__rnTDC_trunc__2,2.5439526845,0.2979542315
pcoli__saCOMT_T2A__1,0.9865291579000001,-0.0246888315
pcoli__saCOMT_T2A__2,0.8697892989,0.0341675195
pcoli__sfCOMT__1,1.5484518704,-0.6092015545
pcoli__sfCOMT__2,1.8481637064,-0.5177613535
pcoli__sgAANAT_D63G__1,1.4683638325000001,-0.2084568725
pcoli__sgAANAT_D63G__2,1.0956610167,-0.1385142965
pcoli__ssDDC__1,2.0063899055,-0.2971307495
pcoli__ssDDC__2,2.2490777597,-0.3776181715
pcoli__TP53B__1,1.1140070375,-0.13557984550000002
pcoli__TP53B__2,1.4315530577,-0.0955946825
pcoli__WT__1,1.416550684,0.1311161285
pcoli__WT__2,1.4576083482,0.1585506115
cck__glu_ale4__1,0.0211820609,-0.0544004525
cck__glu_ale4__2,0.7918754346,-0.5465991985
cck__cck_ale1__1,1.5575032816,-0.6342653895
cck__cck_ale1__2,1.3946500419,-0.5051752435
cck__cck_ale2__1,1.1328273941,-0.6093245865
cck__cck_ale2__2,1.1551629065,-0.6809492745
cck_pgi__gmos_delpgi__1,1.3796469967,0.3713340755
cck_pgi__gmos_delpgi__2,1.1202460628,0.4939258905
cck_pgi__pgi_ale1__1,1.1752670178,0.2332025825
cck_pgi__pgi_ale1__2,2.183607274,0.0168543465
cck_pgi__pgi_ale2__1,2.2167472524,0.2529276865
cck_pgi__pgi_ale3__1,1.0939374646,0.2558307255
cck_pgi__pgi_ale3__2,1.4409741079,-0.0469342285
cck_pgi__pgi_ale4__1,5.3391742108999996,0.7077485025
cck_pgi__pgi_ale4__2,6.0818875779,0.3800810785
cck_pgi__pgi_ale4__3,5.7220676081,0.3253581055
cck_pgi__pgi_ale5__1,1.9276289786,0.0070939475
cck_pgi__pgi_ale5__2,2.5678270415,-0.3838637955
cck_pgi__pgi_ale6__1,2.1743103841,-0.0349529045
cck_pgi__pgi_ale6__2,2.9382255733,-0.2303129095
cck_pgi__pgi_ale7__1,2.6110356914,-0.15760935950000002
cck_pgi__pgi_ale7__2,3.5007880337,-0.5181890515
cck_pgi__pgi_ale8__1,1.4203380431000001,0.021414027500000002
cck_pgi__pgi_ale8__2,1.6685777392,-0.4231019925
cck_sdh__gmos_delsdhCB__1,2.3866625469000002,0.2989525925
cck_sdh__gmos_delsdhCB__2,1.0617030588,0.5920520975
cck_sdh__sdh_ale1__1,0.6781513775,-0.2580706745
cck_sdh__sdh_ale1__2,0.8992368466,-0.3116403685
cck_sdh__sdh_ale2__1,0.7496012991000001,-0.3512727975
cck_sdh__sdh_ale3__1,0.7794096696,-0.29180451150000003
cck_sdh__sdh_ale3__2,0.4430101544,-0.3495680135
cck_sdh__sdh_ale3__3,0.5408172475,-0.4077207485
cck_pts__gmos_delptsHIcrr__1,0.6059962937000001,0.2377548985
cck_pts__gmos_delptsHIcrr__2,0.5969725511,0.3580550985
cck_pts__pts_ale1__1,-1.460285863,-0.1952628415
cck_pts__pts_ale1__2,-1.9106459514,-0.1285542205
cck_pts__pts_ale2__1,1.4198668002,-0.6052345545000001
cck_pts__pts_ale2__2,1.2048632231,-0.6219971375000001
cck_pts__pts_ale3__1,-2.0922909337,-1.2139108615
cck_pts__pts_ale3__2,-1.8383525475,-0.8773967065
cck_pts__pts_ale4__1,9.7506427262,1.3405028345
cck_pts__pts_ale4__2,9.7407448194,1.1644900695
cck_gnd__gmos_delgnd__1,1.6244359513000002,0.1370017795
cck_gnd__gmos_delgnd__2,1.5746834017,0.062314561500000004
cck_gnd__gnd_ale1__1,1.5717553184000002,-0.6172846585
cck_gnd__gnd_ale1__2,1.3449452336,-0.5926346485
cck_gnd__gnd_ale2__1,0.9832157517000001,-0.6733415525
cck_gnd__gnd_ale2__2,2.9164129983000002,-0.5612385355
cck_gnd__gnd_ale3__1,0.8943011148000001,-0.4991761985
cck_gnd__gnd_ale3__2,0.7616496975,-0.6011780295
cck_tpiA__gmos_deltpiA__1,2.839453664,-0.0651637935
cck_tpiA__gmos_deltpiA__2,2.0800995532,-0.1044157005
cck_tpiA__tpiA_ale1__1,8.452650037,0.6848293005
cck_tpiA__tpiA_ale1__2,8.1950083757,0.6931524455
cck_tpiA__tpiA_ale2__1,15.2234767148,1.2677163255
cck_tpiA__tpiA_ale2__2,15.2771274611,1.6107409545
cck_tpiA__tpiA_ale3__1,10.1607671473,0.9158285925
cck_tpiA__tpiA_ale3__2,10.0555486164,0.9184417025
cck_tpiA__tpiA_ale4__1,12.0916352074,2.0429509275
cck_tpiA__tpiA_ale4__2,12.290633516,2.0304686665
acid_tale__acid_ale1_pH7__1,0.5786899057,-0.8580956255000001
acid_tale__acid_ale1_pH7__2,0.7029185108,-0.7719584175
acid_tale__acid_ale1_pH5__1,0.9033549375000001,0.08007046150000001
acid_tale__acid_ale1_pH5__2,0.8792104318,-0.0451596495
acid_tale__acid_ale2_pH7__1,0.5771915171,-0.7104016585
acid_tale__acid_ale2_pH7__2,0.5821302658,-0.6445749155
acid_tale__acid_ale2_pH5__1,-0.1689931564,-0.4200625275
acid_tale__acid_ale2_pH5__2,0.6717542301,-0.2872761965
acid_tale__low_Mg_ale_pH7__1,-0.6493588442,-0.4133902685
acid_tale__low_Mg_ale_pH7__2,-0.48061144850000004,-0.48206384550000003
acid_tale__low_Mg_ale_pH5__1,-0.3939308479,0.038088949500000004
acid_tale__low_Mg_ale_pH5__2,0.0830863698,-0.0530864485
acid_tale__MES_ale_pH7__1,0.6980871052000001,-0.48430779350000003
acid_tale__MES_ale_pH7__2,0.29781935190000003,-0.4567972635
acid_tale__MES_ale_pH5__1,0.051272530600000005,-0.07572121750000001
acid_tale__MES_ale_pH5__2,-0.3204559441,0.0778825165
acid_tale__gmos_pH7__1,0.21702858020000002,-0.5201578105
acid_tale__gmos_pH7__2,0.28049513330000003,-0.4417797815
acid_tale__gmos_pH5__1,-0.4913731015,0.1058358395
acid_tale__gmos_pH5__2,-0.6003405921,0.0102124715
adnB__wt_adn__1,-1.0990346391,-0.5251385425
adnB__wt_adn__2,-1.3092001538,-0.8542052585000001
adnB__delydhB_adn__1,-1.3313900619,-0.8705261865
adnB__delydhB_adn__2,-0.9508516839000001,-0.4368475445
ytf2__wt_glc__1,0.5799868142,0.0614490165
ytf2__wt_glc__2,0.48045609440000003,-0.1919261675
ytf2__ybcM_glc__1,1.3372631057,-0.3880491835
ytf2__ybcM_glc__2,1.3572085934,-0.3123460765
ytf2__ydhB_glc__1,0.20214326640000002,-0.3462398755
ytf2__ydhB_glc__2,0.8194262170000001,-0.2467635135
ytf2__yfeC_glc__1,0.6738527813,-0.3371442335
ytf2__yfeC_glc__2,0.5146366605,-0.3540075005
ytf2__yciT_glc__1,0.5210949547,-0.5060673265
ytf2__yciT_glc__2,0.6040602825,-0.44638318250000003
ytf2__ydiZ_glc__1,0.7861380843,-0.44509078550000003
ytf2__ydiZ_glc__2,0.7910213952,-0.3306814825
ytf2__ynfL_glc__1,0.8603118277,-0.2197738195
ytf2__ynfL_glc__2,0.6047363960000001,-0.13336828950000001
misc2__dellon_glc__1,0.1137956257,0.0054836195
misc2__dellon_glc__2,-0.2630782678,-0.0238128425
ytf3__wt_glc2__1,0.9161236495,-0.40246172550000003
ytf3__wt_glc2__2,0.794436923,-0.34679917050000003
ytf3__wt_pH7_lactate__1,0.9832169807000001,-0.43049605350000003
ytf3__wt_pH7_lactate__2,1.0380069748,-0.36127983550000003
ytf3__wt_pH55_lactate__1,0.9605942224,-0.1567714835
ytf3__wt_pH55_lactate__2,0.7400635976000001,-0.2092472235
ytf3__wt_pH55_HCl__1,1.018724665,-0.22488240550000002
ytf3__wt_pH55_HCl__2,0.8216675588,-0.3180489125
ytf3__dyieP_pH7__1,0.5068496199,-0.2768492775
ytf3__dyieP_pH7__2,0.6196109402000001,-0.46244899650000004
ytf3__dyieP_pH55__1,0.99641561,-0.4444890255
ytf3__dyieP_pH55__2,0.8655286083,-0.5282952225
