,A,GlpR
ml_abx__glob__1,0.1390067939,0.0461585693
ml_abx__glob__2,-3.9638334727,-0.0757496092
ml_abx__glob__3,-4.6549271469,-0.1815718077
ml_abx__lvx__1,2.5897956064,-0.406379769
ml_abx__lvx__2,-2.7743351438,-0.2391315635
ml_abx__lvx__3,-3.9545315657,-0.5854349571
ml_abx__mec__1,2.7333386292,-0.0912131125
ml_abx__mec__2,-4.1092795058,-0.2227001577
ml_abx__mec__3,-3.128062048,-0.07408966410000001
ml_abx__mem__1,4.1965459073,-0.09550166660000001
ml_abx__mem__2,-1.8126927183000001,0.11800990180000001
ml_abx__mem__3,-1.6658483591,-0.3465448557
ml_abx__nit__1,-10.9327675631,0.0048989299000000005
ml_abx__nit__2,-11.6000637511,-0.3312178843
ml_abx__nit__3,-10.5626975918,-0.3072136321
ml_abx__ntx__1,-9.8952516749,-0.8686020316
ml_abx__ntx__2,-10.064576212,-1.0890600682
ml_abx__nor__1,-0.23094863070000002,-0.42339548660000004
ml_abx__nor__2,-4.2507452377,-0.5146129013
ml_abx__nor__3,-4.8142032057,-0.5930287815
ml_abx__pb__1,0.7311940511,0.34645862040000003
ml_abx__pb__2,-0.8147197193,0.1789272865
ml_abx__pb__3,-2.3163764447,0.0409501623
ml_abx__tmp__1,1.8263211618000001,-0.0830200766
ml_abx__tmp__2,1.3152643922,-0.4373770638
ml_abx__tmp__3,-1.3131600742,-0.5090935348
mut_abx__del_mutS_000nor__1,-0.2099329875,-0.5628505634000001
mut_abx__del_mutS_000nor__2,-0.6582171076000001,0.0626412927
mut_abx__del_mutS_000nor__3,0.8681500950000001,0.5002092708
mut_abx__del_mutS_125nor__1,-0.321729631,-0.3646464505
mut_abx__del_mutS_125nor__2,-0.07398797380000001,-0.3603675805
mut_abx__del_mutS_125nor__3,-0.14934816880000001,-0.1758018472
mut_abx__del_mutS_250nor__1,0.5154032422,-0.2260289889
mut_abx__del_mutS_250nor__2,0.0918883845,-0.1920994685
mut_abx__del_mutS_250nor__3,0.1255768059,-0.5637340685000001
mut_abx__del_mutS_375nor__1,0.43682337860000003,-0.4357746296
mut_abx__del_mutS_375nor__2,-0.1820842493,-0.09894089190000001
mut_abx__del_mutS_375nor__3,1.2594095523,-0.017838343
mut_abx__del_mutS_500nor__1,0.7659354037,-0.019849479200000002
mut_abx__del_mutS_500nor__2,0.9396883215,0.0330515085
mut_abx__del_mutS_500nor__3,1.4130234226,0.0136311369
mut_abx__del_mutS_625nor__1,0.9740564833,0.6310157892
mut_abx__del_mutS_625nor__2,1.3441648798,0.0993777805
mut_abx__del_mutS_625nor__3,0.8481685904,0.4534464495
mut_abx__del_mutS_750nor__1,0.8955689007000001,0.38845607520000003
mut_abx__del_mutS_750nor__2,2.0181771177,0.4145467439
mut_abx__del_mutS_750nor__3,0.8795356685,0.32154569380000003
mut_abx__del_mutS_875nor__1,2.8659823089,0.8812818497
mut_abx__del_mutS_875nor__2,2.1749548685,0.350414406
mut_abx__del_mutS_875nor__3,2.6146966075,0.3045384635
nit_yeaG__wt_Nminus__1,-0.2120390467,0.0931161046
nit_yeaG__wt_Nminus__2,0.2120390467,-0.0931161046
nit_yeaG__wt_Nplus__1,-4.6636699122,1.5420551992
nit_yeaG__wt_Nplus__2,-4.7702636572,1.3993069975
nit_yeaG__del_yeaG_Nminus_24h__1,-2.0266047015,-0.09535051500000001
nit_yeaG__del_yeaG_Nminus_24h__2,-1.5458239435999999,1.5662197985000001
nit_yeaG__del_yeaG_Nminus_24h__3,-1.6403059199999999,0.2918680368
nit_yeaG__del_yeaG_Nminus__1,-0.2789367009,-0.42659433080000003
nit_yeaG__del_yeaG_Nminus__2,-0.025402259,0.0084934685
nit_yeaG__del_yeaG_Nplus__1,-4.6444375835,1.5459291144
nit_yeaG__del_yeaG_Nplus__2,-4.9315957287,1.2301633708
opex__amp__1,-1.221823385,0.3506581736
opex__amp__2,-0.5547779923,-0.043661902
opex__amp__3,-1.7788791393,0.406388913
opex__bak_amp__1,-2.9274268044,0.2269345476
opex__bak_amp__2,-1.7900963354,0.4126037354
opex__bak_amp__3,-1.5565349605,0.45003123800000006
opex__bak_kan__1,-1.949848972,0.3363282562
opex__bak_kan__2,-2.9093604853,0.053103806600000004
opex__bak_kan__3,-1.2901009183,0.47805991500000006
opex__bak_nor__1,-2.2741752275,0.45354055200000004
opex__bak_nor__2,-0.9157505513,0.3815049851
opex__bak_nor__3,-1.3394613905,0.6630281448
opex__bak_rif__1,-3.5337586364,0.45562006260000004
opex__bak_rif__2,-2.8633128399,0.8330778661
opex__bak_rif__3,-4.060720645,0.5247527045
opex__chx_amp__1,-0.4319955529,0.29822189320000003
opex__chx_amp__2,-1.3640734189,0.20145707810000002
opex__chx_amp__3,-0.5043483841,0.24891986130000002
opex__chx_kan__1,-1.783019853,0.2139007664
opex__chx_kan__2,-0.3461537602,0.0718037961
opex__chx_kan__3,-0.6342498008,0.027780968000000003
opex__chx_nor__1,-0.9473489981000001,0.2219236205
opex__chx_nor__2,-0.5657967243,0.0905248127
opex__chx_nor__3,-2.0314584477,0.224355833
opex__chx_rif__1,-0.44115887470000004,0.2141776537
opex__chx_rif__2,-1.0759132959,0.12230016610000001
opex__chx_rif__3,-0.2774239231,-0.030760925300000002
opex__ctrl__1,0.1789253728,-0.11885604890000001
opex__ctrl__2,-0.32507286150000003,0.0467873129
opex__ctrl__3,0.1461474887,0.0720687359
opex__etoh_amp__1,0.866012116,-0.34699310250000004
opex__etoh_amp__2,2.5981250536,-0.4678180541
opex__etoh_amp__3,0.8317716308,-0.36976588790000003
opex__etoh_kan__1,3.1063183715,-0.44465314050000004
opex__etoh_kan__2,1.3645508165,-0.564803578
opex__etoh_kan__3,1.3393126513,-0.6426236764000001
opex__etoh_nor__1,2.0671162546,-0.7341544669000001
opex__etoh_nor__2,0.3777647202,-0.42339353080000003
opex__etoh_nor__3,-0.5875326038,0.0431008585
opex__etoh_rif__1,-0.2193179725,-0.4063017587
opex__etoh_rif__2,1.5566820210999999,-0.6096111006
opex__etoh_rif__3,-1.1364717346,-0.2916205625
opex__glual_amp__1,-1.7934668532,0.20726899210000002
opex__glual_amp__2,-2.0328362635,0.2284990346
opex__glual_amp__3,-1.8425462752000001,0.2677285022
opex__glual_kan__1,-2.1511494688,0.2074183479
opex__glual_kan__2,-1.4525737649,0.5379592910000001
opex__glual_kan__3,-1.8015974134000001,0.41401225280000004
opex__glual_nor__1,-1.8345416259,0.4710763509
opex__glual_nor__2,-1.4079864504000001,0.2630469244
opex__glual_nor__3,-2.1232486777,0.4202012285
opex__glual_rif__1,-4.3207797078,0.6026311005
opex__glual_rif__2,-3.4627364372000002,0.3218068357
opex__glual_rif__3,-4.1887817922,0.6526210178
opex__h2o2_amp__1,-2.8061030124,0.1758528283
opex__h2o2_amp__2,-2.5511393805,0.4320105717
opex__h2o2_amp__3,-2.4779090733,0.2279192954
opex__h2o2_kan__1,-2.531898289,0.2737305882
opex__h2o2_kan__2,-2.9997571074,0.39082464570000003
opex__h2o2_kan__3,-3.6577362459,0.2879951022
opex__h2o2_nor__1,-2.9299393492,0.31851072620000004
opex__h2o2_nor__2,-2.761208395,-0.0771339221
opex__h2o2_nor__3,-3.7419705462,0.49365170340000003
opex__h2o2_rif__1,-4.870659165,0.0894520872
opex__h2o2_rif__2,-4.8090799108999995,0.3296327592
opex__h2o2_rif__3,-4.8571805634,0.3386996913
opex__ippoh_amp__1,4.0379076631,0.2824424801
opex__ippoh_amp__2,4.5643681237,0.2627823472
opex__ippoh_amp__3,3.5460870976,0.1131925061
opex__ippoh_kan__1,4.8432232073,-0.0207945514
opex__ippoh_kan__2,4.2396687688,-0.1039797737
opex__ippoh_kan__3,4.4984680312,-0.0344305855
opex__ippoh_nor__1,5.0063998447,0.0150704106
opex__ippoh_nor__2,5.5107758798,0.0733150685
opex__ippoh_nor__3,2.5408562698,-0.0833228626
opex__ippoh_rif__1,1.757167088,0.061463511000000005
opex__ippoh_rif__2,2.6357259128,0.13172933350000002
opex__ippoh_rif__3,3.1733570078,-0.035930789500000004
opex__kan__1,-0.7079677437,-0.2387882007
opex__kan__2,-0.5681649651,-0.1552148149
opex__kan__3,-0.5590989635,-0.07798772250000001
opex__nor__1,-0.084407942,-0.09254977900000001
opex__nor__2,-0.9866041617,-0.0407757167
opex__nor__3,-0.3780969974,-0.1195875034
opex__paa_amp__1,-0.4813250462,0.0103450122
opex__paa_amp__2,-0.7551333042,0.2236715034
opex__paa_amp__3,0.29139516400000004,-0.058050456300000004
opex__paa_kan__1,-3.3974811406,0.5940198911
opex__paa_kan__2,-3.1976897932,0.5167618451
opex__paa_kan__3,-3.012539352,0.1548438586
opex__paa_nor__1,-0.3128176375,0.38713058510000004
opex__paa_nor__2,-0.363484016,0.118166165
opex__paa_nor__3,-0.7453291235,0.3196835188
opex__paa_rif__1,-2.9860366638,0.1922643875
opex__paa_rif__2,-3.1660017083,0.6716021152
opex__paa_rif__3,-2.4239083339,0.271343954
opex__phenol_amp__1,-0.41420583510000003,0.42925127550000003
opex__phenol_amp__2,-1.574317453,0.2146065953
opex__phenol_amp__3,-1.2869056655,0.4146700856
opex__phenol_kan__1,-2.2359788917,0.1993197733
opex__phenol_kan__2,-1.9582523642,0.5416466079
opex__phenol_kan__3,-1.2991907721,0.3401539194
opex__phenol_nor__1,-0.7949411898000001,0.33926441090000004
opex__phenol_nor__2,-0.9666978444000001,0.4523118803
opex__phenol_nor__3,-0.8247480964,0.5653048178
opex__phenol_rif__1,-4.3365932902,0.28249867170000004
opex__phenol_rif__2,-3.3897194554,0.4269566615
opex__phenol_rif__3,-3.4082037448999998,0.39233695430000004
opex__pvpi_amp__1,-0.6649603248,0.1034888932
opex__pvpi_amp__2,-0.7919884564,0.0037999001
opex__pvpi_amp__3,-0.4983280827,0.1380113821
opex__pvpi_kan__1,-0.925215462,0.0636337032
opex__pvpi_kan__2,-0.2545484772,-0.0886220687
opex__pvpi_kan__3,-0.7431527903,0.1206615526
opex__pvpi_nor__1,-0.7427103348,0.2858860527
opex__pvpi_nor__2,-0.2717392422,0.2022197449
opex__pvpi_nor__3,-0.032230670100000004,-0.1646660938
opex__pvpi_rif__1,-3.4763532242,-0.028854127400000002
opex__pvpi_rif__2,-4.1427143676,0.3729360154
opex__pvpi_rif__3,-3.4929683832,0.41941529050000004
opex__rif__1,-4.4997872037,0.1497467023
opex__rif__2,-3.7446049857,0.2223760336
opex__rif__3,-4.2446814956,0.5128885856000001
opex__naocl_amp__1,2.0201377615,0.2328110938
opex__naocl_amp__2,1.2344614278,-0.0319236637
opex__naocl_amp__3,1.9723478242999999,-0.20461092790000002
opex__naocl_kan__1,1.5221552009,-0.036563676100000005
opex__naocl_kan__2,1.6894317097,0.0498677602
opex__naocl_kan__3,1.6446449823,0.0446451165
opex__naocl_nor__1,1.3797110801999999,-0.2466679262
opex__naocl_nor__2,1.8513525227,-0.11095450600000001
opex__naocl_nor__3,1.796407153,0.2449127612
opex__naocl_rif__1,-3.0153608651,0.3890884813
opex__naocl_rif__2,-3.3004983527,0.2716552205
opex__naocl_rif__3,-3.0172495271,0.693909631
phage_lysogen__wt_ctrl__1,-0.14491270750000002,0.0777884143
phage_lysogen__wt_ctrl__2,0.2000379619,0.1476673396
phage_lysogen__wt_ctrl__3,-0.055125254500000005,-0.2254557539
phage_lysogen__O104_H4__1,-5.4309289054,-0.0774603313
phage_lysogen__O104_H4__2,-3.2975501418,0.0666044757
phage_lysogen__O104_H4__3,0.6721226483,-0.553779573
phage_lysogen__O157_H7_PA8__1,-5.0342650549,-0.0958625897
phage_lysogen__O157_H7_PA8__2,-1.6346820272,-0.1524976896
phage_lysogen__O157_H7_PA8__3,1.8573477767000002,-0.5078854315
phage_resist__ygbE_oe__1,-2.9561457191000002,-1.5690170511
phage_resist__wt__1,-12.2387250211,-2.0346062783
phage_resist__wt__2,4.0978013962,1.0419182776
phage_resist__wt__3,4.2612854928,0.5636131339
phage_resist__wt__4,3.879638132,0.4290748667
phage_resist__ygbE_oe__2,-0.7200167062,0.8489335627
phage_resist__ygbE_oe__3,2.368850422,0.9387697942000001
phage_resist__ygbE_oe__4,1.8727361469,0.8931447194000001
phage_resist__yahA_oe__1,2.7826303437,1.4710931643
phage_resist__yahA_oe__2,2.4784168365,1.500289129
phage_resist__yahA_oe__3,2.49263548,1.5136056188
phage_resist__yrfF_ko__1,5.5574754598,0.8552496469
phage_resist__yrfF_ko__2,6.7336915965,1.1536277417
phage_resist__yrfF_ko__3,4.56320764,0.5378184389
pollution__wt_ctrl__1,0.48515275900000004,0.2327563397
pollution__wt_ctrl__2,1.276650436,-0.4581840207
pollution__wt_ctrl__3,-1.7618031949000001,0.22542768100000002
pollution__wt_urban__1,-3.1495395986,-0.29452872480000003
pollution__wt_urban__2,-2.4203163796,-0.15767917010000002
pollution__wt_urban__3,-2.7539553969,-0.3912846453
pollution__wt_diesel__1,-0.15939102700000002,0.6177454721
pollution__wt_diesel__2,-1.3728968158,0.13590533670000002
pollution__wt_diesel__3,-1.547337169,0.1040915238
pollution__evo_diesel__1,-0.9094170979,-0.5538499603
pollution__evo_diesel__2,14.7394994654,-0.4017436687
pollution__evo_diesel__3,13.5129290211,-0.5032011926000001
ppGpp__wt_relAtrunc_00m__1,0.0630819537,-0.2629976263
ppGpp__wt_relAtrunc_00m__2,0.6693955086000001,-0.01646812
ppGpp__mut_delrelA_10m__1,0.2939984463,-0.4777897418
ppGpp__mut_delrelA_05m__1,0.18437609870000002,-0.7659954267
ppGpp__mut_delrelA_10m__2,0.4054728607,-0.9202480387
ppGpp__mut_delrelA_10m__3,0.3786270324,-0.6461733872000001
ppGpp__mut_delrelA_00m__1,0.0892584049,-0.3339713024
ppGpp__mut_delrelA_00m__2,0.4159609684,-0.4152808234
ppGpp__mut_delrelA_05m__2,0.3966726618,-0.5217250938
ppGpp__mut_delrelA_05m__3,-0.1590565237,-0.30305779790000004
ppGpp__mut_delrelA_00m__3,0.41879945550000003,-0.27476425800000004
ppGpp__wt_delrelA_10m__1,0.4069469746,-0.23037510960000002
ppGpp__wt_delrelA_05m__1,0.0194197717,0.0491453676
ppGpp__wt_delrelA_05m__2,0.0373197464,0.0765315525
ppGpp__wt_delrelA_10m__2,0.7576591902,0.18802553730000002
ppGpp__wt_delrelA_10m__3,0.40301188860000003,-0.0995566834
ppGpp__wt_delrelA_00m__1,-0.08543177760000001,-0.0881102416
ppGpp__wt_delrelA_00m__2,-0.1338464929,0.1604810707
ppGpp__wt_delrelA_05m__3,0.2869742832,0.37894268870000003
ppGpp__wt_delrelA_00m__3,0.2192782705,-0.0723708291
ppGpp__mut_relAtrunc_10m__1,-0.0257806652,-0.5811097227
ppGpp__mut_relAtrunc_05m__1,-0.0138409394,-0.752828487
ppGpp__mut_relAtrunc_05m__2,0.048699953000000004,-0.3478607168
ppGpp__wt_relAtrunc_10m__1,0.1590831365,-0.18710720120000002
ppGpp__wt_relAtrunc_10m__2,0.0561798478,-0.1056174718
ppGpp__wt_relAtrunc_10m__3,-0.1158755909,-0.0875419696
ppGpp__mut_relAtrunc_00m__1,0.07641338710000001,-0.1110041976
ppGpp__wt_relAtrunc_00m__3,0.2518268945,-0.2251686446
ppGpp__wt_relAtrunc_05m__1,0.18283705,-0.0689468352
ppGpp__wt_relAtrunc_05m__2,-0.2429700105,-0.4731750912
ppGpp__wt_relAtrunc_05m__3,-0.2361700705,-0.3453945372
ppGpp__mut_relAtrunc_00m__2,0.4348307675,-0.5881152282000001
ppGpp__mut_relAtrunc_00m__3,0.25282603470000004,-0.5150970453
ppGpp__mut_relAtrunc_10m__2,0.5047047813000001,-0.8797632349000001
ppGpp__mut_relAtrunc_05m__3,0.140551901,-0.2469812057
ppGpp__mut_relAtrunc_10m__3,0.09728049300000001,-0.41008470290000004
pressure__high_pressure__1,-2.4705268240000002,-0.1790726735
pressure__high_pressure__2,-1.9813470068,0.3358534902
pressure__low_pressure__1,-0.290519383,0.1302631048
pressure__low_pressure__2,0.290519383,-0.1302631048
quantum_dots__ctrl__1,-0.3744642694,0.2314873227
quantum_dots__ctrl__2,0.3744642694,-0.2314873227
quantum_dots__cdte_light__1,-1.0073786243,0.1395280167
quantum_dots__cdte_light__2,-0.0627033704,0.183698789
quantum_dots__cdte_dark__1,-1.5802294603,0.1547086461
quantum_dots__cdte_dark__2,-1.2716863453,0.2839925866
quantum_dots__cdse_light__1,-0.47946641700000003,0.0549566035
quantum_dots__cdse_light__2,-0.500766612,-0.0031747501
quantum_dots__cdse_dark__1,-0.2872922895,0.2505588978
quantum_dots__cdse_dark__2,-0.17741309060000002,0.3346140412
raman__wt__1,-1.4070250696,0.2555722621
raman__del_cyaA__1,-0.0996014259,0.9254065491000001
raman__del_cyaA_01mM__1,-0.2307334157,1.076418871
raman__del_cyaA_05mM__1,7.1043246204,1.297528752
raman__del_cyaA_1mM__1,12.9724446065,0.808698078
raman__wt__2,-0.110726061,0.0562344128
raman__del_cyaA__2,-0.2203150788,0.9304501348
raman__del_cyaA_01mM__2,-0.1878170456,0.9062950668
raman__del_cyaA_05mM__2,5.8957161183,0.9625217878000001
raman__del_cyaA_1mM__2,13.2184412651,0.7745528631
raman__wt__3,1.5177511306,-0.3118066749
raman__del_cyaA__3,-0.5369300889,0.8950613655
raman__del_cyaA_01mM__3,1.141214318,1.1668058879
raman__del_cyaA_05mM__3,5.7861120954,1.3210856117
raman__del_cyaA_1mM__3,11.8059069504,0.9003738235000001
rand_barrel__mut_nanE__1,-0.230118589,0.4042653297
rand_barrel__mut_nanE__2,-0.046470083100000004,0.3394205869
rand_barrel__mut_nanE__3,-1.5350171375000001,-1.3598714999000001
rand_barrel__mut_pdxJ_1__1,-0.8878955576,-0.295508198
rand_barrel__mut_pdxJ_1__2,-0.5254777914000001,0.43527328270000004
rand_barrel__mut_pdxJ_1__3,-2.6287892328,-0.0250047199
rand_barrel__mut_pdxJ_2__1,-0.13713582900000001,0.4959620917
rand_barrel__mut_pdxJ_2__2,0.014968491200000001,0.19830653850000002
rand_barrel__mut_pdxJ_3__1,-0.5893372724,0.3995581393
rand_barrel__mut_pdxJ_3__2,-0.40170066860000003,-0.1699250218
rand_barrel__del_serB__1,-0.3287870423,-0.1763902924
rand_barrel__del_serB__2,0.3287870423,0.1763902924
rockhopper__CV104_pHDB3__1,-10.9033706627,-0.40034711430000003
rockhopper__CV104_pHDB3__2,-10.837661681,-0.6341774437000001
rockhopper__CV104_pHDB3__3,-10.736952449,-0.5194256004
rockhopper__CV104_pLCV1__1,-10.5623022772,-0.5547618351
rockhopper__CV104_pLCV1__2,-10.5851052879,-0.7215109141
rockhopper__CV104_pLCV1__3,-10.8106523961,-0.5544570841
rockhopper__wt_lb__1,-9.6169789593,-0.7195384437
rockhopper__wt_lb__2,-9.5185772028,-0.34967486400000003
rockhopper__wt_lb__3,-10.0806974414,-0.7789842738
rockhopper__wt_lb_aMG__1,-11.5349388394,-0.6696593631000001
rockhopper__wt_lb_aMG__2,-11.3638883155,-0.5911902574
rockhopper__wt_lb_aMG__3,-11.3804204379,-0.5871190764
rockhopper__del_sgrR_lb_aMG__1,-11.9663039969,-0.2211481409
rockhopper__del_sgrR_lb_aMG__2,-11.0394482504,-0.1523441632
rockhopper__del_sgrR_lb_aMG__3,-11.4619612989,-0.13187761820000002
rockhopper__del_sgrS_glyc_aMG__1,-11.6778250761,0.08895565250000001
rockhopper__del_sgrS_glyc_aMG__2,-12.0072308508,-0.1026160139
rockhopper__del_sgrS_glyc_aMG__3,-11.9797655746,-0.5842482741
rockhopper__del_sgrS_glyc__1,3.4472602285000002,-0.7613789736000001
rockhopper__del_sgrS_glyc__2,2.4208881813,-0.6341827607
rockhopper__del_sgrS_glyc__3,2.175549887,-0.7872847041000001
rockhopper__wt_lb_aMG__4,-11.7715634283,-0.3166775126
rockhopper__wt_lb_aMG__5,-11.3946368563,-0.196526783
rockhopper__wt_lb_aMG__6,-11.5239657953,-0.2450290991
rockhopper__wt_glyc_aMG__1,-8.6515668114,0.0651912121
rockhopper__wt_glyc_aMG__2,-9.6797989615,-0.341927977
rockhopper__wt_glyc_aMG__3,-8.8160009455,-0.691184055
rockhopper__wt_glyc__1,2.0964094531,-0.7190763336
rockhopper__wt_glyc__2,2.0644463318,-0.7376283732000001
rockhopper__wt_glyc__3,2.1294335853,-0.5923687963000001
rockhopper__CV108_glyc_aMG__1,-7.4081951209,-0.4659768456
rockhopper__CV108_glyc_aMG__2,-7.8432319391,-0.7208209374
rockhopper__CV108_glyc_aMG__3,-8.1897007618,-0.8974659622000001
rockhopper__wt_glyc__4,4.6367149453,0.0523690448
rockhopper__wt_glyc__5,7.1737612414,-0.5409573301
rockhopper__wt_glyc__6,-0.1417640658,0.6063478816
rockhopper__wt_glyc_aMG__4,-5.9527621674,0.1410008017
rockhopper__wt_glyc_aMG__5,-6.8559053669,-0.3093326576
rockhopper__wt_glyc_aMG__6,-5.9842882215,-0.27404159770000003
rockhopper__wt_glyc__7,-5.6171916213,0.3819376539
rockhopper__wt_glyc__8,-6.9096483635,-0.13915803770000001
rockhopper__wt_glyc__9,-5.4092881636,0.366555063
rockhopper__wt_glyc__10,-1.2135417272,0.64253145
rockhopper__wt_glyc__11,0.5130580262000001,0.3474730619
rockhopper__wt_glyc__12,0.6776103584000001,0.33197471570000003
rpoD__wt__1,0.1219396152,-0.011575613200000001
rpoD__wt__2,-0.0718689092,-0.2121309046
rpoD__rpoD_mut__1,-4.6435029515,1.2136341593
rpoD__rpoD_mut__2,-3.7889979365,2.2999411876
rpoD__rpoD_mut__3,-0.8425141454,1.6555245809999999
rpoD__wt__3,-0.050070705900000005,0.2237065178
rpoN_peptide__ctrl__1,0.1779766156,0.1015286779
rpoN_peptide__ctrl__2,0.1422224325,-0.0360814129
rpoN_peptide__ctrl__3,-0.3201990482,-0.065447265
rpoN_peptide__nminus__1,0.2377724605,0.0168162177
rpoN_peptide__nminus__2,0.2612424091,0.0085944391
rpoN_peptide__nminus__3,-0.3130832967,-0.1227127893
rpoN_peptide__nplus__1,2.0117222194,0.8173775438
rpoN_peptide__nplus__2,2.0109239019,0.6692194098
rpoN_peptide__nplus__3,2.1579778686,0.7465550967
rpoN_peptide__s54_wt__1,0.3046057522,0.0538075483
rpoN_peptide__s54_wt__2,0.1564239801,-0.08251262300000001
rpoN_peptide__s54_wt__3,0.10579152100000001,0.0912490984
rsd__wt_ee__1,-0.3383987323,0.051371219600000004
rsd__wt_ee__2,0.3383987323,-0.051371219600000004
rsd__del_rsd_ee__1,-0.2314219958,0.1510941359
rsd__del_rsd_ee__2,0.0041426614,0.0134102223
rsd__del_ssrS_ee__1,0.3653400576,0.2200973206
rsd__del_ssrS_ee__2,0.8237709351,0.5372963028000001
rsd__del_rsd_ssrS_ee__1,-1.7281257171000002,1.0211674622
rsd__del_rsd_ssrS_ee__2,-1.7335278649,1.6034649289
rsd__del_rpoS_ee__1,1.5318274124,0.7139313505
rsd__del_rpoS_ee__2,1.1973132876,0.2171872166
rsd__wt_me__1,-1.1755140887,-0.06955064130000001
rsd__wt_me__2,-0.5254939194,0.0862982358
rsd__del_rpoS_me__1,-1.0368114407,0.1114974127
rsd__del_rpoS_me__2,0.686885261,0.32313059580000003
rsd__wt_ts__1,0.4448639623,-0.42431822350000004
rsd__wt_ts__2,-0.36713663950000003,-0.1662478558
rsd__del_rsd_ssrS_ts__1,0.767974397,0.1112139859
rsd__del_rsd_ssrS_ts__2,0.6675717495,0.26592412660000003
rsd__del_rpoS_ts__1,-1.0080810851,0.2718645712
rsd__del_rpoS_ts__2,-1.0251873802,0.45321327720000004
rsd__wt_s__1,0.041132961,-0.8180231713
rsd__wt_s__2,0.32686191670000003,-0.8163709016
rsd__del_rsd_s__1,0.20850411900000002,-0.7724013648
rsd__del_rsd_s__2,0.4607045128,-0.6285701188
rsd__del_rsd_ssrS_s__1,1.6786832895,-0.6447652653
rsd__del_rsd_ssrS_s__2,2.270895172,-0.2672772194
rsd__del_rsd_ls__1,1.4308454990000001,-0.7608575886000001
rsd__del_rsd_ls__2,2.0850577893,-0.8764458144
rsd__del_ssrS_ls__1,1.154119468,-1.2508964637
rsd__del_ssrS_ls__2,0.7802614425000001,-1.0620082901
rsd__del_rsd_ssrS_ls__1,3.7670557215000002,0.1301223438
rsd__del_rsd_ssrS_ls__2,3.5537127243,0.1937349484
rsd__del_rpoS_ls__1,0.2055397754,-1.3734674757
rsd__del_rpoS_ls__2,7.2135837075,0.1010809855
sdsR_ryeA__wt_3h__1,-0.2006416871,0.16063072890000002
sdsR_ryeA__wt_8h__1,-5.034283938,0.007774886700000001
sdsR_ryeA__wt_3h__2,0.2006416871,-0.16063072890000002
sdsR_ryeA__wt_8h__2,-5.0168981128,-0.1423226538
starve_series__t00_growth1__1,0.12320401,-0.0218260905
starve_series__t00_growth1__2,-0.264324347,0.0210596636
starve_series__t00_growth1__3,0.2004431679,-0.0689670383
starve_series__t00_growth1__4,-0.059322830900000005,0.0697334652
starve_series__t01_starve__1,9.0804807035,-1.7982656491
starve_series__t01_starve__2,7.843018811,-1.4935001452
starve_series__t02_starve__1,21.7067314322,-2.0621590841
starve_series__t02_starve__2,21.0745090407,-1.8903447626
starve_series__t03_starve__1,15.6400529802,-2.2374879422
starve_series__t03_starve__2,15.7062249812,-2.0665168341
starve_series__t04_starve__1,10.8104222434,-2.1419829798
starve_series__t04_starve__2,7.2558523402,-1.9583216234
starve_series__t05_starve__1,8.0529807837,-2.6754560045
starve_series__t05_starve__2,7.4182141507,-2.256318389
starve_series__t06_starve__1,6.8247008936,-2.332621046
starve_series__t06_starve__2,6.3464190409,-2.5972552305
starve_series__t07_starve__1,6.5375489593000005,-2.4264888679
starve_series__t07_starve__2,6.2004361989,-2.5597951281
starve_series__t08_starve__1,6.1594398258,-2.7155991741000003
starve_series__t08_starve__2,5.9448712704,-2.5785036747
starve_series__t09_starve__1,6.6259372776,-2.6736801704
starve_series__t09_starve__2,6.0378266957,-2.4109491259
starve_series__t10_starve__1,6.0407708232,-3.2135227441
starve_series__t10_starve__2,5.7474819197,-2.8573856312
starve_series__t11_starve__1,5.985402388,-2.8343194834
starve_series__t11_starve__2,6.0183434537,-2.880730292
starve_series__t12_starve__1,5.3643256892,-3.1125531076
starve_series__t12_starve__2,5.6208518740999995,-2.8195166055
starve_series__t14_starve__1,5.6967761892,-2.9112601577
starve_series__t14_starve__2,6.1846254914,-2.8823097536
starve_series__t16_starve__1,5.6867836837,-2.7970487816
starve_series__t16_starve__2,4.7754473571,-2.8603613319
starve_series__t17_starve__1,5.1068883131,-2.8100747525000003
starve_series__t17_starve__2,5.4780756504,-2.0417564034
starve_series__t18_starve__1,5.0549073909,-2.6638439792
starve_series__t18_starve__2,4.899438275,-2.4384665126
starve_series__t20_starve__1,-0.0567999584,-0.1542742273
starve_series__t20_starve__2,0.38697841920000003,-0.09128133050000001
starve_series__t21_growth2__1,0.0680835867,-0.3690546027
starve_series__t21_growth2__2,0.29236152260000003,-0.45330790330000004
starve_series__t22_growth2__1,1.4252013535999999,-0.3537293201
starve_series__t22_growth2__2,1.2429416352,-0.37984349780000004
starve_series__t23_growth2__1,0.0495136564,-0.0138172797
starve_series__t23_growth2__2,0.43881029600000004,-0.07684979360000001
starve_series__t25_growth2__1,0.9173438477,-0.36926082200000004
starve_series__t25_growth2__2,1.0953639001,-0.1731508376
starve_series__t26_growth2__1,0.8604737458,-0.42751498600000004
starve_series__t26_growth2__2,1.1180276417,-0.4062756973
starve_series__t27_growth2__1,0.8933382725000001,-0.2863109045
starve_series__t27_growth2__2,0.7350428619,-0.2525269335
starve_series__t28_growth2__1,0.3980492189,-0.3227562742
starve_series__t28_growth2__2,0.2842179487,-0.30894360260000003
