,name,x,y,cog,color,link
meta,start,0.17908010505139826,,,,
zntA,zntA,2199.0,0.008825015458278358,Unknown,#1e90ff,
rpoS,rpoS,993.0,-0.000918682294432074,Unknown,#1e90ff,
rihC,rihC,915.0,-0.0009223274304531513,Unknown,#1e90ff,
ypfH,ypfH,699.0,0.0032648237491957844,Unknown,#1e90ff,
alsI,alsI,450.0,0.0008768797270022332,Unknown,#1e90ff,
ygdQ,ygdQ,714.0,0.002192627117037773,Unknown,#1e90ff,
yabP,yabP,579.0,-1.3735775146415108e-05,Unknown,#1e90ff,
ypfJ,ypfJ,864.0,0.0013383473351132125,Unknown,#1e90ff,
talB,talB,954.0,0.0008029723959043622,Unknown,#1e90ff,
yqeI,yqeI,810.0,-0.0004818607616471127,Unknown,#1e90ff,
yabI,yabI,765.0,0.000211173094867263,Unknown,#1e90ff,
hda,hda,702.0,0.0005986575709539466,Unknown,#1e90ff,
talA,talA,951.0,0.003129460832569748,Unknown,#1e90ff,
ygeH,ygeH,1377.0,-0.00025683477186248636,Unknown,#1e90ff,
ilvI,ilvI,1725.0,-0.0010765602800529449,Unknown,#1e90ff,
yfgB,yfgB,384.0,0.0014037360763177276,Unknown,#1e90ff,
pfkB,pfkB,930.0,0.0020706904516555372,Unknown,#1e90ff,
ygeY,ygeY,1212.0,-0.00044327767158392823,Unknown,#1e90ff,
secM,secM,513.0,-0.002552406159229577,Unknown,#1e90ff,
iscS,iscS,1215.0,-0.0007991750072687863,Unknown,#1e90ff,
setB,setB,1182.0,-0.0008927029516780748,Unknown,#1e90ff,
ygiL,ygiL,552.0,-0.000757251531467773,Unknown,#1e90ff,
yacL,yacL,363.0,-0.0001289354060872938,Unknown,#1e90ff,
iscR,iscR,489.0,0.004231109479442239,Unknown,#1e90ff,
crp,crp,633.0,0.00178012257325463,Unknown,#1e90ff,
eaeH,eaeH,872.0,-0.002373159767594189,Unknown,#1e90ff,
proB,proB,1104.0,-0.0012056645564734935,Unknown,#1e90ff,
yfjL,yfjL,1617.0,0.003788150667678565,Unknown,#1e90ff,
pdhR,pdhR,765.0,-0.0011017824441660194,Unknown,#1e90ff,
ykgD,ykgD,284.0,-0.001574903056025505,Unknown,#1e90ff,
aroL,aroL,525.0,-0.006057830271311104,Unknown,#1e90ff,
ydaQ,ydaQ,216.0,0.0007817613368388264,Unknown,#1e90ff,
pykF,pykF,1413.0,-0.0005644157255301253,Unknown,#1e90ff,
gsk,gsk,1305.0,0.0013082642026711255,Unknown,#1e90ff,
serC,serC,1089.0,-0.000342013503537828,Unknown,#1e90ff,
yohC,yohC,588.0,0.0014467524318024516,Unknown,#1e90ff,
sdhC,sdhC,390.0,0.0016041017265524715,Unknown,#1e90ff,
smtA,smtA,786.0,-0.0017983269458636641,Unknown,#1e90ff,
cysB,cysB,975.0,-0.0002055314202516456,Unknown,#1e90ff,
csgC,csgC,333.0,-0.000965319115202874,Unknown,#1e90ff,
mngR,mngR,723.0,-0.0005906294411397539,Unknown,#1e90ff,
amiA,amiA,870.0,0.0012495965848211199,Unknown,#1e90ff,
aroH,aroH,1047.0,-0.0011040750809479503,Unknown,#1e90ff,
mviN,mviN,511.0,0.0026960471249185504,Unknown,#1e90ff,
tktA,tktA,1992.0,-0.0004139270490850322,Unknown,#1e90ff,
slp,slp,567.0,-0.00021637926452967805,Unknown,#1e90ff,
ycjL,ycjL,258.0,0.001909473043633625,Unknown,#1e90ff,
ycgM,ycgM,660.0,0.00018099312685080802,Unknown,#1e90ff,
nuoM,nuoM,1530.0,0.0033181144786067307,Unknown,#1e90ff,
rfaD,rfaD,310.0,-0.0004581046561361291,Unknown,#1e90ff,
ycjX,ycjX,1398.0,-0.0011751694092527033,Unknown,#1e90ff,
ycjM,ycjM,1680.0,-0.0005424325063358992,Unknown,#1e90ff,
insB_4,insB_4,167.0,0.0018856869894079862,Unknown,#1e90ff,
murC,murC,1476.0,0.00013792804878903553,Unknown,#1e90ff,
yncE,yncE,1062.0,-0.0012228348653297873,Unknown,#1e90ff,
ycbR,ycbR,699.0,0.0006888251131749712,Unknown,#1e90ff,
hydN,hydN,528.0,-0.002756626012269408,Unknown,#1e90ff,
mrcB,mrcB,2535.0,0.0041897575696930285,Unknown,#1e90ff,
yneJ,yneJ,882.0,-0.0013577064743731171,Unknown,#1e90ff,
ycbB,ycbB,615.0,-0.0003179836279014125,Unknown,#1e90ff,
hycB,hycB,612.0,0.00013871840364572562,Unknown,#1e90ff,
fhuA,fhuA,2244.0,0.0018979014549404386,Unknown,#1e90ff,
ydiQ,ydiQ,765.0,-0.001980721241561696,Unknown,#1e90ff,
hemG,hemG,546.0,0.0024043853138573466,Unknown,#1e90ff,
cueO,cueO,1551.0,0.0008702591818291693,Unknown,#1e90ff,
rpoH,rpoH,855.0,0.0017330550809856505,Unknown,#1e90ff,
b4285,b4285,1041.0,0.0006430990272201598,Unknown,#1e90ff,
cusC,cusC,1374.0,0.0008200474659679457,Unknown,#1e90ff,
nac,nac,918.0,0.0007876049057813361,Unknown,#1e90ff,
yiaT,yiaT,741.0,0.010045466013252735,Unknown,#1e90ff,
wrbA,wrbA,597.0,0.004618381056934596,Unknown,#1e90ff,
ybdR,ybdR,1239.0,0.001992221048567444,Unknown,#1e90ff,
yidK,yidK,1716.0,5.959832546068356e-05,Unknown,#1e90ff,
appA,appA,1299.0,0.00020369789490359835,Unknown,#1e90ff,
ybeR,ybeR,708.0,0.004012223253957927,Unknown,#1e90ff,
rsuA,rsuA,696.0,0.000451762743468862,Unknown,#1e90ff,
yidR,yidR,1248.0,0.0009312261425657197,Unknown,#1e90ff,
phoH,phoH,1065.0,0.00032304811108474496,Unknown,#1e90ff,
ybeU,ybeU,708.0,0.002487470814958215,Unknown,#1e90ff,
yfiC,yfiC,735.0,0.0007839145581237973,Unknown,#1e90ff,
yidH,yidH,348.0,-1.530585195723688e-05,Unknown,#1e90ff,
ycjY,ycjY,921.0,0.0017482839443255214,Unknown,#1e90ff,
ubiF,ubiF,1176.0,2.760336796200136e-05,Unknown,#1e90ff,
yagY,yagY,669.0,-0.000257668866252061,Unknown,#1e90ff,
yajG,yajG,579.0,0.000805468269973062,Unknown,#1e90ff,
fepA,fepA,2241.0,0.0058554722042754295,Unknown,#1e90ff,
ybhE,ybhE,993.0,0.0022376707452349365,Unknown,#1e90ff,
yagZ,yagZ,585.0,-0.0006020878648268991,Unknown,#1e90ff,
mlc,mlc,1221.0,0.00017128270672401414,Unknown,#1e90ff,
narX,narX,1797.0,0.0008147605980047956,Unknown,#1e90ff,
ugpB,ugpB,1317.0,0.005928907725028694,Unknown,#1e90ff,
ykgI,ykgI,66.0,0.0003150905083748512,Unknown,#1e90ff,
pitB,pitB,1500.0,0.0045671865763142715,Unknown,#1e90ff,
yciI,yciI,297.0,-0.0015935667743906376,Unknown,#1e90ff,
dctA,dctA,1287.0,0.0032362270425073804,Unknown,#1e90ff,
b0309,b0309,213.0,-0.0016346972715109587,Unknown,#1e90ff,
fecA,fecA,2325.0,-0.0015668835339602085,Unknown,#1e90ff,
uxaC,uxaC,1413.0,0.003788332573603839,Unknown,#1e90ff,
dppA,dppA,1608.0,0.0009506417508237065,Unknown,#1e90ff,
yafK,yafK,741.0,-0.0013059291493846105,Unknown,#1e90ff,
ychM,ychM,559.0,-0.0023328851652331646,Unknown,#1e90ff,
ppiA,ppiA,573.0,0.001019411135930568,Unknown,#1e90ff,
alsB,alsB,936.0,0.0012604396638926118,Unknown,#1e90ff,
mutT,mutT,390.0,-0.002902540815994144,Unknown,#1e90ff,
xasA,xasA,511.0,0.001595393477473408,Unknown,#1e90ff,
shiA,shiA,1317.0,0.00248006256762892,Unknown,#1e90ff,
dcuA,dcuA,1302.0,0.0035723628592677407,Unknown,#1e90ff,
dinB,dinB,1056.0,0.0013990129996091128,Unknown,#1e90ff,
chbA,chbA,351.0,0.005653543584048747,Unknown,#1e90ff,
yncG,yncG,618.0,0.0025377309205941857,Unknown,#1e90ff,
ybfG,ybfG,651.0,0.00026816770907316816,Unknown,#1e90ff,
brnQ,brnQ,1320.0,-0.0012866692687384786,Unknown,#1e90ff,
b1997,insC3,366.0,0.00226437799166888,Unknown,#1e90ff,
glpA,glpA,1629.0,0.0008227345248451456,Unknown,#1e90ff,
cvpA,cvpA,489.0,-3.07497997184214e-05,Unknown,#1e90ff,
ftsK,ftsK,3990.0,-0.0003715665260097012,Unknown,#1e90ff,
mtr,mtr,1245.0,-0.0010444118699524552,Unknown,#1e90ff,
fadL,fadL,1341.0,-0.0013035776698961856,Unknown,#1e90ff,
ybiJ,ybiJ,261.0,-0.00044600271648960184,Unknown,#1e90ff,
ydgL,ydgL,460.0,0.0014904051739722491,Unknown,#1e90ff,
cadB,cadB,1335.0,0.0011300456133903935,Unknown,#1e90ff,
nupC,nupC,1203.0,0.0029423880577087408,Unknown,#1e90ff,
nmpC,nmpC,1040.0,0.0038507668301463135,Unknown,#1e90ff,
sodB,sodB,582.0,-0.003607663915026933,Unknown,#1e90ff,
treB,treB,1422.0,-0.0003958378871902824,Unknown,#1e90ff,
yqeG,yqeG,1230.0,0.001867523422697559,Unknown,#1e90ff,
ybiU,ybiU,1266.0,-0.0026477154390886428,Unknown,#1e90ff,
rpoD,rpoD,1842.0,0.002000971088418737,Unknown,#1e90ff,
fimD,fimD,2637.0,0.004406663696281612,Unknown,#1e90ff,
fdhF,fdhF,2148.0,0.0003117489942815155,Unknown,#1e90ff,
ompG,ompG,906.0,0.000697406673571095,Unknown,#1e90ff,
yeaU,yeaU,361.0,-0.0007771603163564577,Unknown,#1e90ff,
mntR,mntR,468.0,0.001552431167801842,Unknown,#1e90ff,
nudE,nudE,561.0,0.002251677692402155,Unknown,#1e90ff,
lpp,lpp,237.0,0.0018697073310613632,Unknown,#1e90ff,
yedX,yedX,414.0,0.002621638246346265,Unknown,#1e90ff,
yliI,yliI,1116.0,0.006260546064004302,Unknown,#1e90ff,
yhhM,yhhM,360.0,-0.0006064666181919164,Unknown,#1e90ff,
rcsA,rcsA,624.0,0.012877760790288448,Unknown,#1e90ff,
ypdA,ypdA,1698.0,-0.00012223183221067306,Unknown,#1e90ff,
ybjN,ybjN,477.0,2.563982350423544e-05,Unknown,#1e90ff,
sirA,sirA,444.0,0.00020146247290540488,Unknown,#1e90ff,
agn43,agn43,2106.0,-0.00012052323138050269,Unknown,#1e90ff,
yjiT,yjiT,1518.0,0.001674049374414608,Unknown,#1e90ff,
folA,folA,480.0,0.001997515300754458,Unknown,#1e90ff,
norR,norR,1515.0,-0.00020834236980590503,Unknown,#1e90ff,
mltC,mltC,1080.0,0.00010290636564604936,Unknown,#1e90ff,
citT,citT,1464.0,0.0014373148954473435,Unknown,#1e90ff,
hemH,hemH,963.0,0.00038451163243735214,Unknown,#1e90ff,
ygbI,ygbI,768.0,0.002489730622619391,Unknown,#1e90ff,
yidC,yidC,1647.0,9.167432997276849e-05,Unknown,#1e90ff,
galE,galE,1017.0,-0.0009231520566390829,Unknown,#1e90ff,
dusC,dusC,948.0,0.0007806786237051711,Unknown,#1e90ff,
ssuE,ssuE,576.0,0.0010760238335933538,Unknown,#1e90ff,
purM,purM,1038.0,-0.002467536199837923,Unknown,#1e90ff,
hisL,hisL,51.0,0.0009711772273294627,Unknown,#1e90ff,
yeiE,yeiE,882.0,0.0009973679756512866,Unknown,#1e90ff,
leuS,leuS,2583.0,-2.4870313700375847e-06,Unknown,#1e90ff,
ygiH,ygiH,615.0,0.002510544552933425,Unknown,#1e90ff,
cysK,cysK,972.0,0.0024665678874589503,Unknown,#1e90ff,
yejO,yejO,2525.0,0.0016598961548879745,Unknown,#1e90ff,
rluE,rluE,654.0,0.0020238389715086674,Unknown,#1e90ff,
udp,udp,762.0,0.0014808426995296029,Unknown,#1e90ff,
pheL,pheL,48.0,0.0034156776685267693,Unknown,#1e90ff,
elaA,elaA,462.0,0.002299032043665648,Unknown,#1e90ff,
alsR,alsR,891.0,0.0011824967234861105,Unknown,#1e90ff,
fxsA,fxsA,477.0,-0.0011927416059188546,Unknown,#1e90ff,
dapF,dapF,825.0,-0.00043809342372696847,Unknown,#1e90ff,
ppiB,ppiB,495.0,0.0014070360315963624,Unknown,#1e90ff,
maeB,maeB,2280.0,0.00039316757669439535,Unknown,#1e90ff,
cysQ,cysQ,741.0,0.014299106448888781,Unknown,#1e90ff,
tyrB,tyrB,1194.0,-0.0001962643338401904,Unknown,#1e90ff,
ligT,ligT,531.0,-0.00027003475101082584,Unknown,#1e90ff,
frdA,frdA,1809.0,0.0016810826456639914,Unknown,#1e90ff,
deoC,deoC,780.0,-0.0009775556362001225,Unknown,#1e90ff,
yajB,yajB,579.0,0.0016759538301266731,Unknown,#1e90ff,
ydiY,ydiY,759.0,0.0013158985052723435,Unknown,#1e90ff,
metK,metK,1155.0,-0.001317081826273352,Unknown,#1e90ff,
argA,argA,1332.0,-0.002068689139559865,Unknown,#1e90ff,
ybfF,ybfF,765.0,-0.0006412801859551108,Unknown,#1e90ff,
uvrA,uvrA,2823.0,-0.00032340448786271736,Unknown,#1e90ff,
ykgM,ykgM,264.0,0.006788380010984838,Unknown,#1e90ff,
lysR,lysR,936.0,0.0007413173577515409,Unknown,#1e90ff,
yccF,yccF,447.0,-0.00036803607668844045,Unknown,#1e90ff,
fruB,fruB,1131.0,-0.003044669288210571,Unknown,#1e90ff,
ykgC,ykgC,1323.0,-0.000373600766324671,Unknown,#1e90ff,
metC,metC,1188.0,0.001018382651382126,Unknown,#1e90ff,
yecM,yecM,567.0,-8.970352302640095e-05,Unknown,#1e90ff,
nfo,nfo,858.0,0.002617081014905125,Unknown,#1e90ff,
ydiU,ydiU,1437.0,0.002778737675398588,Unknown,#1e90ff,
gloA,gloA,408.0,-0.0014788539649453016,Unknown,#1e90ff,
ybiV,ybiV,816.0,0.000982559162657708,Unknown,#1e90ff,
yfiF,yfiF,1038.0,-0.0007700585754355416,Unknown,#1e90ff,
ddlA,ddlA,1095.0,-0.00022122934300568883,Unknown,#1e90ff,
ybdL,ybdL,1161.0,0.0007281030211015604,Unknown,#1e90ff,
ybhQ,ybhQ,411.0,0.0014730149816023187,Unknown,#1e90ff,
rof,rof,255.0,0.002290887774433941,Unknown,#1e90ff,
ybiF,ybiF,885.0,-0.00032304362408467567,Unknown,#1e90ff,
rhlE,rhlE,1365.0,0.0029054007562808693,Unknown,#1e90ff,
ybiN,ybiN,924.0,0.0021424667816609144,Unknown,#1e90ff,
qseB,qseB,660.0,-0.0014094025338999927,Unknown,#1e90ff,
mipA,mipA,747.0,-0.0022431033739121627,Unknown,#1e90ff,
ybjK,ybjK,534.0,0.0019527044100686906,Unknown,#1e90ff,
sbmA,sbmA,1221.0,0.0019078083999920638,Unknown,#1e90ff,
zupT,zupT,774.0,0.0007270817866083236,Unknown,#1e90ff,
dsrA,dsrA,1215.0,0.0017130234965588894,Unknown,#1e90ff,
yafS,yafS,723.0,-0.0002886390296043828,Unknown,#1e90ff,
ybbL,fetA,675.0,-4.781637995165511e-05,Unknown,#1e90ff,
ecfG,ecfG,618.0,0.004478971594944596,Unknown,#1e90ff,
rcsC,rcsC,2850.0,0.0001835090304501819,Unknown,#1e90ff,
dpiB,citA,1659.0,-0.0013790248322766276,Unknown,#1e90ff,
kdsB,kdsB,747.0,0.0010905335698043928,Unknown,#1e90ff,
yqjI,yqjI,624.0,0.0001999423828237923,Unknown,#1e90ff,
ypeA,ypeA,426.0,-0.0006238096073502674,Unknown,#1e90ff,
ydgH,ydgH,945.0,0.004921410907991229,Unknown,#1e90ff,
entS,entS,1251.0,0.0025218953168950967,Unknown,#1e90ff,
ybaY,ybaY,573.0,0.0031636155419982968,Unknown,#1e90ff,
