,-0.3581602101027965,-0.306994465802397,-0.2558287215019975,-0.20466297720159798,-0.1534972329011985,-0.10233148860079899,-0.051165744300399496,0.0,0.051165744300399496,0.10233148860079899,0.1534972329011985,0.20466297720159804,0.2558287215019975,0.3069944658023969,0.3581602101027965,0.409325954403196,0.46049169870359546,0.5116574430039948,0.5628231873043945,0.613988931604794
thresh,-0.17908010505139826,0.17908010505139826,1,,,,,,,,,,,,,,,,,
unreg,1,1,1,0,1,7,22,1753,11,2,1,2,1,0,0,1,1,0,0,0
unreg_genes,['rne'],['lipA'],['recX'],[],[],[],[],[],[],[],[],['yhcM' 'katE'],['pepB'],[],[],['hisS'],['lacY'],[],[],[]
