,A,AcoR
Aromatic:Coumarate:1.0,-1.1913349371893187,1.5569655653333334
Aromatic:Coumarate:2.0,0.6040134432857154,1.6621182253333333
Aromatic:Coumarate:3.0,2.1434361086232494,2.087778886333333
Aromatic:Coumarate+ferulate:1.0,0.2019756910847376,1.441171604333333
Aromatic:Coumarate+ferulate:2.0,0.9637864025543808,1.252875790333333
Aromatic:Coumarate+ferulate:3.0,0.8234841421221659,1.1200858043333333
Aromatic:Ferulate:1.0,3.3077086121833186,2.7054811513333337
Aromatic:Ferulate:2.0,3.3738313889851144,2.5559111363333336
Aromatic:Ferulate:3.0,3.957540708800339,2.308564273333333
Aromatic:Glucose:1.0,-0.3845525021877307,-0.1017231546666668
Aromatic:Glucose:2.0,0.0266745876774142,-0.1800565496666668
Aromatic:Glucose:3.0,0.3578779142240608,0.2817797043333332
Bioreactor1:24h:1.0,0.577829800122387,-0.1781148589999999
Bioreactor1:24h:2.0,-0.5778298002507839,0.1781148589999999
Bioreactor2:S_0min:1.0,0.4089930612604444,-0.1651885463333329
Bioreactor2:S_15min:1.0,-1.1019055302644514,-0.1295966723333332
Bioreactor2:P1_15min:1.0,-0.8342050009715928,-0.4170982013333324
Bioreactor2:P3_15min:1.0,-1.0625580923709208,-0.2150385113333328
Bioreactor2:P5_15min:1.0,0.3219114002881726,-0.0463667083333332
Bioreactor2:S_1h:1.0,-1.6281572395863575,-0.0709025723333329
Bioreactor2:S_3h:1.0,-1.1180567561617325,0.0324476286666675
Bioreactor2:S_9h:1.0,-0.1263891345849732,0.2382281516666671
Bioreactor2:S_25h:1.0,-1.154270259724688,0.1566242826666668
Bioreactor2:P1_25h:1.0,-1.2213245759579507,0.1383577486666674
Bioreactor2:P3_25h:1.0,0.0830353601241942,0.4040332626666671
Bioreactor2:P5_25h:1.0,-0.635078443948187,0.8082628656666673
Bioreactor2:S_0min:2.0,-0.6753561717670725,0.5280437086666669
Bioreactor2:S_15min:2.0,-2.363034192675724,-0.1890069483333327
Bioreactor2:P1_15min:2.0,-1.150803540249859,-0.7026404643333328
Bioreactor2:P3_15min:2.0,-2.196576946982661,0.1193871116666667
Bioreactor2:P5_15min:2.0,-0.4454717398931463,0.0381884606666673
Bioreactor2:S_1h:2.0,-1.953304284895316,-0.669196657333333
Bioreactor2:S_3h:2.0,-1.6899047326965435,-0.0832162553333324
Bioreactor2:S_9h:2.0,-1.620338706470112,0.2320825436666673
Bioreactor2:S_25h:2.0,-1.758558855997024,0.1783137606666667
Bioreactor2:P1_25h:2.0,-1.1453952045617302,-0.0179871033333327
Bioreactor2:P3_25h:2.0,-0.3247948304483031,0.0523223756666668
Bioreactor2:P5_25h:2.0,0.1774881771771883,0.5932696286666674
Bioreactor2:S_0min:3.0,0.2663631105079801,-0.3628551623333331
Bioreactor2:S_15min:3.0,-1.5138392576083035,-0.2575667633333331
Bioreactor2:P1_15min:3.0,-0.3391317319075797,-1.0085580473333329
Bioreactor2:P3_15min:3.0,-1.181620295948432,-0.2731364283333333
Bioreactor2:P5_15min:3.0,-0.1020068399309257,-0.0060406873333329
Bioreactor2:S_1h:3.0,-2.711681384391954,-0.0941414883333324
Bioreactor2:S_3h:3.0,-1.9153153173147388,0.2480054046666673
Bioreactor2:S_9h:3.0,-1.1636994896966133,0.159686694666667
Bioreactor2:S_25h:3.0,-0.2279005651929908,-0.2858656533333326
Bioreactor2:P1_25h:3.0,-0.7745975541230138,0.1864016366666669
Bioreactor2:P3_25h:3.0,0.1394069696937069,0.1174130626666674
Bioreactor2:P5_25h:3.0,1.1335083383234348,0.2485614196666672
Carbon:Citrate:1.0,-2.799960092779374,0.4976618615000001
Carbon:Citrate:2.0,-2.895053008002032,0.4508352405
Carbon:Citrate:3.0,-1.860803760472964,-0.1236312745000001
Carbon:Ferulate:1.0,-2.1845192842233345,1.3450687485
Carbon:Ferulate:2.0,-0.4602587949460832,1.3000781935
Carbon:Ferulate:3.0,-1.2114867952499495,0.7251815065000002
Carbon:Glucose:1.0,0.2164732507001066,-0.6674918925
Carbon:Glucose:2.0,-0.2164732511504579,0.6674918925000002
Carbon:Serine:1.0,1.4236985956525574,2.6174155225000004
Carbon:Serine:2.0,1.6309225352455334,2.7847838005
Carbon:Serine:3.0,1.5164317566696297,2.4351339095
Carbon2:Glucose:1.0,-0.4568387058025723,-0.1110779770000003
Carbon2:Glucose:2.0,0.1286697819704124,0.114176139
Carbon2:Glucose:3.0,0.3281689240134578,-0.0030981620000001
Carbon2:Coumarate:1.0,0.8133514764988088,1.2086815849999994
Carbon2:Coumarate:2.0,0.5672708739131831,0.6899383279999998
Carbon2:Coumarate:3.0,0.5190602459245919,1.4274783809999998
Crc:Control:1.0,-0.5904190689015668,0.2009741235
Crc:Control:2.0,0.5904190685124142,-0.2009741235
Crc:Del_crc:1.0,12.469797681148291,0.9339826704999998
Crc:Del_crc:2.0,10.001818256274404,0.3327010244999995
Crc:Del_crcZ_crcY:1.0,-3.6556036129632177,-2.8471212495
Crc:Del_crcZ_crcY:2.0,-3.474210397836101,-2.1725754935
FinR:Control:1.0,-0.5452639564626388,-0.2307845933333334
FinR:Control:2.0,1.320756191079692,0.2403182956666665
FinR:Control:3.0,-0.7754922358546894,-0.0095337023333335
FinR:Del_finR:1.0,-1.1172519547832351,-0.7106587413333334
FinR:Del_finR:2.0,-0.6903540518574003,-1.220587138333333
FinR:Del_finR:3.0,-1.967140704835745,-0.9207501263333336
FleQ:Del_fleQ:1.0,-0.0378568152642454,-0.9415642103333336
FleQ:Del_fleQ:2.0,-0.2595208553654298,-0.7722125943333333
FleQ:Del_fleQ:3.0,-0.8222713447224088,-0.9974751003333332
FleQ:OE_wspR:1.0,0.0928733482336385,-0.2953336933333332
FleQ:OE_wspR:2.0,-0.0026088121080294,0.0234878226666666
FleQ:Control:1.0,-0.77422912576471,-0.0095326653333334
FleQ:OE_wspR:3.0,0.8694485621116519,0.2882159556666663
FleQ:Control:2.0,-0.5373977795094532,-0.2307849563333333
FleQ:Control:3.0,1.311626905623151,0.2403176216666667
Fuel:Butanol:1.0,-9.676069302405995,-2.900561028
Fuel:Butanol:2.0,-8.7802077001909,-2.771065974999999
Fuel:Control:1.0,0.0680721019884278,-0.0362219969999992
Fuel:Control:2.0,-0.0680721015423372,0.0362219970000001
Fuel:Isopentanol:1.0,-13.214686330601747,-3.873110237999999
Fuel:Isopentanol:2.0,-12.807478035935908,-3.646998129999999
Glycolaldehyde:Glycolaldehyde:1.0,-0.0335647154268519,0.1539242844999999
Glycolaldehyde:Control:1.0,0.6107545823761003,0.0459034114999998
Glycolaldehyde:Glycolaldehyde:2.0,0.5340422457269939,0.0273255775
Glycolaldehyde:Control:2.0,-0.6107545824954413,-0.0459034114999998
HNS_protein:Control_ex:1.0,0.1518425403518842,-0.2308363519999998
HNS_protein:Del_turB_ex:1.0,-0.9431395702379772,-1.0366218419999995
HNS_protein:Del_turB_ex:2.0,-1.2385746413110796,-0.7323674959999997
HNS_protein:WT_pCAR1_ex:1.0,0.7110902446310433,-0.1924299219999996
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,2.964359390648781,0.9322130430000009
HNS_protein:WT_pCAR1_Del_turA_st:1.0,4.171727837496148,2.4417584800000007
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,2.618509300995848,0.7094249550000002
HNS_protein:WT_pCAR1_Del_turA_st:2.0,3.9686656627103374,2.3606376530000004
HNS_protein:WT_pCAR1_ex:2.0,0.4452852731685381,-0.3956597549999996
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,1.7654790311766275,0.2872606740000005
HNS_protein:WT_pCAR1_Del_turB_st:1.0,3.168821067760148,1.913038523
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,2.670482203845322,0.5645696770000006
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,2.3991097416165976,0.7938903440000002
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,2.647390929478748,0.9859293040000008
HNS_protein:WT_pCAR1_Del_turB_st:2.0,4.067803387420161,2.205639586
HNS_protein:Control_ex:2.0,-0.1518425406902087,0.2308363520000007
HNS_protein:WT_Del_turA_ex:1.0,-1.9169252451443228,-0.3014571839999993
HNS_protein:WT_Del_turA_ex:2.0,-1.3252093439652075,0.6419789360000001
Mobile_gene:2737_exp:1.0,0.9971283895146064,-0.0372456940000009
Mobile_gene:2737_exp:2.0,0.5317746148645004,0.019523026999999
Mobile_gene:2737_exp:3.0,-0.9754818047585222,-0.0530231740000006
Mobile_gene:2737_exp:4.0,-0.5534211980098795,0.070745840999999
Mobile_gene:2737_reg:1.0,-3.4896283324998234,-0.3106954570000004
Mobile_gene:2737_reg:2.0,-3.6985163440456703,-0.2418992890000009
Mobile_gene:2737_reg:3.0,-3.8591370188283656,-0.2873346600000008
Mobile_gene:2737_reg:4.0,-4.458389544886575,-0.3609114560000002
Mobile_gene:3227_exp:1.0,0.2586471167774284,0.1508024639999998
Mobile_gene:3227_exp:2.0,0.4718534418900272,0.1416235059999993
Mobile_gene:3227_exp:3.0,-0.0400138961821505,-0.3585936730000005
Mobile_gene:3227_exp:4.0,-0.6296210991264333,-0.1280776520000008
Mobile_gene:3227_reg:1.0,-4.063031973107937,-0.4318641160000007
Mobile_gene:3227_reg:2.0,-3.4983044944829578,-0.1220514880000003
Mobile_gene:3227_reg:3.0,-2.822461616023732,-0.0377399900000003
Mobile_gene:3227_reg:4.0,-3.4381280915942667,-0.0554112540000009
Mobile_gene:mfsR_exp:1.0,1.5056670096622315,-2.3736953670000007
Mobile_gene:mfsR_exp:2.0,2.824505262239813,-4.177232893000001
Mobile_gene2:Condition1:1.0,2.880885470538445,0.1366941575000009
Mobile_gene2:Condition1:2.0,-2.8739295846294755,0.1456983575000006
Mobile_gene2:Condition2:1.0,3.2194023074921376,0.2972716575000014
Mobile_gene2:Condition2:2.0,2.759477314285594,0.1422477445000005
Mobile_gene2:Condition2:3.0,-3.2898727092059104,-0.4092620584999995
Mobile_gene2:Condition2:4.0,-2.6890069112088577,-0.0302573434999988
Muconate:CJ522_fructose:1.0,12.257023701501252,3.988333730333333
Muconate:CJ522_fructose:2.0,10.7260408385986,3.804143854333333
Muconate:CJ522_fructose:3.0,10.911879269106414,3.827267145333333
Muconate:CJ522_fructose_glucose:1.0,8.953461895957801,3.594263936333333
Muconate:CJ522_fructose_glucose:2.0,9.919517680073886,3.442243266333333
Muconate:CJ522_fructose_glucose:3.0,17.561448844223907,4.5656599333333325
Muconate:CJ522_fructose_glucose_gluconate:1.0,3.804174846461556,2.420622768333333
Muconate:CJ522_fructose_glucose_gluconate:2.0,5.76442181329307,2.572970325333333
Muconate:CJ522_fructose_glucose_gluconate:3.0,4.848639934667619,2.3091500433333327
Muconate:CJ522_glucose_gluconate:1.0,2.3640793481727584,2.124838756333333
Muconate:CJ522_glucose_gluconate:2.0,2.7242871832276547,1.9067677943333328
Muconate:CJ522_glucose_gluconate:3.0,1.0452075685892088,2.111384730333333
Muconate:CJ522_gluconate:1.0,4.2891347151551615,2.685052890333333
Muconate:CJ522_gluconate:2.0,6.103352914686367,2.9469314793333328
Muconate:CJ522_gluconate:3.0,7.024049750880083,3.222796605333333
Muconate:CJ522_glucose:1.0,7.771228539706615,4.045455024333332
Muconate:CJ522_glucose:2.0,5.998229178080303,3.812180235333333
Muconate:CJ522_glucose:3.0,7.944348090791506,3.945558967333333
Muconate:GB032_fructose:1.0,12.589029763914375,4.150292697333333
Muconate:GB032_fructose:2.0,11.783425202405324,4.076385727333333
Muconate:GB032_fructose:3.0,12.174451487965314,3.846749969333333
Muconate:GB032_fructose_glucose:1.0,1.8804942508147389,2.2683729183333328
Muconate:GB032_fructose_glucose:2.0,5.601815533783016,3.3379494883333334
Muconate:GB032_fructose_glucose:3.0,8.043411564497232,3.774164863333333
Muconate:GB032_fructose_glucose_gluconate:1.0,4.5929151011077245,2.7286085943333327
Muconate:GB032_fructose_glucose_gluconate:2.0,6.022111043783068,3.059183447333333
Muconate:GB032_fructose_glucose_gluconate:3.0,4.521554640036015,2.709956923333333
Muconate:GB032_glucose_gluconate:1.0,2.8354156601761336,2.336163419333333
Muconate:GB032_glucose_gluconate:2.0,3.5654487492406166,2.388474008333333
Muconate:GB032_glucose_gluconate:3.0,5.366530775116668,2.520429001333333
Muconate:GB032_gluconate:1.0,9.305350704304493,3.2980067713333328
Muconate:GB032_gluconate:2.0,11.278630439091316,3.059907669333333
Muconate:GB032_gluconate:3.0,11.04271782667512,3.4830788473333327
Muconate:GB032_glucose:1.0,7.436176889366636,4.318262812333334
Muconate:GB032_glucose:2.0,4.535852842356033,3.662031777333333
Muconate:GB032_glucose:3.0,6.753327131623028,4.313598890333333
Muconate:GB045_fructose:1.0,7.621997982349704,3.942505899333333
Muconate:GB045_fructose:2.0,7.436126600642134,3.810174788333333
Muconate:GB045_fructose:3.0,9.292356943191214,4.009265728333332
Muconate:GB045_fructose_glucose:1.0,-1.4077091371340955,1.4472353573333332
Muconate:GB045_fructose_glucose:2.0,-1.032143775872431,1.9348381123333331
Muconate:GB045_fructose_glucose_gluconate:1.0,-1.2640717208199683,2.0575166433333334
Muconate:GB045_fructose_glucose_gluconate:2.0,-0.9341356992771658,1.5800357063333332
Muconate:GB045_fructose_glucose_gluconate:3.0,-1.8222774171700795,1.5810167713333327
Muconate:GB045_glucose_gluconate:1.0,1.865900416665496,2.3646459063333327
Muconate:GB045_glucose_gluconate:2.0,3.816352716337762,2.8064871303333327
Muconate:GB045_glucose_gluconate:3.0,0.1855534660658985,2.436644713333333
Muconate:GB045_gluconate:1.0,-0.7303600380180142,0.564840068333333
Muconate:GB045_gluconate:2.0,-1.1992568872528204,0.8029337893333333
Muconate:GB045_gluconate:3.0,-0.3503235745575489,1.362008189333333
Muconate:GB045_glucose:1.0,4.43803603113859,2.990096285333333
Muconate:GB045_glucose:2.0,3.088690945629456,2.9140317643333336
Muconate:GB045_glucose:3.0,3.718920046925937,2.611609698333333
Muconate:GB062_fructose:1.0,9.600281138957063,3.5535890443333336
Muconate:GB062_fructose:2.0,11.840258046750025,3.659922971333333
Muconate:GB062_fructose:3.0,10.151699212399524,4.271232600333333
Muconate:GB062_fructose_glucose:1.0,7.891794339299992,3.0923214873333333
Muconate:GB062_fructose_glucose:2.0,1.6504613192270852,2.552272658333333
Muconate:GB062_fructose_glucose:3.0,0.9530201632623728,2.2777467933333333
Muconate:GB062_fructose_glucose_gluconate:1.0,3.3863834906119994,2.209290609333333
Muconate:GB062_fructose_glucose_gluconate:2.0,2.183153788325224,1.930555312333333
Muconate:GB062_fructose_glucose_gluconate:3.0,5.123504051337722,2.4950416543333334
Muconate:GB062_glucose_gluconate:1.0,3.572380281491836,2.192623086333333
Muconate:GB062_glucose_gluconate:2.0,2.613591514334386,2.073712060333333
Muconate:GB062_glucose_gluconate:3.0,1.736500074055699,1.780537657333333
Muconate:GB062_gluconate:1.0,4.135481480510045,2.633487873333333
Muconate:GB062_gluconate:2.0,10.739421732933694,3.7225988383333335
Muconate:GB062_gluconate:3.0,4.302332407306992,3.0243159433333333
Muconate:GB062_glucose:1.0,2.338563149758115,3.159917978333333
Muconate:GB062_glucose:2.0,1.1660559787463756,2.750288830333333
Muconate:GB062_glucose:3.0,1.3690895971276524,3.192301198333333
Muconate:KT2440_fructose:1.0,1.9428073702589768,2.6184113843333328
Muconate:KT2440_fructose:2.0,2.1947042119557496,2.7238955023333333
Muconate:KT2440_fructose:3.0,2.361510069365605,2.2596725183333333
Muconate:KT2440_fructose_glucose:1.0,1.2319159577927024,0.6201630723333329
Muconate:KT2440_fructose_glucose:2.0,1.2985247417159749,0.9656885783333332
Muconate:KT2440_fructose_glucose:3.0,-0.0769237614508689,-0.0071564256666669
Muconate:KT2440_fructose_glucose_gluconate:1.0,1.50040533951107,1.6799885553333334
Muconate:KT2440_fructose_glucose_gluconate:2.0,2.0980715416573856,0.9865535003333332
Muconate:KT2440_fructose_glucose_gluconate:3.0,3.72416793110916,2.1665957033333334
Muconate:KT2440_glucose_gluconate:1.0,4.162116362172871,1.703046721333333
Muconate:KT2440_glucose_gluconate:2.0,2.869109817797065,1.7958878363333333
Muconate:KT2440_glucose_gluconate:3.0,2.134944776513323,2.102614218333333
Muconate:KT2440_gluconate:1.0,-0.1316245371071881,-0.1376692416666669
Muconate:KT2440_gluconate:2.0,-1.065296391580819,-0.9468238756666668
Muconate:KT2440_gluconate:3.0,0.0043735238570959,-0.2569434776666668
Muconate:KT2440_glucose:1.0,0.3789223755548984,0.1343691193333329
Muconate:KT2440_glucose:2.0,-0.1970367927696653,0.0091606543333329
Muconate:KT2440_glucose:3.0,-0.1818855835060008,-0.1435297736666667
Multistress:Control:1.0,-0.3644749136998914,-0.1690155973333329
Multistress:Control:2.0,0.2404345372918557,0.2063425286666667
Multistress:Control:3.0,0.1240403764504191,-0.0373269313333333
Multistress:NaCl_7min:1.0,1.9209933518763,-0.5352648083333329
Multistress:NaCl_60min:1.0,-0.0391732872133213,-0.0929515493333332
Multistress:NaCl_7min:2.0,2.086108920432812,-0.9587226683333332
Multistress:NaCl_60min:2.0,0.6631050119344402,0.214182008666667
Multistress:NaCl_7min:3.0,0.9836080509644516,-0.8549083813333331
Multistress:NaCl_60min:3.0,1.754708321807739,-0.4494583853333331
Multistress:Imipenem_7min:1.0,-0.0102024885057349,0.1781511976666667
Multistress:Imipenem_60min:1.0,2.093968415383332,-2.005951301333333
Multistress:Imipenem_7min:2.0,2.9654080193922607,-0.8259189593333331
Multistress:Imipenem_60min:2.0,-0.2125822001072577,-0.6897779543333331
Multistress:Imipenem_7min:3.0,1.8608361597035747,-1.0156510263333332
Multistress:Imipenem_60min:3.0,-0.3300881759005903,0.1556713726666667
Multistress:H2O2_7min:1.0,-0.3140489006975412,1.5439169246666666
Multistress:H2O2_60min:1.0,-0.990111223400114,0.1810691836666667
Multistress:H2O2_7min:2.0,1.4435605178076651,0.2675425206666668
Multistress:H2O2_60min:2.0,-0.4821925022351903,0.6236588906666669
Multistress:H2O2_7min:3.0,2.90682088416743,1.2385239646666668
Multistress:H2O2_60min:3.0,-0.98075762487387,1.9783982446666672
Myristic_acid:Control:1.0,-0.1532540173165269,-0.4810822686666667
Myristic_acid:Control:2.0,-0.6669767497894437,-0.1878593546666667
Myristic_acid:Control:3.0,0.8202307677938532,0.6689416233333332
Myristic_acid:Myristic_acid:1.0,-1.9667732580362889,-0.0196658406666667
Myristic_acid:Myristic_acid:2.0,-2.711178072139387,0.2657647353333332
Myristic_acid:Myristic_acid:3.0,-1.308648531503879,0.3351638233333331
Phase:WT_Tr:1.0,3.4922404952371204,3.3071961715
Phase:WT_Tr:2.0,3.6550426649957033,2.9344210424999995
Phase:WT_Ex:1.0,-0.6787167990401215,-0.0532244685000002
Phase:WT_Ex:2.0,0.6787167983917842,0.0532244684999998
Phase:WT_Tr:3.0,16.300879132311604,2.7438775885
Phase:WT_Tr:4.0,18.60964405243844,3.5850342044999994
Phase:WT_St:1.0,0.0178211083940488,1.6128377115
Phase:WT_St:2.0,2.594522834208421,1.4996380645
RelA:Control:1.0,0.6050281281847465,0.4216319530000003
RelA:Control:2.0,-0.3899988038672618,-0.1401792369999999
RelA:Control:3.0,-0.2150293222895526,-0.2814527160000004
RelA:Del_relA:1.0,1.5482748868973286,0.8747075469999999
RelA:Del_relA:2.0,0.9161001347168408,0.3363085789999998
RelA:Del_relA:3.0,1.6200210271195408,2.384370386
RelA:Del_relA_lignin:1.0,5.383472316015136,1.6570168040000004
RelA:Del_relA_lignin:2.0,5.014354681871223,1.4624383840000004
RelA:Del_relA_lignin:3.0,3.394123918167421,1.4502268349999996
Zn:Zn_ion:1.0,5.437852860588095,2.123612714333333
Zn:Zn_ion:2.0,5.539675319510073,2.128869075333333
Zn:Zn_ion:3.0,5.01536426319303,1.897922797333333
Zn:Control:1.0,0.4776892096263115,0.1706416943333328
Zn:Control:2.0,-0.2926985792012868,-0.0693568336666663
Zn:Control:3.0,-0.1849906316393315,-0.1012848606666665
ZnO:Control:1.0,1.024567968850592,0.3279629934999999
ZnO:Control:2.0,-1.0245679692595402,-0.3279629935000008
ZnO:Nano:1.0,0.9304663541628178,0.2060460054999993
ZnO:Nano:2.0,1.2108975592227875,0.2938156104999994
ZnO:Nano:3.0,-0.1862722372872301,-0.0468234515000007
ZnO:Zn_ion:1.0,1.0264130172558577,0.2332569044999992
ZnO:Zn_ion:2.0,1.627995081321115,0.3805643484999992
ZnO:Zn_ion:3.0,-1.3988555993450456,-0.2916948345000003
