,A,SigE
R2,,0.8566910150406372
xmin,,-1.3067430571569658
xmid,,1.0526166213293555
xmax,,5.961194706816893
ystart,,0.9431292488712018
yend,,95.45486304701421
SRX8138083,3.8350205210104216,0.2742731959558351
SRX8138084,-2.5796237708207617,-0.1917154973362809
SRX8138085,-1.2553967501897758,-0.08255769861955288
SRX8138086,-2.3996535224945514,-0.6971105630175078
SRX8138087,-2.236045268174438,0.12448259486686243
SRX8138088,-5.247297541200396,-0.047751984066366486
ERX4111143,-0.2670737647327337,-0.012556728140703964
ERX4111144,0.7431567349623925,0.22531503150305696
ERX4111145,-0.5347169500037618,0.21751008548836315
ERX4111146,-0.36109903395604337,0.8759266120320881
ERX4111148,0.36290148678180784,0.426898237140636
ERX4111149,0.5742375869652377,0.26108537124233955
ERX4111150,-0.18931396703423556,0.32715708326946946
ERX4111151,0.2670737647326708,0.012556728140703964
ERX4111152,0.6680039970268804,-0.2616926872063553
ERX4111153,0.2459032388771307,-0.5257294012963759
ERX4111154,0.7299638501669363,0.19900086715964327
ERX4111156,-0.3351981862639819,-0.22358406683232526
ERX4111157,0.3612877123410377,0.5803106051237288
ERX4111158,-0.7654234730506508,0.1724482164281016
SRX5577041,-1.2870978883534832,-0.2818450544850668
SRX5577042,0.638188473888122,-0.0180843718703394
SRX5577043,0.7945907865009074,0.17478787369216775
SRX5577044,-0.14568137203557993,0.1251415526632389
SRX5577045,10.071769688027427,0.7624542011331803
SRX5577046,11.199890558123796,0.9669754856018452
SRX5577047,11.266180712164235,0.926423889470778
SRX5577048,13.721746933370257,1.1381496310790724
SRX5577049,12.75105393734628,0.7123701979411319
SRX5577050,13.83333254360216,1.090976875039646
SRX5577051,18.57323097226536,1.6028530623673567
SRX5577052,19.577693626324997,1.4086079894102954
SRX5577053,20.90919751980697,1.9962957459654924
SRX5577054,14.811509195123293,1.0755167548103324
SRX5577055,22.096680741255035,2.037622646132762
SRX5577056,14.383981853347173,0.9611678931230104
SRX5577057,15.001810650653674,1.1825385371522468
SRX5577058,14.792057349114403,1.4384288177756217
SRX5577059,12.986483082985533,0.4221716166629333
SRX5577060,18.13345598153085,1.4547280265459306
SRX5577061,28.64017300681808,3.3929384905891484
SRX5577062,28.32894063376011,2.729080207962618
SRX5577063,31.911020482467226,2.6690568914945136
SRX5577064,23.453738650336962,2.174814356973887
SRX5577065,20.776894323037236,1.3003324516001311
SRX5577066,33.75171324711736,2.8464761552826423
SRX5577067,29.487373571830467,3.1032785307904147
SRX5577068,29.25653293701759,2.591715497916914
SRX533166,0.3431174853485011,-0.5530487972203303
