,A,TdcA,Crp,ihfB
ERX1521042,0.331312572,-0.9705678191,0.1392690724,0.7686354297
ERX1521043,-0.24564425780000002,2.2518438814,0.5908241112,-0.7693821899000001
ERX1521044,0.3673815136,-1.1150366007,0.1104686965,0.5138647472
ERX1521045,-0.3673815136,1.1150366007,-0.1104686965,-0.5138647472
SRX621182,2.0857090595,0.7516228562,-1.5681109031,-2.0371496979
SRX621183,1.9857492372,0.6047868503,-1.7787209304,-2.2684730482
SRX621184,4.6116245907,0.7282205390000001,-2.3286332422,-1.3068979798
SRX621185,4.9871328934,0.9926441747,-2.0720734261000002,-1.0530082661
SRX621188,4.0829289845,1.1535616638,-2.2153905101,-1.886946245
SRX621189,4.632961505,0.8013108631,-2.5455493469,-2.0984424845
SRX621190,-0.4674751603,-0.385117503,0.0910120247,-0.2592372978
SRX621191,0.4674751603,0.385117503,-0.0910120247,0.2592372978
SRX621192,4.376356685,-0.9169281249000001,-2.4304813555,-1.4481975116
SRX621193,3.7132242679000003,-0.7766627442,-2.283345836,-1.5487593325
SRX6489436,-5.9974577188,-3.9663660617,-2.5610024343999997,0.5725168552000001
SRX6489437,-6.4019286938,-4.4413648292,-1.7192127447,0.5767602426
SRX6489438,-7.7757329182,-4.4089803499,-2.5656982779,0.5408314315
SRX6489439,-0.5500637286,0.0424507217,0.2181867704,-0.3724250743
SRX6489440,-4.3985333507,-3.7705202790000003,-0.051637196,-0.5506885260000001
SRX6489441,4.9485970793,3.7280695573,-0.1665495744,0.9231136003
SRX6489442,-1.5124034381,0.6097134299,0.5013664708,-0.015400114400000001
SRX6489443,-6.0544393551,-3.5299749917,-0.0310669673,-0.1280760356
SRX6489444,3.3828638959,3.2723582509,-0.0959832862,0.8585979411
SRX6489445,-5.2633377684,-4.4687799349,0.1827632689,-0.1118771202
SRX6489446,-6.0477229647,-4.8870713023,-0.0362566025,-0.3732720155
SRX6489447,3.9192220455,4.1093695316,-0.13451388420000002,0.8058659089
SRX6489448,-2.7138063498,0.3835782615,-0.3668404044,0.4054833875
SRX6489449,-5.4696593747,-3.2492915974,-0.0648374225,-0.02338005
SRX6489450,-6.1781478181,-1.5666163303,0.0483373318,0.9979107099000001
SRX6489451,-2.9534160567,-2.5132309958,-0.0097311396,-0.5737993512
SRX6489452,-6.3080810235,-5.2458549041,-0.3293122911,-0.3996532846
SRX6489453,3.1613486144,2.056296012,-0.3831059042,0.6080325268
SRX6489454,0.4244659571,1.085576934,-0.0190652403,-0.1255185965
SRX6489455,-5.9497928771,-5.2185567305,0.10856884550000001,-0.7386780321
SRX6489456,2.7854178446,2.4717932948,-0.250826488,0.6323031777
SRX6489457,-4.4081662671,-0.4753055693,-0.8913190701,0.41266472940000004
SRX6489458,-8.0221407303,-5.6710753857,-1.4459433789,0.5379466454
SRX6489459,-8.0032809143,-5.1347684253,-1.4845663116,0.917368182
SRX6489460,-6.8376230266,-2.6895183197,-1.0651718251,0.714406406
SRX6489461,-5.9847966617,-2.4285805038,-0.7987644547,0.48906684650000004
SRX6489462,-7.7752808115,-5.0316684768,-1.2519211603,1.106647775
SRX6489463,-7.5468311479,-4.8479429622,-1.3554675684,0.8958872998
SRX6489464,-7.752557278,-5.0785529654,-1.3336062681,0.7264677902000001
SRX6489465,-8.482236624,-4.6567841212,-0.8925679957,1.4966062456
SRX6489466,-5.4688236961,-1.8718586372,-1.1430168893000001,0.4676500039
SRX6489467,-8.6563488413,-5.5414509797000004,-1.4493752758,0.9145932295
SRX6489468,-7.7981133295,-5.0898820772,-1.4050641086,0.8961990470000001
SRX6489469,-8.2194597001,-5.1187020744,-1.6123595908000001,0.9549122993
SRX6489470,-7.7564320696,-4.2793714971,-1.226893919,-0.0356378772
SRX6489471,-8.0899017286,-5.4475253757,-1.5448590486,0.7947546427000001
SRX6452027,4.2034203651,0.9187084626,-0.1459188516,0.6483579828
SRX6452029,0.1875847329,-0.0837798607,-0.0579075359,0.1013773724
SRX6452030,4.3782393231,1.4025754877,-0.10275380890000001,0.7561082961000001
SRX6452031,1.0523516354,0.2900837417,-0.0890509939,0.4480533525
SRX6452044,2.847332366,0.8038055991,-0.4156744168,0.4746197462
SRX6452045,-0.32483508170000003,0.1665718928,0.0988768356,0.9323482898000001
SRX6452046,0.43673179310000004,0.7847180322,-0.2628324997,0.5534249098
SRX6452047,4.206504472,1.2371261071,-0.2208033278,1.5819909601000002
SRX6452048,-0.1875847329,0.0837798607,0.0579075359,-0.1013773724
SRX6452059,4.5242317817,1.0431714953,-0.2805843959,1.5114326746
SRX1828491,10.6584775136,5.3255238055,1.0841805474,-0.22883507590000002
SRX1828492,10.3840642365,5.8268288235,1.1446573046,-0.16930334090000002
SRX1828493,6.8442194564,2.9026343632,0.9603956705000001,-0.0495267151
SRX1828494,8.3092539302,4.4699479895,1.5682706127000001,-0.1082065834
SRX1828495,-0.4411432027,-1.9427689475,-0.4755092777,0.27176167630000003
SRX1828496,-0.3251073591,-1.6219297485,-0.1918949817,0.1478877247
SRX1828497,3.4408922156,2.0478577484,0.35721379940000003,0.0989071549
SRX1828498,3.5331178109,1.1569697268999999,0.3103341766,0.092265601
SRX1828499,2.4393446879000003,0.0743794046,0.8959768911,-0.1910441595
SRX1828500,4.4067057721000005,1.587187248,1.151414448,-0.2720639669
SRX1828501,3.7169764261,2.3289127182,0.5787595543,-0.10026415400000001
SRX1828502,2.0346932515,0.3672703523,0.170452503,0.1267075309
SRX1828503,3.3986629228,0.5765873502000001,0.2993918273,-0.0752220175
SRX1828504,2.2793958458,-1.1505246393,0.3449252499,-0.1755236102
SRX1828505,3.5159115610000002,1.6915086679,0.2963526906,-0.167099086
SRX1828506,6.6601574963,3.3501920809,0.8750640991,-0.3144100777
SRX1828507,-1.5277305668999999,-1.8963585442,-0.326898736,-0.0172169932
SRX1828508,1.5277305668999999,1.8963585442,0.326898736,0.0172169932
SRX3796953,-0.4061253259,-0.2264826524,-0.07878716350000001,-0.093145789
SRX3796954,0.4061253259,0.2264826524,0.07878716350000001,0.093145789
SRX3796955,-2.0586851279,-2.2567703365,1.2078040582,0.1545839931
SRX3796956,-2.3663758689,-1.1261363348,1.3633198144,0.5016686799
SRX3796957,-4.3525007219,-0.8976803272,-2.4304975054,0.2930838522
SRX3796958,-3.7448902557,-0.3050738322,-1.9638896553,0.4443584974
SRX3796959,-0.11272964270000001,0.2566043179,0.23973138100000002,0.1499765312
SRX3796960,0.0484352558,-0.0904905403,0.1717381616,0.0832177955
SRX3796961,-1.1921041922,3.0679886597,0.08582733690000001,0.1494158533
SRX3796962,0.6006485359,2.9760930404,-0.0164337809,0.0520250297
SRX3796963,-4.881480273,-0.8532868292,-2.9541291327,-0.5083392594
SRX3796964,-4.1337704388,-0.5297448236,-2.4056994769,-0.1052962085
SRX3796965,0.6356568579,-0.8279887960000001,-0.18704894200000002,-1.060972326
SRX3796966,0.6172465119,-0.6154967659,-0.1143135745,-1.0260900458
SRX3796967,-2.2499118808,-0.6308225534,0.1036684385,0.5162780332
SRX3796968,-2.2365721271,-1.0362264705,-0.5320317657,-0.1665471899
SRX3796969,-1.5349217115,1.6291320964,-0.33952435410000004,-0.25053451520000003
SRX3796970,-2.3155535857,1.4028027494,-0.5029284707,-0.2176500094
SRX3796971,0.9947256050000001,0.121141941,0.051597773300000004,-0.1135008517
SRX3796972,0.759376911,0.3932219926,0.1695436772,-0.1418917681
SRX3796973,-1.4786454892,-0.7845165144,0.4016716534,0.8887595407000001
SRX3796974,-0.7991880225,0.9874960624,0.0540830645,0.9354712413
SRX3796975,-4.1349486006,-0.6600290294000001,-2.4044391384,-0.114380222
SRX3796976,-4.1330136876,-0.5126501589,-2.2572603749,-0.4618928782
SRX3796977,0.1103827678,0.35803056920000004,0.15715905260000002,-0.1224464358
SRX3796978,-0.2751678924,-0.4431802126,0.22238625250000002,0.2983490954
SRX3796979,1.3478217385,3.9876151881,0.029169605100000003,-0.24434000990000002
SRX3796980,1.451603323,4.2679799959,0.3152681445,0.0135024936
SRX3796981,-4.6039159457,-0.6470405074000001,-2.3922730427,-0.0888189655
SRX3796982,-4.8359884085000004,-0.6379837432000001,-2.1205585644,0.0958785737
SRX3796983,0.4789030678,-0.31069891990000004,-0.14166017990000002,-1.0485301634
SRX3796984,0.6866828989,-0.6747468294,-0.1285585019,-0.9506783407
SRX3796985,-1.8598280534,0.0643842516,-0.41390028040000004,0.0092334253
SRX3796986,-1.3836532753,0.018696201200000002,-0.5311079492,0.24535617110000002
SRX3796987,-3.7421970414,-1.1753832949,0.7351458547,0.047163355000000004
SRX3796988,-5.4191004701,-1.8488000246,1.4053881684,0.5261040576
SRX2568270,-0.48383360300000006,-0.1338519886,-0.004570969,0.1562382721
SRX2568271,-0.9120748689,1.3843034099,0.0653832305,0.6331112553
SRX2568272,-0.3793325048,1.2381283753,0.3822852162,0.6614788326000001
SRX2568273,-2.5612668627,-0.20189897810000001,0.21028994880000001,0.24987335840000002
SRX2568274,-1.6404640314,-1.0450619329,-0.0570535506,0.0917625044
SRX2568275,0.48383360300000006,0.1338519886,0.004570969,-0.1562382721
SRX2568276,1.8667222165,1.4919334001,0.051884897000000006,0.0567651034
SRX2568277,-2.4062007858,0.7812041019,0.3721571684,0.7709594122000001
SRX2568278,-3.0080521196,-0.7911166078,0.12152566340000001,-0.0509849852
SRX2568279,-4.1313185651,-2.4020399422,-0.0765298296,0.0225987589
SRX3421856,0.1115120679,-0.1410946848,0.020805030000000002,-0.0052523366
SRX3421857,-0.1115120679,0.1410946848,-0.020805030000000002,0.0052523366
SRX3421858,-0.2153761307,1.1845112297,0.16600598560000002,0.570603653
SRX3421859,-0.0959996739,1.3171575561,0.1916775286,0.6901759176000001
SRX3421860,-1.8476763294,-1.2501447518,0.46786379100000003,1.5424410397
SRX3421861,-3.0462748348,-1.2501447518,0.5122323806,1.5776798909
SRX3421868,1.7868748683,1.7278019319,-0.6219598177,2.225918038
SRX3421869,3.9247689087,1.0592235858,-0.6024762283,1.9230280871
SRX2606337,-0.1327114675,0.107624495,0.0292773526,-0.1894888166
SRX2606338,-0.9611218735,-0.2158724937,0.3087663784,-0.0070085912
SRX2606339,0.0724191289,0.7432169913000001,0.7006973645,0.1387935465
SRX2606340,-0.0026843707,1.3756674211,0.8951937533000001,1.1480823992
SRX2606341,-2.4338624785,-1.0151409491,1.5099593280999999,0.553251837
SRX2606342,-2.3273273863,-0.4808507607,1.6124665533,2.2675264486
SRX2606343,-1.900545829,0.133096611,1.3859830142,2.6073396528
SRX2606344,-2.116375392,0.2093172431,0.8754740065000001,1.1005582828
SRX2606345,-0.8877653492,0.14349815500000002,0.7672332111,1.4531342244
SRX2606346,-0.5256473460000001,-0.7058316183000001,0.2108640436,0.3869285342
SRX2606347,0.3027663648,0.2314770801,0.0010693687,0.06269682730000001
SRX2606348,-1.3501293331,-0.8107398927,0.25878484220000003,0.0100486958
SRX2606349,0.29961567850000004,0.8708008929000001,0.7206174857000001,0.5188256616
SRX2606350,-0.1835354647,1.2538938014,0.9635479732000001,1.1551031202
SRX2606351,-2.0595671415,-0.46415846040000003,1.4192736061,0.9031231929
SRX2606352,-2.118272021,-0.2776738897,1.4553969738,2.3014184749
SRX2606353,-1.247567026,-0.4204564228,-0.0283162313,0.8161729794
SRX2606354,-2.1851637705,-0.0938632108,0.8151339384,1.18477867
SRX2606355,-0.8215682541,0.9849807833,0.8881257601,1.4069757974
SRX2606356,-0.0022744981000000003,0.41535527800000005,0.41748972510000004,0.4216682631
SRX2606357,-0.1700548973,-0.3391015751,-0.0303467213,0.1267919893
SRX2606358,-0.7969607248,-0.3120007736,0.12400269800000001,0.0051995689
SRX2606359,-0.4858311824,0.7194570064,0.7564198440000001,0.8339415168000001
SRX2606360,-0.9050384587,0.9584587729,0.803622138,0.9644064039
SRX2606361,-2.7738736535,-0.4840337054,1.7832128196,-0.8350756355000001
SRX2606362,-2.8217593251,-0.2058995713,1.5344472761999999,1.9415273842
SRX2606363,-0.8252705246,-0.0803771459,0.7437536825000001,1.9147132720000002
SRX2606364,-1.8528119358000001,0.059705685700000004,1.0075067504,1.1322130394
SRX2606365,-0.6051839945,0.140494591,0.9965341975,1.5095176118
SRX2606366,-0.37311116720000004,0.0954012905,0.6395112446,0.6635232554
SRX3648427,-0.6806375012,-0.2103573401,0.3949028114,0.48992119580000004
SRX3648428,-0.6725586937,0.8886958805,0.0860060487,0.3120800843
SRX3648429,-0.946237544,-0.28202126720000004,0.3337373743,0.1877009152
SRX3648430,0.43954015020000003,1.1573702077,0.5086181453,0.0630767935
SRX3648431,0.5123376411,1.2102010189,0.4866754022,0.0691725602
SRX3648432,0.0251391421,0.2333072776,0.48643220260000003,-0.1545204794
SRX3648433,0.46672772770000004,-0.1855258242,0.3779114022,0.1929939407
SRX3648434,-0.4986997233,1.4893384325,-0.0306841953,0.0693341213
SRX3648435,0.055057557400000005,-0.4805103868,-0.2753034439,-0.4425272645
SRX3648436,1.6127436989000001,-0.9791456032,-1.7807047438999999,-1.2325982184
SRX3648437,1.7254890987,-0.5755275351,-1.6147351356000001,-0.9705946505
SRX3648438,1.4373152357,-1.0122273267,-1.7049606803000001,-1.0401167738
SRX3648439,0.9038157058,0.24416306610000002,0.468238231,-0.1261411765
SRX3648440,1.0763971815,1.762924297,0.26436147200000004,-0.1977983036
SRX3648441,1.5963783276,-0.45545463340000003,-0.3907059673,-0.5428522547
SRX3648442,1.8434327828,-1.1785824373,-2.0145250609,-0.7008032636
SRX3648443,2.1745195658,-0.49046198820000003,-1.8700479492,-0.9762081964
SRX3648444,2.0667990668,-0.9652080062,-1.9839799046,-1.2619941227
SRX3648445,0.5191567911,0.33816732450000003,0.4841423467,0.2438998293
SRX3648446,-0.45991991720000003,1.4812402349,0.1252630897,0.26576712140000003
SRX3648447,-0.2987691845,-0.4242264791,0.2504433165,0.0780191361
SRX3648448,1.2422218671,0.5742950632,0.3181897135,0.1598698194
SRX3648449,1.2669280833,-0.2949454462,0.33640730560000004,0.10642429290000001
SRX3648450,-0.9975726192000001,0.18931564010000002,0.1284474774,0.0510856679
SRX3648451,-0.8307017074,1.0516748438,0.0423286529,0.1552387405
SRX3648452,-0.0991775652,-0.6335569624,-0.3692971329,-0.26248649690000003
SRX3648453,-0.5816980586,-0.8867831386,-0.4560760166,-0.2101320238
SRX3648454,2.1115984003,-0.8166480833,-2.1031438757,-0.9780117109
SRX3648455,1.9176907556,-0.4197695213,-1.9587539556,-1.1075124308
SRX3648456,1.7445143424,-1.1854126301,-2.0893289722,-0.8407783841
SRX3648457,-0.6056400001000001,-0.5615495101,0.40077032360000003,0.4302949447
SRX3648458,-0.6060036532,0.8019232308,0.19451078430000002,0.45006282140000003
SRX3648459,0.2942016765,-1.1318019255,-0.3027589365,-0.0423093921
SRX3648460,0.6293680612,-0.6812867816,0.8486849750000001,-0.0001481002
SRX3648461,0.0169518394,1.4163097626,0.3938793786,-0.0816094765
SRX3648462,0.8733498643000001,-0.5493465694,0.148786522,-0.5324568165
SRX3648463,0.5850300712000001,0.5397889827,0.3369699572,0.0603716803
SRX3648464,-0.5646002873,1.3943010336000001,0.013751511800000001,-0.0438065497
SRX3648465,0.1328698992,-0.12030150810000001,-0.22974107400000002,-0.148872566
SRX3648466,1.592508836,-0.2193121858,0.35225783860000004,0.0852196846
SRX3648467,-0.9015564558,0.9962297766,-0.0962918605,0.2616348697
SRX3648468,-0.4400495138,-0.8588985863,-0.4193098364,-0.22487712710000002
SRX3648469,-3.1508254799,-2.7089120008,-0.4561378538,-0.6054230973
SRX3648470,-3.7780493439000002,-1.9715149094000002,-0.3239561219,-0.8637874091000001
SRX3648471,-3.0260953809,-1.552231291,-0.5009096485,-0.9109242801
SRX3648472,-1.7311885148,-0.08597505970000001,-1.0066348399,-1.2585341307
SRX3648473,-3.0258482534,-0.3186933205,-0.9472326698,-0.8879509193
SRX3648475,0.38642159,-0.510919623,0.8071856029000001,-0.0597636964
SRX3648476,1.0282271474,1.2903066483,0.4894051802,-0.28464656250000003
SRX3648477,1.4570266264,-0.6760117377,0.12325169,-0.5346203111
SRX3648478,-0.5351483276,-0.5388008082,0.5965313259,0.6518911327
SRX3648479,-0.45347379530000004,1.2259639888,0.4467565101,0.6072186340000001
SRX3648480,-0.45770900480000004,0.1326200901,0.5066551433,0.3657176294
SRX3648481,0.0918503507,-0.1514483621,-0.4180190307,-0.02917652
SRX3648482,-0.4705009784,-0.6904274913,-1.1217666797,-0.23585785620000002
SRX3648483,0.21267917790000002,-1.6073002195,-1.5654300289,-0.5612001768
SRX1429221,-1.3228093674,-0.8262482293000001,-0.10736737830000001,0.060368359
SRX1429222,0.262007458,0.2172523601,-0.0089077731,0.0980568742
SRX1429223,1.0608019094,0.6089958691,0.1162751514,-0.15842523320000002
SRX1429224,-1.6795413679,-0.413403448,0.16900614320000001,0.4819642736
SRX1429225,-2.9426543721,-1.2202698637,0.0010292434000000001,0.2029865342
SRX1429226,-2.8932846238,-0.9654081197000001,-0.1128774423,0.3828531532
SRX1429227,-3.6230802488,-1.4880413166,-0.0133986869,0.4431344042
SRX1429228,-2.1097215583,-0.6719692284000001,0.1636110552,0.3142653859
SRX1429229,-3.7518791299,-1.5426311495,-0.331696997,0.353931784
SRX1429230,-2.9502801269,-1.1454453494,-0.038234619500000004,0.9571972367
SRX1429231,-1.273127399,-0.0544020777,0.0085680138,0.8032238378000001
SRX1429232,-2.1052400299,-0.513594054,0.11367215480000001,0.7668903689000001
SRX1429233,-0.7960498904000001,0.0786157833,0.3878004733,0.5037775474
SRX1429234,-1.2927034593,-0.1792593461,0.3784077044,0.7364907105
SRX1429235,-2.0543653934,-0.5190384322,0.6438706029,0.6726571582
SRX1429236,-1.2894383929,-0.4495177708,1.4015203867000001,0.5152526936
SRX1429237,0.2916894598,0.45321245800000004,0.8077489953,0.1153497319
SRX1429238,-0.0845984588,0.2865272668,0.7167135879000001,0.7243962992
SRX1429239,-0.24587228760000002,0.5934620067,0.8733453174,0.7593061593
SRX1429240,0.9281580653,1.1776353592,0.7318804379,0.5242804382
SRX1429241,-0.4719583181,0.528375722,0.7265351033,0.9815566684
SRX1429242,1.4062073596,1.0200056041,0.5601250011000001,-0.0001521814
SRX1429243,0.5123216139,0.6788548982,1.1423196373,0.5757985535
SRX1429244,0.5024208861,0.2258031343,0.8770837162,0.3371318185
ERX2339161,0.42859563980000004,0.4120644537,-0.4060248421,-0.5007759714
ERX2339162,-0.42859563980000004,-0.4120644537,0.4060248421,0.5007759714
ERX2339163,1.9688259904,0.2094946623,-1.860802321,-1.6563278604
ERX2339164,2.4908652582,-0.9516200484,-1.9932080196,-0.2461351782
ERX2339165,-2.0708759157,1.4610887015,-3.95744986,-3.9178110457
ERX2339166,-0.5292103514000001,0.3308113314,-2.376849187,-0.7681829775
ERX2339167,-0.1846663509,1.2153965145,-2.4414347629,-1.7039632644
ERX2339168,-0.5711038647000001,0.0442760628,-0.11143317250000001,-0.041942860900000004
ERX2339169,-0.5092785315,-0.4735399766,0.4939784118,0.3862513167
ERX2339170,2.6901795117000002,0.3686131852,-1.9613924773,-1.6309964514000002
ERX2339171,2.5953084597,-0.8358073934,-2.2687520043,-0.5621866136
SRX7656012,2.4974900169,2.5431221532,-0.0257376573,-0.084812413
SRX7656013,-0.4689545022,0.8000605276,0.0299666606,0.0775940907
SRX7656014,-0.0595974045,0.4814093297,-0.11910927560000001,-0.042322507700000005
SRX7656015,-0.39055177220000004,-0.16812102880000002,-0.14152359080000002,-0.0140114466
SRX7656016,-1.0744022076,-0.5799342883,-0.0528646626,-0.4642097563
SRX7656017,-1.3891394046,-0.49602071700000006,0.0466087293,-0.4784035855
SRX7656018,0.7571101164,0.8984461257,0.0888972367,-0.42735156090000004
SRX7656019,-0.9762725870000001,0.3438437106,-0.1208458188,-0.0779423119
SRX7656020,0.0178499953,0.0967968209,-0.1901082408,-0.6195760006000001
SRX7656021,-1.2353200115,-0.4411787058,0.4066410972,-0.3433876866
SRX7656022,-1.6658963417,-1.0416746121,0.3008384148,-0.1475112025
SRX7656023,-0.9940100785,-0.6879197410000001,0.1735871826,-0.6298423437
SRX7656024,-0.6911351488,0.0005957377000000001,-0.21953675190000002,0.6338068189
SRX7656025,0.14894111340000002,0.8638712098,-0.3706386875,0.4391318018
SRX7656026,1.3161867604,2.1113856625,-0.46689314190000003,0.7244082714000001
SRX7656027,-0.8751999009,-0.7336231546,-0.0494673563,-0.4053078899
SRX7656028,2.962231118,2.4806602145,0.0487355099,-0.18836252520000002
SRX7656029,-0.9850294843,-0.0782171261,0.0882736573,-0.1237769883
SRX7656030,-0.2790583287,-0.5207370582,-0.125182064,-0.0138349886
SRX7656031,-0.9871390248,-0.5751166763000001,0.010558977,-0.036975938800000004
SRX7656032,-1.115425214,-0.12494959920000001,0.0951398358,0.0442349812
SRX7656033,-0.3520734534,0.0014365973,0.1194905215,-0.19253076600000002
SRX7656034,-1.5045296924,-0.7541518540000001,0.2237150322,-0.1601288682
SRX7656035,0.1477980075,1.0196347401,-0.1184232803,-0.1776042005
SRX7656036,-1.1336207207,-0.42888252130000004,-0.0704396684,-0.1861179916
SRX7656037,0.5243802601,0.8976028582000001,-0.0825438107,-0.06887362200000001
SRX7656038,-0.368411195,-0.1888905432,0.0036720471,0.1082056015
SRX7656039,-1.5782624299,-1.0416746121,0.0579740377,-0.0224441747
SRX7656040,0.7111576006,-0.0925745085,-0.0560469805,0.021606741000000002
SRX7656041,0.8671048293,1.1342491206,-0.0019270572,0.0008374337000000001
SRX7656042,1.4315084012,1.3981168523,0.0772652949,-0.22302032330000002
SRX7656043,1.7588355799,1.5919171319,-0.0181962037,-0.3310885398
SRX7656044,-0.044122380100000004,0.5847776531000001,0.29333133570000003,-0.1373778639
SRX7656045,0.5784894405000001,1.7390107691,0.038003208600000005,-0.3089271984
SRX7656046,-0.252224661,0.9529110172,0.055199946900000005,-0.3751403875
SRX7656047,-2.1556363663,0.17114844270000001,0.0970352661,-0.35927630110000003
SRX7656048,0.3785729318,1.1416475701,0.14530002960000002,-0.2831652334
SRX7656049,1.9921339877,2.065839483,0.1482510961,-0.30565209730000004
SRX7656050,2.2557925624,3.1754198465,0.22872318360000002,-0.1649472242
SRX7656051,-0.5610362212000001,0.0416263506,-0.1834415272,-0.28876107500000003
SRX7656052,-0.2917209154,0.7885362844,-0.291745723,-0.1683449834
SRX7656053,3.0610663018,2.351424077,-0.2070583333,-0.2314229684
SRX7656054,-0.9667396295,-0.2348216034,-0.28640995810000003,-0.3804158465
SRX7656055,1.5093840997,1.6187709001,-0.2561673142,-0.43254768730000004
SRX7656056,0.5395222469000001,1.0079226308,-0.2033869971,-0.47594558400000003
SRX7656057,-0.5544923296000001,0.2194361314,-0.191489569,-0.4337757418
SRX7656058,-0.2802360473,0.2055986393,-0.29996488930000004,-0.3881447745
SRX7656059,-0.8518100302,0.1658006546,-0.2739975689,-0.36133040980000003
SRX7656060,0.1281030378,0.7799132711000001,-0.2739867065,-0.46957636300000005
SRX7656061,-1.0189455359,0.5392272013,-0.1411955001,-0.5353644925000001
SRX7656062,-0.6106138847,0.1020660635,-0.3968922552,-0.5186915861
SRX7656063,0.8519335157,1.6716984507000001,-0.7714632805,0.2400147644
SRX7656064,0.6686119188,1.7875971004000002,-0.9445177907000001,0.44819666340000003
SRX7656065,1.4432306789,2.0981439939,-0.6936953239,0.4468453249
SRX7656066,1.2841581913,1.8116161634,-0.2741151042,0.4415703293
SRX7656067,1.0899789987,1.2845328222,-0.2107467671,0.6135876381
SRX7656068,-0.5710741409,0.2325067389,-0.2945587492,0.42436464420000003
SRX7656069,1.0545110489,1.7129300527,-0.14377662900000002,0.5400611031
SRX7656070,2.1566860936,2.7815702812,-0.1917551074,0.4933860419
SRX7656071,3.7885927506,3.3372753981,-0.31899979570000003,0.37908711900000003
SRX7656072,-0.2659411486,0.6822037506,-0.1429422108,0.36907357900000004
SRX7656073,0.0251458214,1.1120618806,-0.1039371872,0.3505435283
SRX7656074,3.5101309,3.3131073634,-0.2057577352,0.39564916710000003
SRX7656075,2.8264083452,2.5190119554,-1.6721229036,0.5200092958
SRX7656076,5.2380662103,3.6838300553,-1.4822713578,0.4729345917
SRX7656077,4.1534173723,3.4724086949,-1.6233641556,0.4579469567
SRX7656078,0.6421654187,2.5179296256,0.34011186720000003,-0.0627419932
SRX7656079,0.5512695901,2.1369950939,0.31661900600000004,-0.09502500230000001
SRX7656080,2.8597116831,2.5834360567,0.2924930122,-0.18667030380000002
SRX7656081,-0.0853111475,1.377137958,0.20629760900000002,-0.1944902533
SRX7656082,3.6504393614,3.1482665029,0.1434163886,-0.2096595363
SRX7656083,0.3970149968,1.8722569412999999,0.1449923987,-0.2387935954
SRX7656084,0.15883331950000001,2.4436230675,0.2342972617,-0.1382739704
SRX7656085,0.9041463759,1.8349857453,0.1925245619,-0.16827474750000002
SRX7656086,5.4124161073,4.2534073412,0.290042195,-0.2240580181
SRX7656087,-0.2051818279,1.2834388503,-0.2225034427,0.0802453139
SRX7656088,0.6550940097,1.6472897338,-0.3319244188,-0.1183887934
SRX7656089,0.8138006942,1.0925036692,-0.2142957861,-0.025469672800000002
SRX7656090,1.1011262776,0.8107820527,-0.0727186524,0.160108622
SRX7656091,1.2553756726,0.9087992576,-0.1325552437,0.0913786652
SRX7656092,-0.1768919454,0.5223674685,-0.0093774403,0.08713161330000001
SRX7656093,-1.0025268772,-0.3195610343,-0.0963017972,-0.14171233730000002
SRX7656094,1.9037696990000001,1.8328706017,-0.0690723906,0.0068616055
SRX7656095,0.2557147977,0.3914200324,0.0350324265,-0.0195510581
SRX7656096,-0.7249102662,0.6621905646,-0.10606712300000001,-0.023014222900000002
SRX7656097,-0.7809192034,-0.7298840827,-0.08314191180000001,-0.1876572891
SRX7656098,-1.0412471110000001,-0.26331386360000003,-0.030255880500000002,-0.0620073046
SRX7656099,0.38648364300000004,0.6191666969,-0.5907121801,0.7190900909
SRX7656100,-0.6151272316,0.7865424836,-0.5373274114000001,0.5887061862
SRX7656101,-0.2062082643,0.6297434496000001,-0.5783336185,0.7095000117
SRX7656102,-0.2277483136,0.4023189113,0.0407122211,-0.1574706197
SRX7656103,-1.7738340460000002,-1.0416746121,-0.0296138498,-0.21882918680000002
SRX7656104,-0.6771010426,-0.1609520891,0.0195569859,-0.34836482760000004
SRX7656105,-0.054862582,0.355259816,-0.7292056332,0.7148997064
SRX7656106,0.4793994561,0.8559023104,-0.696285915,0.7145323323
SRX7656107,-0.9835773707000001,-0.11768183780000001,-1.0564224947,0.5635495845
SRX7656108,-2.3382199258,0.9972064447000001,-0.0794728993,-0.1934681023
SRX7656109,1.2721105945,1.2716625029,-0.1805611668,-0.0119163311
SRX7656110,-0.3160973087,-0.3065905815,-0.1544384115,-0.09886101530000001
SRX7656111,-0.025870203,0.1489978214,-0.18919337260000002,-0.0130470859
SRX7656112,-1.0103867112,-0.10970331500000001,-0.29911423600000003,-0.2173782472
SRX7656113,-0.0562007999,-0.2241708254,-0.163664422,-0.043269987100000004
SRX7656114,-0.5043541396,-0.23803904580000002,-0.1706452057,-0.43113473900000004
SRX7656115,-0.9788255188,-0.1740131484,-0.0065019301,-0.029401130100000002
SRX7656116,0.098806345,1.4801880019,-0.18035648640000002,-0.6996561232
SRX7656117,1.6686445417,0.1969228613,-1.1344697468,0.5665371013
SRX7656118,0.0507378353,-0.09064923650000001,-0.9830774505000001,0.43082166600000005
SRX7656119,-0.8079052006,-1.0416746121,-1.1040875946,0.49874303670000003
SRX7656120,-1.3357812597,-1.0416746121,-0.0633550417,0.1787871282
SRX7656121,-0.5523810956,0.7956731657,-0.0233358193,0.2498687265
SRX7656122,0.8883762394,0.45616767,-0.0186793965,0.20769369140000002
