,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,M9__M9exp,13.809400000000002,0.6812451320926995,3.0,0.0,14.5626,1.0,13.6293,2.0,13.2363,,,,,,,,,,
1,M9__M9tran,13.302666666666667,0.16816439377387096,3.0,3.0,13.3861,4.0,13.4128,5.0,13.1091,,,,,,,,,,
2,M9__M9stat,10.827399999999999,0.25412947487452064,3.0,6.0,10.7849,7.0,10.5972,8.0,11.1001,,,,,,,,,,
3,Carbon Transition__MG-0.1,13.878833333333334,0.8105185582905142,3.0,9.0,13.8725,10.0,13.0715,11.0,14.6925,,,,,,,,,,
4,Carbon Transition__MG-0.2,13.79675,0.8129606663301744,2.0,12.0,13.2219,13.0,14.3716,,,,,,,,,,,,
5,Carbon Transition__MG+5,13.558333333333332,0.7795117467577596,3.0,14.0,14.4564,15.0,13.1617,16.0,13.0569,,,,,,,,,,
6,Carbon Transition__MG+10,13.943533333333333,0.24282319356546905,3.0,17.0,14.1549,18.0,13.6783,19.0,13.9974,,,,,,,,,,
7,Carbon Transition__MG+15,13.488533333333335,0.673319131863438,3.0,20.0,12.9104,21.0,13.3274,22.0,14.2278,,,,,,,,,,
8,Carbon Transition__MG+25,13.576600000000001,0.3949981392361238,3.0,23.0,13.1342,24.0,13.7017,25.0,13.8939,,,,,,,,,,
9,Carbon Transition__MG+45,13.979033333333334,1.077084297227164,3.0,26.0,15.0082,27.0,12.8597,28.0,14.0692,,,,,,,,,,
10,Carbon Transition__MG+60,13.812750000000001,0.20781868299072556,2.0,29.0,13.9597,30.0,13.6658,,,,,,,,,,,,
11,Carbon Transition__MG+90,13.3621,0.33926983361330615,2.0,31.0,13.1222,32.0,13.602,,,,,,,,,,,,
12,Carbon Transition__MG+120,13.018566666666667,0.43533095839066344,3.0,33.0,13.521,34.0,12.7538,35.0,12.7809,,,,,,,,,,
