,A,Fnr,CsgD
SRX3648455,-3.2770590396,-1.2163194972,-0.44939924480000004
SRX3648456,-4.3925942388,-0.8969322540000001,-0.5015039396000001
SRX3648457,1.0004562471,-1.3651194326,-0.0523303529
SRX3648458,0.2491852964,-1.2914137657,0.11787386200000001
SRX3648459,-2.3500266092,-1.0983352413,-1.1136450264
SRX3648460,2.9227728978,-0.0289735559,-0.5446831768
SRX3648461,-0.2375010035,0.18845651800000002,-1.5629099398
SRX3648462,-1.4029292195,0.053335694100000004,-1.4214913442000001
SRX3648463,2.0036347664,-0.2293278892,-0.1115839193
SRX3648464,0.0002469357,-0.0863974743,0.0151518967
SRX3648465,-1.9406266973,-0.10364660020000001,-0.3736771015
SRX3648466,1.6585700967,-0.1980404688,0.7689960582
SRX3648467,-0.8023922022000001,0.19654594220000002,-0.3292180783
SRX3648468,-3.1987632609,0.39531110950000004,-0.6532410546
SRX3648469,-18.7245225116,1.1258775551,-0.6252440849
SRX3648470,-17.614626792,1.354755592,0.2925326562
SRX3648471,-17.8325528173,1.3452369068,-0.7778391672
SRX3648472,-13.9764951508,-0.5519501863,0.5558977014
SRX3648473,-12.443169766,-0.7382328027,0.6094347895000001
SRX3648475,1.0356226108,0.3269633085,-0.5472598986
SRX3648476,0.8014932783000001,0.189146892,-1.0033228959
SRX3648477,-2.0810512067999998,0.257646025,-1.5815468326
SRX3648478,-0.5982909559,-0.7179253264000001,0.3065418561
SRX3648479,1.0062587744,-0.5924204416000001,-0.2117726959
SRX3648480,-1.5793464456000001,-0.8001687414,-0.1597730084
SRX3648481,-1.1873819844,-0.2532161449,-0.41220677780000003
SRX3648482,-1.3670862963000001,-0.6214561914,-0.7750532349
SRX3648483,-3.646444019,-0.6251811719,-1.5028275738999999
SRX1429221,-1.2595467331,0.0970123236,0.099510097
SRX1429222,0.3605257428,-0.2186048391,-0.3865010954
SRX1429223,0.8990209903,0.1215925154,0.28699099840000003
SRX1429224,-0.48986240470000003,-0.0278850961,0.0871595064
SRX1429225,-1.4645817712,0.0976449876,-0.16649791
SRX1429226,-1.6244190338,0.24585199270000002,-0.0592110761
SRX1429227,-1.8160933857,-0.012723672200000001,0.4473188544
SRX1429228,-0.4570335949,-0.1427372924,0.368205377
SRX1429229,-2.0222021373,0.1642186103,-0.1703490061
SRX1429230,-2.4257762508000003,0.304930242,0.258672565
SRX1429231,-0.6067891889,0.47015486110000004,0.22722035270000002
SRX1429232,-2.2086365791,0.3298855515,0.25386269370000003
SRX1429233,-2.9460186511,0.3784304416,0.5876901997
SRX1429234,-2.9231665131,0.4791398864,0.538044735
SRX1429235,-3.0709917327,0.023032378500000002,0.5942895423
SRX1429236,-1.9789674373000001,-0.6495468024000001,0.7857431553
SRX1429237,-3.1232237361,0.1293026924,0.579410967
SRX1429238,-3.2159024534,0.43389779580000004,1.3083172747
SRX1429239,-2.4337674216,0.4700040541,1.0062208233
SRX1429240,-2.5872593354999998,0.5893872825,0.7202457517
SRX1429241,-2.5733007756,0.3831052922,0.7026703785
SRX1429242,-2.3889934214,0.3295755399,0.1002782619
SRX1429243,-2.6819062603,0.6226805845,0.4492331343
SRX1429244,-2.9229524773,0.2557763552,0.810895554
ERX2339161,-0.7121076025,0.4613139096,-0.672827963
ERX2339162,0.7121076025,-0.4613139096,0.672827963
ERX2339163,-7.2268122352,-2.2304418322,-2.3505498594
ERX2339164,-8.7685013323,-1.6713529146,-2.5914651054
ERX2339165,1.1148815592,-2.237945271,-1.5759717322
ERX2339166,-2.03428166,-1.4605007973,0.0316561464
ERX2339167,-2.3976858289000003,0.2189535879,-0.3295586377
ERX2339168,-0.2607543821,-0.0005819889000000001,-0.11565498290000001
ERX2339169,-0.721442969,-0.5928889711,0.5131083831000001
ERX2339170,-6.3620325133,-2.2505650014,-2.5984129443
ERX2339171,-9.2900421072,-1.8635784236,-2.4580077147
SRX7656012,1.2852949224999999,-0.1487251704,0.211857702
SRX7656013,-0.8087612096,-0.0909383045,0.053709549700000005
SRX7656014,-0.7013436038,-0.2760567605,0.19998035720000001
SRX7656015,0.0916786981,-0.1280048182,1.5618484103
SRX7656016,-1.1381800466,-0.1696651311,-0.2148756766
SRX7656017,-1.8233283550000001,-0.0297308013,-0.2935190399
SRX7656018,-1.4475458653,-0.053151654300000004,-0.6986401963000001
SRX7656019,-0.27178755260000004,-0.0899749167,1.4777153197000001
SRX7656020,-1.7388879167,-0.0735199011,-0.6230596589
SRX7656021,-2.3384040566,-0.2236606787,-0.5787513243
SRX7656022,-0.7542407414000001,-0.1867183711,0.1893793716
SRX7656023,-0.9933479966000001,-0.14437137800000002,-0.887521058
SRX7656024,-0.7391919672,-0.6167399560000001,-0.4470691942
SRX7656025,-0.9711015980000001,-1.1151788445,-1.429245662
SRX7656026,-0.2654358485,-0.9311711183,-0.6043564504
SRX7656027,-0.7836608812,-0.0517356156,0.2764646294
SRX7656028,0.9376057575000001,-0.0990943314,0.2518386854
SRX7656029,-1.2819340313,-0.1046609936,0.5676042285
SRX7656030,-1.1034035268,-0.09648473540000001,0.7327183253
SRX7656031,-0.9233685024,0.0077388532000000005,0.4567316649
SRX7656032,-0.7274556613000001,0.1446998301,0.47325511800000003
SRX7656033,-1.5380732523,-0.0676566085,0.4164519289
SRX7656034,-1.3964336265,-0.0947589315,0.074266331
SRX7656035,-0.7231510921000001,-0.17706263290000002,0.7345041974000001
SRX7656036,-0.7835478411,-0.0700382621,0.4348297377
SRX7656037,-0.9439526555000001,-0.0337101482,0.45614593670000003
SRX7656038,-0.5001851506,-0.022135684500000002,0.44328807210000004
SRX7656039,-0.6540382435000001,-0.025180377900000002,0.0808905703
SRX7656040,0.32171352480000004,0.0196182562,0.0156311469
SRX7656041,0.33232471880000003,0.0055621217,-0.09652171720000001
SRX7656042,1.1672612844999999,0.2377297239,0.3044215359
SRX7656043,2.8575002309,0.1053728839,0.2545466423
SRX7656044,-0.00856588,0.13610910980000002,0.5738891721
SRX7656045,1.9577111844,0.025329637500000002,-0.1711858506
SRX7656046,0.5226936581,0.0844512438,0.346232074
SRX7656047,0.2899706103,0.2984237408,-0.0850523807
SRX7656048,1.3530579947999999,0.2674526115,-0.0168320514
SRX7656049,0.798117814,0.1119558293,0.09068249390000001
SRX7656050,1.2901827563000001,0.188759698,0.5864994212
SRX7656051,-1.0151506544,-0.2067728977,-1.426624542
SRX7656052,0.8412515478,-0.3449538552,-1.6685214227
SRX7656053,0.3922669908,-0.3120295367,-1.1789945378
SRX7656054,-1.1622738046,-0.027405716700000003,1.0511844533
SRX7656055,0.467926443,-0.0465774128,0.9615814014
SRX7656056,0.48485252100000004,-0.011465278800000001,0.9221852126000001
SRX7656057,-0.6070626009,0.1627377317,0.9262408201000001
SRX7656058,-0.8450887429,0.1185396816,0.7857463478000001
SRX7656059,-1.0876472389,0.0651542921,0.8985273179000001
SRX7656060,-0.0966900458,-0.0607674478,0.8604276541
SRX7656061,-1.0753567745,0.057061250800000005,0.6603266168
SRX7656062,-1.0717034617,-0.0643940694,1.0852282172
SRX7656063,-1.5304531738,-1.1116646146,-1.5785307073000001
SRX7656064,-0.7614799205,-1.0265227505,-1.785107225
SRX7656065,-0.187946834,-1.3311193672,-1.5229122264
SRX7656066,0.7537151355,-0.4733856206,-0.4343922767
SRX7656067,1.511272403,-0.24088744950000002,-0.38351751640000004
SRX7656068,0.3872906668,-0.28051081510000003,-0.4972184188
SRX7656069,0.3758384665,-0.1835021285,-0.23613571160000002
SRX7656070,1.1520469282999999,-0.28643549630000004,-0.3510200336
SRX7656071,3.0685857936,-0.4216527009,-0.3019603642
SRX7656072,1.0178912966,-0.35515227,-0.41865937410000004
SRX7656073,0.7856246082,-0.32033416400000003,-0.5114212426
SRX7656074,3.2972922004,-0.415150338,-0.5118955862
SRX7656075,0.1381355758,-1.4756556003,-2.5747757971
SRX7656076,2.4637878431,-1.6500959378000002,-1.9428015311000002
SRX7656077,1.6732891049,-1.8451218536,-2.2598963091
SRX7656078,0.4854736638,0.3719460074,0.8702423212
SRX7656079,1.0163568629,0.3110652578,0.7202943503
SRX7656080,1.7756187392,0.3040292092,0.6847601720000001
SRX7656081,0.9818124364,0.2289533107,0.4480689316
SRX7656082,2.9667012419,0.2478528718,0.5057983411
SRX7656083,1.6172464032,0.0858824131,0.7329716526000001
SRX7656084,1.2342641907,0.27347030380000004,0.6552034942
SRX7656085,2.2162004248000002,0.0774392036,0.6129969853
SRX7656086,4.9896231813,0.2005616522,0.9860505487000001
SRX7656087,-0.9443988709000001,-0.4158334091,-1.299494736
SRX7656088,0.1304642319,-0.3722936725,-1.1725679939
SRX7656089,0.3095498427,-0.42089403400000003,-1.2585047098
SRX7656090,-0.2595934404,-0.11989154410000001,-0.1837231953
SRX7656091,-0.1127804258,-0.0848320095,-0.0339925187
SRX7656092,-1.561268292,-0.11955097120000001,-0.0623064872
SRX7656093,-1.2468728998,-0.1336187399,-0.06192555500000001
SRX7656094,0.6885030901,-0.0926609917,-0.1736202597
SRX7656095,-0.010035579000000001,-0.10936016300000001,-0.12792456600000002
SRX7656096,-1.0563525666,-0.065183774,0.7905641387
SRX7656097,-0.9821718985000001,-0.0738108947,0.5262011061
SRX7656098,-0.1638786198,-0.0797459933,0.6105774371
SRX7656099,-1.327710149,-1.2684068936,-1.6495391067
SRX7656100,-1.8814787433,-1.3466269961,-1.992211206
SRX7656101,-2.1209901506,-1.242596619,-1.6750013363
SRX7656102,-1.1563159484,-0.049027261600000004,0.0560887969
SRX7656103,-0.048316689600000004,-0.0179690197,0.2790527514
SRX7656104,-1.1040177067,-0.0730684388,0.16882805580000002
SRX7656105,-0.8225542494,-1.3256091077,-1.9714633976
SRX7656106,-0.699912764,-1.3711527518,-1.6199691044
SRX7656107,-0.8406114337,-1.3257145526,-2.4426854847
SRX7656108,-1.4974081019,-0.3358632838,-0.2680551563
SRX7656109,-0.2872354422,-0.3109811413,-0.1284397149
SRX7656110,-0.8588056429,-0.21339284930000002,-0.2054015284
SRX7656111,0.2524406142,-0.2874889167,-0.8212707558000001
SRX7656112,0.5156984182000001,-0.24577849610000002,-0.7488814409
SRX7656113,0.2873058701,-0.212727258,-0.39432393130000004
SRX7656114,-1.3066811129,-0.0939896741,-0.7273808897
SRX7656115,-0.3829457298,-0.1553777519,-0.23194647510000002
SRX7656116,-0.4671253448,-0.1881061211,-0.4620528092
SRX7656117,-1.5945917384000001,-1.4714452630000001,-1.8373335042
SRX7656118,-1.0191957405,-1.9043696117,-1.6159073935000001
SRX7656119,-2.5314934479,-1.5142838902,-2.1535583281
SRX7656120,-1.4502830846,-0.0855962302,0.2979093993
SRX7656121,-1.4323278371,-0.20473712260000002,0.18945088000000002
SRX7656122,-0.9528047807000001,-0.232126876,0.3140391564
SRX7656123,0.2980286538,-0.1491594181,0.09129635100000001
SRX7656124,-1.2840997373,-0.057445991,0.0332769005
SRX7656125,-0.7695773291,-0.007572258,0.0270261636
SRX7656126,-0.9120066494,-0.23662909640000002,0.31469363300000003
SRX7656127,-0.8915621541000001,-0.2137065217,0.0796670517
SRX7656128,-0.8787775949000001,-0.1878706873,-0.1740172835
SRX7656129,-0.6999436517000001,-1.7263115554000001,-1.8601814354
SRX7656130,-0.058989759600000004,-1.5438332809,-1.6909065558
SRX7656131,-1.0685730213,-1.6333029250000002,-1.8312787866
SRX7656132,0.0792538249,-1.6022434119,-1.6532323679
SRX7656133,0.5635980384,-1.5719065706,-1.4146172374
SRX7656134,-0.1404285176,-1.5849862387,-1.4545392735
SRX7656135,2.7180708306,-0.20329683540000001,-0.7356139753000001
SRX7656136,0.46331222580000003,-0.1970135493,0.034954050800000004
SRX7656137,1.2382882454,-0.21893380140000002,-0.1544347064
SRX7656138,1.5051598395,-0.16718556510000002,-0.49852062280000004
SRX7656139,-0.2499756233,-0.0667269998,-0.37946972290000003
SRX7656140,-0.0707185711,-0.4111659637,-0.5367540247
SRX7656141,-0.3083368477,-0.31117580580000004,-0.4339201038
SRX7656142,1.4187165419,-0.3408750725,-0.6202696298
SRX7656143,0.7387806948000001,-0.2263890443,-0.2832811684
SRX7656144,-0.9358039020000001,-1.9176765598,-1.14903645
SRX7656145,-0.6946467427,-2.0005578852,-1.8523300983
SRX7656146,-1.0226793419,-1.6690285604000001,-1.5041450193
SRX5388319,-4.5304913791,0.3179345689,-0.2037186446
SRX5388320,-3.6906947506,0.18223048190000002,-0.3921114651
SRX5388321,8.2211861297,-0.5001650508000001,0.5958301097
SRX5388322,-4.1237320277,0.5251016409,0.1722913365
SRX5388323,4.0057045249,0.1786556813,-0.0009991503
SRX5388324,15.8824938003,-0.6112737865,0.2932178781
SRX5388325,-4.4568475259,0.5262288232,-0.0961698428
SRX5388326,12.3163156755,-0.2727957778,0.3816538812
SRX5388327,18.5492619821,-0.6946207608,0.37181216170000003
SRX8708326,3.7279892176000002,-0.119554107,0.0627972498
SRX8708328,-8.5762916137,-0.3170220687,0.366257378
SRX8708335,-1.6070915578,0.4426468001,-0.12299014030000001
SRX8708336,4.8390452031999995,-0.005799319900000001,-0.1623015392
SRX8708337,5.3443379684,-0.1198254115,-0.0809656985
SRX8708338,-9.5390749801,0.4505488275,-1.1834039398
SRX8708339,-7.2905175128,0.2816095837,-1.3611695203
SRX8708340,-4.9428260996,0.2166968225,-1.4344781556
SRX8708365,-9.9314262492,1.4108055474,-0.7826302851
SRX8708366,-9.7703990225,1.4817713212,-1.0659709625
SRX8708368,-9.7574866909,1.4869945274,-0.6940890863
SRX8708369,3.5105337107,0.3310877378,-0.09516454220000001
SRX8708370,2.1594735799,0.3901382749,0.1771482101
SRX8708371,6.9001896476999995,0.0408617343,-0.4121280909
SRX4166001,-0.4712947149,-0.0814799261,-0.2608342992
SRX4166002,1.9535250889,-0.2479318523,-0.3854905927
SRX4166003,-1.482230374,0.3294117784,0.6463248919
SRX4166004,-5.9836075343,0.47526292600000003,-0.3004874158
SRX4166005,-4.3743482538,0.399529935,0.281551061
SRX4166006,-2.8515204819,0.4636494588,-0.1545587981
SRX4166007,-5.2837867606,0.4731850638,-0.6048227296
SRX4166008,0.6337074542000001,0.10933264640000001,0.2355638861
SRX4166009,0.9360351526,-0.3342927867,0.31430451600000003
SRX4166010,-2.5717524856000002,0.12056433700000001,-0.1593228863
SRX4166011,-2.5439685852,0.29229301500000004,0.12660371480000002
SRX4166012,-4.1465338157,0.23799157110000002,-0.1371516807
SRX5000481,-0.26864370860000003,-0.0411554648,-0.4373876537
SRX5000482,0.113272837,-0.2025695905,-0.4119604946
SRX5000483,-0.5753572056,0.5362358304,-0.5068039082
SRX5000484,-0.7127427266,0.4017882678,-0.6547843603
SRX5000485,-0.5982104166000001,0.3807298423,-0.0469279738
SRX5000486,-0.1394628798,0.5917958579,-0.2036148778
SRX5000487,-0.189968134,0.5170737542,-0.7595758359
SRX5000488,-0.7155981507,0.3270566549,-0.4956476084
SRX5000489,-0.7720452166,0.29859400950000003,-0.120318163
SRX5000490,-0.7634441035,0.4231736048,-0.0206872603
SRX5000491,-0.8674500214,0.46268946920000004,-0.4965461753
SRX5000492,0.981076821,0.1092882143,2.7396362891
SRX5000493,0.6524667412,-0.1709551273,2.7902748566
SRX5000494,0.0928442564,-0.1236654839,2.6486960475
SRX5000495,1.1016626144,0.2443210787,2.5273813703
SRX5000496,1.0346345187,0.2046474319,2.8242183877
SRX5000497,0.1327683188,0.0131317333,0.0100578326
SRX5000498,0.0404477478,0.0016198894000000001,-0.20198907060000001
SRX5000499,0.5704187458000001,-0.068830864,2.5535933415
SRX5000500,-0.1732160666,-0.014751622800000001,0.1919312379
SRX5000501,-0.4424475807,0.2993968877,-0.8851643016
SRX5000502,-0.3096204838,0.2372887783,-0.3811478166
SRX5000503,-0.3263616346,0.2941459511,-0.7508992084
SRX5000504,-0.032856666,-0.2101261882,-0.614278687
SRX5000505,0.1465089652,-0.1270523133,-0.6459055182
SRX5000506,-0.22770542070000002,-0.0790129266,-0.6145150825
SRX5000507,-0.0102594772,0.5584079094000001,-0.3312697134
SRX5000508,-0.0568633141,0.0044322814,0.041528750100000004
SRX5000509,-0.37081387250000003,-0.1535203644,-0.522482691
SRX5000510,-0.4448748796,-0.1989277479,-0.3159205735
SRX5000511,0.0803245541,-0.11060810300000001,-0.1680405374
SRX5000512,-0.1846020965,0.1314688236,-0.5140393215
SRX5000513,0.4270075058,0.1838631336,-0.9232283251000001
SRX5000514,0.1469585404,0.1477637272,-0.7887836542000001
SRX5000515,-0.3652430119,0.3884039694,-1.1007590643
SRX5000516,-0.39805552240000003,0.3191821125,-1.3218582046
SRX4124772,-9.0064951642,0.7734956825,-0.3121145449
SRX4124773,-7.8080294547,0.7219430089000001,-0.8002741613000001
SRX4124774,-0.2531094987,0.1790881402,-0.2231058636
SRX4124775,0.2531094987,-0.1790881402,0.2231058636
SRX5323946,-0.7750445568000001,0.12426001610000001,-0.0279506007
SRX5323947,0.7750445568000001,-0.12426001610000001,0.0279506007
SRX5323948,-1.5671119154,0.6018622403,0.6489952023000001
SRX5323949,-1.3385157338,0.6799802673,0.5821280066
SRX5323950,-3.1015753978,0.3707996442,0.38397972340000003
SRX5323951,-3.4773848750000003,0.46834393950000003,0.34986318380000003
SRX5323952,-1.6127721913,0.1720929292,0.09695722
SRX5323953,-0.5242232946000001,0.11808093680000001,-0.0007253846
SRX5323954,-2.4460918966,0.3892559581,0.493626612
SRX5323955,-2.1681368298,0.2630490143,0.6120551333
DRX093856,-4.2390120171,0.1685579585,0.07391534670000001
DRX093857,-7.7713489525,0.6340361556,1.8048683887
DRX093858,-9.2559649201,0.5859364184,2.1582992297
DRX093859,-5.2569511845,0.1388133504,0.8451874223
DRX093860,0.552547388,0.1720571806,-0.5776915411
DRX093861,0.1494598909,0.17014523580000002,0.1418011945
DRX093862,-9.2142696171,0.4002211491,2.1346055863
DRX093863,-8.4435560657,0.6187439533,2.6325227783000003
DRX093864,-3.2740052496,-0.0231897728,0.8053614753
DRX093865,-2.4074326749,0.1774231919,-0.4359090504
DRX093866,4.0895521262,-0.3387031943,-0.21571654110000002
DRX093867,-8.7832914191,0.6168372836,2.4549242129
DRX093868,-8.9678785781,0.47221863690000004,2.4156266567999998
DRX093869,-6.4040755175,0.1866437766,0.5184579065
DRX093870,-4.5381516052,0.5095188969000001,-0.688963855
SRX6366242,-0.1736727211,0.1745111691,-0.4519871219
SRX6366243,0.86263508,0.1781953679,-0.22366129810000002
SRX6366244,10.5455856349,0.6569750524,-1.850057402
SRX6366245,-1.1331142055,0.1787996128,0.7954314815
SRX6366246,0.9435431230000001,0.11778360900000001,0.9261304297
SRX6366247,8.2779628144,0.654130041,-1.7244629917
SRX6366248,0.0840231835,0.13318347290000002,0.4537857752
SRX6366249,-0.9389592123,0.0482401603,0.596327679
SRX6366250,-0.1257691956,0.1520617836,0.6298116364
SRX6366251,1.0828445567,0.022923051700000002,0.8619705883000001
SRX6366252,0.4368254957,-0.012503975300000001,0.0800315931
SRX6366253,-0.4368254957,0.012503975300000001,-0.0800315931
SRX254739,-7.016339253,-0.5360698087,-4.549640995
SRX254740,-7.6708387268,-0.1752285714,-4.3650122797
SRX254741,-7.6404041371,0.0422851349,-4.6851519212
SRX254742,-7.2870861262,-0.1848959024,-4.4943820059
SRX254743,-7.359902764,-0.11445331630000001,-4.6879570541
SRX254744,-7.4448670803,0.109365481,-4.5100723905999995
SRX254745,-6.4660889132,0.07952887700000001,-4.557541549
SRX254746,-6.0508302495,-0.1709218388,-4.2851131943
SRX254747,-5.574383118,0.1546433043,-4.6286841493
SRX254748,-6.3601653245,0.24525902700000002,-5.066565645
SRX254749,-6.5635317051,-0.0468967645,-5.0116230684
SRX254750,-6.7417885517,0.2451304448,-4.9232978646
SRX254751,-6.1703665601,0.3046829473,-4.0242586814
SRX254752,-6.3409041472,0.5800346571,-3.321128832
SRX254753,-6.2016146348,0.41055047240000003,-4.1964255059
SRX254754,-6.0876425401,0.3495013483,-2.8417465353
SRX254755,-6.5106938938,0.2135503367,-3.2078695744
SRX254756,-6.620707572,0.27022110390000004,-4.2823374061
SRX254757,-7.8468637114,-0.5960188213000001,-4.6609123502
SRX254758,-7.6750877978,-0.5153006611000001,-3.9998514193
SRX254759,-6.9114881019,-0.7494009207,-5.3554449327
SRX254760,-6.4376850851,0.9373966127000001,-4.8927505445
SRX254761,-6.0893383073,0.524749906,-4.5889866918
SRX254762,-6.2143770406,0.5390292830000001,-4.9511046932
SRX254763,-6.5908646595,0.1927103994,-3.1560642156
SRX254764,-6.3536418104,-0.2721809743,-1.8421774951
SRX254765,-5.2083603043,0.0942445324,-2.9466673168
SRX254766,-6.5331773649,-0.5028454892,-3.776812311
SRX254767,-7.6729489972,-0.7619765309000001,-3.5235275121000003
SRX254768,-8.4457013191,-0.7772664028,-3.6342621019
SRX254772,-0.589897482,-0.1627574406,2.5683892293
SRX254773,-0.1289640121,0.1195934634,2.9177008051
SRX254774,0.7667561637,0.585866443,2.8634950645
SRX254775,1.4600047976,-0.2748920794,0.5783709650000001
SRX254776,-1.8885971177,-0.023622468400000003,0.2694195038
SRX254777,3.6099746367,-0.0868330756,0.6243161556
SRX254778,1.8054225066,0.8093858327,2.2460918307
SRX254779,0.7195762144000001,0.6000033542000001,2.3394331079
SRX254780,0.4519771642,0.9300053628,2.2831369298
SRX254781,3.9647413095,0.3147084383,2.1323538831
SRX254782,2.4694703849,0.8163029064,2.4337691198
SRX254783,3.7060616999000002,0.4865455977,1.8852658909
SRX254784,4.2216617865,-0.19694005890000002,0.8875792126000001
SRX254785,2.746562085,0.5357216237,0.9094625306
SRX254786,2.3619480991,0.471097539,1.2140646636
SRX7136401,0.8224682463,-0.2306984564,-0.8927808459000001
SRX7136403,-0.4621491687,0.27096734170000003,0.3642424443
SRX7136405,-9.1929422718,0.11141910790000001,1.3259268228
SRX7136407,-15.1517428754,0.8818179069000001,0.7296255249
SRX7136409,-5.9483655739,0.17360545200000002,1.5929627138
SRX7136411,-0.36031907760000004,-0.0402688853,0.5285384016
SRX3754949,-0.2671864936,0.07876370120000001,0.0901347091
SRX3754950,-0.4077351567,0.0458313293,-0.0297670113
SRX3754951,0.6749216503000001,-0.1245950304,-0.0603676978
SRX3754952,-0.062413554200000006,0.07101942430000001,0.1985621163
SRX3754953,-0.041446985000000006,0.029034705900000003,0.1539871646
SRX3754954,0.6384409944,-0.07063298700000001,-0.0620051875
SRX3754955,-5.853951084,-0.4390160696,-2.3082875852
SRX3754956,-5.9166893793,-0.5132100212,-2.288219116
SRX3754957,-5.9455637761,-0.5274770167,-2.3013977185
SRX3754966,-0.1705031948,-0.0473843372,-0.1604053162
SRX3754967,-0.2990040994,-0.0589448946,-0.18621343740000001
SRX3754969,-0.3287229936,-0.1527826934,-0.0130305173
SRX1424798,-0.3908104356,-0.1087062049,0.3090465598
SRX1424799,0.3908104356,0.1087062049,-0.3090465598
SRX1424800,-0.1568183089,-0.0279470508,-0.016847628400000002
SRX1424801,0.5803989620000001,-0.0884184305,-0.1363338866
SRX1424802,-0.3246945886,0.523433386,0.057247099100000004
SRX1424803,0.5756753206,0.3201135047,-0.2354668524
SRX1424804,-4.7765773769,0.2712930537,0.40329850580000004
SRX1424805,-10.3588547262,0.6900611251000001,-0.2546356895
SRX1424806,-0.7213198429000001,0.7065502985000001,0.21409660900000002
SRX1424807,-0.5482606334,0.6768054222000001,0.18094521100000002
SRX1424808,-1.0150431688,-0.1630534231,2.755872049
SRX1424809,-1.5372307993,-0.11977652670000001,2.6002503541
SRX1424816,-1.0404882818,0.1754536481,3.5917090654
SRX1424817,-2.5886992129,0.2047409573,3.6057862868
SRX1424818,-8.2218808649,0.6816640879,3.7760672554
SRX1424819,-8.4256630771,0.8185960482,4.0389558808
SRX1424824,-8.5855218499,0.7219122925,4.3826614853
SRX1424825,-8.7464124506,0.7857176267,3.8039957717
SRX1424826,-8.3339695176,1.6269512069,4.8901811673
SRX1424827,-8.9530680144,1.7264439833,4.6503119517
SRX1424828,-10.3144160042,1.3975523745,3.3959317643
SRX1424829,-10.7018152404,1.3710309417,3.0062776883
SRX1424830,-11.2758129203,1.4797326518,2.5696011927
SRX1424831,-11.1019833261,1.3890769,2.3082390064
SRX1424834,-13.6705492829,1.9067585004,2.7502114325
SRX1424835,-13.512659551,1.8625522063000002,2.8108952345000002
SRX1424840,-12.9944973964,1.2300910035000001,1.2952606866
SRX1424841,-13.0220195206,1.064799884,1.2895091798
SRX1424842,-13.2398570128,1.4783430668,0.8934557133000001
SRX1424843,-13.012551646,1.1249858676,0.8139113613000001
SRX1424844,-14.0917778031,1.7596019351,0.45982379500000004
SRX1424845,-13.503322452,1.6288132779,0.5470442033
SRX1424846,-14.117311804,0.9203576051000001,2.9122102327
SRX1424847,-11.9637436363,1.2506586523,2.9243928605000002
SRX5060277,-1.5942261752,0.0336110383,0.751758256
SRX5060279,-7.6791089393,0.9670152922,2.7964681439
SRX5060281,1.5942261752,-0.0336110383,-0.751758256
SRX5060283,-7.7917568423,0.9802278685,2.0796483215
SRX5936089,0.4254556518,-0.0940147947,0.0672795341
SRX5936090,-0.6783009238000001,-0.0729560592,0.4069770046
SRX5936091,0.6427071196,-0.0934380196,0.2719067335
SRX5936092,-0.38986184770000004,0.2604088735,-0.7461632722
SRX5936093,4.3618665757,0.0908191643,-1.5418741991
SRX5936094,4.6509198348,-0.122104848,-2.0414395056
SRX5936095,7.1384226007,-0.3236320149,-1.5604072697
SRX5936096,7.0197269735,-0.4089767167,-1.8308696338
SRX5936097,8.0393754971,-0.0539025833,-0.1778206126
SRX5936098,7.8279672375,-0.0313921183,-0.2872955085
SRX5936099,7.8004077101,-0.0674881938,0.2719341174
SRX5936100,7.6905221834,-0.085607108,-0.006259815
SRX5936101,8.3204894654,0.0586922297,-0.4084212977
SRX5936102,7.4576317058,0.0521020172,-1.1838044944
SRX5936103,8.3593813339,0.2418407138,-0.7966949164
SRX5936104,8.9020410294,0.40923488700000005,-0.9775355295
SRX5936105,8.65740812,0.3762321885,-1.4489849999
SRX5936106,8.5377006105,0.3555008103,-1.5305640011000001
SRX5936107,9.4674933035,0.5810940072,-1.9185303711000001
SRX5936108,8.6736468104,0.4565764128,-2.0994655218
SRX5936109,8.9610731698,0.589817838,-2.1952169261
SRX5936110,8.8347778741,0.42368360180000003,-2.329684177
SRX5936111,8.8919524927,0.5569795390000001,-2.478145275
SRX5936112,8.8367480766,0.5860481001,-3.2235165246
SRX5936113,8.9321772719,0.5071308149,-2.9612344276
SRX5936114,8.8964930832,0.5016930772,-2.832121676
SRX5936115,10.0372232612,0.3262912441,-2.613165794
SRX5936116,9.2325888219,0.31208012690000003,-2.3641926377
SRX5936118,9.6516957561,0.3098140365,-2.5160600429
SRX5936119,8.7997133168,0.23363915670000002,-2.9032206990000002
SRX5936121,9.1996550427,0.3060914771,-1.7627121341
SRX5936122,9.550868599,0.31465924160000003,-1.9725423525
SRX5936123,8.4008732554,0.1192327809,-0.9420446035000001
SRX5936124,8.2436615679,0.2439947486,-1.3236203924
SRX5936125,8.5345168026,0.2904534649,-0.8614931490000001
SRX5936126,8.9292045303,0.1328829768,-0.7122464353
SRX5936128,-2.0266313857,0.1476855704,0.2377186772
SRX5936129,-1.753590057,0.2423709028,0.2181234017
SRX5936130,-3.4976693922,-0.1110286986,-1.1840935577
SRX5936131,-2.8534251913,-0.015926561500000002,-0.4783991761
SRX5936132,-1.8624147924,0.315685362,0.32986830980000004
SRX5936133,-2.5228638973,0.0477216236,-0.6503535811000001
SRX5936134,-1.5072082657,0.1446413353,0.3272935108
SRX5936135,-2.2395407669,0.1319367871,0.35527572690000003
SRX5936137,-2.6164592746,0.0744684617,-0.9098737371000001
SRX5936138,-2.6353436696,0.1283015763,-1.2737429582
SRX5936139,0.23848782300000002,-0.013387759800000001,-1.9998003460000002
