,A,OmpR
ml_abx__glob__2,1.4480004365,0.3922344707
ml_abx__glob__3,-0.1454313043,-0.186393006
ml_abx__lvx__1,-0.8920416477,0.1079315113
ml_abx__lvx__2,-0.1317457723,-0.1320375511
ml_abx__lvx__3,-0.9610099443000001,-0.8167971113
ml_abx__mec__1,-0.1379600852,0.19612165010000002
ml_abx__mec__2,1.3574292988,0.0691900507
ml_abx__mec__3,0.2745273501,-0.3172985188
ml_abx__mem__1,-1.2826842236,0.2759863997
ml_abx__mem__2,1.0097665101,0.063744888
ml_abx__mem__3,-0.0701721515,-0.4824617487
ml_abx__nit__1,0.0909912674,0.6951791951
ml_abx__nit__2,0.3152214947,0.5802284477
ml_abx__nit__3,-0.3591574131,0.2866422209
ml_abx__ntx__1,-2.5115964248,0.2668298308
ml_abx__ntx__2,-1.5444079711,0.7611510247000001
ml_abx__nor__1,-0.6100481887,0.0318858131
ml_abx__nor__2,0.0436011315,-0.16461469110000002
ml_abx__nor__3,-0.3177862044,-0.8095236513
ml_abx__pb__1,1.2797438462000001,1.0308760748
ml_abx__pb__2,1.5970735313,1.0935088169
ml_abx__pb__3,1.5153682064,0.9739002735000001
ml_abx__tmp__1,0.2456688779,-0.3467989663
ml_abx__tmp__2,-1.142442042,-0.9091531519
ml_abx__tmp__3,-0.2721124273,-1.4875883887
mut_abx__del_mutS_000nor__1,0.5139366778,0.11565929450000001
mut_abx__del_mutS_000nor__2,-0.10818811930000001,-0.20849488870000002
mut_abx__del_mutS_000nor__3,-0.4057485585,0.09283559420000001
mut_abx__del_mutS_125nor__1,2.3165190621000002,0.2996252473
mut_abx__del_mutS_125nor__2,2.1889701295,-0.10271528240000001
mut_abx__del_mutS_125nor__3,3.1308913408,0.0564159215
mut_abx__del_mutS_250nor__1,4.2848170687,0.4676135965
mut_abx__del_mutS_250nor__2,3.8979723835,0.4395699091
mut_abx__del_mutS_250nor__3,4.425576645,0.13085924570000002
mut_abx__del_mutS_375nor__1,5.0809965368,0.6337571743
mut_abx__del_mutS_375nor__2,3.5977745158000003,0.5512573136
mut_abx__del_mutS_375nor__3,4.5021409725,0.540322053
mut_abx__del_mutS_500nor__1,4.0284881788,0.5808874329
mut_abx__del_mutS_500nor__2,4.2436285354,0.5712336615
mut_abx__del_mutS_500nor__3,4.9580491626,0.7343452902000001
mut_abx__del_mutS_625nor__1,3.7504229989,0.8862492243000001
mut_abx__del_mutS_625nor__2,2.1585907826,0.6667365399
mut_abx__del_mutS_625nor__3,3.0783756622,1.0687841895
mut_abx__del_mutS_750nor__1,2.2557198571,1.4763104052
mut_abx__del_mutS_750nor__2,1.3722609858,0.7849603055000001
mut_abx__del_mutS_750nor__3,2.8597241116000003,0.9009455042000001
mut_abx__del_mutS_875nor__1,-2.0854565416,0.6654853146
mut_abx__del_mutS_875nor__2,0.1285634785,0.9093142511000001
mut_abx__del_mutS_875nor__3,0.7128934697,0.8130073628000001
nit_yeaG__wt_Nminus__1,-1.7312115352,-0.47085047960000004
nit_yeaG__wt_Nminus__2,1.7312115352,0.47085047960000004
nit_yeaG__wt_Nplus__1,-5.8225056995,-2.0059441482
nit_yeaG__wt_Nplus__2,-5.7324625658,-0.8852302898000001
nit_yeaG__del_yeaG_Nminus_24h__1,-1.4466628773,0.6127993065
nit_yeaG__del_yeaG_Nminus_24h__2,1.2970845234000001,1.5542065099
nit_yeaG__del_yeaG_Nminus_24h__3,1.3829831184999999,0.051544707
nit_yeaG__del_yeaG_Nminus__1,0.3431499476,-0.44852178880000004
nit_yeaG__del_yeaG_Nminus__2,1.0397610185,0.6040374481
nit_yeaG__del_yeaG_Nplus__1,-5.7011066266,-1.8657058049000002
nit_yeaG__del_yeaG_Nplus__2,-5.538812227,-1.2116971977
opex__amp__1,-0.09300090770000001,0.2528980282
opex__amp__2,0.7561516528000001,0.19821307200000002
opex__amp__3,0.2827173336,0.2274032389
opex__bak_amp__1,0.7917829073,0.2880675426
opex__bak_amp__2,0.3838853035,0.2206586603
opex__bak_amp__3,0.044136684100000004,0.43178876920000003
opex__bak_kan__1,-0.9382594302,0.4239534841
opex__bak_kan__2,0.9275610983,0.365946575
opex__bak_kan__3,-0.7159927094,0.416811659
opex__bak_nor__1,-2.0701170282,0.5561139354
opex__bak_nor__2,-0.5268887601,0.5228904462
opex__bak_nor__3,-1.2512251109,0.6277919894
opex__bak_rif__1,3.1076349298,0.8029636554
opex__bak_rif__2,1.8723611717000002,0.7165082779
opex__bak_rif__3,2.7624030376,0.7692291
opex__chx_amp__1,-0.2779372889,0.1398487941
opex__chx_amp__2,-0.0388353673,0.16145428180000002
opex__chx_amp__3,-0.6631505119000001,0.23330417020000002
opex__chx_kan__1,0.41034901770000004,0.226387588
opex__chx_kan__2,0.5979689932000001,0.1742238832
opex__chx_kan__3,-0.17218689110000002,0.2606230438
opex__chx_nor__1,-0.4549296077,0.2517693337
opex__chx_nor__2,-0.8010249691,0.35266478630000003
opex__chx_nor__3,-0.17989138300000002,0.08725756920000001
opex__chx_rif__1,-0.777706513,0.12999221560000002
opex__chx_rif__2,-0.09345877050000001,0.1695915039
opex__chx_rif__3,-0.3221571891,0.18863446790000002
opex__ctrl__1,-0.6053861069,-0.0054964919
opex__ctrl__2,0.2261642537,-0.057471523100000005
opex__ctrl__3,0.3792218532,0.062968015
opex__etoh_amp__1,0.0702046607,0.131043128
opex__etoh_amp__2,0.23116151310000002,0.258875479
opex__etoh_amp__3,-1.3527677052,0.1397374446
opex__etoh_kan__1,-0.3965601485,0.221915823
opex__etoh_kan__2,-0.0187856598,0.41116345390000003
opex__etoh_kan__3,-1.7905903746,0.3244675073
opex__etoh_nor__1,-0.9967468837000001,0.1605661244
opex__etoh_nor__2,-0.5450290421,0.1644453474
opex__etoh_nor__3,-0.0636354395,0.4158291837
opex__etoh_rif__1,-0.6866352826000001,0.3261265836
opex__etoh_rif__2,-0.4836011845,0.5215068473
opex__etoh_rif__3,0.49127453400000004,0.2912570796
opex__glual_amp__1,0.8429763505000001,0.0963291636
opex__glual_amp__2,0.5680561107000001,0.0010314257000000001
opex__glual_amp__3,0.1944989533,0.0648990809
opex__glual_kan__1,0.6510637373,0.12454634710000001
opex__glual_kan__2,0.0889727611,0.15345111720000001
opex__glual_kan__3,0.4566494199,0.0052547557000000005
opex__glual_nor__1,0.7716380215,-0.0651126256
opex__glual_nor__2,-0.192633711,-0.086368045
opex__glual_nor__3,-0.2272637862,-0.2815278285
opex__glual_rif__1,1.311287382,0.4308842604
opex__glual_rif__2,2.7913719897,0.358808597
opex__glual_rif__3,1.9398956896000001,0.4890603725
opex__h2o2_amp__1,2.2844443937,0.2704504988
opex__h2o2_amp__2,2.2983415509,0.4070767387
opex__h2o2_amp__3,2.1580072629,0.254689783
opex__h2o2_kan__1,1.7523065686,0.4091324843
opex__h2o2_kan__2,2.5392278755,0.2959975844
opex__h2o2_kan__3,2.6100345783,0.3224858117
opex__h2o2_nor__1,1.5558044378,0.34436371250000003
opex__h2o2_nor__2,1.82191998,0.2668264649
opex__h2o2_nor__3,2.7184624056,0.24739991490000002
opex__h2o2_rif__1,2.4570372964000002,0.13347842070000002
opex__h2o2_rif__2,2.8909595684,0.1448969807
opex__h2o2_rif__3,2.4927526659,0.2592097237
opex__ippoh_amp__1,-0.5919470996,0.8081314597
opex__ippoh_amp__2,-1.736722845,0.8495742004
opex__ippoh_amp__3,0.1513933614,0.7793969988
opex__ippoh_kan__1,-0.4224387357,0.6580057431
opex__ippoh_kan__2,0.0467627392,0.6987502994
opex__ippoh_kan__3,-1.0183205503,0.7496683784
opex__ippoh_nor__1,-1.5041224838,0.840577585
opex__ippoh_nor__2,0.0047776124,0.9597160879000001
opex__ippoh_nor__3,1.1827652841,0.6909897604
opex__ippoh_rif__1,-1.6670245615,0.9632141438
opex__ippoh_rif__2,-0.1833583471,0.9656498741
opex__ippoh_rif__3,-0.85276484,0.7902346647
opex__kan__1,0.8361528492,0.1434671193
opex__kan__2,0.9229198340000001,0.1361987875
opex__kan__3,0.6911846766,0.1915192563
opex__nor__1,0.9475179344,0.1558355106
opex__nor__2,0.8387168503,0.3384807334
opex__nor__3,0.6271899633,0.1258637115
opex__paa_amp__1,-0.2082725716,-0.0247487506
opex__paa_amp__2,-0.2594360459,-0.037079518900000004
opex__paa_amp__3,0.54443281,0.0882270576
opex__paa_kan__1,1.9320895878000002,0.5803279798000001
opex__paa_kan__2,1.5931967396,0.6791953231
opex__paa_kan__3,2.1432846121,0.5561596752
opex__paa_nor__1,-0.0784777207,0.084291244
opex__paa_nor__2,0.3176300655,0.11278972890000001
opex__paa_nor__3,-0.5342872507,0.2322655025
opex__paa_rif__1,1.7541668096,0.5178009241
opex__paa_rif__2,1.0317033668,0.4644608819
opex__paa_rif__3,1.3262112092,0.3426896975
opex__phenol_amp__1,-0.5967136953000001,0.5342408301
opex__phenol_amp__2,0.7857349271,0.7401589497000001
opex__phenol_amp__3,0.4666633553,0.6890088286
opex__phenol_kan__1,0.8609873953,0.6112149113
opex__phenol_kan__2,0.7460400188,0.6571561334
opex__phenol_kan__3,-0.1126289147,0.8157744933000001
opex__phenol_nor__1,-1.5763325637999999,0.6797300794000001
opex__phenol_nor__2,0.5296146059,0.57718359
opex__phenol_nor__3,-0.5485523893,0.6760759597
opex__phenol_rif__1,-0.1317329448,0.7891440634
opex__phenol_rif__2,1.8881682954999999,1.254740436
opex__phenol_rif__3,1.0731349969,1.078096743
opex__pvpi_amp__1,1.0436977041,0.013936585900000001
opex__pvpi_amp__2,0.9149683424,0.1692164517
opex__pvpi_amp__3,0.4367741798,0.2078250288
opex__pvpi_kan__1,1.7441703906,0.1780886006
opex__pvpi_kan__2,0.5568551179,0.0677224375
opex__pvpi_kan__3,1.0165135099,0.11047313600000001
opex__pvpi_nor__1,-0.3472011304,0.2105337492
opex__pvpi_nor__2,0.21516631090000002,0.21515793660000002
opex__pvpi_nor__3,-0.17292557120000002,0.113511572
opex__pvpi_rif__1,0.4406073019,0.3587560936
opex__pvpi_rif__2,1.6193233828,0.20226414850000002
opex__pvpi_rif__3,1.7027794817,0.3736098936
opex__rif__1,1.8913358416000001,0.4087465334
opex__rif__2,2.2825162934,0.3629773207
opex__rif__3,1.7601240516,0.44318489380000003
opex__naocl_amp__1,-0.12845538,0.1331084752
opex__naocl_amp__2,0.5579751117,0.010410990600000001
opex__naocl_amp__3,-0.1725848646,0.0422370528
opex__naocl_kan__1,0.2096284435,0.0733727845
opex__naocl_kan__2,-0.5201507289,0.1723665473
opex__naocl_kan__3,-0.5193026601,0.1464832614
opex__naocl_nor__1,-1.0520019419,0.1823920685
opex__naocl_nor__2,-0.7771771668,0.2205033798
opex__naocl_nor__3,-0.0911100009,0.21542108510000002
opex__naocl_rif__1,1.7405474505,0.44150546900000004
opex__naocl_rif__2,2.9975078184,0.240351945
opex__naocl_rif__3,2.6568626355,0.35880312410000004
phage_lysogen__wt_ctrl__1,0.1119560673,-0.0975583792
phage_lysogen__wt_ctrl__2,-0.2058659814,-0.1879904805
phage_lysogen__wt_ctrl__3,0.0939099141,0.2855488597
phage_lysogen__O104_H4__1,0.0353333721,-0.1194230971
phage_lysogen__O104_H4__2,0.6953104870000001,0.1636558091
phage_lysogen__O104_H4__3,0.2982873708,0.5355418273
phage_lysogen__O157_H7_PA8__1,0.2129967713,-0.23727411580000002
phage_lysogen__O157_H7_PA8__2,0.4674526114,0.2822216766
phage_lysogen__O157_H7_PA8__3,0.1686773111,0.6978865167
phage_resist__ygbE_oe__1,3.3449399254,-0.2905673092
phage_resist__wt__1,1.5241746405,-1.0940452894
phage_resist__wt__2,-0.7376150884,0.21347025360000002
phage_resist__wt__3,-0.43541167810000003,0.4398868468
phage_resist__wt__4,-0.351147874,0.440688189
phage_resist__ygbE_oe__2,-0.9032105171,-0.7233928273
phage_resist__ygbE_oe__3,-0.6165537664,-0.4900179571
phage_resist__ygbE_oe__4,-0.1994107202,-0.5637278466
phage_resist__yahA_oe__1,3.2609423769,0.5796116258
phage_resist__yahA_oe__2,3.541465808,0.6325270418000001
phage_resist__yahA_oe__3,3.3019518131,0.6378007483
phage_resist__yrfF_ko__1,-0.5247471372,0.5446564534
phage_resist__yrfF_ko__2,-0.8509431770000001,0.7809684463000001
phage_resist__yrfF_ko__3,-0.2437365884,0.4552726031
pollution__wt_ctrl__1,-0.2323690303,-0.3358054281
pollution__wt_ctrl__2,0.7167151025,0.0635527096
pollution__wt_ctrl__3,-0.48434607220000003,0.2722527185
pollution__wt_urban__1,2.1372190368,-0.4130276744
pollution__wt_urban__2,2.2024650656,-0.1511030051
pollution__wt_urban__3,1.6924284057999999,-0.154141503
pollution__wt_diesel__1,-0.8551306133000001,0.2749006309
pollution__wt_diesel__2,0.2616848614,0.35831424100000003
pollution__wt_diesel__3,-0.48467837960000004,0.1753049736
pollution__evo_diesel__1,-1.8498607977,0.1665156551
pollution__evo_diesel__2,-2.1102372769,-0.167699324
pollution__evo_diesel__3,-2.3824235441,-0.056990542000000005
ppGpp__wt_relAtrunc_00m__1,0.0779259833,0.0030812966
ppGpp__wt_relAtrunc_00m__2,0.0572759206,0.30000823200000004
ppGpp__mut_delrelA_10m__1,2.1678520195,1.3678844983
ppGpp__mut_delrelA_05m__1,0.7102564819,0.734326052
ppGpp__mut_delrelA_10m__2,1.1421979119,0.9850520428
ppGpp__mut_delrelA_10m__3,1.6360332599,1.023207853
ppGpp__mut_delrelA_00m__1,0.9096091252,0.3437592518
ppGpp__mut_delrelA_00m__2,1.1721190715,0.6804572916
ppGpp__mut_delrelA_05m__2,1.1333223009,0.7805262655
ppGpp__mut_delrelA_05m__3,1.4480160770000001,0.9107078552000001
ppGpp__mut_delrelA_00m__3,1.1214193933,0.7828283416
ppGpp__wt_delrelA_10m__1,1.6877298752,1.6114508702
ppGpp__wt_delrelA_05m__1,-0.1200985068,0.8965006593
ppGpp__wt_delrelA_05m__2,-0.1669104295,0.9174357246
ppGpp__wt_delrelA_10m__2,2.1958784596,1.7582157871000001
ppGpp__wt_delrelA_10m__3,2.2974149418,1.7522759181
ppGpp__wt_delrelA_00m__1,-0.1809024792,-0.020468178400000002
ppGpp__wt_delrelA_00m__2,0.1517929039,-0.0238160065
ppGpp__wt_delrelA_05m__3,0.3390658579,1.0715616708
ppGpp__wt_delrelA_00m__3,0.0291095754,0.0442841849
ppGpp__mut_relAtrunc_10m__1,1.1723768909,0.3793255595
ppGpp__mut_relAtrunc_05m__1,0.26287092230000003,0.1367083687
ppGpp__mut_relAtrunc_05m__2,1.120807848,0.2884632291
ppGpp__wt_relAtrunc_10m__1,-0.2003109241,0.10267488550000001
ppGpp__wt_relAtrunc_10m__2,-0.3220951056,0.009904756
ppGpp__wt_relAtrunc_10m__3,0.15136345780000002,-0.031551120700000004
ppGpp__mut_relAtrunc_00m__1,0.7250381841,0.5201336106000001
ppGpp__wt_relAtrunc_00m__3,0.1502106661,0.0054107695
ppGpp__wt_relAtrunc_05m__1,-0.0832527352,0.13371847950000001
ppGpp__wt_relAtrunc_05m__2,-0.0141664183,-0.140829802
ppGpp__wt_relAtrunc_05m__3,0.27994977590000003,-0.160941463
ppGpp__mut_relAtrunc_00m__2,0.9050644473,0.5361490669
ppGpp__mut_relAtrunc_00m__3,0.2679235064,0.4275068811
ppGpp__mut_relAtrunc_10m__2,0.627088333,0.2662252452
ppGpp__mut_relAtrunc_05m__3,1.0788049865,0.49148364840000003
ppGpp__mut_relAtrunc_10m__3,1.143651641,0.3128044219
pressure__high_pressure__1,0.9914829701000001,-0.7059476946000001
pressure__high_pressure__2,1.6741762957000001,-0.4493604961
pressure__low_pressure__1,0.1492561403,-0.0052795268
pressure__low_pressure__2,-0.1492561403,0.0052795268
quantum_dots__ctrl__1,-0.218824552,-0.0035586571000000003
quantum_dots__ctrl__2,0.218824552,0.0035586571000000003
quantum_dots__cdte_light__1,-0.5376297228,0.1060255492
quantum_dots__cdte_light__2,-0.8511743009,0.4222870582
quantum_dots__cdte_dark__1,-0.1796244049,-0.0295174331
quantum_dots__cdte_dark__2,-0.5428793472,-0.1288834364
quantum_dots__cdse_light__1,-1.3323978495,-0.29062765620000003
quantum_dots__cdse_light__2,-0.8185255196000001,0.046926290100000004
quantum_dots__cdse_dark__1,-0.8882890992,-0.07888423800000001
quantum_dots__cdse_dark__2,-1.0803166094,-0.0753917269
raman__wt__1,0.5824827987,-0.0175241293
raman__del_cyaA__1,11.8543853918,-0.0626696307
raman__del_cyaA_01mM__1,12.5809062785,-0.0321286401
raman__del_cyaA_05mM__1,9.6223399738,0.16090369910000002
raman__del_cyaA_1mM__1,1.6096803237000001,-0.0947315895
raman__wt__2,-0.5170315571,-0.1061439316
raman__del_cyaA__2,13.001667674,0.011906770300000001
raman__del_cyaA_01mM__2,12.3369567172,-0.40410845900000003
raman__del_cyaA_05mM__2,9.0404387001,0.3643023958
raman__del_cyaA_1mM__2,2.1083137124,-0.0972392943
raman__wt__3,-0.0654512416,0.1236680609
raman__del_cyaA__3,12.708873575,-0.169712782
raman__del_cyaA_01mM__3,13.0000754859,-0.2249020018
raman__del_cyaA_05mM__3,8.6402214764,0.2411196169
raman__del_cyaA_1mM__3,1.7188413665,0.0004061224
rand_barrel__mut_nanE__1,2.010115828,-0.6305323529
rand_barrel__mut_nanE__2,2.0551105855,-0.2087979951
rand_barrel__mut_nanE__3,-0.8795268445000001,-0.3465382007
rand_barrel__mut_pdxJ_1__1,1.796267506,-0.22508120450000002
rand_barrel__mut_pdxJ_1__2,2.6168342863,-0.5627106609
rand_barrel__mut_pdxJ_1__3,-1.5412647399,-0.33643025520000003
rand_barrel__mut_pdxJ_2__1,1.1571624392,-0.5235370642
rand_barrel__mut_pdxJ_2__2,1.2840355141,-0.1928666339
rand_barrel__mut_pdxJ_3__1,2.6346659562,0.009942480200000001
rand_barrel__mut_pdxJ_3__2,1.719487326,-0.37477257350000004
rand_barrel__del_serB__1,-1.3826788854,-0.032357524900000004
rand_barrel__del_serB__2,1.3826788854,0.032357524900000004
rockhopper__CV104_pHDB3__1,-5.5989777258,-0.8591258769000001
rockhopper__CV104_pHDB3__2,-5.7583323343,-1.0362942404
rockhopper__CV104_pHDB3__3,-5.5056286961000005,-1.1528058106
rockhopper__CV104_pLCV1__1,-5.7531637106,-0.9804126695000001
rockhopper__CV104_pLCV1__2,-5.473008889,-1.0022122896
rockhopper__CV104_pLCV1__3,-5.492955211,-1.1707198305
rockhopper__wt_lb__1,-5.5082481483,-0.7687781155000001
rockhopper__wt_lb__2,-5.9127426456,-0.6336495614000001
rockhopper__wt_lb__3,-5.7813504977,-0.8615270957000001
rockhopper__wt_lb_aMG__1,-3.9109723472,-0.1896991509
rockhopper__wt_lb_aMG__2,-5.3734602193,-0.22493400500000002
rockhopper__wt_lb_aMG__3,-5.5184950007,-0.1029926164
rockhopper__del_sgrR_lb_aMG__1,-5.4473685467,0.4258743672
rockhopper__del_sgrR_lb_aMG__2,-5.0239345085,0.6223319721
rockhopper__del_sgrR_lb_aMG__3,-5.218595974,0.5535283825
rockhopper__del_sgrS_glyc_aMG__1,-4.2547664575,0.2654093582
rockhopper__del_sgrS_glyc_aMG__2,-4.5617006748,-0.48667455
rockhopper__del_sgrS_glyc_aMG__3,-4.8216641406,-0.4530619053
rockhopper__del_sgrS_glyc__1,-5.570354198,-1.3268184332000001
rockhopper__del_sgrS_glyc__2,-6.0097490199,-1.2672148592
rockhopper__del_sgrS_glyc__3,-6.0859073637,-0.9021330864
rockhopper__wt_lb_aMG__4,-4.6128243324,0.32118850800000004
rockhopper__wt_lb_aMG__5,-5.0199589341,0.2675099876
rockhopper__wt_lb_aMG__6,-4.7963611469,0.3274745994
rockhopper__wt_glyc_aMG__1,-4.5634284327,0.1542452682
rockhopper__wt_glyc_aMG__2,-6.6097732984,-0.5190330042
rockhopper__wt_glyc_aMG__3,-5.3624399584,-0.8551225698
rockhopper__wt_glyc__1,-5.705921284,-1.1214163048
rockhopper__wt_glyc__2,-5.7913734314,-1.5118450854
rockhopper__wt_glyc__3,-6.0374892932,-1.6888522361
rockhopper__CV108_glyc_aMG__1,4.3205256977,0.2207413811
rockhopper__CV108_glyc_aMG__2,0.4664872873,0.4074444648
rockhopper__CV108_glyc_aMG__3,3.4240639233,0.8529968888
rockhopper__wt_glyc__4,1.7087493506,0.0905194032
rockhopper__wt_glyc__5,0.6846462782,-0.2776188496
rockhopper__wt_glyc__6,2.7207077034,0.3216457157
rockhopper__wt_glyc_aMG__4,1.1236715486,0.4089738731
rockhopper__wt_glyc_aMG__5,1.2439747673000001,0.4172848212
rockhopper__wt_glyc_aMG__6,2.718295345,0.7183658473
rockhopper__wt_glyc__7,2.5331388607000003,0.8047996795
rockhopper__wt_glyc__8,2.3090821576,1.0749419035
rockhopper__wt_glyc__9,2.4194517602,0.6438560003
rockhopper__wt_glyc__10,2.6501992181,0.42018707180000003
rockhopper__wt_glyc__11,1.3612081508,0.6555923063
rockhopper__wt_glyc__12,1.1476005291,0.5881903957
rpoD__wt__1,0.2344703209,0.0602995141
rpoD__wt__2,0.4263868863,-0.21183142370000002
rpoD__rpoD_mut__1,0.4127809765,0.6357049628
rpoD__rpoD_mut__2,0.0465091107,0.4646777398
rpoD__rpoD_mut__3,-0.6839440018,0.3106338407
rpoD__wt__3,-0.6608572072000001,0.15153190960000001
rpoN_peptide__ctrl__1,0.3912669654,0.0457835713
rpoN_peptide__ctrl__2,0.1649899609,0.0354723658
rpoN_peptide__ctrl__3,-0.5562569263,-0.08125593710000001
rpoN_peptide__nminus__1,-0.07859234920000001,0.17462911250000002
rpoN_peptide__nminus__2,-0.0359817833,0.0987823518
rpoN_peptide__nminus__3,-1.2218091954,0.0026190362
rpoN_peptide__nplus__1,-6.7951892799,-1.6194996618
rpoN_peptide__nplus__2,-6.8800691279,-1.6559801234
rpoN_peptide__nplus__3,-6.7176300442,-1.652919459
rpoN_peptide__s54_wt__1,1.7300716979000001,-0.046458338700000004
rpoN_peptide__s54_wt__2,1.6806160237999999,-0.0550303678
rpoN_peptide__s54_wt__3,2.2398218975,-0.0616577075
rsd__wt_ee__1,-0.0098987998,-0.0184619778
rsd__wt_ee__2,0.0098987998,0.0184619778
rsd__del_rsd_ee__1,0.0884902748,0.176905749
rsd__del_rsd_ee__2,-0.6118492415,-0.0329583176
rsd__del_ssrS_ee__1,-1.3397824687,0.4839817428
rsd__del_ssrS_ee__2,-0.6962482316,0.5214662624
rsd__del_rsd_ssrS_ee__1,-1.6580215041000002,0.83373642
rsd__del_rsd_ssrS_ee__2,-1.8087270925999999,0.8046223657
rsd__del_rpoS_ee__1,-1.4337035214,0.36271797370000003
rsd__del_rpoS_ee__2,-2.4968031692,0.1772839243
rsd__wt_me__1,2.9411827187,0.1697795405
rsd__wt_me__2,3.3751138607,0.24996713650000002
rsd__del_rpoS_me__1,-1.2024817764,0.28687203510000003
rsd__del_rpoS_me__2,0.6171100438,0.146783459
rsd__wt_ts__1,3.4779623084,-0.5587426772
rsd__wt_ts__2,3.7641907647,-0.4293697648
rsd__del_rsd_ssrS_ts__1,5.6808242592,0.5853651349
rsd__del_rsd_ssrS_ts__2,5.1967252125,0.6235663336
rsd__del_rpoS_ts__1,-1.1920972998,-0.2674251367
rsd__del_rpoS_ts__2,-1.1849749598,0.0481469136
rsd__wt_s__1,4.1172393921,-0.3679741971
rsd__wt_s__2,4.5989973212,-0.2553985613
rsd__del_rsd_s__1,4.4967288432,-0.5093139233
rsd__del_rsd_s__2,4.787181623,-0.34101702580000004
rsd__del_rsd_ssrS_s__1,5.8555139102,0.0330996416
rsd__del_rsd_ssrS_s__2,5.7731548771,0.0636095216
rsd__del_rsd_ls__1,3.7888572547,-0.36976780470000004
rsd__del_rsd_ls__2,4.2530432191,-0.3505225434
rsd__del_ssrS_ls__1,3.4981066594,-0.2130583913
rsd__del_ssrS_ls__2,2.9497060395,-0.4543549067
rsd__del_rsd_ssrS_ls__1,5.6548266557,0.7778452174
rsd__del_rsd_ssrS_ls__2,5.1670275605,0.8973233643
rsd__del_rpoS_ls__1,1.0380194297,-0.38285590010000004
rsd__del_rpoS_ls__2,1.5678677576,0.11986699390000001
sdsR_ryeA__wt_3h__1,1.3915575159,0.1927704693
sdsR_ryeA__wt_8h__1,8.6693665524,-0.4645843831
sdsR_ryeA__wt_3h__2,-1.3915575159,-0.1927704693
sdsR_ryeA__wt_8h__2,7.7987555507,-0.3862117907
starve_series__t00_growth1__1,-0.2759878799,0.031002538700000002
starve_series__t00_growth1__2,0.0821328207,0.1182895369
starve_series__t00_growth1__3,-0.056215407700000004,-0.0027027855000000003
starve_series__t00_growth1__4,0.2500704669,-0.1465892901
starve_series__t01_starve__1,-1.5237113404,2.0649112476
starve_series__t01_starve__2,-1.0888479357,2.2051948632
starve_series__t02_starve__1,3.8491852995,2.6517648682
starve_series__t02_starve__2,3.5619772971,2.5394796979
starve_series__t03_starve__1,5.8384756792,3.0251930682
starve_series__t03_starve__2,6.3806522558,3.1898666866
starve_series__t04_starve__1,8.5924751583,2.9588149788
starve_series__t04_starve__2,9.4194819163,3.0466078445
starve_series__t05_starve__1,9.9665668241,2.7569658254
starve_series__t05_starve__2,10.4366477128,2.822906474
starve_series__t06_starve__1,9.5024092047,2.6236504049000002
starve_series__t06_starve__2,9.3685839189,2.6806406191
starve_series__t07_starve__1,7.7887744113,2.2772007577
starve_series__t07_starve__2,8.8476803141,2.4739041709
starve_series__t08_starve__1,7.65165455,2.3145372648
starve_series__t08_starve__2,8.1130959799,2.3105298941
starve_series__t09_starve__1,6.8223509926,2.2669670633
starve_series__t09_starve__2,6.8571230551,1.9994848032
starve_series__t10_starve__1,5.2050736551,1.933738508
starve_series__t10_starve__2,5.6494616668,2.0238391512
starve_series__t11_starve__1,4.7000780681,1.9693640475
starve_series__t11_starve__2,4.6352806136,2.0060475393
starve_series__t12_starve__1,2.4503007472,1.7132438075
starve_series__t12_starve__2,3.6102070975,1.8194345519000001
starve_series__t14_starve__1,2.8181621575999998,1.7082788689
starve_series__t14_starve__2,3.1170029895,1.7633303760999999
starve_series__t16_starve__1,2.7499990612,1.4661335614
starve_series__t16_starve__2,2.4385327713000002,1.4374953322000001
starve_series__t17_starve__1,4.4876884482,1.2582181418
starve_series__t17_starve__2,4.8880135476,1.4744736113
starve_series__t18_starve__1,4.0922353266,1.1579105853
starve_series__t18_starve__2,3.5329981457,0.943181746
starve_series__t20_starve__1,-1.9802420778,-0.4050754465
starve_series__t20_starve__2,-1.1363691924000001,-0.30976005360000003
starve_series__t21_growth2__1,-1.6651968715,-0.6876054757000001
starve_series__t21_growth2__2,-1.1763069845,-0.6181772078000001
starve_series__t22_growth2__1,-1.2223885588,0.4592004697
starve_series__t22_growth2__2,-0.23686026400000001,0.5289674161
starve_series__t23_growth2__1,0.2169972775,-0.2013178425
starve_series__t23_growth2__2,-0.05712836,-0.0972225408
starve_series__t25_growth2__1,0.7214753943000001,0.006669961
starve_series__t25_growth2__2,1.1573626983,0.15203637
starve_series__t26_growth2__1,-0.7273259085,0.3252019172
starve_series__t26_growth2__2,-0.6186265364,0.1989020796
starve_series__t27_growth2__1,-1.6498211658000002,0.3600664441
starve_series__t27_growth2__2,-1.2027210468,0.3372813723
starve_series__t28_growth2__1,0.7436257411,0.7170039522
starve_series__t28_growth2__2,0.5190800267,0.6848749077
time_course__lb_4hr__1,-0.0908580929,-0.024691148200000002
time_course__lb_4hr__2,0.2199700305,-0.031493949
time_course__lb_4hr__3,-0.1291119376,0.0561850972
time_course__lb_8hr__1,0.4908451519,-0.13313052520000002
time_course__lb_8hr__2,0.6058139124,-0.1412621035
time_course__lb_8hr__3,0.46520183860000003,-0.14841238950000002
time_course__lb_24hr__1,-4.0778973104,0.42721373
