,STM2122
SRX3136375,0.0426568848
SRX3136376,-0.286625569
SRX3136377,0.8733153179
SRX3136378,-0.6293466338
SRX3136379,0.6150621282000001
SRX3136380,0.39015628490000004
SRX3136381,0.6996915584000001
SRX3136382,0.5415296812
SRX8914620,-0.0793312523
SRX8914621,0.0420552362
SRX8914622,0.037276016200000005
SRX8914623,-0.2368974903
SRX8914625,-0.4117517424
ERX3503512,0.18294566140000001
ERX3503513,-0.2483781355
ERX3503514,0.0654324741
ERX3503515,1.8745892846
ERX3503516,2.3636621576
ERX3503517,2.3162807901
ERX3503518,0.610420351
ERX3503519,0.6788970777000001
ERX3503520,0.738246697
SRX2195704,-0.2499927288
SRX2195705,0.2499927288
SRX2195706,-0.056339870900000005
SRX2195707,-0.1515301498
SRX2195708,-0.2340090629
SRX2195709,0.001171268
SRX2195710,-0.2058411706
SRX2195711,0.2611427652
ERX3467881,-0.0782530315
ERX3467883,0.0782530315
SRX3798491,0.1894888652
SRX3798492,0.6115886942000001
SRX3798499,-2.0672233889
SRX3798500,0.6162074227000001
SRX3798501,-0.6199794063
SRX3798502,-1.0383310175
SRX3798503,0.2540644549
SRX3798504,-0.52922934
SRX3798506,-0.9362594154
SRX3798507,0.7060992395
SRX3798508,0.6481572423
SRX3798509,-0.066928377
SRX3798510,0.0874112256
SRX3798517,0.49100373480000004
SRX3798518,-0.0204828486
SRX4341761,0.0677774434
SRX4341762,-0.10418456400000001
SRX4341763,0.1287755035
SRX4341764,-0.0801023856
SRX4341765,-0.044601984500000004
SRX4341766,-0.0401601751
SRX4341767,-0.0090067455
SRX4341768,-0.1696689609
SRX4341769,0.17867570630000001
SRX1258665,1.4986328961
SRX1258666,1.1045093977
SRX1258667,0.7308374869
SRX1258669,0.35451050910000004
SRX1258670,-0.35451050910000004
ERX2079594,-0.6490199469
ERX2079595,-0.27174683980000003
ERX2079596,-0.33874444070000004
ERX2079597,-0.1200303382
ERX2079598,0.1171483984
ERX2079599,0.0028819398000000003
SRX2804001,0.4777302362
SRX2804004,1.1097925288
SRX2804005,0.8328776473
SRX2804006,-1.0315205391
SRX2804007,0.9365136277
SRX2804008,1.1114563554
SRX2804009,-0.3192214358
SRX2804010,0.6433639908000001
SRX2804011,1.2451548839
SRX2804012,-0.7799982663
SRX2804013,0.9929055091000001
SRX2804014,0.6285739931000001
SRX2804015,0.8158917577
SRX2804016,0.2712910852
SRX2804017,1.0398437155
SRX2804019,0.41360519430000003
SRX2804020,0.4898810638
SRX2804021,0.6038741722000001
SRX2804022,0.5715786172
SRX2804023,-0.0743528047
SRX2804024,1.3564899245
SRX2804027,0.1018862915
SRX2804028,-1.0629565412
SRX2804029,0.9610702497
SRX2804030,0.4514426275
SRX2804031,0.271521195
SRX2804032,0.4187616812
SRX2804033,-0.5686148584
SRX2804034,0.7841616489000001
SRX2804035,0.3581758417
SRX2804036,0.29154138900000004
SRX2804037,1.0587303449
SRX2804038,0.7905434236000001
SRX2804039,0.1829614806
SRX2804040,-0.26868839310000003
SRX2804041,0.9553598594
SRX2804042,0.8615262298
SRX2804043,0.6827995462
SRX2804044,1.0337008896
SRX2804045,-1.2060914029
SRX2804046,-0.15149046230000002
SRX2804047,0.1880272116
SRX2804048,-0.21339252220000002
SRX2804049,0.145664087
SRX2804050,0.5002744489000001
SRX2804051,0.4290549292
SRX2804052,-1.1060676865
SRX2804053,-0.8122719457
SRX2804054,-0.088426078
SRX2804055,-0.1865250337
SRX2804056,0.5182829931
SRX2804057,0.2170667098
SRX2804058,-1.1646696247000001
SRX2804059,-0.4001081741
SRX2070419,-0.5211354384
SRX2070420,-0.1369328267
SRX2070421,-0.09561173070000001
SRX2070422,0.2372809335
SRX2070423,0.0539680404
SRX2070424,-0.0346528298
SRX2070425,0.0921199911
SRX2070426,0.0890801923
SRX2070427,-0.18120018340000002
SRX1470895,-0.202356574
SRX1470896,0.202356574
SRX2409106,-0.0762392555
SRX2409107,-0.0088139416
SRX2409108,0.0850531971
SRX2409109,0.3660747091
SRX2409110,-0.1565148274
SRX2409111,-0.1453183951
SRX7973255,-0.1680490174
SRX7973256,-0.0294595147
SRX7973257,0.1975085321
SRX7973258,-0.032087001000000004
SRX7973259,0.1070064622
SRX7973260,-0.5578361417000001
SRX7973261,1.0618187594
SRX7973262,0.8756223212
SRX7973264,0.9404157674
SRX7973265,1.0565563974
SRX7973266,0.7194515227
ERX3475890,-2.1632252957
ERX3475891,-1.1801087249
ERX3475892,-0.8475629831
ERX3475894,0.39037760650000003
ERX3475895,-0.8412498769000001
ERX3475896,0.3776081766
ERX3475897,-0.2424347732
ERX3475899,-0.1351734034
ERX3475900,-1.3588250754
ERX3475901,-0.9298867038
SRX8524961,-0.2357636551
SRX8524962,0.1984965903
SRX8524963,-2.7719497655
SRX8524964,-3.1599803386
SRX8524965,-0.051615731500000005
SRX8524966,0.051615731500000005
SRX8524967,-3.6435648347000003
SRX8524968,-3.7983090337
SRX8524969,0.1659416832
SRX8524970,0.1641454671
SRX8524971,-2.0026259584
SRX8524972,-2.6049183534
