,A,MntR
ecm_tasA:wt:2,0.02910520027449529,-0.09933196970838852
heatshock:wt_37C:1,0.2300037708347132,-0.0009979500699897061
heatshock:wt_37C:2,-0.5999796736890983,0.17232653127340836
heatshock:wt_37C:3,0.36997590285437787,-0.17132858120341776
heatshock:wt_48C:1,-0.9946382568406732,0.3117770533298412
heatshock:wt_48C:2,0.5127316326519783,0.5714970656121041
heatshock:wt_48C:3,4.499581653146116,0.3072690048915767
heatshock:wt_53C:1,3.13723124660294,-1.5762108779539536
heatshock:wt_53C:2,3.238966664493065,-2.3504707099578552
heatshock:wt_48_53C:1,6.204230221592788,-0.3960757825412236
heatshock:wt_48_53C:2,5.313696736551687,-0.004219653762643993
heatshock:wt_48_53C:3,4.924392146281367,0.3629300066914967
heatshock:delrelA_37C:1,2.874897244182041,-0.4448254120275879
heatshock:delrelA_37C:2,3.103797725629054,0.013894029008244324
heatshock:delrelA_48C:1,3.7539323362027055,0.5167405285672624
heatshock:delrelA_48C:2,3.885081214136077,0.4607866703024923
heatshock:delrelA_48C:3,1.4772285482659484,-0.3815379888218464
heatshock:ppGpp_null_37C:1,1.4423361262152363,0.5314086862866132
heatshock:ppGpp_null_37C:2,2.0424813188183286,0.4768058237443675
heatshock:ppGpp_null_37C:3,3.0914402242623207,0.4361972083211976
heatshock:ppGpp_null_48C:1,3.286319868473893,1.0098529143223491
heatshock:ppGpp_null_48C:2,-0.8870445093596884,0.6573712082450074
heatshock:ppGpp_null_48C:3,4.0133184418200525,1.0339742284140252
ldar:yfiJKplus:1,-2.3682382959771027,-0.8841108627726966
ldar:yfiJKplus:2,-1.5217748810984033,-0.9874008111312148
ldar:yfiJ_A152E:1,-1.290481407911273,-0.41016628744270456
ldar:yfiJ_A152E:2,-2.1220846116157466,-0.7351299661334165
ldar:wt:1,0.010744222030785957,0.04145866772759277
ldar:wt:2,0.16062377771670544,-0.014373356144297134
ldar:wt:3,-0.1713679997474764,-0.02708531158329564
mk7:shake:1,-0.9721371453864046,0.061152109193725934
mk7:shake:2,-0.5079987445445018,-0.07200689159032425
mk7:shake:3,0.8716011982227148,0.05136296269128682
mk7:shake:4,0.6085346917081814,-0.0405081802946885
mk7:static:1,20.781293702630336,0.04979678245079633
mk7:static:2,20.726183146255806,-0.03716703036871749
mk7:static:3,24.698127684562746,0.05609989855452113
mk7:static:4,24.428243071299786,-0.06420219661916704
nusA:nusA_induced:1,1.084478800138968,0.2758160835637664
nusA:nusA_induced:2,2.6237111234674715,0.2274445623274115
nusA:nusA_induced:3,3.9010129525858375,0.6343410460589194
nusA:nusA_induced:4,-1.1867126944547477,-0.34049536259899504
nusA:nusA_induced:5,-1.3026315926631395,0.15626716648502992
nusA:nusA_induced:6,-1.9539924098184545,0.0588678690388793
nusA:no_nusA:1,0.2134667026941988,-0.02642002889275652
nusA:no_nusA:2,1.3259662185940049,0.17620580560948085
nusA:no_nusA:3,0.2032841130846277,0.2424036080474341
nusA:no_nusA:4,0.2423405342435836,-0.2450374719687893
nusA:no_nusA:5,-1.4508133195168749,-0.030759466226294663
nusA:no_nusA:6,-0.5342442490994942,-0.116392446569078
pamR:wt_exp:1,-1.1322082587774265,-0.3639571575032257
pamR:wt_exp:2,1.1322082587774198,0.3639571575032239
pamR:delydhC_exp:1,-0.4715322864317994,0.4977590924357429
pamR:delydhC_exp:2,-3.846436174399178,1.0381224228847843
pamR:delydhC_exp:3,-0.16909730985642732,0.984951022102658
pamR:wt_stat:1,18.651896574825763,-2.146254969351525
pamR:wt_stat:2,14.436716701971381,-2.5370295298499177
pamR:wt_stat:3,13.14818350218695,-1.5546421443669978
pamR:delydhC_stat:1,11.025167838150654,-1.2473586270186736
pamR:delydhC_stat:2,8.162250699051548,-1.1326778906632065
rho_strains:ncib3610:1,0.19262317986995373,-0.13323468613745515
rho_strains:ncib3610:2,-0.1926231798699436,0.13323468613745426
rho_strains:ncib3610_delrho:1,2.5355206578258844,0.8207780735715762
rho_strains:ncib3610_delrho:2,1.9224454070556465,0.8961311787604309
rnase_j1:delrnjA:1,-1.2968632050531774,-1.5391258946545872
rnase_j1:delrnjA:2,-4.0257886038927815,-0.9325682503559564
rnase_j1:delrnjA:3,-3.4841800052420138,-0.9464285989800328
rnase_j1:wt:1,2.0341293988435165,0.048241296014635886
rnase_j1:wt:2,-0.8875573936051463,0.13605434893298707
rnase_j1:wt:3,-1.1465720052383888,-0.18429564494762474
sigI:delrsgI_37C:1,0.7700327527480962,-0.10096753632936027
sigI:delrsgI_37C:2,0.4123239300927904,-0.09046165824743467
sigI:delrsgI_37C:3,-2.728570708059279,0.2680958480284765
sigI:delrsgI_52C:1,-6.074121402718792,0.5588384870528031
sigI:delrsgI_52C:2,-4.214326215381283,0.29255539720710644
sigI:delrsgI_52C:3,0.9331263787614584,0.3687742832059229
sigI:delrsgI_sigI_37C:1,2.1657595917542865,0.01660289281293359
sigI:delrsgI_sigI_37C:2,-0.7085277005536061,-0.015668590491157985
sigI:delrsgI_sigI_37C:3,-4.680860707188038,0.20725788058475206
sigI:delrsgI_sigI_52C:1,-4.6475721655617335,0.5007064220893636
sigI:delrsgI_sigI_52C:2,-1.8406557911517425,0.33400374222819096
sigI:delrsgI_sigI_52C:3,-4.202948123139727,0.27903747940373336
sigI:wt_37C:1,2.3449493201213207,-0.13510538558980126
sigI:wt_37C:2,-3.863853679780576,0.28711350849552275
sigI:wt_37C:3,1.5189043596592495,-0.15200812290572152
sigI:wt_52C:1,-5.781567313930219,0.4056764569014497
sigI:wt_52C:2,-0.4892155964254768,0.598282324508407
sigI:wt_52C:3,-4.8548227543032665,0.26300116093329073
spbeta:spbeta_nopep_20m:1,-1.9653274470444528,0.13517053566331685
spbeta:spbeta_pep_20m:1,-0.6352656754581126,-0.13335869597680272
spbeta:spbeta_nopep_20m:2,-0.6779791945969438,0.11944585240747865
spbeta:spbeta_pep_20m:2,-0.8260131993357864,0.19251115421384132
spbeta:phi3T_pep_10m:1,-0.15076874521387856,-0.14912798170749042
spbeta:phi3T_pep_20m:1,1.907649922133517,-0.3575682779783076
spbeta:phi3T_nopep_10m:1,0.25774484566874784,-0.3230616718145125
spbeta:phi3T_nopep_20m:1,1.5093764455203529,-0.1437734049677033
spbeta:phi3T_pep_10m:2,-0.7505838403856446,0.09425280662963864
spbeta:phi3T_pep_20m:2,0.0072448417101246675,-0.1720008095428014
spbeta:phi3T_nopep_10m:2,-0.652350155379252,0.18525790980096346
spbeta:phi3T_nopep_20m:2,0.5371204541116655,-0.15422625624382744
spbeta:phi3T_pep_10m:3,0.9013525855995428,0.05487517507785533
spbeta:phi3T_pep_20m:3,2.9529579104026067,-0.12212822434842607
spbeta:phi3T_nopep_10m:3,1.2898370328627566,0.19618938303063335
spbeta:phi3T_nopep_20m:3,4.029166822001364,-0.24203630856029434
spore_genes:wt_0h:1,2.018646338290389,-0.07018327254516077
spore_genes:delyphF_0h:1,0.5562874662999672,0.4308899885041475
spore_genes:delyphF_0h:2,-1.1408612425720601,0.30234060902948023
spore_genes:delyphF_0h:3,-0.6728655233749179,-0.4911874494378044
spore_genes:delygaB_0h:1,0.4818578567110836,-0.6402579397465695
spore_genes:delygaB_0h:2,-0.3524160472970829,-0.2289606977255021
spore_genes:delygaB_0h:3,-0.4362297395182144,-0.6650091776147011
spore_genes:wt_3h:1,11.193838788929195,-0.8630000653189009
spore_genes:wt_3h:2,11.430468957518695,-0.5177293706777126
spore_genes:wt_3h:3,11.672839383846991,-0.06331999054658421
spore_genes:delyizD_3h:1,11.792222974615411,0.06689649329102121
spore_genes:wt_0h:2,-0.4302738638219399,0.06681347598765798
spore_genes:delyizD_3h:2,11.345672940631205,-0.016777199562728384
spore_genes:delyizD_3h:3,11.662903118121585,0.051594311446248035
spore_genes:delykzB_3h:1,13.793397022792453,-0.025413332672652444
spore_genes:delykzB_3h:2,13.046859941739054,0.7754677955216414
spore_genes:delykzB_3h:3,12.878545698004663,0.8490247449522057
spore_genes:delyphF_3h:1,12.152957273511806,-1.1256124381539971
spore_genes:delyphF_3h:2,12.724822390421062,-0.020813904172459097
spore_genes:delyphF_3h:3,11.97907616689869,-0.5529323490417033
spore_genes:delygaB_3h:1,12.763491344108234,-0.3233245081755021
spore_genes:delygaB_3h:2,13.265980402504027,-0.4335192331181599
spore_genes:wt_0h:3,-1.5883724744684422,0.0033697965575010262
spore_genes:delygaB_3h:3,13.297655854757044,-0.2942740227335223
spore_genes:delyizD_0h:1,0.8932336084257719,0.6785543948869242
spore_genes:delyizD_0h:2,-0.6314847473027385,-0.04433356564185775
spore_genes:delyizD_0h:3,-1.2046219911757594,-0.5946242810489828
spore_genes:delykzB_0h:1,-0.95619184692371,-0.4153263371393807
spore_genes:delykzB_0h:2,-0.15656511572587012,-0.3568258063886169
spore_genes:delykzB_0h:3,-2.4146745637964737,-0.18838724926256312
swarming:comIQ12L:1,-0.20698608838444585,0.1829014820343975
swarming:comIQ12L:2,-1.5274094082833471,0.14820764972474265
swarming:comIQ12L:3,1.7343954966677881,-0.3311091317591348
swarming:comIQ12L_delefp:1,-3.715644549065463,0.31352797011193795
swarming:comIQ12L_delefp:2,-3.3642060630074613,0.4005967903989269
swarming:comIQ12L_delefp:3,-1.8739892223272283,-0.1292543817636833
swarming:comIQ12L_delefp_fliYS164A:1,-1.9161350985380423,0.33939444848502553
swarming:comIQ12L_delefp_fliYS164A:2,-5.429881837497,0.3943772883601575
swarming:comIQ12L_delefp_fliYS164A:3,-2.0402872699508223,0.0669882502014012
swarming:comIQ12L_delefp_nusGN21S:1,-5.390427690150262,0.10388936381303716
swarming:comIQ12L_delefp_nusGN21S:2,-6.789079140304644,0.3355304284847573
swarming:comIQ12L_delefp_nusGN21S:3,-3.5633387979841573,-0.009572816042044964
synant49:ctrl:1,-1.3999603345987313,-0.03769592764028218
synant49:ctrl:2,-0.3811639434660169,-0.1057492716064914
synant49:ctrl:3,1.7811242780647478,0.14344519924677535
synant49:synant49:1,2.9385396681237164,0.2580903167164745
synant49:synant49:2,3.0079752665251402,-0.09146411049712988
synant49:synant49:3,2.0825774888580417,0.20157308931716145
tasA:wt_72h:1,12.787090884199074,-0.160095669346207
tasA:wt_72h:2,7.541752097026534,0.007719859939241402
tasA:deltasA_72h:1,5.704799847619842,-0.09357570149566996
tasA:deltasA_72h:2,7.412978378734549,-0.7496233172833353
tasA:wt_24h:1,0.003199111760125692,-0.05140655766482638
tasA:wt_24h:2,-0.003199111760094731,0.05140655766482638
tasA:wt_48h:1,6.5097975183106085,-0.5322706055788569
tasA:wt_48h:2,8.29932213577416,-0.5956695837346064
tasA:deltasA_24h:1,7.26309565424998,-0.9474895557528172
tasA:deltasA_24h:2,7.155536505697053,-0.6050782041117929
tasA:deltasA_48h:1,5.6614170860298065,-0.543085298664872
tasA:deltasA_48h:2,4.755807062608107,-0.5056683014064411
yacP:wt:1,-0.6809705933750516,-0.08718770388418129
yacP:delyacP:1,-0.23403941198490344,0.08416422014209424
yacP:yacP_induced:1,2.0373501429766767,-0.2795545873811154
yacP:yacP_no_induce:1,2.3446975071915204,0.10425788473931696
yacP:wt:2,0.24710550853807844,0.06328002981342884
yacP:delyacP:2,0.12218917900417292,0.1320510688117409
yacP:yacP_induced:2,2.0422298088498416,-0.12779115148940254
yacP:yacP_no_induce:2,1.8261162130716957,0.13255553834957826
yacP:wt:3,0.433865084836968,0.023907674070748897
yacP:delyacP:3,0.3292789278880999,0.20188142212304427
yacP:yacP_induced:3,1.7669189782739132,-0.16304816882580653
yacP:yacP_no_induce:3,1.7732866671366292,-0.1407480657847966
yonO:wt:1,-1.281188219937136,-0.10476827921041476
yonO:wt:2,-0.012339955724602976,0.039201281302098316
yonO:wt:3,1.2935281756617591,0.06556699790831644
yonO:wt_mmc:1,3.7628247032021,-2.3818934079262557
yonO:wt_mmc:2,4.481595703386165,-2.5263240274303493
yonO:wt_mmc:3,3.4502511669559195,-2.49634864484083
yonO:delyonO:1,1.010516258511582,0.20530464591219652
yonO:delyonO:2,1.2114390279233416,0.004531301345723549
yonO:delyonO:3,-1.0694986884643027,-0.4530702061977898
yonO:delyonO_mmc:1,2.8068488027284566,-1.524875768713474
yonO:delyonO_mmc:2,3.5390185760341746,-2.2095350151313577
yonO:delyonO_mmc:3,5.209645463707583,-2.1966175834338344
yydF:ctrl:1,0.40732892966019546,-0.008956055157067766
yydF:ctrl:2,0.4658346471442284,0.009420286558093238
yydF:ctrl:3,-0.8731635768044457,-0.000464231401029025
yydF:yydF:1,-2.148038154771581,0.3098522055298023
yydF:yydF:2,-3.042275332692024,0.2499720978726199
yydF:yydF:3,-1.9961454985765348,0.24018492137661876
