,A,Zur
R2,,0.08839026983128406
xmin,,-3.085685662455652
xmid,,-0.6138701955773075
xmax,,1.8009428179891458
ystart,,3.7124863065945
yend,,-6.643834043179896
amb:ctrl:1,0.7562296240610697,-0.07006308646456816
amb:ctrl:2,-0.592343144415901,0.09618622839887614
amb:ctrl:3,-0.16388647964515676,-0.02612314193430887
amb:amb:1,-1.5799712070983782,-0.3961914019420085
amb:amb:2,-0.5193573424927951,-0.1273209527407788
amb:amb:3,-1.3309604100453936,-0.1581481802380491
ave1:ctrl_5m:1,0.6480452642761066,-0.06364197930399662
ave1:vdave1_5m:1,-0.11016092696762124,0.03719009678121488
ave1:ctrl_20m:1,-1.0611824765716362,-0.06557981342487551
ave1:vdave1_20m:1,-0.4185546969420305,0.061879507519260635
ave1:supernatant_5m:1,-0.6726654196355983,0.14695308515857966
ave1:vnave1_20m:1,-0.9125073761058308,0.13459690372141342
ave1:supernatant_20m:1,-0.8530437856919209,0.019757775291220803
ave1:ctrl_5m:2,-0.6480452642760601,0.06364197930399572
ave1:vdave1_5m:2,0.0276638538335978,-0.04962951711724184
ave1:ctrl_20m:2,-1.2550199215217317,0.06844981042404541
ave1:vdave1_20m:2,-0.2529236667805092,0.04013506302145053
ave1:supernatant_5m:2,1.8292090326098127,-0.061309676662994576
ave1:vnave1_20m:2,-0.8660757121464621,0.09680177170733906
ave1:supernatant_20m:2,-0.7075562047550219,0.0021543242170301014
biofilm_time:8h:1,0.4741774541098984,0.13034544085771582
biofilm_time:8h:2,-0.2635145627692259,-0.06582061003115225
biofilm_time:8h:3,0.3457951791274897,0.06076752314314859
biofilm_time:8h:4,-0.5564580704681598,-0.12529235396971394
biofilm_time:12h:1,1.9989283523106482,0.07690493339103187
biofilm_time:12h:2,2.6915506403485607,-0.28261369760476995
biofilm_time:12h:3,5.8278659037976395,-0.2713445589810597
biofilm_time:12h:4,6.8849028191847275,-0.3990021650241813
biofilm_time:16h:1,20.325850512619557,-0.6516692376100401
biofilm_time:16h:2,21.128214654344664,-0.5138432131759672
biofilm_time:16h:3,19.010193796120262,-0.8844863072666742
biofilm_time:16h:4,18.85781745916346,-0.8769994131647776
biofilm_time:20h:1,19.734681837127614,-0.3342705254701519
biofilm_time:20h:2,23.071488707359194,-0.1934000314366076
biofilm_time:20h:3,19.237258326507447,-0.5492922834884677
biofilm_time:20h:4,22.350839425746337,-0.3225034813547252
biofilm_time:24h:1,21.480546395633965,-0.2798021191439384
biofilm_time:24h:2,22.344428084057316,-0.4572410039510002
biofilm_time:24h:3,22.72309607024363,-0.3211639919993958
biofilm_time:24h:4,22.284088553741167,-0.4826909104003354
biofilm_time:28h:1,15.142311998260405,-0.5088065209903211
biofilm_time:28h:2,20.3828221539938,-0.4752406361430826
biofilm_time:28h:3,20.551759060696558,-0.6138699492332256
biofilm_time:28h:4,18.554011048381728,-0.4172315659430872
biofilm_time:32h:1,21.039460005789714,-0.9124029279938366
biofilm_time:32h:2,17.529115325981948,-0.7741398088581368
biofilm_time:32h:3,15.646620983165649,-0.7317732074873966
biofilm_time:32h:4,17.433163798540136,-0.8438836852456006
codY:wt:1,1.169112909919185,0.07407249650674519
codY:wt:2,-1.169112909919202,-0.07407249650674608
codY:ctrl:1,14.822234753397828,-0.6266649649794722
codY:ctrl:2,-3.182234883603821,-0.7286950789710938
codY:codYR61K:1,-5.880790961256009,-0.36132858256016653
codY:codYR61K:2,-1.5908405139935908,-0.26576148927462384
codY:codYR61H:1,20.829665547790192,-0.4004627257111588
codY:codYR61H:2,9.829923997379126,-0.677505907654977
codY:codYF71Y:1,-0.6188203469560246,-0.15501636138584196
