,-0.05429756506472125,-0.03619837670981416,-0.018099188354907078,6.938893903907228e-18,0.018099188354907092,0.036198376709814184,0.05429756506472126,0.07239675341962834,0.09049594177453543,0.10859513012944252,0.12669431848434962,0.14479350683925668,0.16289269519416377,0.18099188354907086,0.19909107190397793,0.21719026025888502,0.2352894486137921,0.2533886369686992,0.27148782532360627,0.28958701367851336
thresh,-0.0633471592421748,0.0633471592421748,3,,,,,,,,,,,,,,,,,
unreg,4,22,702,4196,598,28,3,4,0,1,1,1,1,0,0,2,1,0,0,0
GbuR,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0
NagQ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0
unreg_genes,[],[],[],[],[],[],[],['PA2252' 'PA4982' 'PA4983' 'PA1418'],[],['PA4975'],['PA4981'],['aruH'],['aruI'],[],[],['PA4978' 'PA4979'],['PA4980'],[],[],[]
GbuR_genes,[],[],[],[],[],[],['PA1420' 'PA1419'],[],['gbuA'],[],[],[],[],[],[],[],[],[],[],[]
NagQ_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA3761'],['PA3760' 'PA3757' 'PA3759'],['PA3758'],[],[]
