,Value,list
TF,NagQ/GbuR,
reg_genes,8,['PA1420' 'PA1419']
comp_genes,17,"['PA4981' 'PA4975' 'PA1418' 'PA4979' 'PA4982' 'aruI' 'aruH' 'PA4978'
 'PA4980' 'PA4983' 'PA2252']"
both_genes,6,['PA3759' 'PA3760' 'PA3758' 'PA3757' 'PA3761' 'gbuA']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
