,-0.10153846153846154,-0.08461538461538462,-0.0676923076923077,-0.05076923076923079,-0.03384615384615387,-0.016923076923076957,-4.163336342344337e-17,0.016923076923076874,0.03384615384615379,0.05076923076923072,0.06769230769230762,0.08461538461538452,0.10153846153846145,0.11846153846153838,0.13538461538461527,0.1523076923076922,0.16923076923076913,0.18615384615384606,0.203076923076923,0.21999999999999986
thresh,-0.11,0.11,1,,,,,,,,,,,,,,,,,
unreg,0,1,4,9,86,901,3589,865,93,6,2,0,0,2,1,1,1,1,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['PP_0613' 'PP_0614'],['PP_0620'],['PP_0619'],['PP_0615'],['PP_0617'],['PP_0616' 'PP_0618'],[]
