,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.00259238036800147,,1.0,0.0,-0.00259238036800147
1,Cr__2,-0.004228557137074709,,1.0,1.0,-0.004228557137074709
2,Cr__3,0.0039892701675879015,,1.0,2.0,0.0039892701675879015
3,Cr__4,0.00876799886632045,,1.0,3.0,0.00876799886632045
4,Cr__5,0.018347700556818176,,1.0,4.0,0.018347700556818176
5,Cr__6,0.02523324101103341,,1.0,5.0,0.02523324101103341
6,Fe__1,-0.01355920862751413,,1.0,6.0,-0.01355920862751413
7,Fe__2,-0.03786652627940442,,1.0,7.0,-0.03786652627940442
8,Fe__3,-0.057740932769605735,,1.0,8.0,-0.057740932769605735
9,Fe__4,-0.07802615333015411,,1.0,9.0,-0.07802615333015411
10,Fe__5,-0.08395205516542133,,1.0,10.0,-0.08395205516542133
11,Fe__6,-0.0886076225282734,,1.0,11.0,-0.0886076225282734
12,Cd__1,-0.001521074854859583,,1.0,12.0,-0.001521074854859583
13,Cd__2,-0.0026973472808873022,,1.0,13.0,-0.0026973472808873022
14,Cd__3,-0.00023898850210040128,,1.0,14.0,-0.00023898850210040128
15,Cd__4,0.0031828595802392977,,1.0,15.0,0.0031828595802392977
16,Cd__5,0.003055286948355798,,1.0,16.0,0.003055286948355798
17,Cd__6,0.007885707401203151,,1.0,17.0,0.007885707401203151
18,Zn__1,-0.008038018479309105,,1.0,18.0,-0.008038018479309105
19,Zn__2,-0.00983696776947106,,1.0,19.0,-0.00983696776947106
20,Zn__3,-0.009126497525964243,,1.0,20.0,-0.009126497525964243
21,Zn__4,0.001524138256355744,,1.0,21.0,0.001524138256355744
22,Zn__5,0.00921072416868612,,1.0,22.0,0.00921072416868612
23,Zn__6,0.01946902988281388,,1.0,23.0,0.01946902988281388
24,Cu__1,-0.003472066313757997,,1.0,24.0,-0.003472066313757997
25,Cu__2,-0.0012627197734365225,,1.0,25.0,-0.0012627197734365225
26,Cu__3,0.001047046191383741,,1.0,26.0,0.001047046191383741
27,Cu__4,0.004546935985401379,,1.0,27.0,0.004546935985401379
28,Cu__5,0.009464564518814724,,1.0,28.0,0.009464564518814724
29,Cu__6,0.0180031462888085,,1.0,29.0,0.0180031462888085
30,Pb__1,0.009067515904384591,,1.0,30.0,0.009067515904384591
31,Pb__2,0.019127309930960647,,1.0,31.0,0.019127309930960647
32,Pb__3,0.0318764878633697,,1.0,32.0,0.0318764878633697
33,Pb__4,0.03680051720566919,,1.0,33.0,0.03680051720566919
34,Pb__5,0.043107092736212896,,1.0,34.0,0.043107092736212896
35,Pb__6,0.040839206749135264,,1.0,35.0,0.040839206749135264
