,A,Fur
R2,,0.04588563690353098
xmin,,0.0
xmid,,
xmax,,11.4264779795
ystart,,15.802201894396008
yend,,-5.746450880696139
control__wt_glc__1,-0.330342483,9.737594778
control__wt_glc__2,0.330342483,9.7848917306
fur__wt_dpd__1,15.7612344131,9.3818822092
fur__wt_dpd__2,14.1173604201,9.4686957331
fur__wt_fe__1,-5.8610276774,9.7792525028
fur__wt_fe__2,-7.541009392,9.91051951
fur__delfur_dpd__1,15.6456963561,0.0
fur__delfur_dpd__2,16.2710507943,1.1612151772
fur__delfur_fe2__1,21.1637293686,0.0
fur__delfur_fe2__2,20.6321635752,0.0
acid__wt_ph5__1,-4.190863502,9.2442683116
acid__wt_ph5__2,-3.8903376771,9.2339319664
acid__delgadx_ph5__1,-7.5858437371,9.4136792381
acid__delgadx_ph5__2,-6.9855551095,9.4054623579
acid__delgadw_ph5__1,-14.0540434008,9.282958587
acid__delgadw_ph5__2,-14.1856729911,9.3238754625
acid__delgade_ph5__1,-3.2673672696000002,9.3424458431
acid__delgade_ph5__2,-2.9694634350999998,9.2852711566
oxidative__wt_pq__1,13.613599371,9.8640940548
oxidative__wt_pq__2,13.6037616453,9.9469803437
oxidative__deloxyr_pq__1,9.9047117201,10.2867059124
oxidative__deloxyr_pq__2,9.7675307233,10.2370479881
oxidative__delsoxr_pq__1,14.8141536483,9.0452702913
oxidative__delsoxr_pq__2,15.2609417135,9.0847144899
oxidative__delsoxs_pq__1,12.4665243942,9.0814907913
oxidative__delsoxs_pq__2,12.2085992997,8.95767661
nac_ntrc__wt_csn__1,-0.8007051951,10.0874616931
nac_ntrc__wt_csn__2,-0.5055025115,9.893745729900001
nac_ntrc__wt_cytd__1,4.8478236712000005,10.1222854949
nac_ntrc__wt_cytd__2,5.1316676871,10.0901839455
nac_ntrc__wt_gln__1,-9.0513580435,9.5848451577
nac_ntrc__wt_gln__2,-9.6401830086,9.4216222456
nac_ntrc__bw_delnac_csn__1,-2.0690671189,9.5985588762
nac_ntrc__bw_delnac_csn__2,-0.7442797750000001,9.8834367329
nac_ntrc__bw_delnac_cytd__1,-1.7160553888,9.1995192813
nac_ntrc__bw_delnac_cytd__2,-1.6202149018,9.1384793549
nac_ntrc__bw_delnac_gln__1,0.8156957202,8.9679733213
nac_ntrc__bw_delnac_gln__2,1.0214805858,9.1039169
nac_ntrc__bw_delnac_nh4__1,0.0400887749,8.8749501053
nac_ntrc__bw_delnac_nh4__2,-0.0615659195,8.8730511598
misc__wt_no_te__1,20.1147181045,9.171717363
misc__wt_no_te__2,21.3384120142,9.0492146474
misc__bw_delcbl__1,9.1659167658,9.1995035427
misc__bw_delcbl__2,9.6795857571,9.2142756537
misc__bw_delfabr__1,-0.0538441371,8.9385241947
misc__bw_delfabr__2,-0.048280201,9.0139611736
misc__bw_delfadr__1,16.137923745,9.2120075581
misc__bw_delfadr__2,15.6952778727,9.177863013
misc__nitr_031__1,-0.014243125300000001,9.1237930637
omics__wt_glu__1,-12.2618649974,9.357498193
omics__wt_glu__2,-12.9206518452,9.3815947145
omics__wt_gly__1,-3.8138016617,8.9828504958
omics__wt_gly__2,-4.1785930739,8.9515191256
omics__wt_thr__1,-9.0838640137,9.6052866278
omics__wt_thr__2,-10.2501796611,9.5511054913
omics__bw_ac__1,-3.0312450942,9.778178082
omics__bw_ac__2,-3.0186056227,9.8123799633
omics__bw_fum__1,-4.14095129,9.7935744771
omics__bw_fum__2,-4.3290395898,9.822970373
omics__bw_glc__1,-3.9275341213,9.743762651699999
omics__bw_glc__2,-3.5634781319,9.7277201092
omics__bw_pyr__1,-3.5120775348,9.7114804721
omics__bw_pyr__2,-3.8568170195,9.7013791466
ompr__wt_nacl__1,14.9525545893,9.018536799
ompr__wt_nacl__2,14.5265556698,9.2586595795
ompr__bw_delompr_nacl__1,6.4288304167,8.8978442611
ompr__bw_delompr_nacl__2,7.2334382997,9.0649555198
minspan__wt_ade__1,-11.9067158143,10.082306955
minspan__wt_glc__1,-12.2896001174,9.2321685189
minspan__wt_glc__2,-12.9908760066,9.2135715473
minspan__wt_glc__3,-13.1187648086,9.3708116808
minspan__wt_glc__4,-13.38927503,9.3240137036
minspan__wt_glc_anaero__1,-18.4963209707,9.0476733173
minspan__wt_glc_anaero__2,-18.8461228934,8.7421397426
minspan__wt_trp__1,-20.5252887186,8.9883070922
minspan__bw_delcra_glc__1,-18.6619509187,8.8396622274
minspan__bw_delcra_glc__2,-19.2252615323,8.851110032
minspan__bw_delcra_trp__1,-19.9235184904,8.8960156762
minspan__bw_delmntr__1,-18.0883592552,9.0488518832
minspan__bw_delnac_ade__1,-11.3393397437,9.6944499406
minspan__bw_delnac_glc__1,-18.2810296568,9.2993425566
cra_crp__wt_ac__1,5.8810891054,9.5673244244
cra_crp__wt_ac__2,5.9567461575,9.4804189007
cra_crp__wt_fru__1,-2.7891275435000003,9.2892644801
cra_crp__wt_fru__2,-2.8341931566,9.3570656954
cra_crp__delcra_ac__1,18.4208329441,9.3575504689
cra_crp__delcra_ac__2,17.8072430566,9.4485414783
cra_crp__delcra_fru__1,19.5776297136,9.1357360588
cra_crp__delcra_fru__2,19.3979775908,9.2032930392
cra_crp__delcra_glc__1,5.383141032,9.0941011646
cra_crp__delcra_glc__2,4.675006756,9.0555802443
rpoB__wt_031__1,-9.5679722666,9.5318656657
rpoB__wt_044__1,-10.4036909626,9.16963585
rpoB__wt_lb__1,-4.8719763648,9.0759799709
rpoB__wt_lb__2,-4.8864238247,9.0267838747
rpoB__rpoBE546V_031__1,-11.7550902915,9.5643407426
rpoB__rpoBE546V_044__1,-10.6974290689,9.6927992399
rpoB__rpoBE546V_lb__1,-6.2964676231,9.1507745459
rpoB__rpoBE546V_lb__2,-6.5178262015,9.2384619175
rpoB__rpoBE546V_glc__1,0.5164712668,9.3519526707
rpoB__rpoBE672K_glc__1,-1.8353877686,9.1970483331
rpoB__rpoBE672K_glc__2,-2.0039381986,9.3264386737
rpoB__rpoBE672K_lb__1,-4.7208048431,8.9325479968
rpoB__rpoBE672K_lb__2,-5.1316932265,8.8898670422
crp__wt_fru__1,-5.1045786504,9.3432274075
crp__wt_glyc__1,-5.9327939458,9.2947662954
crp__wt_glyc__2,-4.8763983088,9.4511818299
crp__delar1_glyc__1,3.4948471708,8.9394717101
crp__delar1_glyc__2,1.7170849328000002,9.0723394088
crp__delar1ar2_glyc__1,-7.6086486291,9.2414466852
crp__delar1ar2_glyc__2,-5.8388320594,9.236856736
crp__delar1ar2_glyc__3,-4.8753674787,9.1410451852
crp__delar2_glyc__1,-7.3771589324,8.9650999121
crp__delar2_glyc__2,-8.6359308354,9.0661994928
crp__delar2_glyc__3,-10.4602694855,9.1719650065
crp__delcrp_fru__1,-3.2286393274,9.0696694461
crp__delcrp_fru__2,-2.9540256954,9.1551341024
crp__delcrp_fru__3,-3.7397958881,9.083778776
crp__delcrp_glc__1,-4.5067587047,9.0404838196
crp__delcrp_glc__2,-3.8411360538,9.2477640669
crp__delcrp_glc__3,-3.9199378410000003,9.2745312314
crp__delcrp_glyc__1,15.2568153856,9.0936288099
crp__delcrp_glyc__2,15.1198702673,9.0687736792
crp__delcrp_glyc__3,14.8033400105,9.2585436235
glu__glu_ale3__1,2.0104484316,9.5731382227
glu__glu_ale4__1,4.5616379317,9.2116146034
glu__glu_ale5__1,3.6102102571,9.095506255
glu__glu_ale6__1,-13.0744192565,9.2029976659
glu__glu_ale8__1,-7.0055146035,9.5052759484
glu__glu_ale9__1,-8.7281927159,9.3552360686
glu__glu_ale10__1,-2.1088544365,9.4571779907
42c__wt_42c__1,-4.4791927419,8.8942001578
42c__42c_ale1__1,-9.4095767678,9.2645830812
42c__42c_ale2__1,3.0060168171,9.0278404039
42c__42c_ale3__1,-1.7525465534,9.2791176587
42c__42c_ale4__1,3.6274213618999998,9.3325108048
42c__42c_ale5__1,-2.0713071259999998,9.171848129
42c__42c_ale6__1,-5.3427714252000005,10.0175823025
42c__42c_ale8__1,1.3484014537,9.9945180668
42c__42c_ale9__1,-1.0236387459,9.1425502726
42c__42c_ale10__1,2.7910610584,9.9886318667
ssw__wt_ac__1,9.9808002229,9.378856925200001
ssw__wt_glc__1,-1.3746977511,9.5488931199
ssw__wt_glyc__1,-18.0525681994,9.3002317896
ssw__wt_xyl__1,-6.2067902733,9.6654253528
ssw__glc_ale1__1,-19.5780543301,9.3050768901
ssw__glc_ale2__1,-19.8024328415,9.3579759434
ssw__glc_ale3__1,-18.3713256513,9.5040599872
ssw__glyc_ale1__1,-19.7237366769,9.0678842786
ssw__glyc_ale2__1,-15.0849476439,9.2793638879
ssw__xyl_ale1__1,-12.0786092602,9.9270502738
ssw__xyl_ale2__1,-1.0909993185,9.7078735652
ssw__xyl_ale3__1,-1.8395253735,9.4111745473
ssw__glc_ac_ac2__1,15.1017873806,10.0064182065
ssw__glc_ac_glc1__1,10.9540532142,9.9988087052
ssw__glc_ac_glc2__1,-18.657890927,9.4824566966
ssw__glc_glyc_glc__1,-8.11328681,9.4526297618
ssw__glc_glyc_glyc__1,4.1520949862,9.5343499723
ssw__glc_xyl_glc__1,-13.9600706088,9.5922757139
ssw__glc_xyl_xyl__1,8.656344153,9.4134677878
pgi__glu4_delpgi__1,11.270315558,9.2289988484
pgi__pgi_ale1__1,7.2490748977,9.733280539
pgi__pgi_ale2__1,18.1969937035,9.4674197877
pgi__pgi_ale3__1,6.8535585325,9.397574111600001
pgi__pgi_ale5__1,-9.838508534,8.9438813168
pgi__pgi_ale6__1,-7.9219488803,9.4380905287
pgi__pgi_ale7__1,-8.5745872688,9.2999403373
