,A,Fur
pgi__pgi_ale8__1,-10.8063139908,9.3148691045
ica__wt_glc__1,-0.3308912878,9.0947192095
ica__wt_glc__2,-0.8809917041,9.1804292526
ica__wt_glc__3,10.648968611899999,9.5693265526
ica__wt_glc__4,8.903958863,9.6639178392
ica__arg_sbt__1,-3.6448304071,8.9285508643
ica__arg_sbt__2,-2.104428715,9.0645312681
ica__cytd_rib__1,-13.0442169218,9.532497481
ica__cytd_rib__2,-13.8193575117,9.625544229399999
ica__gth__1,-0.9044492157,10.2739795627
ica__gth__2,-0.6501087602,10.6556222231
ica__leu_glcr__1,-1.6713150159999999,9.6007106107
ica__leu_glcr__2,-1.6675759227,9.5382209468
ica__met_glc__1,-3.5575695264,9.0269659745
ica__met_glc__2,-3.0907046239,9.1122519321
ica__no3_anaero__1,5.3258778831,9.3295477073
ica__no3_anaero__2,6.5537351849,9.3712232435
ica__phe_acgam__1,-1.700820263,9.2033045642
ica__phe_acgam__2,-1.540690984,9.1862145233
ica__thm_gal__1,-5.9464879317,9.2353701938
ica__thm_gal__2,-4.9311711186,9.0087123097
ica__tyr_glcn__1,-3.8954516183,9.1538422888
ica__tyr_glcn__2,-4.2063502626,9.1644336776
ica__ura_pyr__1,8.8047761246,9.6737473929
ica__ura_pyr__2,6.8316676633,9.6425165789
ica__wt_glc__5,-10.4311714959,9.1532246263
ica__wt_glc__6,-13.4639847155,9.1570762391
ica__bw_delpurR_cytd__1,-7.3919580257,9.0043256329
ica__bw_delpurR_cytd__2,-5.6924652728,8.8943446285
ica__ade_glc__1,-7.5187989183,9.7302003507
ica__ade_glc__2,-8.2586504083,9.5291853465
ytf__wt_glc__1,10.9609132503,9.5874816077
ytf__wt_glc__2,4.9585164486,9.657612791
ytf__delyafC__1,-9.091882392,9.1296889663
ytf__delyafC__2,-5.6812938644,9.2831579857
ytf__delyeiE__1,-6.6794472661,9.3117462034
ytf__delyeiE__2,-16.202295486,9.2772717147
ytf__delyiaJ__1,-15.9865701614,9.3519776668
ytf__delyiaJ__2,-15.709545524,9.532132243
ytf__delyieP__1,-5.4567192472,9.8930100928
ytf__delyieP__2,-2.4048870555,9.8511416762
ytf__wt_ph5__1,0.41723326660000004,9.6040959527
ytf__wt_ph5__2,0.2622431012,9.8043791116
ytf__wt_ph8__1,18.7625749412,9.511100725
ytf__wt_ph8__2,18.9609983732,9.6226605324
ytf__delybaO__1,-14.2353418487,9.3426018228
ytf__delybaO__2,-8.7214607279,9.7455883921
ytf__delybaQ__1,-1.4926127219,9.4270564978
ytf__delybaQ__2,-2.1099970398,9.472318826
ytf__delybiH__1,17.2217703147,9.5211912979
ytf__delybiH__2,13.5927820007,9.5732479267
ytf__delydcI_ph5__1,1.3196647417,9.6217503922
ytf__delydcI_ph5__2,1.0905672862,9.7664968799
ytf__delydcI_ph8__1,20.1446618056,9.737487872700001
ytf__delydcI_ph8__2,17.9389342659,9.693962741
ytf__delyddM__1,-15.6540728849,9.6503000409
ytf__delyddM__2,-13.4794806916,9.8035934887
ytf__delyheO__1,-15.0131237566,9.1201722115
ytf__delyheO__2,-9.4898450199,9.2304685369
fps__bw_glc__1,-3.7049842597,9.7876171913
fps__bw_glc__2,-3.9040234,9.4501591855
fps__fps_thrA_ale1__1,-6.9377523493,9.6118486014
fps__fps_thrA_ale1__2,-6.0549224784,9.4586978371
fps__fps_thrA_ale2__1,-6.9016458635,9.7425715147
fps__fps_thrA_ale2__2,-6.0993802706,9.5209966245
fps__fps_serB_ale1__1,-7.7000374897,9.530141249
fps__fps_serB_ale1__2,-6.7866139616000005,9.5919562803
fps__fps_serB_ale4__1,-6.1677838879,10.348705702
fps__fps_serB_ale4__2,-4.4976317592,10.5478808986
fps__fps_ptsI_ale1__1,-5.9726549556,10.0137780886
fps__fps_ptsI_ale1__2,-5.6269919768,9.7881456195
fps__fps_ptsI_ale3__1,-6.163446471,9.7409915512
fps__fps_ptsI_ale3__2,-5.9650736672,9.7092933246
pal__lyx_ale2_f6__1,-6.1276379496,9.751599332
pal__lyx_ale2__1,-3.2325374441,9.5916847901
pal__lyx_ale2__2,-0.6848161829,9.3411883384
pal__lyx_ale4__1,-3.2325374441,9.5916847901
pal__lyx_ale4__2,-0.6848161829,9.3411883384
pal__5drib_ale10_f18__1,-6.7596003107,9.6440446132
pal__5drib_ale10_f18__2,-6.0009653706,9.6861419228
pal__5drib_ale10__1,-5.2576704653,9.8266027305
pal__arab_ale14_f9__1,-6.2763203053,9.9275639414
pal__arab_ale14_f9__2,-6.1900628362,9.8248890879
pal__arab_ale14__1,-6.9979472663,9.6691140685
pal__arab_ale14__2,-6.0290286645,9.4900548575
pal__arab_ale16__1,-0.9555978506,9.4573639727
pal__arab_ale16__2,-1.8205018828,9.4371256632
pal__tartr_ale26_f10__1,-4.3812962764,9.6131513835
pal__tartr_ale26_f10__2,-5.2651640408,9.7858077765
pal__tartr_ale26__1,-5.550984276,9.4661086136
pal__tartr_ale26__2,-3.1609909921,9.5008937926
pal__tartr_ale28_f10__1,-6.130316631,9.9447358947
pal__tartr_ale28_f10__2,-6.8619461163,10.0218934465
pal__tartr_ale28__1,-7.6066996899,9.7955347486
pal__tartr_ale28__2,-12.3776894972,10.1526640368
efeU__delmenFentC_citr__1,-2.6142692434,9.3878183321
efeU__delmenFentC_citr__2,-3.1158796092,9.2942060212
efeU__delmenFentC__1,16.7357607377,9.7548177341
efeU__delmenFentC__2,16.7577993185,9.8244830634
efeU__menFentC_ale39__1,-14.8343077501,9.1401775627
efeU__menFentC_ale39__2,-15.0585528816,9.0963317098
efeU__menFentC_ale29__1,2.0848337945,11.3987595884
efeU__menFentC_ale29__2,0.9404903764,11.4264779795
efeU__menFentC_ale30__1,-8.1305497986,10.2453623771
efeU__menFentC_ale30__2,-4.3054328247,10.2906292315
efeU__menFentCubiC_ale36__1,15.5314837114,8.9445017827
efeU__menFentCubiC_ale36__2,14.7722658216,8.8608146294
efeU__menFentCubiC_ale37__1,15.9280760781,9.1137891631
efeU__menFentCubiC_ale37__2,15.0665354994,9.1583745584
efeU__menFentCubiC_ale38__1,-10.418929545,9.8041499686
efeU__menFentCubiC_ale38__2,-4.1441480313,9.4232937312
