,-0.10565362168289998,-0.08452289734631999,-0.06339217300974,-0.04226144867316001,-0.021130724336580017,-2.7755575615628914e-17,0.021130724336579962,0.042261448673159965,0.06339217300973994,0.08452289734631992,0.10565362168289992,0.1267843460194799,0.14791507035605989,0.16904579469263986,0.1901765190292199,0.21130724336579987,0.23243796770237984,0.2535686920389598,0.2746994163755398,0.2958301407121198
thresh,-0.052826810841449995,0.052826810841449995,2,,,,,,,,,,,,,,,,,
unreg,1,0,2,2,259,3406,119,2,3,2,2,0,0,1,0,0,0,0,0,0
Fur,0,0,0,2,18,49,11,7,6,10,5,3,2,6,1,1,0,3,0,0
unreg_genes,['sodB'],[],['bfr' 'yoeG_1'],[],[],[],[],[],['ybiI' 'pqqL' 'yoeA_1'],['yddA' 'yddB'],['yncE' 'ydiE'],[],[],['ybiX'],[],[],[],[],[],[]
Fur_genes,[],[],[],['ftnA' 'grcA'],"['ompW' 'flhD' 'sdhD' 'nohA' 'sdhA' 'gspG' 'flhC' 'sdhB' 'gltD' 'sdhC'
 'oppF' 'hmp' 'amtB' 'oppD' 'ompF' 'gltB' 'mntP' 'metJ']","['garR' 'oppC' 'fumC' 'oppB' 'katG' 'gspK' 'gnd' 'gltF' 'gspE' 'fnr'
 'gspF' 'pyrC' 'ndh' 'oppA' 'fur' 'gspC' 'cyoE' 'ygaC' 'zinT' 'metH'
 'rpoS' 'garK' 'nac' 'fumB' 'lpd' 'cyoC' 'katE' 'aspC' 'glnK' 'yhhY'
 'ydfN' 'soxR' 'cyoB' 'gspL' 'gdhA' 'cyoA' 'tfaQ' 'cyoD' 'gspD' 'garL'
 'glnD' 'rcnB' 'zwf' 'feoC' 'soxS' 'feoB' 'rcnA' 'feoA' 'sodA']","['garP' 'purR' 'sucA' 'sucB' 'sucD' 'gspO' 'sucC' 'gpmA' 'fecE' 'mntH'
 'fecD']",['exbB' 'tonB' 'fecC' 'fhuF' 'exbD' 'fecB' 'fhuA'],['nfeF' 'fhuB' 'fhuC' 'fhuD' 'fecA' 'fepE'],['fecI' 'sufC' 'sufS' 'sufB' 'sufA' 'fecR' 'sufE' 'fepB' 'sufD' 'fepD'],['fepG' 'fepC' 'nrdH' 'entS' 'nrdI'],['nrdE' 'yjjZ' 'nrdF'],['entH' 'entA'],['ybdZ' 'fhuE' 'entC' 'entD' 'entB' 'entE'],['fes'],['entF'],[],['fiu' 'fepA' 'cirA'],[],[]
