,A,TrpR
ecoli_00116,-0.8067850594,0.55259437
ecoli_00117,-0.5603476255000001,0.34108209100000003
ecoli_00118,-0.9161984291,0.47214714
ecoli_00119,-0.3269955939,0.902756375
ecoli_00120,-0.5690998456,0.8075587750000001
ecoli_00121,-1.004220188,0.994838376
ecoli_00122,-0.6706796576,0.25105145500000003
ecoli_00123,-0.6374144301,0.351784955
ecoli_00124,-0.4590246449,0.390449553
ecoli_00125,-1.11853459,0.34794383700000003
ecoli_00126,1.2488070658,-0.009800775000000001
ecoli_00127,0.674744721,-0.34755388600000003
ecoli_00128,3.2479988266,-0.030958889000000003
ecoli_00129,-1.2961800009,-0.034533158
ecoli_00130,1.5279810665,0.5123952890000001
ecoli_00131,0.5096087663000001,-0.08773602500000001
ecoli_00132,0.8064454159000001,0.127139908
ecoli_00133,-0.3576675459,0.254877425
ecoli_00134,2.3520011912,0.033343237000000005
ecoli_00135,1.6435679855,0.9827755100000001
ecoli_00136,2.7410310874,0.31006008300000004
ecoli_00137,1.7261858773,0.35017689100000005
ecoli_00138,0.18578950130000002,0.983472962
ecoli_00139,2.3165433602,1.054704946
ecoli_00140,2.9284604843,0.581463662
ecoli_00141,1.6966925499999999,0.686902283
ecoli_00142,-4.5133383347,0.818851269
ecoli_00143,-2.1632777347,-0.15686805
ecoli_00144,2.0295670453,0.11106542
ecoli_00145,0.6018766538,0.168531396
ecoli_00146,-1.6965557794000001,0.8542870520000001
ecoli_00147,-0.3591013344,0.965524378
ecoli_00148,1.0746650324,0.622040696
ecoli_00149,-1.3087509045,0.599119285
ecoli_00150,0.0509139695,0.8035335840000001
ecoli_00151,-3.2252073336000002,1.058093254
ecoli_00152,-2.9372171186,0.838778067
ecoli_00153,-1.2468477947,0.52345393
ecoli_00154,0.3015401032,0.293985316
ecoli_00155,-1.2509451817000001,1.062768439
ecoli_00157,-0.9735599462000001,0.5266424660000001
ecoli_00158,-2.7948433201,0.026271262
ecoli_00159,-1.6463658701,0.8481203970000001
ecoli_00160,-1.5558838655,0.21941361
ecoli_00169,-0.49471759930000003,-0.390835229
ecoli_00170,-0.5786517944,-0.460504819
ecoli_00171,-1.0753151609,0.44646284500000005
ecoli_00172,-2.1554867663,0.162270207
ecoli_00173,-3.9324274131,-0.107588401
ecoli_00174,-4.6593871353,-0.140428038
ecoli_00175,-3.0228113322,0.910011136
ecoli_00176,-3.072068981,0.8531848470000001
ecoli_00177,-5.6942446535,0.058122868
ecoli_00178,-5.6291037889,0.08807500400000001
ecoli_00179,-4.7600154436,-0.7013754240000001
ecoli_00180,-4.6875487365,-0.7494354520000001
ecoli_00181,0.21429043790000002,-0.044384878
ecoli_00182,0.18706515040000002,-0.370996113
ecoli_00183,-2.2677075324000002,0.546986449
ecoli_00184,-2.2804685737,0.643575585
ecoli_00185,3.2617259016,-0.096699382
ecoli_00186,3.2379037347,-0.047832173000000006
ecoli_00187,0.0690038144,0.45965307
ecoli_00188,0.4703946828,0.6173477470000001
ecoli_00189,-1.6398756742,-0.32981293
ecoli_00190,-1.8187066559,-0.277395698
ecoli_00191,-2.8612039991,0.20667242400000002
ecoli_00192,-4.2528232496000005,0.269531901
ecoli_00193,-1.4847185308,0.194984289
ecoli_00194,-1.1547553517,0.26919296600000003
ecoli_00195,-0.29754884330000003,0.37766793800000004
ecoli_00196,-3.9032718169000002,0.404167392
ecoli_00197,-3.6830732764,0.567146773
ecoli_00198,-0.1592014537,0.24725332
ecoli_00199,-1.5712907054,0.135424516
ecoli_00200,-1.46299744,-0.057459828000000004
ecoli_00201,-1.3366072829,0.732495211
ecoli_00202,-2.1545923217,0.6166222650000001
ecoli_00203,-2.2831171566,0.527128178
ecoli_00204,-2.3497797666,0.16925731600000002
ecoli_00205,-0.9645847215000001,0.34704360500000003
ecoli_00206,-0.7320069936,0.469102499
ecoli_00207,0.7032794128000001,0.6882594320000001
ecoli_00208,0.1430598632,0.649065392
ecoli_00209,-2.412978834,0.34337883500000005
ecoli_00210,-2.6662369099000003,0.521371802
ecoli_00211,-0.8878100818,0.147015379
ecoli_00212,-0.3515137501,0.365207196
ecoli_00213,-0.9240301159000001,0.725824884
ecoli_00214,-2.2267616332,0.40961224
ecoli_00215,-1.7279354003,0.55837566
ecoli_00216,-2.0374952717,0.357864251
ecoli_00217,-0.6179626035,0.21818562800000002
ecoli_00218,-1.5183828708,0.43564254300000005
ecoli_00219,-2.2172808723,0.34137916500000004
ecoli_00220,-2.4485326791,0.19437050700000003
ecoli_00221,0.7264318851,0.400822722
ecoli_00222,-1.5623001412000002,0.173555371
ecoli_00223,-3.1140191163,0.329298992
ecoli_00224,-3.1369158157,0.224635412
ecoli_00225,-0.9090801231000001,0.671367869
ecoli_00226,-2.0877569331,0.606170893
ecoli_00227,-1.4051371787,0.6146359410000001
ecoli_00228,-1.6118146863,0.6063933140000001
ecoli_00229,-2.4051800289,0.42079598700000004
ecoli_00230,-1.8727809219,0.21547712700000002
ecoli_00231,-1.2693643904,0.474601129
ecoli_00232,-1.0965093572,0.5285283660000001
ecoli_00233,-0.21609502390000002,0.720084016
ecoli_00234,-0.054457937000000005,0.73249291
ecoli_00235,-0.1703480148,1.516469101
ecoli_00236,0.6078651115,1.213834971
ecoli_00237,-3.1964002398,0.9066270240000001
ecoli_00238,-2.8634542115,0.74154708
ecoli_00239,-3.3452104968,0.53896745
ecoli_00240,-3.0273595392,0.734724869
ecoli_00241,-3.8307124783,0.8581098930000001
ecoli_00242,-2.8609016732,0.656305895
ecoli_00243,-2.9197394349,0.846469498
ecoli_00244,-2.7588817168,0.434925349
ecoli_00245,-2.324035595,0.309711913
ecoli_00246,-2.0718146979,0.77265226
ecoli_00247,-2.3357134993,0.855503439
ecoli_00248,-3.8157051057,0.912362102
ecoli_00249,-1.6385583849,0.691380133
ecoli_00250,-1.8281041503000002,0.5140438460000001
ecoli_00251,-1.3077913144,0.444559731
ecoli_00252,-1.2973762039,0.35348995800000005
ecoli_00253,-2.0529339151,0.513191382
ecoli_00254,-1.7515304478,0.783451408
ecoli_00255,-3.3266094959,0.886588448
ecoli_00256,-3.534121302,0.8496426560000001
ecoli_00257,-3.2310001864,0.8657514
ecoli_00258,-2.9578919497,0.7525713180000001
ecoli_00259,-4.1100293515,0.22129014400000002
ecoli_00260,-4.5326529679,0.6940704240000001
ecoli_00261,-2.104903987,1.031703333
ecoli_00262,-2.9084458968,1.439034345
ecoli_00263,-1.3856602878,0.184811358
ecoli_00264,-1.2010371266,0.020850488
ecoli_00265,-1.5135721485,0.249700306
ecoli_00266,-1.4010711834,0.214367162
ecoli_00267,-0.8558422647,0.331019108
ecoli_00268,-1.3800789769000001,0.44451158300000004
ecoli_00269,0.9352753314000001,0.36134760400000004
ecoli_00270,0.9465850061000001,0.22443906600000002
ecoli_00271,-0.1011265846,-0.105801012
ecoli_00272,0.023844090300000002,0.18005006
ecoli_00273,-0.8593196401000001,0.019202242
ecoli_00274,-1.180307258,-0.0071167620000000004
ecoli_00275,-1.2584214188,0.21022938600000002
ecoli_00276,-1.492286972,0.232885476
ecoli_00277,-2.4697990352,0.5363372040000001
ecoli_00278,-2.8247881589,0.38740898
ecoli_00279,3.1979458407,0.5882128990000001
ecoli_00280,3.4083295424,1.149766987
ecoli_00281,-0.7850727166,0.14147320100000002
ecoli_00282,-0.9633887114,0.713369311
ecoli_00283,-1.9145738601,0.09844079900000001
ecoli_00284,-2.1975311767,0.35469244
ecoli_00285,-1.2277249775,0.14243178
ecoli_00286,-1.4509262049,0.099902326
ecoli_00287,-3.4265313999,0.35996907300000003
ecoli_00288,-2.6234235912,0.464787231
ecoli_00289,-0.6006173445,-0.08085107300000001
ecoli_00290,-0.7456700015000001,0.06379414600000001
ecoli_00291,-1.7478099213,0.34164602600000005
ecoli_00292,-1.8134919385,0.114749602
ecoli_00293,-2.4359787914,-0.176988327
ecoli_00294,-2.2456797652000002,0.09180395300000001
ecoli_00295,-0.0752630841,-0.6016586740000001
ecoli_00296,0.1108697882,-0.38748089999999996
ecoli_00297,-2.9729658333,0.038834178000000004
ecoli_00298,-2.0995125303,0.217526601
ecoli_00299,-1.6670454821,-0.05482688
ecoli_00300,-1.4341467964,-0.167644599
ecoli_00301,-0.8354851508000001,-0.12997603200000002
ecoli_00302,-1.6923075776,0.354207547
ecoli_00303,-1.8726092092000002,0.169173276
ecoli_00304,-1.3281233192,0.214553179
ecoli_00305,-0.6894832369,0.284163696
ecoli_00306,-0.3285042964,0.13684510700000002
ecoli_00307,-1.2029929177,0.288456431
ecoli_00308,-1.401696196,0.24104608100000002
ecoli_00309,-2.0932162545,0.23944293400000002
ecoli_00310,-2.0167149414,0.40841053800000005
ecoli_00311,-2.2633392766,0.42490226000000003
ecoli_00312,-2.3833106987,0.797665346
ecoli_00313,-1.3266003166,0.19685879
ecoli_00314,-1.3177019626,0.09823880900000001
ecoli_00315,0.236857068,0.024687465000000002
ecoli_00316,0.0983668168,-0.17324983200000002
ecoli_00317,-0.6882096015,0.19483396500000003
ecoli_00318,-0.6553249829000001,-0.001198503
ecoli_00319,0.33633476230000003,0.090653863
ecoli_00320,-0.2718250282,-0.020805208000000002
ecoli_00321,-2.9111800271,0.09819841300000001
ecoli_00322,-3.2990796955,0.396413122
ecoli_00323,-0.0499863999,-0.029300448000000003
ecoli_00324,-0.1454582525,-0.012243812000000001
ecoli_00325,-0.7242392794,-0.051277181000000005
ecoli_00326,-1.4602551184,0.039346124
ecoli_00327,-1.4849244562,0.43613194600000005
ecoli_00328,-0.7147908279,0.010944216000000001
ecoli_00329,-1.4856586629000001,0.43738327200000005
ecoli_00330,0.6287030295,0.24486811500000003
ecoli_00331,0.210580085,0.19527432600000003
ecoli_00332,1.2469572441,0.471873798
ecoli_00333,-0.6466495098,0.166270717
ecoli_00334,0.3579056658,0.074687234
ecoli_00335,1.1522357208,-0.20209035900000002
ecoli_00336,0.5006823317,0.13023726600000002
ecoli_00337,1.4284195669,-0.178028823
ecoli_00338,0.9557623698000001,-0.117608346
ecoli_00339,1.4603655819,0.01929568
ecoli_00340,1.135840276,-0.037763501000000005
ecoli_00341,1.3015682504,0.00027594
ecoli_00342,1.2588222388,0.017377254
ecoli_00343,2.5973579695,0.088152637
ecoli_00344,2.3527127365,0.118877071
ecoli_00345,0.7955648107000001,-0.041870504
ecoli_00346,1.0357792167,-0.167602575
ecoli_00347,-1.1092332679,0.15806113500000002
ecoli_00348,-0.8369737959,0.132412217
ecoli_00349,-1.1211860153,0.325110169
ecoli_00350,-1.366436412,0.33804204600000004
ecoli_00351,-2.2006297247,0.33266528500000003
ecoli_00352,-0.1019842473,0.12088149000000001
ecoli_00353,-0.6768470670000001,-0.044729049
ecoli_00354,-0.4984414749,0.118087197
ecoli_00355,-1.4489409341,0.6233376740000001
ecoli_00356,-1.5000866352000002,0.367241513
ecoli_00357,-1.3329631095,0.557983942
ecoli_00358,-1.1248134916,0.35293424900000003
ecoli_00359,-1.5012749068,0.56828737
ecoli_00360,-1.8122060242,0.48577937400000004
ecoli_00361,-1.0876489464,0.649965906
ecoli_00362,-1.7606290738,0.5829830060000001
ecoli_00363,-4.1572163281,-0.6982330090000001
ecoli_00364,-4.7847413606,-1.284084979
ecoli_00365,-13.6383118168,-1.097964623
ecoli_00366,-11.9203705561,-1.417889124
ecoli_00367,-12.7089287458,-2.36551423
ecoli_00368,-12.4768483537,-3.025193795
ecoli_00369,-8.843807245,-1.046461569
ecoli_00370,-5.3665578592,-1.428550223
ecoli_00371,-10.7764189257,-1.5357914570000002
ecoli_00372,-12.326248595100001,-1.861808941
ecoli_00373,-11.9979463968,-3.71345713
ecoli_00374,-11.481571432399999,-3.923043916
ecoli_00375,-4.6254640181,-1.285644974
ecoli_00376,-3.3270766527,-1.549143959
ecoli_00377,-7.255552501,-1.148742245
ecoli_00378,-6.568951311,-1.219704515
ecoli_00379,-8.4350222495,-2.217996755
ecoli_00380,-8.7331161618,-1.705610088
ecoli_00381,-1.5526257587,-1.602115811
ecoli_00382,-0.7874574044,-1.502891134
ecoli_00383,-6.57253896,-0.972666562
ecoli_00384,-6.6435223748,-0.868752587
ecoli_00385,-8.8435877513,-2.154430607
ecoli_00386,-8.9554928323,-1.9790238430000002
ecoli_00387,-1.7850155663,-1.07699956
ecoli_00388,-2.3200462469,-1.131601558
ecoli_00389,-6.0785716335,-1.354689553
ecoli_00390,-6.2486623257,-0.9519742510000001
ecoli_00391,-9.1732926328,-2.339416071
ecoli_00392,-9.526088752,-2.503785001
ecoli_00393,-1.465586129,-0.273138725
ecoli_00394,-2.0021981266,-0.100721609
ecoli_00395,-1.2091160551,0.688313979
ecoli_00396,-0.8986450869,0.11842840600000001
ecoli_00397,-1.9791758893,0.533709059
ecoli_00398,-2.0258935394,0.42688013900000005
ecoli_00399,-2.3109542325,-0.129822652
ecoli_00400,-2.6233799856,0.25226860100000004
ecoli_00401,-0.7928604065,0.313814317
ecoli_00402,-0.9037709755000001,0.262754103
ecoli_00403,-0.7267598815,0.55933014
ecoli_00404,-0.3211372874,0.585054223
ecoli_00405,-3.4178300388,-0.011841831
ecoli_00406,-2.2170049298,-0.06199355300000001
ecoli_00407,-1.6187990837,0.103795067
ecoli_00408,-0.6749020435,0.07729124200000001
ecoli_00409,-0.4094399718,0.8483554480000001
ecoli_00410,-0.20814548100000002,0.22114587800000002
ecoli_00411,-1.6776655831,-0.018326461000000002
ecoli_00412,-1.7127370022,-0.00229414
ecoli_00413,-1.4332139015,0.050101518000000005
ecoli_00414,-0.6249745861,0.24683010600000002
ecoli_00415,-0.5333684803000001,0.784945014
ecoli_00416,-0.7767379829000001,0.731163085
ecoli_00417,-1.9195817060000002,-0.249567277
ecoli_00418,-1.5979119811,-0.362662837
ecoli_00419,-1.5538186074,-0.087341399
ecoli_00420,-1.4265358475,-0.116343999
ecoli_00421,-0.3637753704,0.7880802170000001
ecoli_00422,-0.5106823105,0.8822008100000001
ecoli_00423,-3.2925739746,-0.196029267
ecoli_00424,-2.4645785944,0.035950476
ecoli_00425,-1.5573484597,-0.209491176
ecoli_00426,-1.6275339808,-0.12095083000000001
ecoli_00427,-1.4311077188,0.023633742000000003
ecoli_00428,-2.0381605649,0.23043426800000003
ecoli_00429,-0.8212361155,0.211167551
ecoli_00430,-0.7616683189,0.089040662
ecoli_00431,-1.9823929100000002,0.663063924
ecoli_00432,-0.769321248,0.5964743090000001
ecoli_00433,0.5343716345,0.8964597670000001
ecoli_00434,0.23974462,0.8027070660000001
ecoli_00435,-2.3010242042,-0.086861228
ecoli_00436,-2.3327717314,-0.468469997
ecoli_00437,-1.0916480097,-0.050085665
ecoli_00438,-1.2069942976,0.146767469
ecoli_00439,-0.4883788792,1.192037487
ecoli_00440,-0.2504533205,1.128163218
ecoli_00441,-2.3715891692,-0.34039957400000004
ecoli_00442,-1.6426549725,-0.261796963
ecoli_00443,-0.9469891951,0.032885095
ecoli_00444,-0.809802148,0.104225229
ecoli_00445,-0.9259914456,1.154240548
ecoli_00446,-2.0596344257,1.137836863
ecoli_00447,-2.2401781525,-0.25031749400000003
ecoli_00448,-1.8263368213,-0.23835412600000003
ecoli_00449,-3.0713813791,-0.19213264900000002
ecoli_00450,-2.4505395715000002,-0.060454306000000006
ecoli_00451,-2.6755087665,-0.33231244200000004
ecoli_00452,-3.0741814986,-0.32548207
ecoli_00453,-3.5924054610000002,-0.300549842
ecoli_00454,-3.0324868484,0.114358498
ecoli_00455,-1.3755811420000001,-0.572593184
ecoli_00456,-0.6170243522000001,-0.47724442400000006
ecoli_00457,-0.8785670826,-0.536033659
ecoli_00458,-0.8681417833,-0.631774739
ecoli_00459,-1.1384596434,-0.521037575
ecoli_00460,-0.9888143725,-0.5512964340000001
ecoli_00461,-14.8091573257,-1.317404102
ecoli_00462,-14.4274524679,-1.6473649730000002
ecoli_00463,-15.136668113,-1.500707701
ecoli_00464,-15.2283989505,-1.566391124
ecoli_00465,-10.3530777448,-1.434546144
ecoli_00466,-10.114257217,-1.775079468
ecoli_00467,-14.443057080100001,-1.155498365
ecoli_00468,-14.8322672599,-1.26080233
ecoli_00469,-9.5277704394,-1.477906452
ecoli_00470,-9.4971640454,-1.6356506190000002
ecoli_00471,-14.4167181124,-1.65737708
ecoli_00472,-14.2105993969,-1.519137929
ecoli_00473,-15.2963210568,-1.16306404
ecoli_00474,-14.6067554706,-1.4872548270000001
ecoli_00475,-13.9193407152,-0.615907108
ecoli_00476,-13.5119786863,-0.24054856300000002
ecoli_00477,-13.4694697333,-1.583825513
ecoli_00478,-13.5084454717,-1.46374508
ecoli_00479,-4.0930031197,0.102053947
ecoli_00480,-4.460555101,-0.03942554
ecoli_00481,2.8170411958,0.588420489
ecoli_00482,2.773353556,0.49272513700000004
ecoli_00483,-1.8110339896,-0.694514041
ecoli_00484,-2.0173032563,-0.64982666
ecoli_00485,-3.3282475001,-1.775349434
ecoli_00486,-3.4826371286,-1.700899194
ecoli_00487,-13.6501976617,-1.518044294
ecoli_00488,-13.7414299004,-1.392984622
ecoli_00489,-15.1224497758,-0.891295456
ecoli_00490,-15.217671585,-0.974985074
ecoli_00491,-11.1768527204,-1.547270669
ecoli_00492,-11.5645093389,-1.560862653
ecoli_00493,-14.6040751098,-0.83638007
ecoli_00494,-14.2634548605,-0.967175816
ecoli_00495,-3.528506878,-0.237161015
ecoli_00496,-3.9577587561,-0.902759912
ecoli_00497,-8.5842867443,-1.564684486
ecoli_00498,-8.3294305992,-1.5607226170000001
ecoli_00499,3.8377812368,0.5670515460000001
ecoli_00500,4.1271165623,0.7611231930000001
ecoli_00501,-11.8045460895,-1.078979349
ecoli_00502,-11.916055371,-1.141733521
ecoli_00503,-13.3419895143,-1.469507994
ecoli_00504,-13.3737730758,-1.022617913
ecoli_00505,-14.7989262114,-1.322262972
ecoli_00506,-15.6396404971,-1.222182338
ecoli_00507,-1.7472033721,-0.750400504
ecoli_00508,-2.2652247751,-0.368047803
ecoli_00509,-1.3405992941,-0.425489057
ecoli_00510,-1.4398671675,-0.281123626
ecoli_00511,-2.9090159758,-1.531961902
ecoli_00512,-2.741193393,-1.693791818
ecoli_00513,-6.5583302046,-1.04638712
ecoli_00514,-6.9240631363,-1.151577427
ecoli_00515,-14.1419938904,-1.353536084
ecoli_00516,-14.1015939219,-1.276684999
ecoli_00517,-3.8345802156,-1.094299032
ecoli_00518,-3.0191310023,-1.029403306
ecoli_00519,0.4351390155,-1.389371747
ecoli_00520,-2.3954304623000002,-1.61557414
ecoli_00521,-2.4604900181,-0.8110842450000001
ecoli_00522,-3.0966636021,-0.7870844520000001
ecoli_00523,-2.8974407308,-0.6734533770000001
ecoli_00524,-0.9745215736,0.21645080400000002
ecoli_00525,-1.262365659,-0.005920476
ecoli_00526,-1.4572378604,0.252691078
ecoli_00527,-1.6780131324,0.39507496200000003
ecoli_00528,2.3420064837,-0.8297123270000001
ecoli_00529,1.0731072185,-0.749781805
ecoli_00530,2.4493336262,-1.4196802640000001
ecoli_00531,2.0187880315,-1.719929482
ecoli_00532,-2.9583873656,-1.006994204
ecoli_00533,-2.4217452282,-0.643963276
ecoli_00534,-2.7135944352,-0.653638218
ecoli_00535,-2.1571200326,-0.36372868
ecoli_00536,-0.49503306010000003,-0.795932378
ecoli_00537,-0.35301311690000003,-0.573328228
ecoli_00538,-0.3148145218,-0.646374485
ecoli_00539,-0.7219287562000001,-0.886759076
ecoli_00540,-0.7069161632000001,-1.273186961
ecoli_00541,-1.1022187793,-1.332214861
ecoli_00542,-0.28351457690000004,-1.234390252
ecoli_00543,-0.0445089479,-0.9635953540000001
ecoli_00544,1.870522414,-0.7134931630000001
ecoli_00545,1.9210757364000002,-0.325941821
ecoli_00546,-1.5054556894,-1.137221821
ecoli_00547,-1.1476204482,-0.757210256
ecoli_00548,-1.3496004182,-1.037866944
ecoli_00549,-1.3091087151,-1.091199546
ecoli_00550,-0.9655610966,-0.6523740990000001
ecoli_00551,-1.4371159685000001,-0.866398396
ecoli_00552,-2.6793326303000002,-0.592322878
ecoli_00553,-3.2469322652,-0.16756473700000002
ecoli_00554,-2.7695114177,-0.7150798610000001
ecoli_00555,-2.1577997890000002,-0.402036484
ecoli_00556,-2.8188216581,-0.826823607
ecoli_00557,-3.0881630491,-0.444235048
ecoli_00558,-1.5426414859,-1.200716983
ecoli_00559,-1.1148861489,-0.80812151
ecoli_00560,-0.9229980342,-0.5745576020000001
ecoli_00561,-0.6686027372000001,-0.594199239
ecoli_00562,0.1304546026,0.5127236820000001
ecoli_00563,-0.43049412070000004,0.574128219
ecoli_00564,0.31668237460000004,0.045257936000000006
ecoli_00565,0.7295080166,0.24631291700000002
ecoli_00566,-0.3621414262,-1.242633847
ecoli_00567,-0.7539396309,-0.888815153
ecoli_00568,-2.003406447,0.31153900300000004
ecoli_00569,-2.0815110803,0.285750115
ecoli_00570,-0.9811519967000001,0.23981643400000002
ecoli_00571,-1.2989551925,0.390637999
ecoli_00572,-1.6094454326,-0.9035644650000001
ecoli_00573,-1.2732624326,-1.119900675
ecoli_00574,-2.4398213494,-0.490120396
ecoli_00575,-2.471773852,-0.541524537
ecoli_00576,-1.5445324498000002,-1.065745394
ecoli_00577,-1.8445443647,-0.688915307
ecoli_00578,-2.1689970309,-0.318027887
ecoli_00579,-0.24935294360000002,-0.514668688
ecoli_00580,-1.7053748828000002,-0.610981043
ecoli_00581,-1.8477570703000001,-0.9509816080000001
ecoli_00582,0.5904164657000001,0.127709484
ecoli_00583,1.5086889422,0.109919371
ecoli_00584,-4.3806277176,-0.9318976
ecoli_00585,-3.5929210509000002,-0.9105501850000001
ecoli_00586,-2.0541678359,0.35232241000000003
ecoli_00587,-0.4887212101,-0.09020876900000001
ecoli_00588,-0.9622040869,0.22946254700000002
ecoli_00589,-1.3561536046,0.260093465
ecoli_00590,2.1957680616,0.021415693000000003
ecoli_00591,3.0334096598,0.184130602
ecoli_00592,-1.8276920669,-0.374499059
ecoli_00593,0.42491163260000003,-0.24292596
ecoli_00594,1.3981094579,-0.66546333
ecoli_00595,0.7511645139,-0.311184338
ecoli_00596,2.9118451154000002,-0.863150776
ecoli_00597,1.7538347222000001,-0.10352797400000001
ecoli_00598,4.6698222528999995,-0.8454973560000001
ecoli_00599,3.8481493392,-0.5273411330000001
ecoli_00600,-1.0836422119,-0.970177296
ecoli_00601,0.3133044168,-1.358198744
ecoli_00602,-1.3656264862,-0.8655991710000001
ecoli_00603,0.30538574350000003,-1.079970451
ecoli_00604,-3.1279153863999998,-0.884206314
