,A,LeuO
SRX4705225,3.6478922661,-0.0676142123
SRX4705226,3.4921567504,-0.20775802340000002
SRX4705227,2.359688819,-0.3148150266
SRX4705228,-1.0584768183,0.7366582944000001
SRX4705229,-1.1974392354,0.8212473897
SRX4705230,-1.0126341387,0.9889889867
SRX4705231,2.0980972294,0.20703803510000002
SRX4705232,2.4885379309,0.4031232677
SRX4705233,2.0576990452,0.4894516896
SRX4705234,-0.7525641644000001,0.2104173393
SRX4705235,-1.4623496042,0.1789110727
SRX4705236,-1.0407564271,0.1512933954
SRX4705237,-1.6519077961000002,0.17763672290000002
SRX4705238,-1.3443651612,0.1188030422
SRX2038319,-1.3878276718,1.2075703514
SRX2038320,-2.7305064257,0.7144080536
SRX2038321,-2.293415324,1.7639662375
SRX2038322,-2.5254013103,1.7818160637
SRX2038323,-3.4980888404,-0.2924616767
SRX2038324,-2.5574830929,-0.1332075319
SRX2038325,-1.48872121,1.773072895
SRX2038326,-1.4304939557,1.6881499087
SRX2038327,-2.5155789907,1.3465633548
SRX2038328,-3.8015898482,1.2953582598
SRX2038329,-8.6965223933,0.389897463
SRX2038330,-0.6368573245,-0.1729957586
SRX2038331,-4.8116373713,-0.6432155161
SRX2038332,-1.0334489711,1.8275231256
SRX2038334,1.139767868,-1.3403612803
SRX2038335,-2.1978541002,0.5108136605
SRX2038336,0.9096474082,1.5081781607
SRX2038337,-0.0770962093,-0.0171869234
SRX2038338,0.7798250800000001,-0.7055341863
SRX2038339,-0.9678339345,1.1844320813
SRX2038340,-0.10086313370000001,0.0887880202
SRX2038341,1.7382463375000001,0.2212364551
SRX2038342,-1.30546049,-0.9736578612000001
SRX2038343,-0.6957098911,0.7469298229
SRX2038344,-0.7314005105,0.5693746668
SRX2038345,0.674680622,0.1296857894
SRX2038346,-2.6591281619,1.2954288077
SRX2038347,-6.9868648669,2.1605931735
SRX2038348,-4.3324196917,1.3626126985
SRX2038349,-0.2003916125,-1.2315395385
SRX2038350,0.7280138042000001,-1.1087663547
SRX2038351,0.5674832846,0.0541395754
SRX2038352,-0.2519229948,0.9214210856
SRX2038353,0.5728327992000001,-0.9316773159
SRX2038354,-0.1107245318,0.3922513171
SRX2038355,2.7996146206,0.3320771309
SRX2038356,1.4629014221,-0.3550733293
SRX2038357,0.6080025918,-0.5020361651
SRX2038358,0.3874834706,-1.2320254939
SRX2038359,0.6015744735,0.5232219419
SRX2038360,0.3269461983,-0.1297970947
SRX2038361,-0.34240065340000003,0.40174944840000004
SRX2038362,-2.926769328,0.1780587806
SRX2038363,-0.4323692588,-0.0635859106
SRX2038364,-0.1345189362,0.5478827620000001
SRX2038365,-2.7901235161,1.2657199549
SRX2038366,-6.1112252451,1.8862117432
SRX2038367,-4.0323941283,1.4521649141
SRX2038368,1.2098513217,-1.1819203776
SRX2038369,0.4422137097,0.1302494137
SRX2038370,0.7534682827,0.5143741067000001
SRX2038371,1.28805768,-0.0163775447
SRX2038372,-0.8288240781,-1.0037940755
SRX2038373,-0.2970095278,0.318008818
SRX2038374,0.7484440483,0.5122062691
SRX2038375,0.2983752652,0.13691241510000002
ERX530520,-0.1149576197,0.1092066886
ERX530521,2.1910222092,-0.2569914734
ERX530522,1.9265775336000002,-0.19902842980000002
ERX530523,1.0779684099,-0.0261571461
ERX530524,0.1149576197,-0.1092066886
ERX530525,1.0336154445,0.2358979735
ERX530526,1.7695157535,-0.5112885453
ERX530527,2.3047657883,-0.1543399157
ERX3212443,1.3507103304,0.0893073056
ERX3212444,1.220207001,0.18605474330000002
ERX3212445,1.7821243543,0.071051691
ERX3212446,1.9017096011999999,0.2887437854
ERX3212447,1.0611115272,0.1608589011
ERX3212448,0.8344406716,0.0584012114
ERX3212449,-0.24007831040000002,0.16468016060000001
ERX3212450,-0.0507542385,-0.2700002673
ERX3212451,0.290832549,0.1053201067
ERX3212452,-0.4184812084,0.0575668035
ERX3212453,-0.6100652908,0.1128326419
ERX3212454,-1.478191614,0.7614318579
SRX7478973,-0.6392755974000001,0.0381354537
SRX7478974,0.4454088143,-0.0309948318
SRX7478975,0.1938667831,-0.0071406218
SRX7478976,-0.6725880815,-0.2722720074
SRX7478977,-0.4327413553,0.1713987667
SRX7478978,-0.42390407680000003,0.060575007400000005
SRX7478979,-0.2555158855,0.3789580549
SRX7478980,-0.9239101792000001,-0.0232169768
SRX7478981,-1.0280186714,-0.1488851866
SRX7478982,-0.2371870941,0.2708134353
SRX7478983,-0.3556737425,0.2063335779
SRX7478984,-0.3828810086,-0.0434665097
ERX1521038,2.7868654408999998,5.6408241063
ERX1521039,2.2606584794,4.1518153252
ERX1521040,2.9241256149,5.6697969375
ERX1521041,1.3675243083,3.9521468439
ERX1521042,0.1706931679,-0.0328866951
ERX1521043,0.5111005456000001,-0.18335216940000001
ERX1521044,-0.0709854899,0.282465687
ERX1521045,0.0709854899,-0.282465687
SRX621182,8.4981283694,5.6070002024
SRX621183,7.8965284904,5.6201183206
SRX621184,5.0581252872,5.3880544985
SRX621185,3.8982651057,5.7465839996
SRX621188,3.9032586567000003,5.3571438978
SRX621189,3.607974959,5.0369729742
SRX621190,0.2561059696,0.1861331799
SRX621191,-0.2561059696,-0.1861331799
SRX621192,6.3910224342,5.0300956535
SRX621193,6.9767723591,5.0818133359
SRX6489436,0.9848453642,-1.221023301
SRX6489437,-0.0502141918,-0.9371305823
SRX6489438,0.0976552022,-0.9239969286
SRX6489439,-0.4951767259,-0.6096224227
SRX6489440,0.3951885439,0.1437841731
SRX6489441,0.0999881819,0.46583824960000003
SRX6489442,-0.8732260888000001,-0.9264181840000001
SRX6489443,-1.0719285407,-0.4369158269
SRX6489444,0.0540700281,-0.2317537801
SRX6489445,-1.2237404103,-0.6848423352
SRX6489446,-0.28094674070000003,-0.3513427335
SRX6489447,-0.1837166497,-0.1425242979
SRX6489448,0.9011281547000001,-0.5946548278
SRX6489449,0.11222383050000001,-0.6773211433
SRX6489450,1.3749509004,-0.2398817966
SRX6489451,0.9484925363000001,-0.3528970878
SRX6489452,1.2224020679,-0.0861784783
SRX6489453,0.7148543168,0.3320738425
SRX6489454,0.4728974238,-0.2678473229
SRX6489455,1.3452661422,0.0528256011
SRX6489456,0.7577692370000001,0.2908991502
SRX6489457,-0.09795066840000001,-0.7787306309
SRX6489458,0.5367051774,-0.6671533737
SRX6489459,1.3315561467,-0.3408686777
SRX6489460,0.0344856863,-0.9256167390000001
SRX6489461,0.27367863200000003,-1.1666497473
SRX6489462,-0.1321564116,-1.3161455327
SRX6489463,0.8110143596,-0.9379406509
SRX6489464,0.5611167298,-0.5272496373000001
SRX6489465,1.8065756516,0.0819400995
SRX6489466,-0.011100988800000001,-0.8660295815
SRX6489467,0.6697073919000001,-0.7378774432
SRX6489468,1.4248885077,-0.365702195
SRX6489469,0.533644519,-0.9433897049000001
SRX6489470,1.1465029692,-0.5169816382
SRX6489471,1.2631119571,-0.577151292
SRX6452027,-7.3252460655,1.842501885
SRX6452029,0.45404642380000004,-0.0314919745
SRX6452030,-6.6125671575,2.0093237185
SRX6452031,-5.2732546951,0.33349453760000003
SRX6452044,-4.8753256687,0.729195955
SRX6452045,-5.4172013892,0.9143604132
SRX6452046,-5.1051226936,0.42176331170000003
SRX6452047,-3.7046219039,2.1140765707
SRX6452048,-0.45404642380000004,0.0314919745
SRX6452059,-5.7875354027,1.9209058903
SRX1828491,-0.9564993841,-0.2653052791
SRX1828492,-1.4637698495,-0.2069350345
SRX1828493,-0.1182405425,1.1160379086
SRX1828494,-0.1484572849,1.4732666791
SRX1828495,3.3581996156000002,0.6519178314
SRX1828496,3.3833249404,0.35095626280000003
SRX1828497,1.4487960412,-0.1699247426
SRX1828498,1.8131145835,0.5533943771000001
SRX1828499,1.7577475628,0.9191948592
SRX1828500,1.9286663883,0.9289187733000001
SRX1828501,0.7645822132000001,-0.0280089458
SRX1828502,1.4740309161,1.5321315532000002
SRX1828503,13.450877547,6.2131993495
SRX1828504,12.7778811666,6.0457015095
SRX1828505,-1.1182854398,0.3572919169
SRX1828506,-1.2735444801,0.7779759664
SRX1828507,-0.21274977650000002,-0.0173218079
SRX1828508,0.21274977650000002,0.0173218079
SRX3796953,0.0273169326,-0.08739518610000001
SRX3796954,-0.0273169326,0.08739518610000001
SRX3796955,-2.7407996612,0.1751190447
SRX3796956,-5.3839207383,1.2199452912
SRX3796957,-11.6212921289,1.326931867
SRX3796958,-11.2338966829,0.9889114960000001
SRX3796959,-7.8021756027,1.4617497516
SRX3796960,-6.7104545779,1.7029262696
SRX3796961,-5.8123839018,1.2862081923
SRX3796962,-4.2966840679,1.4076425217000001
SRX3796963,-13.0572834982,1.1941450707
SRX3796964,-12.5960786446,1.3562797247
SRX3796965,-11.4043897226,-1.2531649949
SRX3796966,-10.9916537373,-1.2633442146
SRX3796967,-11.7559192812,0.6029142571
SRX3796968,-9.7732639872,0.6818378183
SRX3796969,-10.8535394156,0.4656147798
SRX3796970,-12.9378513934,1.6514386969000001
SRX3796971,-7.4227922861,1.1347755908
SRX3796972,-7.4301578445,0.8235412203
SRX3796973,-9.954927749,1.2408975743
SRX3796974,-7.9885019303,1.2722269505
SRX3796975,-12.7759792655,0.5012550112
SRX3796976,-13.2840173872,0.7867517368
SRX3796977,-10.8608633835,0.8642289793
SRX3796978,-11.3761652951,0.5618093919
SRX3796979,-9.8735821255,0.4787023369
SRX3796980,-9.3373806865,0.7904866902000001
SRX3796981,-12.6432897103,0.4423740819
SRX3796982,-12.609495393,0.4190817229
SRX3796983,-15.2887092814,-0.9354408123
SRX3796984,-15.4210481481,-0.7076881482
SRX3796985,-12.3621773424,-0.0002508684
SRX3796986,-12.6870308164,0.5946816832
SRX3796987,-8.1845876942,0.9522555003000001
SRX3796988,-7.193843924,0.0989511512
SRX2568270,1.1586734652,-1.7020097747
SRX2568271,0.0027230883,0.6148492468
SRX2568272,-1.130194615,-2.1928602313
SRX2568273,-4.8443327706,-2.1928602313
SRX2568274,-6.2485456363,-0.9200978916
SRX2568275,-1.1586734652,1.7020097747
SRX2568276,-0.600327299,0.24573886560000002
SRX2568277,-2.6348228132,-0.5650386822
SRX2568278,-2.9366382009,0.7640101709
SRX2568279,-3.6198984762,-1.0778960005
SRX3421856,-0.4766217488,-0.0969237211
SRX3421857,0.4766217488,0.0969237211
SRX3421858,-5.5973862223,0.7509885986
SRX3421859,-5.3521635903,0.7202160144
SRX3421860,-0.030415236000000002,0.45123628460000004
SRX3421861,-0.3181285195,-0.3434518533
SRX3421868,-1.8829338245,2.4448823736
SRX3421869,-2.000919724,2.5164149843
SRX2606337,0.34328927070000004,0.056472762600000004
SRX2606338,0.2262436529,-0.11724486440000001
SRX2606339,0.8488312610000001,0.42591018820000004
SRX2606340,1.9348951769,0.8922410793000001
SRX2606341,-3.97765374,0.364803064
SRX2606342,-4.285856165,0.7239384839
SRX2606343,-1.7191526385,1.430041065
SRX2606344,1.7534337714000001,1.5509653038
SRX2606345,4.4148746307,2.3971713487
SRX2606346,1.1962289072,0.020100122800000002
SRX2606347,-0.0133539435,-0.0765086002
SRX2606348,0.11405818320000001,0.21269652320000001
SRX2606349,1.0330862976,0.34528216910000004
SRX2606350,2.0307141182,0.6500904619
SRX2606351,-3.2833600669,0.7260690619
SRX2606352,-3.0589558472,1.2164993554
SRX2606353,-0.5591803062,-0.5351884278
SRX2606354,1.8630802457,1.573225597
SRX2606355,4.9020489516,2.6558250022000003
SRX2606356,2.2707366765,0.4438727121
SRX2606357,-0.3299353272,0.020035837600000002
SRX2606358,0.0647465254,-0.0125853735
SRX2606359,1.5219057161,0.2879978943
SRX2606360,1.5227337664,0.5086752395
SRX2606361,-4.1747844693,1.3457313767999999
SRX2606362,-4.9618494762,0.5606302113
SRX2606363,-2.7952416603,1.0247556198
SRX2606364,1.7931355925,1.6653467518
SRX2606365,3.8717586818000003,2.625609217
SRX2606366,2.1175643405,0.5330030605
SRX3648427,1.1042323002,0.2805493917
SRX3648428,0.11580446280000001,-0.1443306902
SRX3648429,-1.8226634373000001,0.4568765334
SRX3648430,1.6495805852,0.22240628340000002
SRX3648431,1.7689497478,0.48973815410000004
SRX3648432,0.33777314410000003,0.4362121655
SRX3648433,-0.0780107213,0.42167442120000004
SRX3648434,-0.3465027458,-0.2860637723
SRX3648435,-0.8926927819,-0.1925020007
SRX3648436,-2.1600969631,-0.7374937551
SRX3648437,-2.4326355764,-0.5521475222000001
SRX3648438,-1.9669796118,-0.27912898950000004
SRX3648439,0.1483261772,-0.5645588855
SRX3648440,-1.2767476676,-0.6708155187
SRX3648441,-1.8117066313999999,-1.0770465719
SRX3648442,3.3781452213,0.24756493140000002
SRX3648443,2.5513574008,-0.17500443470000002
SRX3648444,2.5790729198999998,-0.2016740498
SRX3648445,1.0405778131,0.768156135
SRX3648446,0.2865019351,0.1813344024
SRX3648447,-0.1177935699,0.7003085790000001
SRX3648448,0.7193546089,0.2013159385
SRX3648449,0.2327911736,0.165808049
SRX3648450,0.14287651240000002,0.3144176233
SRX3648451,-0.1667897573,0.2049417328
SRX3648452,-0.5208692427,-0.4989726688
SRX3648453,-0.4073632949,-0.3875106747
SRX3648454,0.9097064960000001,-0.0966834622
SRX3648455,-0.7534862360000001,0.2357667218
SRX3648456,-0.7013347893,0.1069914988
SRX3648457,0.5353547141,0.5049273586
SRX3648458,-0.6530366897000001,0.1491729812
SRX3648459,-0.802712988,-0.1768448753
SRX3648460,-0.1127814707,-0.4674387485
SRX3648461,-0.351992352,-1.0544694864
SRX3648462,-1.147782149,-1.1660240512
SRX3648463,0.0426547298,0.3170347296
SRX3648464,-0.3832745672,-0.0549630505
SRX3648465,-0.24400291810000002,-0.3057087344
SRX3648466,0.0151963262,0.5433383812
SRX3648467,0.039980896200000005,-0.1568863841
SRX3648468,-0.3957829364,-0.40761954180000004
SRX3648469,6.6798430262,0.1809159911
SRX3648470,6.7820915651,0.1763048597
SRX3648471,5.3923236278,0.40337777420000004
SRX3648472,5.1483384352,0.1561620902
SRX3648473,3.6355514211,0.7544882133
SRX3648475,-0.29192232630000003,-1.1876896439
SRX3648476,-1.4886665801,-0.8520767996
SRX3648477,-1.6446022284000001,-1.4475084882
SRX3648478,3.0593861055,1.5451064005
SRX3648479,1.1373148698,1.2494988135
SRX3648480,2.1120627052,1.3750602603
SRX3648481,-0.7752706613,-1.0105168378
SRX3648482,-2.5390605908,-1.307753545
SRX3648483,-2.5505090818,-1.1811691718
SRX1429221,-0.017920784800000002,-0.7037132241
SRX1429222,-0.1423744297,0.1633780059
SRX1429223,0.1602952145,0.5403352182
SRX1429224,0.1436616251,0.0562744065
SRX1429225,-0.5472018443000001,-0.3720706771
SRX1429226,0.0502385671,0.2480204973
SRX1429227,1.2391870519000001,0.0066748143
SRX1429228,1.2817267551,0.6300303190000001
SRX1429229,0.3537571928,0.7333955763000001
SRX1429230,1.1162969014,1.3982941814
SRX1429231,1.2679197001,1.5956978244000002
SRX1429232,1.5805833717,1.5289447031
SRX1429233,1.3768383768,1.6348612167
SRX1429234,1.68274181,1.6214693033
SRX1429235,2.783632607,1.6304060513
SRX1429236,3.9378074216,0.759764211
SRX1429237,1.6605654472,1.1671912226
SRX1429238,1.3539770172,1.3293319616
SRX1429239,1.6116398727,2.1101351741
SRX1429240,0.8586219396,0.7450219551
SRX1429241,1.0044016452,1.9350623434
SRX1429242,0.4784762636,0.4831044566
SRX1429243,0.7337097272,0.7209748689000001
SRX1429244,1.0879526096,0.48757362130000004
ERX2339161,-1.1949036288000001,0.0654335723
ERX2339162,1.1949036288000001,-0.0654335723
ERX2339163,7.595422677,-0.1927022814
ERX2339164,7.6694175586,-0.34991502480000003
ERX2339165,-2.2172664415,0.6056814599
ERX2339166,-0.6099945714,0.8322193352
ERX2339167,-1.8484235758,1.1630543638
ERX2339168,0.4350617671,-0.1137458658
ERX2339169,1.6282691259000002,-0.1918474778
ERX2339170,7.7219496422,-0.4218319797
ERX2339171,7.8062975024,-0.8527805318
SRX7656012,-0.5847227369,0.5691733638
SRX7656013,-0.2923479667,-0.4960477991
SRX7656014,-0.6537871451,-0.3938458286
SRX7656015,2.0633241516,0.2990303902
SRX7656016,-1.8932197449000001,-0.6061629661
SRX7656017,-2.6580813993,-0.9674327406000001
SRX7656018,-2.2566991805,-0.4303569712
SRX7656019,2.5313882747000003,0.22013112110000002
SRX7656020,-1.9136830727,-0.5834272283
SRX7656021,-1.1546012336,-0.3816068949
SRX7656022,-0.5717712106,-0.4221304665
SRX7656023,-2.3556899719,-0.23546227690000002
SRX7656024,-2.4699293542,-0.2950577968
SRX7656025,-7.1780530831,0.9279598055
SRX7656026,-4.2218048044,0.7329582692000001
SRX7656027,0.8132778204000001,-0.3742423113
SRX7656028,0.44968980620000004,0.7212055655
SRX7656029,1.4512429282000001,-0.7216453575
SRX7656030,1.4941039957,-0.7015776272
SRX7656031,0.6855035274,-0.6401788922
SRX7656032,0.8897012782,-0.4098744388
SRX7656033,0.6383883279,-0.6183412115
SRX7656034,0.6004884114,-0.8075029727
SRX7656035,1.7508715661,-0.2440673223
SRX7656036,1.0033149133,-0.1924436477
SRX7656037,0.9273998935000001,-0.2062479384
SRX7656038,1.469597161,-0.3324035721
SRX7656039,0.5289811183,0.040871261900000004
SRX7656040,-0.3547623413,-0.21159820810000002
SRX7656041,-0.17421877700000002,0.1707269462
SRX7656042,-4.9625575649,1.0743957647
SRX7656043,-5.0492399919,0.9326135661
SRX7656044,-4.3935797508,0.8744867412
SRX7656045,-5.3725699537,0.4818664493
SRX7656046,-4.5031764917,0.1306987877
SRX7656047,-5.426560173,0.4072419647
SRX7656048,-5.4266927386,0.8313182865000001
SRX7656049,-4.6543653872,0.2634343545
SRX7656050,-4.8308458174,1.2501676395999999
SRX7656051,-8.6954815603,-0.6678581742
SRX7656052,-8.4302458228,-0.3390916874
SRX7656053,-9.0036580841,0.5970500728
SRX7656054,1.9855646163,0.3366698345
SRX7656055,1.1760854871,0.6142508892
SRX7656056,1.4753871446,-0.3372548489
SRX7656057,2.4714814493,0.10815985430000001
SRX7656058,1.5166985181000001,0.0869069391
SRX7656059,1.9542672113,-0.42085721260000003
SRX7656060,2.0893650455,-0.0890170886
SRX7656061,1.8479948196,0.09540715550000001
SRX7656062,2.847994021,0.18143378340000002
SRX7656063,-4.8966072553,0.0726396758
SRX7656064,-4.8581518733,0.0938680866
SRX7656065,-4.5172466754,0.7144406016
SRX7656066,0.1670093413,0.6977915441
SRX7656067,-0.0194021858,0.6149052881
SRX7656068,0.1841118302,0.1281355414
SRX7656069,0.3100931314,0.1288729238
SRX7656070,-0.6553707203,0.41070551990000004
SRX7656071,-1.5689978567,1.6238162433999999
SRX7656072,0.17367053000000002,0.1754551906
SRX7656073,-0.3925261587,-0.3420092035
SRX7656074,-1.2884769767,1.0560356557
SRX7656075,-10.1339586089,0.30520743100000003
SRX7656076,-11.2509775228,1.3827644223
SRX7656077,-10.3103246651,0.8171658652
SRX7656078,-3.8452722431,0.6004573671
SRX7656079,-3.9821511043,0.1231185669
SRX7656080,-4.4914232508000005,0.8132003978
SRX7656081,-4.7203971029,0.0525401423
SRX7656082,-5.4205253922,0.9886099975
SRX7656083,-4.5823840732,0.657327247
SRX7656084,-4.267418181,0.5342064797
SRX7656085,-4.5081751317,-0.014886656500000001
SRX7656086,-6.2466283042,1.7928349018
SRX7656087,-8.4426171219,-0.35697272490000004
SRX7656088,-8.5819037333,-0.6043965592
SRX7656089,-8.98272028,-0.1616288685
SRX7656090,0.1553017137,0.19060266750000002
SRX7656091,-0.0520819593,0.0991213982
SRX7656092,-0.6029500723,-0.6685961671
SRX7656093,0.5899635475,-0.8673210106
SRX7656094,-0.060144992700000004,0.11211371240000001
SRX7656095,0.37201322130000003,-0.28389437700000003
SRX7656096,1.1784253387999999,0.12126496070000001
SRX7656097,0.6607185755,-0.30745771980000003
SRX7656098,0.9122608980000001,-0.4244405952
SRX7656099,-6.2092105372,0.2855402248
SRX7656100,-6.7866336316,0.4002424114
SRX7656101,-5.9376769558,-0.3692009203
SRX7656102,0.0187391948,-0.6383967494
SRX7656103,0.42189908930000003,-0.5271666326000001
SRX7656104,-0.2685775552,-0.0628868873
SRX7656105,-6.5781188976,0.0377581618
SRX7656106,-6.3383486725000004,0.5161223331
SRX7656107,-7.2636486757,-0.0377256684
SRX7656108,-2.6752984347,-1.081412674
SRX7656109,-1.0579972894,-0.2654589871
SRX7656110,-3.1397198221,-0.3178953286
SRX7656111,0.5671494785,-0.11164080450000001
SRX7656112,0.4407219076,-0.0747458865
SRX7656113,-1.2436698461,-0.4573999816
SRX7656114,-2.9274976172000002,-0.6685292555
SRX7656115,-0.7909374347,-0.7636036373
SRX7656116,-1.7496393536000001,-0.5990685038
SRX7656117,-6.4422042187,0.8741229602
SRX7656118,-8.3534886474,1.3674604504
SRX7656119,-7.5538987159,0.0319748578
SRX7656120,1.2350910459,-0.2242822503
SRX7656121,1.4676885533,-0.1919825141
SRX7656122,0.2860390499,-0.27280223940000004
SRX7656123,-0.1234138837,0.7985450152
SRX7656124,0.208255518,-0.41347335290000004
SRX7656125,0.3442809488,-0.9096628866
SRX7656126,1.6251809273000002,-2.2500017348
SRX7656127,0.6558847035,-1.3336745637
SRX7656128,0.5685711052,-0.0686692637
SRX7656129,-7.1750525933,0.3310384753
SRX7656130,-7.0095180341,0.31601902530000003
SRX7656131,-7.5305531944,0.7575881311
SRX7656132,-9.1215081507,0.7036570718
SRX7656133,-7.9750134977,0.9928744767000001
SRX7656134,-7.5312733766,0.6906328094
SRX7656135,-0.6674382022,-0.1594238869
SRX7656136,-0.1674877707,0.1769491808
SRX7656137,0.1359472307,-0.3656442849
SRX7656138,-0.4322279489,0.10737760290000001
SRX7656139,-0.23514975910000002,0.1133889382
SRX7656140,0.06396620880000001,-0.9352421463
SRX7656141,-0.0389772202,-0.6249856221
SRX7656142,-0.4152338686,-0.7632342026000001
SRX7656143,-0.5990461687,-0.2165177953
SRX7656144,-7.8536246045,1.4387104339
SRX7656145,-7.8199731207,1.0400952516
SRX7656146,-8.10872798,1.0936360189
SRX5388319,-0.0072627597,-0.16878537570000002
SRX5388320,0.0527608376,-0.2408754826
SRX5388321,-0.0454980779,0.40966085830000004
SRX5388322,0.22851556520000002,0.0068723699000000004
SRX5388323,0.3932906654,-0.0217990883
SRX5388324,-0.5614780291,0.2487470186
SRX5388325,0.3417975715,0.0136228457
SRX5388326,0.18757851250000002,0.2544213198
SRX5388327,-0.5865447432,0.44492581540000004
SRX8708326,-1.4652972038,0.3550301481
SRX8708328,-1.8158238894,-0.617813335
SRX8708335,0.6309277846,0.1733831639
SRX8708336,0.6378004063,0.2331162733
SRX8708337,0.5470956985000001,0.2113138978
SRX8708338,0.9131627691,0.1763346664
SRX8708339,1.2725037517,0.050577690700000004
SRX8708340,1.5954956114,0.1971435007
SRX8708365,2.0796643827,-0.040534365100000004
SRX8708366,1.7932950596000001,-0.11797334350000001
SRX8708368,1.7205299387,-0.2095472637
SRX8708369,-0.375127543,0.2037136272
SRX8708370,0.8520345499,0.703192157
SRX8708371,-0.2645645749,0.28328278100000004
SRX4166001,-0.1309458622,0.0460878584
SRX4166002,0.09451715200000001,0.057479092
SRX4166003,0.036428710100000004,-0.10356695040000001
SRX4166004,-0.6166542904,-0.779310762
SRX4166005,-0.2463346476,-0.3518936797
SRX4166006,-1.6212650956,-0.052711293000000006
SRX4166007,-0.8080202031,-0.9297806418000001
SRX4166008,-0.6389241706000001,-0.2544183166
SRX4166009,0.5731352126,-0.37734319320000004
SRX4166010,-1.7567511971,0.0994725951
SRX4166011,-0.8355003120000001,0.9376117093
SRX4166012,-1.8288079886,0.5039324795
SRX5000481,-1.9730090401,-0.4750287721
SRX5000482,-1.2262578415,-0.4817014061
SRX5000483,-10.4771925587,-0.4059125911
SRX5000484,-10.393114411100001,-0.4442511529
SRX5000485,-10.5574002394,-0.1044639671
SRX5000486,-10.360239089,-0.4261620062
SRX5000487,-11.2841242544,-0.6946672610000001
SRX5000488,-10.8253605178,-0.9444498231
SRX5000489,-10.4921943191,-0.8212038432000001
SRX5000490,-10.4498742352,-0.2052187503
SRX5000491,-10.5110729129,-0.5374528049
SRX5000492,-2.3249854546,1.6307036704
SRX5000493,1.1655783025,1.3469940597
SRX5000494,0.590039407,1.6515143128
SRX5000495,-2.255840051,1.8169216652
SRX5000496,-1.9066649486,1.7850471055
SRX5000497,-0.0605880441,0.0579815489
SRX5000498,-0.3589672611,0.2464870396
SRX5000499,1.2002321525,1.4305505069
SRX5000500,0.4195553052,-0.3044685885
SRX5000501,-10.498556389600001,-0.4443158196
SRX5000502,-10.3395586149,-0.45642871160000004
SRX5000503,-10.2178667854,-0.3631716041
SRX5000504,-2.8347336724,-0.5306384285
SRX5000505,-3.8739449244,-0.4789172148
SRX5000506,-3.3468824391,-0.7336924836000001
SRX5000507,-10.255214325,-0.40162703600000005
SRX5000508,-1.3927228201,-0.2077360368
SRX5000509,-2.2912629865,-0.2938521467
SRX5000510,-2.687779932,-0.4026126832
SRX5000511,-2.2883834113,-0.32876266330000004
SRX5000512,-10.3495054104,-0.41869308390000004
SRX5000513,-9.8552913028,-0.5315774157
SRX5000514,-10.5012501333,-0.7471335239
SRX5000515,-10.38069086,-0.7152052929
SRX5000516,-10.9722636729,-0.9992284134
SRX4124772,-1.9833619479000002,-0.48018992660000004
SRX4124773,-1.2582458967,-0.4052940405
SRX4124774,-0.656534776,0.1226011089
SRX4124775,0.656534776,-0.1226011089
SRX5323946,-0.5051326097000001,-0.08200797060000001
SRX5323947,0.5051326097000001,0.08200797060000001
SRX5323948,-0.11674214120000001,0.012821951600000001
SRX5323949,0.6896754861000001,-0.0144179367
SRX5323950,-0.022190160100000002,-0.3686495369
SRX5323951,-0.0177570654,-0.36732427440000004
SRX5323952,0.8340694772,-0.061590472900000005
SRX5323953,1.4640051179,-0.0134542953
SRX5323954,0.8375216654000001,-0.27978132980000003
SRX5323955,0.8418119230000001,-0.1821884949
DRX093856,0.0957814797,0.0220427462
DRX093857,4.1550853575,-0.6147274595000001
DRX093858,4.0243627141,-0.2800419697
DRX093859,3.6313501904,-0.12212334080000001
DRX093860,1.4147686984,-0.2802075948
DRX093861,-0.29858824,-0.07951924070000001
DRX093862,4.5390276551,-0.3091027952
DRX093863,3.2431626973,-0.1994822664
DRX093864,2.6805121156,0.0834962518
DRX093865,1.7699827312,-0.462394501
DRX093866,0.2028067603,0.0574764945
DRX093867,3.6431494294,-0.3869218334
DRX093868,3.7898647208,-0.2673994827
DRX093869,3.2841955557,-0.5303532152
DRX093870,1.9639950507,-0.3019699109
SRX6366242,1.2388423522,-0.558794934
SRX6366243,1.1085140558,0.1171743583
SRX6366244,-5.0456868186,1.3237431437
SRX6366245,1.6922450884,0.0989972093
SRX6366246,0.7993005422,0.38951064960000004
SRX6366247,-4.0116654164,0.6637647705
SRX6366248,0.5504144797,-0.6443677967
SRX6366249,0.6985073724,-0.3800475595
SRX6366250,1.2650049453,-0.036933065
SRX6366251,1.5276156621,0.38712635770000003
SRX6366252,0.31943962870000003,-0.0817674693
SRX6366253,-0.31943962870000003,0.0817674693
SRX254739,-4.8736711899,-3.1942318066
SRX254740,-4.6068365669,-3.6329503581
SRX254741,-4.5747569896,-3.522301845
SRX254742,-3.6016123778,-3.2404753909
SRX254743,-4.4873056127,-3.275995362
SRX254744,-4.0368964984,-3.4000919659
SRX254745,-9.4573479687,-3.0007037793
SRX254746,-9.3080947667,-2.4159469095
SRX254747,-8.930077495,-3.4105282025
SRX254748,-9.0455540726,-2.3108052928
SRX254749,-10.2911644991,-2.9533573956
SRX254750,-10.5244000478,-2.3938365279
SRX254751,-10.1824052938,-3.3179427156
SRX254752,-10.9645265551,-2.1850459431
SRX254753,-10.327326382,-2.4529140665
