,b3423_2
omics__wt_glu__1,6.9651102286
omics__wt_glu__2,7.1379825425
omics__wt_gly__1,7.1930606296
omics__wt_gly__2,6.9569365613
omics__wt_thr__1,6.5147696044
omics__wt_thr__2,6.6167456903
omics__bw_ac__1,6.0965405049
omics__bw_ac__2,6.2265574737
omics__bw_fum__1,6.46192582
omics__bw_fum__2,6.4228134401
omics__bw_glc__1,6.7732446664
omics__bw_glc__2,6.7433530902
omics__bw_pyr__1,6.8081869964
omics__bw_pyr__2,6.7802972752
ompr__wt_nacl__1,5.4503758606
ompr__wt_nacl__2,5.2119245203
ompr__bw_delompr_nacl__1,5.6722270104
ompr__bw_delompr_nacl__2,5.777191517
minspan__wt_ade__1,6.4301244287
minspan__wt_glc__1,6.2913792378
minspan__wt_glc__2,6.2509355769
minspan__wt_glc__3,6.1906913474
minspan__wt_glc__4,6.1711632415
minspan__wt_glc_anaero__1,6.3118880809
minspan__wt_glc_anaero__2,6.5038329982
minspan__wt_trp__1,5.4507548034
minspan__bw_delcra_glc__1,6.2277542422
minspan__bw_delcra_glc__2,6.0561222416
minspan__bw_delcra_trp__1,5.6529341329000005
minspan__bw_delmntr__1,6.053340642
minspan__bw_delnac_ade__1,5.6003511976
minspan__bw_delnac_glc__1,6.5471023873
cra_crp__wt_ac__1,6.4365919272
cra_crp__wt_ac__2,6.5528892904
cra_crp__wt_fru__1,6.6513824118
cra_crp__wt_fru__2,6.8137828441
cra_crp__delcra_ac__1,5.6200588102
cra_crp__delcra_ac__2,5.6381339206
cra_crp__delcra_fru__1,6.2667475625
cra_crp__delcra_fru__2,5.7504220493
cra_crp__delcra_glc__1,6.0737834536
cra_crp__delcra_glc__2,5.8844126961
rpoB__wt_031__1,5.8075582157
rpoB__wt_044__1,6.3347508222
rpoB__wt_lb__1,5.8570707856
rpoB__wt_lb__2,5.6820665973
rpoB__rpoBE546V_031__1,6.2742418661
rpoB__rpoBE546V_044__1,6.4933696127000005
rpoB__rpoBE546V_lb__1,6.1601863957
rpoB__rpoBE546V_lb__2,6.3764091992
rpoB__rpoBE546V_glc__1,6.5996603756
rpoB__rpoBE672K_glc__1,6.2849091907
rpoB__rpoBE672K_glc__2,6.0882032171
rpoB__rpoBE672K_lb__1,6.1716974829
rpoB__rpoBE672K_lb__2,5.9654121459
crp__wt_fru__1,6.1283391335
crp__wt_glyc__1,6.1844128715
crp__wt_glyc__2,6.2846242064
crp__delar1_glyc__1,6.041568108
crp__delar1_glyc__2,6.1444412184
crp__delar1ar2_glyc__1,6.9388119788000004
crp__delar1ar2_glyc__2,7.0535626521
crp__delar1ar2_glyc__3,7.1687815713
crp__delar2_glyc__1,6.0280552148
crp__delar2_glyc__2,6.1605541759
crp__delar2_glyc__3,6.3724075852
crp__delcrp_fru__1,6.5068402411
crp__delcrp_fru__2,6.6649659173
crp__delcrp_fru__3,6.7574629364
crp__delcrp_glc__1,6.6180486606999995
crp__delcrp_glc__2,6.8131056344
crp__delcrp_glc__3,6.5334766939
crp__delcrp_glyc__1,6.5827507125
crp__delcrp_glyc__2,6.6998152382
crp__delcrp_glyc__3,6.8548799913
glu__glu_ale3__1,6.0060725229
glu__glu_ale4__1,6.7776773366
glu__glu_ale5__1,6.3538093208
glu__glu_ale6__1,6.5568310619
glu__glu_ale8__1,6.5139983029
glu__glu_ale9__1,6.290890321
glu__glu_ale10__1,6.2102625584
42c__wt_42c__1,6.5115711026
42c__42c_ale1__1,5.6824815116
42c__42c_ale2__1,6.8428402837
42c__42c_ale3__1,7.1766173105
42c__42c_ale4__1,6.1506840074
42c__42c_ale5__1,6.7565932416
42c__42c_ale6__1,6.7277471061
42c__42c_ale8__1,6.3318536446
42c__42c_ale9__1,7.0328879341
42c__42c_ale10__1,5.9000313841
ssw__wt_ac__1,5.8709094679
ssw__wt_glc__1,6.62099994
ssw__wt_glyc__1,6.3082100442
ssw__wt_xyl__1,5.0901014636
ssw__glc_ale1__1,6.0519308782
ssw__glc_ale2__1,5.7786970222
ssw__glc_ale3__1,5.4702486364
ssw__glyc_ale1__1,6.8113790596
ssw__glyc_ale2__1,6.6676580771000005
ssw__xyl_ale1__1,6.6425575551
ssw__xyl_ale2__1,6.4748055672
ssw__xyl_ale3__1,6.188455466
ssw__glc_ac_ac2__1,5.3172734633
ssw__glc_ac_glc1__1,6.2731214623
ssw__glc_ac_glc2__1,4.951422781
ssw__glc_glyc_glc__1,4.6495641193
ssw__glc_glyc_glyc__1,4.401268243
ssw__glc_xyl_glc__1,5.5669770751000005
ssw__glc_xyl_xyl__1,5.8726625626
pgi__glu4_delpgi__1,6.4644405179
pgi__pgi_ale1__1,6.0025666757
pgi__pgi_ale2__1,6.315574418
pgi__pgi_ale3__1,6.2993492255
pgi__pgi_ale5__1,6.6610878846
pgi__pgi_ale6__1,6.5050435675
pgi__pgi_ale7__1,6.8465079247
pgi__pgi_ale8__1,6.4541668349
ica__wt_glc__1,5.6383442099
ica__wt_glc__2,5.7256330857
ica__wt_glc__3,5.8889353453
ica__wt_glc__4,5.5743332128
ica__arg_sbt__1,5.4762156086000005
ica__arg_sbt__2,5.5886087661
ica__cytd_rib__1,4.5361962779
ica__cytd_rib__2,4.4504012818
ica__gth__1,5.881716847
ica__gth__2,6.353083109
ica__leu_glcr__1,5.7536323603
ica__leu_glcr__2,5.5725501603000005
ica__met_glc__1,5.7064306986
ica__met_glc__2,5.6691314739
ica__no3_anaero__1,5.1835954312
ica__no3_anaero__2,5.6514971232
ica__phe_acgam__1,5.663204171
ica__phe_acgam__2,5.7035723683
ica__thm_gal__1,5.4985749552
ica__thm_gal__2,5.7802940437
ica__tyr_glcn__1,5.4796947223
ica__tyr_glcn__2,5.7112586484
ica__ura_pyr__1,5.5526737313
ica__ura_pyr__2,5.490295821
ica__wt_glc__5,5.8140291869
ica__wt_glc__6,5.9086385538
ica__bw_delpurR_cytd__1,5.8302239696000004
ica__bw_delpurR_cytd__2,5.6465892291
ica__ade_glc__1,5.9499482668
ica__ade_glc__2,5.7355463764
ytf__wt_glc__1,5.7331559032
ytf__wt_glc__2,5.6779198620999995
ytf__delyafC__1,5.5863629604
ytf__delyafC__2,5.5543874039
ytf__delyeiE__1,6.161367007
ytf__delyeiE__2,6.1516315358
ytf__delyiaJ__1,5.4945136842
ytf__delyiaJ__2,5.2858940852
ytf__delyieP__1,5.8567327841
ytf__delyieP__2,5.6567100861
ytf__wt_ph5__1,5.6404536624
ytf__wt_ph5__2,6.0236514646
ytf__wt_ph8__1,6.0002687104
ytf__wt_ph8__2,5.7207229859
ytf__delybaO__1,5.3766157609
ytf__delybaO__2,5.6373961733
ytf__delybaQ__1,5.6379944249000005
ytf__delybaQ__2,5.7667208195
ytf__delybiH__1,5.201530046
ytf__delybiH__2,5.2406872673
ytf__delydcI_ph5__1,6.0060744661
ytf__delydcI_ph5__2,6.2107224571
ytf__delydcI_ph8__1,6.0969000106
ytf__delydcI_ph8__2,5.4793735342
ytf__delyddM__1,6.1372395898
ytf__delyddM__2,6.1829796247
ytf__delyheO__1,5.1313371963
ytf__delyheO__2,5.3409227382
fps__bw_glc__1,5.4747538292
fps__bw_glc__2,5.51618666
fps__fps_thrA_ale1__1,6.087385947
fps__fps_thrA_ale1__2,5.9619275375
fps__fps_thrA_ale2__1,5.7943763187
fps__fps_thrA_ale2__2,5.9197529509
fps__fps_serB_ale1__1,5.7899609067
fps__fps_serB_ale1__2,5.9497697066
fps__fps_serB_ale4__1,5.4831407671
fps__fps_serB_ale4__2,5.7665676951
fps__fps_ptsI_ale1__1,5.1405563475000005
fps__fps_ptsI_ale1__2,5.4062798941
fps__fps_ptsI_ale3__1,5.4589124291
fps__fps_ptsI_ale3__2,5.3548165093
pal__lyx_ale2_f6__1,5.4556845654
pal__lyx_ale2__1,5.5408904597
pal__lyx_ale2__2,5.6630076802
pal__lyx_ale4__1,5.5408904597
pal__lyx_ale4__2,5.6630076802
pal__5drib_ale10_f18__1,5.6414856658
pal__5drib_ale10_f18__2,5.4008267474
pal__5drib_ale10__1,5.6883662787
pal__arab_ale14_f9__1,5.926833367
pal__arab_ale14_f9__2,5.5619399112
pal__arab_ale14__1,5.8760179382
pal__arab_ale14__2,5.6895818181
pal__arab_ale16__1,6.2074215154
pal__arab_ale16__2,5.8789662962
pal__tartr_ale26_f10__1,5.710510998
pal__tartr_ale26_f10__2,5.1948760579
pal__tartr_ale26__1,5.7475769157
pal__tartr_ale26__2,5.6100043395
pal__tartr_ale28_f10__1,5.3220686541
pal__tartr_ale28_f10__2,5.325649501
pal__tartr_ale28__1,5.3162806477
pal__tartr_ale28__2,5.7301355941
efeU__delmenFentC_citr__1,5.5811487056
efeU__delmenFentC_citr__2,5.6709721901
efeU__delmenFentC__1,5.638163994
efeU__delmenFentC__2,5.7046236028
efeU__menFentC_ale39__1,5.020663972
efeU__menFentC_ale39__2,4.7744617335
efeU__menFentC_ale29__1,5.7899438926
efeU__menFentC_ale29__2,5.6551143762
efeU__menFentC_ale30__1,5.9604717013
efeU__menFentC_ale30__2,6.0908623151
efeU__menFentCubiC_ale36__1,5.8872504447
efeU__menFentCubiC_ale36__2,6.2444924785
efeU__menFentCubiC_ale37__1,6.1644316097
efeU__menFentCubiC_ale37__2,5.8223050364999995
efeU__menFentCubiC_ale38__1,6.0532448309
efeU__menFentCubiC_ale38__2,5.8412370669
