,A,PaaX,Nac
opex__naocl_amp__1,-2.0284918463,0.7509994919,0.8447887132
opex__naocl_amp__2,-0.4666071645,0.44446276360000003,-0.0382469597
opex__naocl_amp__3,-0.7078800886000001,0.2748026472,0.337794831
opex__naocl_kan__1,-2.0844900382000002,0.09435522460000001,-0.2200938276
opex__naocl_kan__2,-1.4818479839,0.3388259033,0.1202591959
opex__naocl_kan__3,-2.0085363292,-0.0047894603,-0.0059839179
opex__naocl_nor__1,-1.8700802921,-0.3119093328,-0.0082726002
opex__naocl_nor__2,-2.4733726234,0.5258304785,-0.7686664797
opex__naocl_nor__3,-2.6532549960000003,0.0457157256,-0.24341184970000002
opex__naocl_rif__1,-2.2770639732,1.111296872,1.4849690546
opex__naocl_rif__2,-3.1262164431,1.1588628411,1.5260482322
opex__naocl_rif__3,-2.443339892,0.9681934350000001,1.3730237777
phage_lysogen__wt_ctrl__1,-0.07463674420000001,-0.041654844100000005,-0.4061063405
phage_lysogen__wt_ctrl__2,-0.0951478932,-0.2732420981,-0.0565713445
phage_lysogen__wt_ctrl__3,0.1697846375,0.31489694220000003,0.462677685
phage_lysogen__O104_H4__1,1.587238878,-0.1402864755,-0.2109543925
phage_lysogen__O104_H4__2,1.5947574652,0.1890538306,0.006165165
phage_lysogen__O104_H4__3,2.9215879261,0.7293958773,0.38619933570000003
phage_lysogen__O157_H7_PA8__1,1.8136365823,-0.0980527139,-0.0648684613
phage_lysogen__O157_H7_PA8__2,2.8205579311,0.287339183,0.37842038980000003
phage_lysogen__O157_H7_PA8__3,2.7846935391,0.6456745879,0.3420226579
phage_resist__ygbE_oe__1,2.8532324246,0.010100115,0.4311129213
phage_resist__wt__1,-1.2377689729,-0.8202274262,0.0744367002
phage_resist__wt__2,0.4567347237,0.077339263,-0.1061078667
phage_resist__wt__3,0.602408303,0.3690126037,-0.10500895780000001
phage_resist__wt__4,0.17862594610000002,0.3738755595,0.1366801244
phage_resist__ygbE_oe__2,0.6517673553000001,-0.1574165026,-0.0666894873
phage_resist__ygbE_oe__3,0.8948030046000001,0.0438468463,-0.2151517474
phage_resist__ygbE_oe__4,1.2104847391,-0.011305585100000001,-0.3066691358
phage_resist__yahA_oe__1,4.3025035688,1.0001936337,0.5341446637
phage_resist__yahA_oe__2,4.393783745,0.9353557954,0.2817031333
phage_resist__yahA_oe__3,4.3761357728,0.9900299991,0.4270479264
phage_resist__yrfF_ko__1,1.2365632495,0.41101253870000004,0.017401381100000002
phage_resist__yrfF_ko__2,1.6554195543999999,0.6815142547,0.2479850982
phage_resist__yrfF_ko__3,1.3272446129,0.4908680502,-0.045104111100000004
pollution__wt_ctrl__1,-0.6606599009,-0.052407648800000005,-0.2708972243
pollution__wt_ctrl__2,0.0954240595,-0.19256407220000002,0.19349092380000002
pollution__wt_ctrl__3,0.5652358414,0.244971721,0.0774063005
pollution__wt_urban__1,1.9635842849,0.4771289561,-0.0725059097
pollution__wt_urban__2,1.9399201028,0.3339904529,-0.2080716713
pollution__wt_urban__3,2.4008938401,0.3040299054,-0.1846095895
pollution__wt_diesel__1,1.2579220513,0.3629008972,0.17328108420000002
pollution__wt_diesel__2,0.4616463229,0.1967345135,0.2663771622
pollution__wt_diesel__3,0.9895216156000001,0.2017330172,0.3946182747
pollution__evo_diesel__1,2.1006161564,-0.21271677760000002,-0.5884900493
pollution__evo_diesel__2,3.4649512638,0.9960232194,-0.5638359531
pollution__evo_diesel__3,4.3594960719,0.590156071,-0.7362677024000001
ppGpp__wt_relAtrunc_00m__1,-0.6814410794,-0.35247553060000003,0.0646823175
ppGpp__wt_relAtrunc_00m__2,-1.4904691638,-0.3118736931,0.0148026198
ppGpp__mut_delrelA_10m__1,2.6913085797000003,0.6914717629,0.7871838565
ppGpp__mut_delrelA_05m__1,1.9270264835000002,0.3607984543,0.8100784213000001
ppGpp__mut_delrelA_10m__2,3.2123324799,0.6939352779,0.1229571155
ppGpp__mut_delrelA_10m__3,3.2241100577,0.759439278,0.1382430915
ppGpp__mut_delrelA_00m__1,1.3939203047,0.055682436700000004,0.3579132977
ppGpp__mut_delrelA_00m__2,0.9791569258,0.1689512273,0.30463556740000003
ppGpp__mut_delrelA_05m__2,1.6063384025,0.3783398817,-0.098066737
ppGpp__mut_delrelA_05m__3,1.5986864027,0.3897412449,-0.0820856152
ppGpp__mut_delrelA_00m__3,0.9801683166,0.2358265387,-0.1973244328
ppGpp__wt_delrelA_10m__1,4.5611669806,1.2341581591,2.4441254751
ppGpp__wt_delrelA_05m__1,2.3386778053,0.7560868572,1.4560919358
ppGpp__wt_delrelA_05m__2,2.2627690713,0.7832444535,1.4907234388
ppGpp__wt_delrelA_10m__2,4.0970830522,1.1546273593,1.8028251706
ppGpp__wt_delrelA_10m__3,4.3357811680000005,1.1842469691,2.1231339892
ppGpp__wt_delrelA_00m__1,-0.1013208387,-0.0936424335,0.3753478514
ppGpp__wt_delrelA_00m__2,0.0534504754,0.1541370356,-0.1588562252
ppGpp__wt_delrelA_05m__3,1.9909728973,0.7692135083,1.3883062395
ppGpp__wt_delrelA_00m__3,0.0478703633,-0.0604946021,-0.2164916261
ppGpp__mut_relAtrunc_10m__1,0.7106078845,0.11057737590000001,0.3175677475
ppGpp__mut_relAtrunc_05m__1,1.7973590958,0.18220812420000002,0.6076399172
ppGpp__mut_relAtrunc_05m__2,1.3628134534,0.32067346890000004,0.4738267993
ppGpp__wt_relAtrunc_10m__1,-0.5222054078,-0.3477049783,0.3821228363
ppGpp__wt_relAtrunc_10m__2,0.1640644114,0.0107165456,-0.003334511
ppGpp__wt_relAtrunc_10m__3,0.1621989608,-0.0746951508,0.5178280213
ppGpp__mut_relAtrunc_00m__1,1.0118456135,0.21525275470000002,0.11618745350000001
ppGpp__wt_relAtrunc_00m__3,-0.12408684510000001,-0.12488713920000001,-0.0836020391
ppGpp__wt_relAtrunc_05m__1,-0.6107034489000001,-0.187883138,-0.0926923711
ppGpp__wt_relAtrunc_05m__2,-0.7496873420000001,-0.2532746576,-0.4181543105
ppGpp__wt_relAtrunc_05m__3,-0.3962524451,-0.23000123050000001,-0.15526097290000002
ppGpp__mut_relAtrunc_00m__2,1.0724063654,0.1716805501,0.4001133538
ppGpp__mut_relAtrunc_00m__3,1.3872813079,0.11970353140000001,-0.3451381273
ppGpp__mut_relAtrunc_10m__2,2.0010026465,-0.0006749608,0.063314143
ppGpp__mut_relAtrunc_05m__3,0.7348359957,0.2134560452,0.1287406243
ppGpp__mut_relAtrunc_10m__3,1.3199803705,0.2534658755,-0.4700993378
pressure__high_pressure__1,-2.0912705158,-0.5894169063,-1.2070228702
pressure__high_pressure__2,-1.6045907457,-0.5758954514,-0.9483161386000001
pressure__low_pressure__1,-0.34875696,0.1895814974,0.1707652296
pressure__low_pressure__2,0.34875696,-0.1895814974,-0.1707652296
quantum_dots__ctrl__1,-0.0104332022,0.010888106600000001,0.2682902036
quantum_dots__ctrl__2,0.0104332022,-0.010888106600000001,-0.2682902036
quantum_dots__cdte_light__1,1.1458225724,0.2052383666,1.4928049533
quantum_dots__cdte_light__2,0.9022344785,0.3833296009,1.4694063884
quantum_dots__cdte_dark__1,0.5890465173,-0.0294584567,1.5240077791000002
quantum_dots__cdte_dark__2,0.5858402411,0.030866087400000002,1.7115093834000001
quantum_dots__cdse_light__1,-0.8672125350000001,-0.354523423,1.0439820991
quantum_dots__cdse_light__2,-0.0245816471,0.06522114600000001,0.9313757323
quantum_dots__cdse_dark__1,0.2610122043,0.0640643075,1.6473968368
quantum_dots__cdse_dark__2,0.0077617120000000005,0.08699261400000001,1.1371025621
raman__wt__1,-0.5733319913,-0.022426545500000002,-0.1554845309
raman__del_cyaA__1,4.5526379379,0.6208812594,0.36008851340000003
raman__del_cyaA_01mM__1,3.6413932025999998,0.4304565066,1.0624749612
raman__del_cyaA_05mM__1,0.5444484867,0.3541454328,0.5032404147
raman__del_cyaA_1mM__1,-1.9917180688,-0.2182768344,-0.5162851241
raman__wt__2,0.2240144462,-0.12556472700000001,0.19294674790000002
raman__del_cyaA__2,4.1409080967,0.5105405756,1.1568386961
raman__del_cyaA_01mM__2,4.2918528303,0.23629554590000001,1.070675969
raman__del_cyaA_05mM__2,2.3050423064,0.7742224697000001,0.3223949371
raman__del_cyaA_1mM__2,-3.2082701267,-0.34223277480000003,-0.4545622212
raman__wt__3,0.3493175451,0.1479912725,-0.037462216900000005
raman__del_cyaA__3,4.5198808714,0.4870210017,1.1979772993
raman__del_cyaA_01mM__3,2.9406393881,0.0263247856,1.1246151405
raman__del_cyaA_05mM__3,1.0314180169,0.241192008,-0.18479325570000002
raman__del_cyaA_1mM__3,-2.3197929694,-0.4001196735,-0.9827737076
rand_barrel__mut_nanE__1,1.2989289504000001,0.7514867799,0.4998941182
rand_barrel__mut_nanE__2,1.3005157016,0.2528344268,0.7804221735
rand_barrel__mut_nanE__3,-0.59477302,-0.2103166662,0.9968936042000001
rand_barrel__mut_pdxJ_1__1,-0.254254478,0.0676851765,1.0183352264
rand_barrel__mut_pdxJ_1__2,0.4810962358,-0.0683315615,1.3367483112
rand_barrel__mut_pdxJ_1__3,-3.0601478477,-0.2364655965,0.8786882392
rand_barrel__mut_pdxJ_2__1,0.44939496640000004,0.3556562004,-0.599499611
rand_barrel__mut_pdxJ_2__2,-0.0166923919,0.190560843,-0.5245829205
rand_barrel__mut_pdxJ_3__1,-0.19402312130000002,0.46224500220000003,-0.3072695104
rand_barrel__mut_pdxJ_3__2,0.3406995383,0.0392049671,-0.11976242720000001
rand_barrel__del_serB__1,-0.0345861656,-0.3338853686,-0.6021079515000001
rand_barrel__del_serB__2,0.0345861656,0.3338853686,0.6021079515000001
rockhopper__CV104_pHDB3__1,-6.8830869686,-1.5335966493000002,-3.5461986922
rockhopper__CV104_pHDB3__2,-7.3129746458,-1.6898668029000001,-3.3589361562
rockhopper__CV104_pHDB3__3,-7.2115829438,-1.8404927589,-2.9678290596
rockhopper__CV104_pLCV1__1,-6.7499458878,-1.6985770677,-3.5498428081
rockhopper__CV104_pLCV1__2,-7.0613365937,-1.7618028009,-3.3439208064
rockhopper__CV104_pLCV1__3,-7.3909756823,-1.9327596667,-3.4092495196
rockhopper__wt_lb__1,-7.2511186987,-2.3307842155,-3.3977562973
rockhopper__wt_lb__2,-5.9517676217,-1.7990028628,-3.3763041201
rockhopper__wt_lb__3,-7.4881737338,-1.9752764042000002,-3.5429375324
rockhopper__wt_lb_aMG__1,-6.0342231102,-1.5935767339,-3.1844009675000002
rockhopper__wt_lb_aMG__2,-4.812635367,-1.6212238874,-3.0892324835
rockhopper__wt_lb_aMG__3,-5.5248243887,-1.7592842443999999,-3.552578473
rockhopper__del_sgrR_lb_aMG__1,-4.345079122,-1.5156443443,-3.4029044106
rockhopper__del_sgrR_lb_aMG__2,-3.8295309777,-1.2029920668,-2.5994414873
rockhopper__del_sgrR_lb_aMG__3,-4.0090005801,-1.3392370708999999,-3.2391562896
rockhopper__del_sgrS_glyc_aMG__1,-3.9717131268,-1.1010233939,-2.9713799692
rockhopper__del_sgrS_glyc_aMG__2,-5.0446743117,-0.9028566575,-3.1961693268999998
rockhopper__del_sgrS_glyc_aMG__3,-4.9209296245,-1.0951051328,-2.3149661897
rockhopper__del_sgrS_glyc__1,-6.9364465630000005,-2.2037604405,-3.7665645646
rockhopper__del_sgrS_glyc__2,-8.1171176686,-2.0666636842,-3.6453477303
rockhopper__del_sgrS_glyc__3,-7.6168714172000005,-1.9269986436000002,-3.4493057352
rockhopper__wt_lb_aMG__4,-6.0586729797,-1.6958557380000001,-3.1469174033
rockhopper__wt_lb_aMG__5,-4.4033845022,-1.4252600483,-3.13039711
rockhopper__wt_lb_aMG__6,-4.1299229254,-1.4404434875,-3.0999692271
rockhopper__wt_glyc_aMG__1,-3.1149531586,-0.9019489189000001,-2.7936341035
rockhopper__wt_glyc_aMG__2,-4.8557648835,-1.1777478979,-2.7491431405
rockhopper__wt_glyc_aMG__3,-3.3322412958,-1.6146897813,-3.3583977165
rockhopper__wt_glyc__1,-5.778589807,-1.8495526242,-3.6216161862
rockhopper__wt_glyc__2,-6.037076916,-1.9987683882,-4.4327893843
rockhopper__wt_glyc__3,-5.9707469586,-2.1277527746000002,-3.7546738981
rockhopper__CV108_glyc_aMG__1,2.6675035089,-0.0394774851,-0.46432353600000004
rockhopper__CV108_glyc_aMG__2,3.2518847717,-0.6997521283,-0.5749377987000001
rockhopper__CV108_glyc_aMG__3,3.6044616447999998,-0.5780436022000001,-0.6088169705
rockhopper__wt_glyc__4,1.8918566873,0.4828472039,0.5505250073
rockhopper__wt_glyc__5,3.9327374542999998,-0.0884473102,-1.5749458444000002
rockhopper__wt_glyc__6,0.8019411368,1.0951112041,2.0830377593
rockhopper__wt_glyc_aMG__4,1.2202352733,-0.0649491814,0.6185007299
rockhopper__wt_glyc_aMG__5,2.3975942174,-0.5211379921,-0.0818142063
rockhopper__wt_glyc_aMG__6,4.142138838,-0.3997673666,-1.0575722745
rockhopper__wt_glyc__7,1.5991928405,0.8947216222000001,2.197010749
rockhopper__wt_glyc__8,3.4988265589,0.37276237430000003,0.9845969315
rockhopper__wt_glyc__9,0.4083683829,0.9775865166000001,1.9981771486
rockhopper__wt_glyc__10,0.4818841151,1.1196552668,2.5616495094
rockhopper__wt_glyc__11,2.6380708226,0.7332100441,1.6056867178
rockhopper__wt_glyc__12,2.5335356833000002,0.3886268653,1.4033414901
rpoD__wt__1,0.3806309276,-0.0944493259,-0.1344798339
rpoD__wt__2,-0.0680840086,-0.1969818462,0.1320391239
rpoD__rpoD_mut__1,-0.40179566,-0.1461340742,-1.3279723022
rpoD__rpoD_mut__2,-0.1192951463,-0.7272490479,-0.6282034406
rpoD__rpoD_mut__3,-1.0005180686,-0.6117335947,0.2808922408
rpoD__wt__3,-0.3125469189,0.291431172,0.00244071
rpoN_peptide__ctrl__1,0.0223970066,0.0797464923,-0.0423986598
rpoN_peptide__ctrl__2,-0.0463068388,-0.0038440253,-0.0159681178
rpoN_peptide__ctrl__3,0.0239098323,-0.07590246710000001,0.0583667776
rpoN_peptide__nminus__1,-0.1882671405,0.0368580809,-0.23673890660000002
rpoN_peptide__nminus__2,-0.2008976743,-0.0743925897,-0.0851757333
rpoN_peptide__nminus__3,-0.1684239088,0.0058304153,-0.1540486998
rpoN_peptide__nplus__1,-4.4200138489,-2.2596963751,-9.2368842382
rpoN_peptide__nplus__2,-4.2164816946,-2.3567704653,-9.1787202845
rpoN_peptide__nplus__3,-4.2388953101,-2.2324001937,-9.0489454104
rpoN_peptide__s54_wt__1,0.4482228877,0.0765413397,0.2677666394
rpoN_peptide__s54_wt__2,0.551909528,0.0566944506,0.2605759232
rpoN_peptide__s54_wt__3,0.8715815010000001,-0.0315943948,0.48300401860000003
rsd__wt_ee__1,0.1430324073,0.0258480044,-0.5803390805
rsd__wt_ee__2,-0.1430324073,-0.0258480044,0.5803390805
rsd__del_rsd_ee__1,-0.5891961181,0.1039202379,-0.3172479877
rsd__del_rsd_ee__2,-0.1687176436,-0.0674068978,0.4574935382
rsd__del_ssrS_ee__1,-0.6458291347,0.5727420561000001,-0.0014549620000000002
rsd__del_ssrS_ee__2,-0.8642193831,0.3867044606,-0.15374414590000002
rsd__del_rsd_ssrS_ee__1,-0.2378595634,0.9507486511000001,1.1293312185
rsd__del_rsd_ssrS_ee__2,-1.034994645,0.8572679327,1.3307208767
rsd__del_rpoS_ee__1,-2.9509556094000002,0.3792639672,2.1408082337
rsd__del_rpoS_ee__2,-2.3251739023,0.5101785734000001,1.9626409455
rsd__wt_me__1,2.3461214609,0.6917493127000001,0.5464886457
rsd__wt_me__2,1.8095307918999999,0.9072303703000001,0.4765536232
rsd__del_rpoS_me__1,-0.7161344377000001,0.7194690136,1.3224351157
rsd__del_rpoS_me__2,-0.9764613117000001,1.0858910612,0.971392947
rsd__wt_ts__1,3.9905915968,0.18001307860000001,6.3068208303
rsd__wt_ts__2,4.4638351879,0.2949680114,6.0533100723
rsd__del_rsd_ssrS_ts__1,4.6622246981,1.303634426,5.8151019779
rsd__del_rsd_ssrS_ts__2,4.7956137941,1.2875072757,5.6656160662
rsd__del_rpoS_ts__1,2.2228344092,0.25373955460000003,6.9270093786
rsd__del_rpoS_ts__2,1.7077071254,0.1615396402,6.9399689393
rsd__wt_s__1,6.0344301786,0.4210422165,7.0306730717
rsd__wt_s__2,5.8081845594,1.0190274952,6.892555119
rsd__del_rsd_s__1,5.5128287596,0.878469017,7.1551623905
rsd__del_rsd_s__2,4.9635994184,1.1455160117,7.0451955051
rsd__del_rsd_ssrS_s__1,6.0699578356,1.5929780562,5.5700838757
rsd__del_rsd_ssrS_s__2,5.4642568783,1.7540779878000001,5.5694397011
rsd__del_rsd_ls__1,4.2928518414,1.1830906198,4.2011106467
rsd__del_rsd_ls__2,4.262885961,1.4990467955,3.2145500854
rsd__del_ssrS_ls__1,5.1793842957,0.8253660569,3.7657010040000003
rsd__del_ssrS_ls__2,5.2378373365,0.35072724110000003,2.4160908849
rsd__del_rsd_ssrS_ls__1,2.5449649313,1.6894144979,6.2705052063
rsd__del_rsd_ssrS_ls__2,3.0047618612,1.353771219,5.8024808953
rsd__del_rpoS_ls__1,3.5499908668,0.2745490834,7.8487105673
rsd__del_rpoS_ls__2,2.2648867562,0.8711173377,7.8602832853999995
sdsR_ryeA__wt_3h__1,2.1462246976,0.8439447477,0.4741126208
sdsR_ryeA__wt_8h__1,8.2861113923,0.3378744085,0.6758332278
sdsR_ryeA__wt_3h__2,-2.1462246976,-0.8439447477,-0.4741126208
sdsR_ryeA__wt_8h__2,8.0790744172,0.1846714529,0.2460867703
starve_series__t00_growth1__1,0.4672493722,0.0107717904,0.1107747815
starve_series__t00_growth1__2,0.0425073216,0.1995648427,-0.42301510740000003
starve_series__t00_growth1__3,0.4113288096,0.1390467199,-0.14901487060000002
starve_series__t00_growth1__4,-0.9210855034000001,-0.349383353,0.4612551965
starve_series__t01_starve__1,7.5254137584,1.0158248013,-0.3486017792
starve_series__t01_starve__2,5.7512112594,0.7328387757,-0.4658085877
starve_series__t02_starve__1,10.2768962918,1.9403354082000002,0.5300309265
starve_series__t02_starve__2,10.326277642099999,1.7417871616,0.2186228476
starve_series__t03_starve__1,12.196545016,1.8874885923,0.5416960599
starve_series__t03_starve__2,12.089392005,2.0624731316,1.0881891816
starve_series__t04_starve__1,13.2382535618,2.1226560359,0.2445636444
starve_series__t04_starve__2,12.4337253398,2.215967116,0.2171152492
starve_series__t05_starve__1,13.0452013868,2.4217710548999998,0.6566797769
starve_series__t05_starve__2,12.0050255422,2.1937758925,0.7086367498
starve_series__t06_starve__1,13.3381153256,2.5169827317999998,0.6978479339
starve_series__t06_starve__2,13.2830365365,2.6657074267,0.9928702839
starve_series__t07_starve__1,13.8353233084,2.2854295284,0.4598816418
starve_series__t07_starve__2,13.0180700938,2.4302997535,0.27406753710000004
starve_series__t08_starve__1,12.9825791522,2.3305047715000002,0.8145097623
starve_series__t08_starve__2,12.7269729982,2.3235704849,0.0783702517
starve_series__t09_starve__1,12.7932064096,2.3346249823,0.8109773314000001
starve_series__t09_starve__2,12.6301740386,2.0900887448,0.43073754470000003
starve_series__t10_starve__1,12.761277049,2.231699966,0.7603014095
starve_series__t10_starve__2,12.1996786106,2.0725816711,0.39821490260000003
starve_series__t11_starve__1,11.185311542200001,1.883805899,0.2222171832
starve_series__t11_starve__2,11.1765148177,1.8512748700000001,0.2232004386
starve_series__t12_starve__1,12.7558626445,1.7727290955,0.3041963427
starve_series__t12_starve__2,12.058750046,1.9256142354999999,0.1478545352
starve_series__t14_starve__1,11.4991860277,1.8771015586000002,0.1249565071
starve_series__t14_starve__2,11.2947158404,1.7881064297,0.1244379952
starve_series__t16_starve__1,11.5742635396,1.4199627255,-0.2672439873
starve_series__t16_starve__2,11.4614902303,1.4140062740000001,-0.7471913694
starve_series__t17_starve__1,10.6328656801,1.1983205177,-0.1183877244
starve_series__t17_starve__2,10.2351901634,1.529758259,-0.6991554361
starve_series__t18_starve__1,10.6672944584,1.2644153627999999,0.47059196210000004
starve_series__t18_starve__2,10.6078516717,1.0454873559,-0.0221032917
starve_series__t20_starve__1,-0.6016438724000001,-1.0814854947,2.3480932498
starve_series__t20_starve__2,-1.1368725036,-0.9225506910000001,2.4054997233
starve_series__t21_growth2__1,-2.1886255635,-1.2621988070999999,0.8836972796
starve_series__t21_growth2__2,-0.9204505531,-1.0778825613,1.2125096681
starve_series__t22_growth2__1,0.33268338340000003,-0.1537449411,-0.1958048142
starve_series__t22_growth2__2,-1.3787008828,-0.709006044,0.040073196000000005
starve_series__t23_growth2__1,2.0367427539,-0.1825771136,1.27934126
starve_series__t23_growth2__2,1.8788584819,-0.34588531710000003,0.7111699626
starve_series__t25_growth2__1,1.2083137196,0.1494986791,2.4369980021
starve_series__t25_growth2__2,1.4938603092,0.4873657148,1.8321251523000002
starve_series__t26_growth2__1,0.4746868792,0.005774669200000001,2.0138244247
starve_series__t26_growth2__2,-1.1458898923,-0.1296825358,1.7512139743000001
starve_series__t27_growth2__1,-1.048124847,-0.0491240877,2.4819590755
starve_series__t27_growth2__2,-1.349246965,-0.1382765027,2.017340771
starve_series__t28_growth2__1,0.1513041349,0.2279404857,1.2224177574
starve_series__t28_growth2__2,-0.4154902774,0.25576541210000003,1.1764727634
time_course__lb_4hr__1,-0.6163984801,-0.1688006966,-0.0560160159
time_course__lb_4hr__2,0.3175009279,0.0347208981,0.029021270300000002
time_course__lb_4hr__3,0.2988975522,0.1340797985,0.0269947456
time_course__lb_8hr__1,2.2276391781,0.1558543154,-1.0331268402
time_course__lb_8hr__2,2.2860881205,0.1346550578,-1.4413953739
time_course__lb_8hr__3,1.6095983622,0.2283047984,-1.306498114
time_course__lb_24hr__1,3.8244679674,-0.3459491671,-0.1328202463
time_course__lb_24hr__2,4.5060000025,-0.7503143094,-0.4069938502
time_course__lb_24hr__3,4.7896293899,-0.41174435530000003,-0.0196937322
time_course__lb_72hr__1,4.6911932843,0.2016274701,-0.3430053669
time_course__lb_72hr__2,4.1562624462,0.1367174878,-0.4245264691
time_course__lb_72hr__3,4.0077616272,0.1520716352,-0.8800846993
time_course__lb_144hr__1,5.4457494159,0.883673773,-0.2920079258
time_course__lb_144hr__2,5.0603377927,-0.0570774878,-0.1646402227
time_course__lb_144hr__3,5.157126247,-0.42841573,-0.10273774520000001
time_course__lb_192hr__1,5.4195981681,-0.1345377421,-0.49615008520000004
time_course__lb_192hr__2,3.7255204718,0.2292683715,-0.4395340686
time_course__lb_192hr__3,5.2740882462,-0.46251533840000003,-0.8612318704
triclosan__wt__1,0.09179605760000001,-0.3521445688,-0.6280582647
triclosan__wt__2,-0.3349784832,-0.16962106100000002,-0.2451268261
triclosan__wt__3,0.2431824256,0.5217656298,0.8731850908000001
triclosan__evo_amx_tcs__1,-0.303943489,-0.3065332457,0.2581449905
triclosan__evo_amx_tcs__2,-1.5556786060999999,-0.45802411730000003,0.0195057668
triclosan__evo_amx_tcs__3,-2.6071001263999998,-0.0161492433,-0.6704281286
triclosan__evo_chl_tcs__1,0.31324745460000003,0.0234951883,-0.33402977030000003
triclosan__evo_chl_tcs__2,-0.7180440227,-0.3772517403,-0.9781446624000001
triclosan__evo_chl_tcs__3,-1.1632315404,-0.444148896,-0.9528258299000001
triclosan__evo_tet_tcs__1,0.6889148527000001,-0.19908018430000002,-1.804614847
triclosan__evo_tet_tcs__2,-3.0147733477,-0.23318090290000001,-0.8810526626
truHMM__48C_15m__1,1.552286287,-0.8575456439,-0.6010824157
truHMM__48C_15m__2,1.6202202184,-0.9328477470000001,-0.6301044311
truHMM__48C_15m__3,3.2366531088,-0.8508758564000001,-1.7461180304
truHMM__48C_30m__1,-0.0573197909,-1.1234537642,-0.47823567250000004
truHMM__48C_30m__2,0.1176539251,-0.9293302288,-0.34823952210000003
truHMM__48C_60m__1,-1.1641338052,-1.2810836522,-0.0981411539
truHMM__48C_60m__2,-1.1772401035,-1.2999654837999999,-0.1009050356
truHMM__phos_0h__1,0.1597808712,0.0211882981,0.0161119854
truHMM__phos_0h__2,-0.1597808712,-0.0211882981,-0.0161119854
truHMM__phos_2h__1,4.8684902456,-0.37214344400000005,0.6205386722
truHMM__phos_2h__2,4.7248466772,-0.2622816717,0.6214222273000001
truHMM__phos_4h__1,4.217305055,-0.2721041898,1.3619027134000001
truHMM__phos_4h__2,4.0182535555,-0.0813743143,1.1755529614
truHMM__phos_4h__3,6.6344014165,-1.0427280214,-0.09620500030000001
control__wt_glc__1,0.146535244,-0.1246614905,-0.122012726
control__wt_glc__2,-0.146535244,0.1246614905,0.122012726
fur__wt_dpd__1,2.2385305688,0.0621737385,-1.69991428
fur__wt_dpd__2,1.8964834126,-0.0043076545,-1.9387699550000002
fur__wt_fe__1,-0.8477437613000001,-0.6728414345,0.523530873
fur__wt_fe__2,-0.6791517638,-0.9138425465000001,0.257487532
fur__delfur_dpd__1,2.6270194926,-0.0540440765,-1.602536528
fur__delfur_dpd__2,2.1855875352,-0.0175852965,-1.724549783
fur__delfur_fe2__1,-0.354082907,-0.9642693585000001,-0.7173395530000001
fur__delfur_fe2__2,-0.28420882950000004,-0.8297661015000001,-0.808297919
acid__wt_ph5__1,-0.0729493575,0.037704258500000004,-0.741450971
acid__wt_ph5__2,0.7165312136,0.08597431650000001,-0.525057889
acid__delgadx_ph5__1,-0.0572329054,0.12275780850000001,-0.54736522
acid__delgadw_ph5__1,0.2448246618,-0.0292800335,-0.607067223
acid__delgadw_ph5__2,-1.89254e-05,-0.017174071500000002,-0.511348461
acid__delgade_ph5__1,0.2650566167,-0.0641430685,-0.392057808
acid__delgade_ph5__2,0.1787680794,0.15233399150000002,-0.574728315
oxidative__wt_pq__1,3.1241978572,-0.0107931055,-1.44188698
oxidative__wt_pq__2,2.750875753,0.0922052435,-1.467999853
oxidative__deloxyr_pq__1,2.515593425,0.45225193150000004,-1.5416115910000001
oxidative__deloxyr_pq__2,2.5651561213000003,0.3479107495,-1.328150785
oxidative__delsoxr_pq__1,2.3838393449,-0.4046532275,-2.395016924
oxidative__delsoxr_pq__2,2.6069398946,-0.40148502150000004,-1.948205151
oxidative__delsoxs_pq__1,2.7495842817,0.1609351875,-1.627599484
oxidative__delsoxs_pq__2,2.7596417707,0.2148189855,-1.268693053
nac_ntrc__wt_csn__1,3.595434311,-0.0457888695,7.520987127
nac_ntrc__wt_csn__2,3.7159002185,-0.1488299995,7.504085217
nac_ntrc__wt_cytd__1,2.6690430918,-0.0842761895,7.005102877
nac_ntrc__wt_cytd__2,2.5562585772,-0.0692983415,7.055380747
nac_ntrc__wt_gln__1,3.5382979927,0.1541930835,7.640281807
nac_ntrc__wt_gln__2,3.2545303381,0.2233366555,7.552225147
nac_ntrc__bw_delnac_csn__1,2.02855551,-0.1582049955,-4.725505623
nac_ntrc__bw_delnac_csn__2,2.0654591261,-0.6258492895000001,-4.725505623
nac_ntrc__bw_delnac_cytd__1,1.3234553279,-0.0784693085,-4.570227487
nac_ntrc__bw_delnac_cytd__2,1.1101592173000001,-0.11525452450000001,-4.725505623
nac_ntrc__bw_delnac_gln__1,1.7275060969,0.0508686275,-4.725505623
nac_ntrc__bw_delnac_gln__2,1.6915164392,-0.0311919525,-4.025620359
nac_ntrc__bw_delnac_nh4__1,-2.4019153763,-0.5633153415000001,-4.725505623
nac_ntrc__bw_delnac_nh4__2,-2.5076856916,-0.5487581565,-4.725505623
misc__wt_no_te__1,0.6756238520000001,-0.4074658445,-1.3961649600000001
misc__wt_no_te__2,-0.3476313058,-0.5952243465,-1.23681461
misc__bw_delcbl__1,-2.0792093704,-0.5599934945,-0.757840182
misc__bw_delcbl__2,-1.8220320991999999,-0.5651773455,-0.5660527710000001
