,0
Title,<i>S. enterica</i> Modulome Core
Organism,<i>Salmonella enterica</i>
Strain,"SL1344, 14028S, ST4/74, LT2, D23580, UK-1"
Publication,"<a href=""https://doi.org/10.1128/msystems.00467-22"">Yuan, et al., 2022</a>"
Number of Samples,533
Number of Unique Conditions,262
Number of Genes,3886
Number of iModulons,115
