,-0.04504863171428571,-0.03003242114285714,-0.015016210571428566,6.938893903907228e-18,0.01501621057142858,0.030032421142857153,0.045048631714285726,0.0600648422857143,0.07508105285714287,0.09009726342857144,0.10511347400000001,0.12012968457142859,0.13514589514285716,0.15016210571428573,0.1651783162857143,0.18019452685714288,0.19521073742857145,0.210226948,0.2252431585714286,0.2402593691428572
thresh,-0.052556737,0.052556737,3,,,,,,,,,,,,,,,,,
unreg,3,59,1026,3611,768,59,15,5,3,2,1,0,5,4,0,1,1,0,0,0
DguR,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
SouR,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],['glyA2' 'gbdR' 'PA4505' 'PA4506' 'PA5378'],['PA5377' 'PA5381' 'PA5376'],['PA1646' 'sdaB'],['PA3467'],[],['PA2762' 'PA5400' 'PA5401' 'PA5396' 'PA3236'],['fdhA' 'dgcB' 'dgcA' 'gbcB'],[],['gbcA'],['PA5397'],[],[],[]
DguR_genes,[],[],[],[],[],['PA5083'],['PA5084'],['PA5082'],[],[],[],[],[],[],[],[],[],[],[],[]
SouR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],['glyA1'],[],['soxD' 'soxG' 'soxA'],['soxB' 'purU2'],[],[],[]
