,-0.06828187357142858,-0.054625498857142865,-0.04096912414285715,-0.02731274942857144,-0.013656374714285727,-1.3877787807814457e-17,0.013656374714285699,0.027312749428571412,0.040969124142857125,0.05462549885714284,0.06828187357142855,0.08193824828571426,0.09559462299999998,0.10925099771428569,0.1229073724285714,0.13656374714285713,0.15022012185714284,0.16387649657142855,0.17753287128571427,0.19118924599999998
thresh,-0.0477973115,0.0477973115,1,,,,,,,,,,,,,,,,,
unreg,1,1,10,54,632,1726,288,38,13,10,2,7,6,5,4,12,10,1,0,0
unreg_genes,['LAC_H_01575'],['USA300HOU_RS14685'],[],[],[],[],[],[],[],"['USA300HOU_RS10795' 'LAC_H_02694' 'USA300HOU_RS06820' 'USA300HOU_RS04485'
 'USA300HOU_RS10680' 'LAC_H_00507' 'USA300HOU_RS04475' 'USA300HOU_RS15455'
 'USA300HOU_RS04455' 'USA300HOU_RS10590']",['USA300HOU_RS10725' 'dicA'],"['USA300HOU_RS10740' 'USA300HOU_RS04450' 'USA300HOU_RS10790' 'LAC_H_02703'
 'USA300HOU_RS04470' 'USA300HOU_RS10710' 'USA300HOU_RS04465']","['USA300HOU_RS10575' 'USA300HOU_RS10715' 'USA300HOU_RS04460'
 'USA300HOU_RS10595' 'USA300HOU_RS10755' 'USA300HOU_RS10745']","['rusA' 'USA300HOU_RS10605' 'USA300HOU_RS10650' 'USA300HOU_RS10735'
 'USA300HOU_RS10695']","['USA300HOU_RS10765' 'USA300HOU_RS10670' 'USA300HOU_RS10675'
 'USA300HOU_RS10615']","['USA300HOU_RS10640' 'USA300HOU_RS10785' 'USA300HOU_RS10820' 'duT'
 'USA300HOU_RS10645' 'recT' 'USA300HOU_RS10690' 'USA300HOU_RS10625'
 'USA300HOU_RS10705' 'USA300HOU_RS10665' 'yabA' 'USA300HOU_RS10760']","['USA300HOU_RS10630' 'USA300HOU_RS15460' 'lytA' 'USA300HOU_RS10610'
 'USA300HOU_RS10780' 'USA300HOU_RS10800' 'USA300HOU_RS10660'
 'USA300HOU_RS10655' 'USA300HOU_RS10635' 'USA300HOU_RS10810']",['USA300HOU_RS10685'],[],[]
