locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b2501,0.4771574582,ppk,polyphosphate kinase,Nucleotide transport and metabolism,ppk-ppx,"RpoS,Lrp",https://ecocyc.org/gene?orgid=ECOLI&id=EG11510
b3493,0.2204040315,pitA,metal phosphate:H(+) symporter PitA,Inorganic ion transport and metabolism,pitA,"Fnr,ppGpp,mgrR",https://ecocyc.org/gene?orgid=ECOLI&id=EG12230
b4042,-0.1105438682,dgkA,diacylglycerol kinase,Cell wall/membrane/envelope biogenesis,dgkA,BasR,https://ecocyc.org/gene?orgid=ECOLI&id=EG10224
