,PSPTO_RS14605
SRX1828913,-0.2718154735
SRX1828914,0.0859840405
SRX1828915,0.0908009438
SRX1828916,0.6508296802
SRX1828917,0.1810145297
SRX1828918,-0.3844571529
SRX3983989,1.988375548
SRX3983990,0.2658534917
SRX3983993,0.22268428780000002
SRX3983994,0.1416096339
SRX3983995,1.8699314125000002
SRX3983996,0.9552727379
SRX3983997,0.0995563921
SRX3983998,1.1149151102000001
SRX3983999,1.6127127345
SRX3984000,1.6402267564000002
SRX3984001,-0.4862086188
SRX3984002,0.1522903202
SRX3984003,-0.4711123501
SRX3984004,2.0326157206
SRX3984005,1.7017933809999999
SRX3984006,0.0817482701
SRX3984007,-0.0510726371
SRX3984008,1.2200727269
SRX3984009,2.9322849529
SRX3984010,0.250227066
SRX3984011,2.798875203
SRX3984012,2.444138839
SRX3984013,2.9151818208
SRX3984014,2.270281487
SRX3984015,0.1169522328
SRX3984016,2.3642774334
SRX3984017,0.3643634248
SRX3984019,0.3428236173
SRX3984020,0.09246480800000001
SRX3984021,0.3866890942
SRX3984022,0.9841655184
SRX3984023,0.06445377320000001
SRX3984024,2.1925165648
SRX3984025,1.3608953045
SRX3984026,-2.2414752439
SRX3984027,1.1389152344
SRX3984028,1.1464543245
SRX3984029,1.5434660574999999
SRX3984031,1.0142615787
SRX3984032,0.5433091836
SRX3984034,-0.23492784930000002
SRX3984035,-1.2431016226
SRX3984036,0.9586345909
SRX3984037,1.2091164624
SRX3984038,-0.0873802087
SRX3984039,1.295206455
SRX3984040,1.8032796837
SRX3984041,0.5554429813
SRX3984042,0.21648539460000002
SRX3984043,-0.21925749630000002
SRX3984045,2.9460360681
SRX3984046,0.1399166197
SRX3984047,0.6360411945000001
SRX3984048,0.1411781618
SRX3984049,0.0650096416
SRX3984050,0.30651202040000003
SRX3984051,-0.48308928760000003
SRX3984052,2.5861976446
SRX3984056,0.5700315721
SRX3984057,0.7120205703
SRX3984058,0.0705085562
SRX3984059,1.7613582101
SRX3984061,2.0182737071
SRX3984062,2.45738018
SRX3984063,1.4698467227
SRX3984064,2.3362657855
SRX3984065,1.8279727361
SRX3984066,2.4329995709
SRX3984067,3.109921128
SRX3984068,2.785479114
SRX3984069,0.0682226287
SRX3984070,0.42394620600000005
SRX3984071,-0.0752985789
SRX3984073,1.8971482914000002
SRX3984074,2.2724314298
SRX3984077,1.1313381532
SRX3984078,0.4046738324
SRX3984079,0.9944322223000001
SRX3984080,0.0305574565
SRX3984082,2.4198772954
SRX3984084,0.21018777500000002
SRX6997963,-1.0826106855
SRX6997964,-0.1505254779
SRX6997965,-0.0069669306
SRX6997967,1.2394678294
SRX6997968,0.0799439458
SRX6997969,-0.3376325732
SRX6997971,-0.1568571439
SRX6997972,1.3948548735
SRX6997973,-0.4510779265
SRX3159100,1.5359556894000002
SRX3159101,-0.5119852298
SRX3159102,-0.5119852298
SRX3159103,-0.5119852298
SRX3159000,-0.1540376172
SRX3159001,-0.1540376172
SRX3159002,-0.1540376172
SRX3159003,-0.1540376172
SRX3159004,0.9953178327000001
SRX3159005,-0.1540376172
SRX3159006,-0.1540376172
SRX3159007,-0.1540376172
