,PSPTO_RS27630
SRX1828913,0.0420834363
SRX1828914,0.7198136031
SRX1828915,-0.043713361000000006
SRX1828916,0.38667420500000005
SRX1828917,0.0016299247
SRX1828918,0.2761447911
SRX3983989,0.42792675500000005
SRX3983990,-0.20458299500000002
SRX3983993,0.3445838979
SRX3983994,0.23448860800000002
SRX3983995,0.232191855
SRX3983996,1.3864927443
SRX3983997,0.24677368970000002
SRX3983998,0.00460009
SRX3983999,0.3344516717
SRX3984000,0.6046579362
SRX3984001,0.2628520019
SRX3984002,0.0411669115
SRX3984003,0.3367464651
SRX3984004,0.3063982013
SRX3984005,0.8915266094000001
SRX3984006,0.3139249766
SRX3984007,0.3803834634
SRX3984008,0.5676325469
SRX3984009,-0.3347460291
SRX3984010,0.0098984409
SRX3984011,0.0184280541
SRX3984012,0.29260166400000004
SRX3984013,-0.1587576765
SRX3984014,0.1513115694
SRX3984015,0.2871360046
SRX3984016,0.2053352456
SRX3984017,0.2477476056
SRX3984019,0.1625007564
SRX3984020,-0.0739282191
SRX3984021,0.7008213186000001
SRX3984022,0.3958690494
SRX3984023,0.2001410768
SRX3984024,0.48660969540000004
SRX3984025,0.24222814350000002
SRX3984026,0.6740885372000001
SRX3984027,0.4713989301
SRX3984028,0.6269158084
SRX3984029,0.5991588008000001
SRX3984031,0.6965295655
SRX3984032,0.3069828754
SRX3984034,-0.0770588917
SRX3984035,-0.1699939132
SRX3984036,1.0762857926
SRX3984037,2.0139328529
SRX3984038,0.13664309
SRX3984039,1.2150378727
SRX3984040,0.3051369288
SRX3984041,0.4692848355
SRX3984042,0.9551700424
SRX3984043,0.5828948687000001
SRX3984045,0.3392890861
SRX3984046,-0.2405944481
SRX3984047,0.7865849229
SRX3984048,0.3410916036
SRX3984049,-0.0121548278
SRX3984050,0.3209069163
SRX3984051,0.8778010912
SRX3984052,0.12070490930000001
SRX3984056,0.0581515975
SRX3984057,0.39500704600000003
SRX3984058,0.2788167945
SRX3984059,0.0006746373000000001
SRX3984061,-0.34669060420000003
SRX3984062,-0.0661585578
SRX3984063,0.2154968415
SRX3984064,-0.0165906718
SRX3984065,0.4625948936
SRX3984066,0.2304961369
SRX3984067,-0.110223263
SRX3984068,0.2755223036
SRX3984069,0.1014644895
SRX3984070,0.38546901250000004
SRX3984071,0.06588178110000001
SRX3984073,0.3421751994
SRX3984074,0.5071539269
