,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,-9.25185853854297e-18,0.450887072768747,3.0,0.0,-0.3860180374,1.0,0.4955676221,2.0,-0.10954958470000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,-0.7783085133666666,0.20288499161323706,3.0,3.0,-1.0089741005,4.0,-0.6275164473,5.0,-0.6984349923000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,-0.8707908363,0.1491430309911274,3.0,6.0,-1.0372933778,7.0,-0.7494433525,8.0,-0.8256357786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,-7.93016446160826e-18,0.384890107304825,21.0,9.0,0.4472159301,10.0,-0.509511716,11.0,-0.3733523829,12.0,0.2972678763,13.0,0.2418017821,14.0,-0.5470372008000001,15.0,-0.3598744621,16.0,-0.2089748046,17.0,0.4077337281,18.0,-0.1496253613,19.0,-0.2637135733,20.0,0.0374827259,21.0,0.6579787332,22.0,0.5631444304000001,23.0,-0.0198497732,24.0,-0.5289068996,25.0,0.40414375620000004,26.0,0.2469416932,27.0,-0.09778273350000001,28.0,-0.431450753,29.0,0.18636900480000002
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,0.05845358123809524,0.6620722208763863,21.0,30.0,1.3319590591,31.0,-0.2390230149,32.0,0.0921868263,33.0,0.11438759870000001,34.0,-0.2038100393,35.0,0.045289453800000004,36.0,0.3818751876,37.0,-0.3090270812,38.0,0.3174169089,39.0,0.4801909662,40.0,0.44664974830000004,41.0,-0.8702317755000001,42.0,0.3183693892,43.0,0.1992821827,44.0,-1.9374740571,45.0,-0.2539841194,46.0,1.0859757802,47.0,0.3115230593,48.0,0.2130082549,49.0,-0.3575636546,50.0,0.0605245328
5,WT_vs_Del_ccpA__THY_None_WT_exponential,3.33333360913457e-11,0.43043955483650564,3.0,51.0,-0.1348425566,52.0,0.4817174575,53.0,-0.3468749008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,-0.757609908275,0.10788354522690376,4.0,54.0,-0.7787127565,55.0,-0.6535175179,56.0,-0.8995845032,57.0,-0.6986248555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,0.0,0.33909821623733144,4.0,58.0,-0.07218461300000001,59.0,0.31183086400000004,60.0,0.2071314064,61.0,-0.44677765740000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,-0.5953147615750001,0.10152687954640607,4.0,62.0,-0.534102378,63.0,-0.5807925944,64.0,-0.7429486336000001,65.0,-0.5234154403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,-0.40960400927499996,0.3580969837367871,4.0,66.0,-0.032845465500000004,67.0,-0.2399614212,68.0,-0.5029467941,69.0,-0.8626623563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,-0.2961061978,0.2054948428941853,4.0,70.0,-0.3778597153,71.0,-0.112498045,72.0,-0.1456612028,73.0,-0.5484058281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.6666631038238695e-11,0.6650650287715218,6.0,74.0,0.6176771466000001,75.0,0.7311259778,76.0,0.3875019007,86.0,-0.5691394408,88.0,-0.318750739,90.0,-0.8484148454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,WT_vs_Del_dahA__THY_None_WT_early-stationary,-0.8392578674166667,0.20932961097186206,6.0,77.0,-0.6538907932,78.0,-0.8377103682,79.0,-0.7114509341,87.0,-0.9322182565,89.0,-0.6901712741,91.0,-1.2101055784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,WT_vs_Del_dahA__THY_None_Del_dahA_mid-exponential,0.24591442430000002,0.2462891329408672,3.0,80.0,0.4892732269,82.0,0.2516740551,84.0,-0.0032040091000000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,WT_vs_Del_dahA__THY_None_Del_dahA_early-stationary,-0.9147748479,0.39763547345704303,3.0,81.0,-0.608948429,83.0,-0.7710963837,85.0,-1.3642797309999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,WT_vs_Del_fabT__THY_35°C_WT_mid-exponential_OD1.0,0.0,0.26924830176882075,3.0,92.0,-0.2894708594,93.0,0.04650298,94.0,0.2429678794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,WT_vs_Del_fabT__THY_35°C_Del_fabT_mid-exponential_OD1.0,0.08106615186666667,0.5444270587588287,3.0,95.0,0.6996255528,96.0,-0.3253681828,97.0,-0.1310589144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,WT_vs_Del_fabT__THY_40°C_WT_mid-exponential_OD1.0,-0.13546941936666668,0.1908873713194784,3.0,98.0,-0.3333322586,99.0,0.0475792468,100.0,-0.1206552463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
