,b4493_1
ica__tyr_glcn__1,8.0556509025
ica__tyr_glcn__2,8.1681570462
ica__ura_pyr__1,8.9354484703
ica__ura_pyr__2,8.9379384745
ica__wt_glc__5,8.3241530199
ica__wt_glc__6,8.2851828972
ica__bw_delpurR_cytd__1,7.9753373917
ica__bw_delpurR_cytd__2,7.9906652171
ica__ade_glc__1,8.3494207996
ica__ade_glc__2,8.4135067874
ytf__wt_glc__1,8.4433352687
ytf__wt_glc__2,8.5813318678
ytf__delyafC__1,9.608920658
ytf__delyafC__2,9.7164400362
ytf__delyeiE__1,9.2261097785
ytf__delyeiE__2,8.8833640043
ytf__delyiaJ__1,9.714010595
ytf__delyiaJ__2,10.0960591743
ytf__delyieP__1,9.7356500633
ytf__delyieP__2,9.4890559512
ytf__wt_ph5__1,9.573407073
ytf__wt_ph5__2,9.5563218217
ytf__wt_ph8__1,8.9578823448
ytf__wt_ph8__2,8.7113611625
ytf__delybaO__1,9.6023912816
ytf__delybaO__2,9.633597692
ytf__delybaQ__1,9.0388333937
ytf__delybaQ__2,9.0415845407
ytf__delybiH__1,8.7320017165
ytf__delybiH__2,9.4985727269
ytf__delydcI_ph5__1,9.4358484714
ytf__delydcI_ph5__2,9.4827212498
ytf__delydcI_ph8__1,9.0553450863
ytf__delydcI_ph8__2,8.6238709819
ytf__delyddM__1,9.1678105886
ytf__delyddM__2,9.1270955098
ytf__delyheO__1,9.480439978
ytf__delyheO__2,9.5366111269
fps__bw_glc__1,9.172186658
fps__bw_glc__2,8.8913780017
fps__fps_thrA_ale1__1,9.2235899808
fps__fps_thrA_ale1__2,9.1334418845
fps__fps_thrA_ale2__1,9.0289461185
fps__fps_thrA_ale2__2,8.912671831
fps__fps_serB_ale1__1,9.5494927309
fps__fps_serB_ale1__2,9.6037540676
fps__fps_serB_ale4__1,10.8492815843
fps__fps_serB_ale4__2,11.0385361565
fps__fps_ptsI_ale1__1,9.1282801613
fps__fps_ptsI_ale1__2,9.2597374588
fps__fps_ptsI_ale3__1,8.722666819
fps__fps_ptsI_ale3__2,8.7638644405
pal__lyx_ale2_f6__1,10.1506074154
pal__lyx_ale2__1,7.6149676042
pal__lyx_ale2__2,7.7873962701
pal__lyx_ale4__1,7.6149676042
pal__lyx_ale4__2,7.7873962701
pal__5drib_ale10_f18__1,8.3198682583
pal__5drib_ale10_f18__2,8.5417604597
pal__5drib_ale10__1,3.9097987054
pal__arab_ale14_f9__1,8.8275913151
pal__arab_ale14_f9__2,8.6992996767
pal__arab_ale14__1,8.2334248096
pal__arab_ale14__2,8.0692769128
pal__arab_ale16__1,7.4839972996
pal__arab_ale16__2,7.5779272792
pal__tartr_ale26_f10__1,9.6500209954
pal__tartr_ale26_f10__2,9.976014622000001
pal__tartr_ale26__1,8.8575218775
pal__tartr_ale26__2,8.8740221246
pal__tartr_ale28_f10__1,10.4895752348
pal__tartr_ale28_f10__2,10.7751740281
pal__tartr_ale28__1,8.8457231601
pal__tartr_ale28__2,9.0899969973
efeU__delmenFentC_citr__1,8.7736942713
efeU__delmenFentC_citr__2,8.4506486755
efeU__delmenFentC__1,10.5444176381
efeU__delmenFentC__2,10.7106177649
efeU__menFentC_ale39__1,8.4457154665
efeU__menFentC_ale39__2,8.5398172253
efeU__menFentC_ale29__1,8.360745039
efeU__menFentC_ale29__2,8.5207908691
efeU__menFentC_ale30__1,7.5807366834
efeU__menFentC_ale30__2,7.6212465114
efeU__menFentCubiC_ale36__1,9.1232946069
efeU__menFentCubiC_ale36__2,9.0762579723
efeU__menFentCubiC_ale37__1,9.4592384821
efeU__menFentCubiC_ale37__2,9.5249823701
efeU__menFentCubiC_ale38__1,8.7302376735
efeU__menFentCubiC_ale38__2,8.7060103073
