,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,3.700743415417188e-17,1.1397991617147454,3.0,0.0,0.38479049460000003,6.0,-1.2823926489,12.0,0.8976021543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,0.02241867023333333,0.16351134461834216,3.0,1.0,0.1106732024,7.0,-0.1662572485,13.0,0.1228400568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-2.239805717033333,0.5898073930574529,3.0,2.0,-1.5587834251000001,8.0,-2.5857242027,14.0,-2.5749095233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-2.1059136546333335,0.6757360707848734,3.0,3.0,-1.783630777,9.0,-2.8824570332,15.0,-1.6516531536999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-2.0505079581333336,0.9433526951951011,3.0,4.0,-2.5267317243000003,10.0,-2.6608196137,16.0,-0.9639725364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-2.1599930513333336,1.3218256391808072,3.0,5.0,-3.6135747316,11.0,-1.8363749341000002,17.0,-1.0300294883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-1.5446523434500001,0.04562034435007016,2.0,18.0,-1.5123938886000001,71.0,-1.5769107983000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,-13.930886260433333,1.3025438218838503,3.0,19.0,-15.2891747391,70.0,-13.8111253552,205.0,-12.692358687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.6371108931625,1.1659364451898586,8.0,20.0,0.3639689491,32.0,-0.7638711975,55.0,-0.5920395384,67.0,-1.5570066124,126.0,-1.830382433,147.0,-1.3166358358,203.0,1.7153621302,210.0,-1.1162826075,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,-1.4401818093333336,0.6998073069106049,3.0,21.0,-0.9615076557000001,34.0,-1.1157072529,61.0,-2.2433305194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,-4.3703639093875,3.0009658372973966,8.0,22.0,-4.3833919924,104.0,-2.1862227601,111.0,-8.1307391167,133.0,-9.0558727487,165.0,-0.0170154895,238.0,-3.7862928018,265.0,-2.7045726820000002,270.0,-4.6988036839,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,-16.185814163585714,1.4737200476206616,7.0,23.0,-15.5023703632,56.0,-15.6894407836,82.0,-16.6923020418,118.0,-13.9249266341,134.0,-18.7693958944,137.0,-16.6875618546,227.0,-16.0347015734,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-1.6667971934999999,1.2966865458926145,4.0,24.0,0.230945333,101.0,-2.2205252053,139.0,-1.9975134613,149.0,-2.6800954404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,-7.85537652805,0.42750221707075,4.0,25.0,-8.2646957107,123.0,-8.179922211,155.0,-7.5437772802000005,191.0,-7.4331109103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,0.47256575976666665,0.4425497808236642,3.0,26.0,-0.0255574004,59.0,0.6228584354000001,159.0,0.8203962443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,-15.46651348734,0.9449655483364354,5.0,27.0,-16.8652220748,76.0,-14.443665474,146.0,-15.3484002402,162.0,-14.8267248614,262.0,-15.8485547863,,,,,,,,,,,,,,,,,,,,,,,,,,
