,A,Crp
SRX5694404,-3.0928434875,0.0943710534
SRX5694405,-0.0170154895,-0.1829334597
SRX5694406,-6.2323368042,-0.3972091841
SRX5694407,0.3191602705,-0.2638287498
SRX5694408,-0.7975912025,0.0417388443
SRX5694409,-12.820871479000001,-2.2693012292
SRX5694410,0.5375460019,-0.1972134109
SRX5694411,-11.6181174567,-0.8663395759
SRX5694412,-0.24774115130000002,0.1259657223
SRX5694413,-3.6116690113,-0.6476176532
SRX5694414,-12.9968997508,-1.42088019
SRX5694415,-3.2215661406000002,0.007690172800000001
SRX5694416,1.2754694264,0.0575483496
SRX5694417,1.2810428902,0.2665585241
SRX5694418,-18.1420088822,-1.9463157999
SRX5694419,-6.6117549938,-1.5689931018
SRX5694420,-1.3189547219,-0.0638843971
SRX5694421,-2.6455019203,-0.6176702001000001
SRX5694422,-0.8458007645000001,-0.058214080700000004
SRX5694423,-4.1420173369,-0.3208467193
SRX5694424,-6.1762803001,-0.3043319677
SRX5694425,0.5233657022,0.2263080572
SRX5694426,-7.2493075399,-0.6604587882
SRX5694427,0.12649209020000002,0.1652363888
SRX5694428,6.1210508575,0.073808526
SRX5694429,-12.393478569,-1.4421129371
SRX5694430,-0.6013923495,0.0124821121
SRX5694431,-7.4331109103,-0.0624036472
SRX5694432,-2.7082283637,-0.3304413054
SRX5694433,-5.1256156613,-0.8187488844
SRX5694434,-8.6236565283,-0.6212632720000001
SRX5694435,-15.3962635777,-2.0377494386
SRX5694436,-13.2889692069,-2.3919325405
SRX5694437,-13.4859968595,-0.2507206522
SRX5694438,-0.9595972078,0.07346573220000001
SRX5694439,-15.5378075668,0.3143882568
SRX5694440,-0.7153284571,0.1617989176
SRX5694441,-2.6120979413,-0.4081937196
SRX5694442,-14.8356789133,-1.7002395932
SRX5694443,1.7153621302,0.1538530863
SRX5694444,-3.1744570165,0.1414549701
SRX5694445,-12.692358687,-1.7943494913
SRX5694446,1.8877750827000002,0.2193526747
SRX5694447,-3.0716039219,-0.3849941899
SRX5694448,-3.3019704412,-0.732440443
SRX5694449,-0.2522589156,0.1017285234
SRX5694450,-1.1162826075,-0.2163555027
SRX5694451,1.1674008443,-0.1832599433
SRX5694452,-10.1217955274,-0.9702752261
SRX5694453,-3.7294495015,-0.7029806271
SRX5694454,0.8995238452000001,0.2689052974
SRX5694455,-8.2193392862,-1.7485042558
SRX5694456,-2.2437320753,0.2638014382
SRX5694457,0.35704231750000004,0.1813226141
SRX5694459,-3.2744013404,-0.0659537084
SRX5694460,-12.9494843322,-2.6935232182
SRX5694461,-1.4289739864,-0.24608755940000002
SRX5694462,-11.4865795809,-1.4072956342
SRX5694463,-2.3264491341999998,0.13500124700000002
SRX5694464,-1.5944119038,-0.16266356510000002
SRX5694465,-0.3708443792,-0.08100398930000001
SRX5694466,-8.6838310224,-0.0203257193
SRX5694467,-1.23589401,-0.0864598209
SRX5694468,-16.0347015734,0.09512308080000001
SRX5694469,-3.6063241541,0.056592892000000006
SRX5694470,-0.20011214430000002,-0.0203162279
SRX5694471,-1.1868742469,0.08127249760000001
SRX5694472,-4.5973877608,-0.42764759150000003
SRX5694474,-1.0920556709,-0.3318785326
SRX5694475,-0.5485500437,-0.1072682971
SRX5694476,2.3451716971,0.2832759084
SRX5694477,-9.998785562,-2.220698214
SRX5694478,0.34395564300000003,-0.324421403
SRX5694479,-11.9555303371,-2.078741852
SRX5694480,-3.7862928018,-0.8986833081000001
SRX5694481,-3.7922708345,-0.39061972300000003
SRX5694482,3.7390940113,0.5302146851
SRX5694483,-0.6210199695,-0.0648156579
SRX5694484,-2.7380652289,-0.2015433442
SRX5694485,-0.5274839643,0.0561230447
SRX5694486,3.1157141398,0.1840419059
SRX5694487,0.0058272263,-0.0687134662
SRX5694488,-2.5492398251,-0.0029101905
SRX5694489,0.3364856841,-0.2414092729
SRX5694491,-5.5851261967,-1.3992598427
SRX5694492,-9.948646826000001,-1.4757436121
SRX5694493,-9.4243696779,-1.5239909109
SRX5694494,-8.2628772341,-0.5778881676000001
SRX5694495,-1.754000407,0.2383405456
SRX5694496,1.4868628093,0.2231626615
SRX5694497,-2.0809281963,-0.6145709097000001
SRX5694498,-2.7373141762,0.0065499987
SRX5694499,-1.9356668847,-0.2166458346
SRX5694500,-5.4471905379,-0.6082655704000001
SRX5694501,-0.406717419,0.012213341
SRX5694502,-4.8095499632,-0.8489028276
SRX5694503,-12.823476882,-1.5276697252
SRX5694504,3.292276762,0.23647347670000002
SRX5694505,-15.8485547863,-2.8546736802
SRX5694506,-2.6125144344,-0.6676717403
SRX5694507,0.052827097100000005,0.10364661430000001
SRX5694508,-2.7045726820000002,-0.8174938777
SRX5694509,-4.5504478146,-0.1972418484
SRX5694510,-2.473912526,-0.2550231206
SRX5694511,-4.2162295499,-0.1637807405
SRX5694512,-5.56432136,-1.3135012281
SRX5694513,-4.6988036839,-1.2176583871
SRX5694514,-14.0594444268,-2.7449780099
SRX5694515,-4.8865004282,0.1674650962
SRX5694516,-12.9575776541,0.7184192778
SRX5694517,-2.6528775602,-0.0899811296
SRX5694518,0.8227842051,-0.0284053616
SRX5694519,-0.6799593863000001,-0.4440190169
SRX5694520,-0.8855830665000001,-0.3742459546
SRX5694521,2.7757294414,-0.0823108953
SRX5694522,-3.4203271642,0.19009073370000001
SRX5694523,-1.3831962927,0.1230572979
SRX5694524,-0.0582567165,-0.3090692798
SRX5694525,1.4021469369,0.1271493457
SRX5694526,-1.8599181817,-0.057352962300000004
SRX5694527,-5.739303132,-0.7911037301
SRX5694528,-12.940128243,-2.2550692285
SRX5694529,3.4137756722,0.09459037740000001
SRX5694530,-0.9707389260000001,-0.3417330189
SRX5694532,-4.1888195995,-0.7655932475
SRX5694533,-10.3171949183,-0.8230648089
SRX5694534,-11.0945583454,-1.0244460877
SRX5694535,2.1893318116,-0.3020521984
SRX5694536,0.36659480580000003,0.0940214917
SRX5694537,-1.9371654956,0.0455558508
SRX5694538,-0.6888567399000001,0.22416250880000002
SRX5694539,0.2691041464,-0.4554145486
SRX5694540,-5.6661508191,-0.9496879326000001
SRX5694541,-1.4646132653000001,-0.14394191280000002
SRX5694543,-15.5319367384,0.257330798
SRX5694544,-0.3449284621,-0.3373228733
SRX5694545,-0.5329865690000001,0.035948117
SRX5694546,-4.7392952456,-0.3182627866
SRX5694547,-4.1968409708,-0.1118469182
SRX5694548,-1.0753572821,-0.0372321217
SRX5694550,-3.2881297089,-0.4922607946
SRX5694551,-4.3833865573,-0.4416388787
SRX5694552,0.6769554693000001,0.0105278607
SRX5694553,2.7327280818,0.2876777482
SRX5694554,-0.0163378182,-0.1645882529
SRX5694555,-7.8385791735,-0.8421746734000001
SRX6072760,-9.3304154004,-0.7797289048
SRX6072761,-17.2662124886,-0.9412126322000001
SRX6072762,-10.0740640985,-0.555678611
SRX6072763,-10.618777530300001,-0.38526479500000005
SRX6072764,-18.5679037115,-1.0984957077
SRX6072765,-8.7140838721,-0.4458656036
SRX6376491,-0.5853041376,-0.23661516940000002
SRX6376492,-10.5258298889,-1.8181327083
SRX6376493,-12.3997120688,-2.037821897
SRX6376494,-10.7374834198,-2.2059426753
SRX6376495,-2.175696906,-0.4792645071
SRX6376496,-1.3214883473,-0.054275376300000004
SRX2723951,2.1461789808,1.2971935035
SRX2723952,5.3526427614,2.020927993
SRX2723953,-0.5729298872,0.5760517667
SRX2723954,15.267669751,2.383091682
SRX2723955,4.9863991691,1.2512872247
SRX2723956,1.132971966,1.4331106707
SRX2723957,0.45180074470000003,0.1517886605
SRX2723958,-2.7261969391000003,-0.2646015759
SRX2723959,1.5154679838,0.256464884
SRX2723960,2.318101436,0.9591927252
SRX2723961,11.3085890821,2.5388323397
SRX2723962,1.391654519,0.9744724369000001
SRX2723963,-1.3018036977,-0.30103145470000003
SRX2723964,6.4977061737,1.2020478367
SRX2723965,2.0888237971,0.7380002376
SRX2723966,0.7638100984,0.0829169912
SRX2723967,-0.2216123549,-0.075921268
SRX2723968,-0.5421977435,-0.006995723200000001
SRX6977206,-4.2668917501,-0.2546401567
SRX6977207,-3.4037662709,-0.30518404320000003
SRX6977208,-7.6199598248000004,-0.5181824078
SRX6977209,-11.3138473219,-0.675081557
SRX6977210,-10.9312245029,-0.7835359689
SRX6977211,-0.2594985051,0.2440588662
SRX6977212,0.6117544811,-0.0309117965
SRX6977213,-0.352255976,-0.21314706960000002
SRX6977214,-9.2335358088,-0.39514538390000004
SRX1153733,-0.369191156,0.1831441383
SRX1153734,0.369191156,-0.1831441383
SRX1153735,-1.7686274903,-0.1003374077
SRX1153736,-3.3551755693,-0.0489066405
SRX5204053,0.208934751,-0.1152614403
SRX5204054,-1.5709778384000002,0.33069778580000003
SRX5204055,0.8451345837,0.0395780566
SRX5204056,2.379109492,0.0799160108
SRX5204057,1.9524593145,0.13476163600000002
SRX5204058,2.5888812231,0.1271931801
SRX5204059,0.2980094566,0.3101981754
SRX5204060,-0.08819680070000001,0.16749059400000002
SRX5204061,-0.5971085255,0.2033144985
SRX5204062,-1.058177597,0.0350800225
SRX5204063,0.4250851503,-0.018607714600000002
SRX5204064,0.4649735218,0.0177745832
SRX5204065,5.7097478021,0.1296212176
SRX5204066,5.5440833334,0.0410003929
SRX5204067,6.7053059872,0.1329939336
SRX5204068,1.0890482949,-0.0046637408
SRX5204069,1.4680774149,-0.0345939636
SRX5204070,0.2716272733,-0.0639964626
SRX5204071,1.7101733879,0.2637505564
SRX5204072,0.3997764836,0.1366857256
SRX5204073,1.0929103977,0.12908140170000001
SRX5204074,1.1809187101,-0.0130459532
SRX5204075,1.317677222,-0.051017588700000005
SRX5204076,-0.1904855841,-0.0771750924
SRX5204077,1.1650289132,0.0070308263
SRX5204078,0.22635552650000001,-0.0562055273
SRX5204079,1.4398058977,-0.019864096300000002
SRX5204080,0.08456611300000001,0.1456210242
SRX5204081,-1.068080442,0.0296414633
SRX5204082,-0.8523191492000001,0.1012229557
SRX5204083,-2.6899731206,0.0599384649
SRX5204084,-2.3929109278,0.1659899168
SRX5204085,-1.9188210042,0.13117654180000002
SRX5204086,0.541678549,-0.45115989980000004
SRX5204087,1.4163551064,-0.042227577700000005
SRX5204088,1.3211082944,-0.3036384238
SRX5204089,-0.4597226755,0.0831416516
SRX5204090,-0.10866030310000001,0.1639234027
SRX5204091,-1.4948328345,-0.0031211273
SRX5204092,-0.064201943,-0.0810982225
SRX5204093,0.9509608392000001,-0.1099524013
SRX5204094,0.3544819661,0.0403956206
SRX5204095,-0.3863730924,0.2016413779
SRX5204096,0.36771767180000003,-0.2203103585
SRX5204097,0.0186554206,0.0186689805
SRX683459,-0.7738850109000001,-0.0666339028
SRX683460,-0.2607758553,0.503766096
SRX683461,0.046838609,-0.1321270107
SRX683462,-0.7711558461,0.4881845549
SRX683463,0.7270464019,0.1987609135
SRX683464,1.052174922,0.5070739993
SRX683465,-0.0656913179,-0.8734644257
SRX683466,0.1700181888,0.0105121308
SRX683467,0.17547502210000002,-0.3758395962
SRX683468,1.6581313192,-0.080117849
SRX683469,0.1816350827,-0.5751663553
SRX683470,1.9513434238,-0.1688967908
SRX322077,-0.6232748866000001,-0.0693545751
SRX322078,-0.0618933084,-0.33321683020000004
SRX322079,-1.0235015244,-0.0393089613
SRX322080,-0.5440583728,-0.099687806
SRX322081,-0.30999509670000003,0.25691065290000004
SRX322082,-0.4176004292,0.162327729
SRX322083,0.5809944864000001,0.2204930321
SRX322084,-0.2254901239,-0.4360373755
SRX322085,-0.3555043625,0.2155443434
SRX2708592,-25.9915726137,-1.2995977401
SRX2708593,-25.1949923798,-1.3858488461
SRX2708594,-24.4722784214,-1.1551255076
SRX2708595,-0.6888428072,-0.0264047357
SRX2708596,1.1243715212,0.1464903964
SRX2708597,-0.43552871390000003,-0.1200856607
SRX2708598,-2.8819824044,-0.2522707463
SRX2708600,-0.8123476731,-0.2711134562
SRX2708601,0.0648654412,-0.0595239595
SRX2708602,-3.0369990928,0.5050291552
SRX2708603,-0.5330187111,0.0660056332
SRX3073814,-2.7845809747,-0.13018558560000001
SRX3073815,-15.0301585133,-1.1339696385
SRX3073816,-18.1130735563,-2.4550083112
SRX3073817,-15.1421207932,-4.1870252178
SRX3073818,-12.8937725749,-3.2111292318
SRX3073819,2.6742273892,0.3613869819
SRX3073820,-12.8082933211,-0.6674396287000001
SRX3073821,-15.1966151922,-2.2221447579
SRX3073822,-13.021622145,-3.4198734015
SRX3073823,-14.066472851,-3.2339359789
SRX3073824,2.7845809747,0.13018558560000001
SRX3073825,-14.2490259145,-1.2511893155
SRX3073826,-16.6798530776,-2.3292575708
SRX3073827,-15.0542339694,-4.1135135934000004
SRX3073828,-12.0153750862,-3.434645459
SRX3073829,-2.515969165,0.1876233269
SRX3073830,-15.178474277,-1.1638283926
SRX3073831,-15.5349428202,-2.0312934097
SRX3073832,-13.4156307325,-3.5341055024
SRX3073833,-12.4139208831,-3.0369515843
SRX2391456,0.9537232130000001,0.1036371583
SRX2391457,0.9114036977000001,-0.2296760947
SRX2391458,-0.25278259000000003,0.0383571309
SRX2391459,-0.20430411850000002,0.0360981407
SRX2391460,-0.17925037130000002,0.0112518975
SRX2391461,-0.5115511288,0.0065400067
SRX2391462,-0.1407295726,0.0613117897
SRX2391463,0.9413592943,0.0752505852
SRX2391464,1.6984472621000002,0.0646232551
SRX2391465,0.281106163,0.0745769649
SRX2391466,0.0651845997,0.0132959954
SRX2391467,0.0451463905,0.0309166155
SRX2391468,0.0956908913,0.050854043200000004
SRX2391469,0.1676651586,0.0781229599
SRX2391470,1.1180549048,0.269221989
SRX2391471,0.9694136242,0.0489485095
SRX2391472,0.6128023650000001,0.2725286431
SRX2391473,0.09485381030000001,0.079938994
SRX2391474,-0.1761313422,-0.0319597258
SRX2391475,0.5261892135,0.2169729199
SRX2391476,0.79943337,0.3349589161
SRX2391477,-0.7304378923,0.1103821889
SRX2391478,1.746468248,0.3563764866
SRX2391479,1.7773323728000001,0.3086663712
SRX2391480,0.2585575277,0.48358926430000004
SRX2391481,0.1899861025,0.3481544716
SRX2391482,0.12565530460000002,0.48077671120000004
SRX2391483,-0.010905822400000001,0.2107291755
SRX2391484,1.6012941497000002,-0.0935369191
SRX2391485,0.45083871810000004,-0.24873146470000002
SRX2391486,-0.373896212,-0.2016487162
SRX2391487,0.1304871221,-0.14117476780000002
SRX2391488,-0.2812042681,-0.126103141
SRX2391489,-0.0856575916,-0.1334760396
SRX2391490,-0.4136884079,-0.0672349899
SRX2391491,-0.2577936913,0.0576004129
SRX2391492,0.9495665626,0.2009926933
SRX2391493,0.168101625,0.1707298308
SRX2391494,0.5033907181,0.0692396961
SRX2391495,-0.0451463905,-0.0309166155
SRX2391496,-0.0693357576,-0.0359995768
SRX2391497,-0.5653003742,0.058544858000000005
SRX2391498,1.8836698599,-0.048752147
SRX2391499,0.8721934777,0.0814724538
SRX2391500,0.31725918200000003,0.14086945920000002
SRX2391501,-0.3879062911,-0.0582763844
SRX2391502,-0.8216386472,-0.2331385879
SRX2391503,0.8060536362,0.0354719414
SRX2391505,-0.2154015944,0.305318221
SRX2391506,-0.242434439,0.0945138693
SRX2391507,0.1720354634,-0.0124149267
SRX2391508,1.0636746082,0.3356911857
SRX2391510,0.4567088044,0.41076687230000003
SRX2391512,0.136058899,0.3983587121
SRX2391513,-0.1352517604,0.2226821065
SRX2391514,0.2352896971,0.03072544
SRX5632598,20.9742828318,0.9297661229
SRX5632599,8.6035319349,0.5458194559
SRX5632600,19.410204518,0.8896791535
SRX5632601,18.6692574177,0.7544298497
SRX5632602,16.6893719252,0.9083268103000001
SRX5632603,20.0288462036,0.8378540299
SRX5632604,18.8780433271,1.2087494064
SRX5632605,18.2191157388,1.1494446188
SRX5632606,15.2519923751,0.7221774194
SRX5632607,8.3641948162,0.3322589038
SRX5632608,0.37355243790000003,-0.0405799602
SRX5632609,-0.6792096037,0.0211711041
SRX5632610,2.2468402498,0.32684287360000003
SRX5632611,0.3056571658,0.019408856000000002
SRX5632612,2.7714758529,0.3689308805
SRX5632613,2.6156722505000003,0.221949515
SRX5632614,3.83334586,0.1618995187
SRX5632615,6.4412449911,0.2420582473
ERX2874132,-1.221762246,0.4265026615
ERX2874133,-0.5334528849,0.7271404589
ERX2874134,-21.2920610242,0.8519065269
ERX2874135,-9.9029710429,0.5921076495
ERX2874136,-17.9711233913,1.0354136519
ERX2874137,-6.9440113628,0.7451035267
ERX2874138,-3.8305047823000002,0.8182462086000001
ERX2874139,-4.3977140553,0.7045028161
ERX2874140,0.1316979503,-0.139956359
ERX2874141,-0.1316979503,0.139956359
ERX2874142,-17.6398430574,0.5908025523
ERX2874143,-19.126991574,0.9994652368
ERX2874144,-0.7870814957000001,0.7827099169
ERX2874145,-0.3424031361,0.7206732189
ERX2874146,-1.9166308194,0.5565290979
ERX2874147,-1.4752793244,0.5652993358
SRX1300292,0.1762156688,-0.2183604482
SRX1300293,-0.1762156688,0.2183604482
SRX1300299,0.33164658680000003,0.0496916416
SRX1300300,-2.2686259625,0.2503393265
SRX1300304,-0.4219828098,0.39555321730000004
SRX1300305,-2.3829359294,0.11605645020000001
SRX1300306,-0.5026093762,0.2931170004
SRX1300310,-1.7050515296,0.3087574011
SRX1300311,-2.1346124942999998,0.0756466625
SRX7291195,3.4385196242,0.2997067975
SRX7291196,3.7062417602,0.2171652813
SRX7291197,1.8559970825,0.20048826090000002
SRX7291198,0.9956710584,0.0055111309
SRX7291199,-0.8729241149,0.0383910612
SRX7291200,-0.12274694350000001,-0.0439021921
SRX7291201,1.7385421648000001,0.2526018277
SRX7291202,3.7438436242,0.270288277
SRX7291203,3.9024473561,0.2825423364
SRX7291204,0.6830267706,0.1877512114
SRX7291205,0.7800660706,0.1650360705
SRX7291206,1.5770017044,0.1449864971
SRX2436955,-0.8812332783,0.45212262210000004
SRX2436956,-5.5989611505,0.0515482653
SRX2436957,-8.4605735451,0.1563578091
SRX2436958,-3.9291865306,0.2851965476
SRX2436959,-2.6500944695,0.1360930215
SRX2436960,0.9315201173000001,0.1526137479
SRX2436961,4.4882718853,0.7470542054
SRX2436962,-0.8961816857,-0.0330759678
SRX2436963,-1.8328369315000002,0.0921125297
SRX2436964,10.7988741748,0.0459686345
SRX2436965,-15.2903985895,-1.7381250601
SRX2436966,-0.7000107046,0.1060124781
SRX2436967,7.1261748137,0.7565786075
SRX2436969,-3.8768317873,-0.0206086192
SRX2436970,-2.6223277408,0.2191212157
SRX2436971,7.1848492119,0.701250519
SRX2437029,0.1395805506,0.0061447768000000005
SRX2437030,-3.4479885757,0.5616911087
SRX2437031,-4.5117479697,0.2075206627
SRX2437032,-4.9849223609,0.07605606050000001
SRX2437033,6.9413984423,-0.0229880917
SRX2437034,-15.3620518536,-1.7211272316000001
SRX2437035,-2.3791021102,0.33539129840000004
SRX2437036,-2.6617190244,0.37333806010000004
SRX2437037,6.8831199127,0.1027974094
SRX2437038,0.0596835631,0.2542201101
SRX2437039,-3.1003515694,0.1532453091
SRX2437040,-1.4743696728,0.3624937381
SRX2437041,-0.8985300058000001,0.5062765036
SRX2437042,7.4757311313,-0.3269025847
SRX2437043,8.3443805441,0.09219357800000001
SRX2437044,6.5396555146,-0.2945282879
SRX4705203,0.35552826600000004,-0.385355987
SRX4705204,4.3537800529,-0.6930073795
SRX4705205,2.5472015743,-0.7755713976
SRX4705206,2.3095990353999998,-0.6576656106000001
SRX4705207,-4.5361670977,-0.1341736427
SRX4705208,-9.8203438011,-0.5635110724
SRX4705209,-5.7959685593,-0.1045202598
SRX4705210,-3.4485163269,-0.5514972085000001
SRX4705211,0.0129215875,-0.5907591781
SRX4705212,-2.76269693,-0.5379723588
SRX4705213,0.7499130021,0.5884298837
SRX4705214,0.3975848732,0.5233414408
SRX4705215,0.3962631815,-0.4463507494
SRX4705216,0.2407367124,0.4678437997
SRX4705217,1.0710508141,-0.7475887920000001
SRX4705218,-2.8555485832,-0.38567558290000004
SRX4705219,-0.6869984769,-0.31419254
SRX4705220,-1.6391290762000001,-0.1236678575
SRX4705221,1.9872662693,-0.7518707576
SRX4705222,0.1672858473,-0.10341932470000001
SRX4705223,0.7157042322,-0.31786441590000003
