,A,Fur
R2,,0.001897846998279662
xmin,,-9.893921886000001
xmid,,
xmax,,2.690967163999998
ystart,,3.2215821057231624
yend,,-2.945204899927324
control__wt_glc__1,-0.1025844982315325,-0.05856442000000151
control__wt_glc__2,0.1025844982315371,0.05856441999999973
fur__wt_dpd__1,11.940410031746772,-0.1957192190000008
fur__wt_dpd__2,10.888553898660374,-0.2143640890000018
fur__wt_fe__1,-4.733862487784313,-0.1279276850000013
fur__wt_fe__2,-6.011826925007105,-0.03605009300000184
fur__delfur_dpd__1,11.992648593033977,-9.893921886000001
fur__delfur_dpd__2,12.461247058214417,-9.018917862999999
fur__delfur_fe2__1,17.679290489843314,-9.893921886000001
fur__delfur_fe2__2,17.414858942135858,-9.893921886000001
acid__wt_ph5__1,-3.782872825649726,-0.381853244000002
acid__wt_ph5__2,-3.335944326766275,-0.42914538600000185
acid__delgadx_ph5__2,-6.367643559119507,-0.3711784620000014
acid__delgadw_ph5__1,-12.80680616860394,-0.4529754160000011
acid__delgadw_ph5__2,-13.317377225183607,-0.393817588000001
acid__delgade_ph5__1,-2.551922949738989,-0.3531133380000018
acid__delgade_ph5__2,-2.5933161245548813,-0.3876910010000003
oxidative__wt_pq__1,11.417376831880423,0.3589120039999987
oxidative__wt_pq__2,11.501012012178675,0.4246056039999981
oxidative__deloxyr_pq__1,7.993446653899802,0.7270403439999988
oxidative__deloxyr_pq__2,7.881395665148099,0.6809726839999986
oxidative__delsoxr_pq__1,12.536630552850788,-0.46000364200000204
oxidative__delsoxr_pq__2,12.7846167537405,-0.471555094000001
oxidative__delsoxs_pq__1,10.61940239258808,-0.492841931000001
oxidative__delsoxs_pq__2,10.546066549109671,-0.5371611600000019
nac_ntrc__wt_csn__1,-1.8275072172647344,0.3531389039999997
nac_ntrc__wt_csn__2,-1.6248366047951557,0.2175931039999988
nac_ntrc__wt_cytd__1,3.394070596530528,0.34649922399999866
nac_ntrc__wt_cytd__2,3.3224096814408157,0.34524395399999896
nac_ntrc__wt_gln__1,-8.998424596134718,-0.10786336500000182
nac_ntrc__wt_gln__2,-9.495976361623754,-0.19360292800000067
nac_ntrc__bw_delnac_csn__1,-2.7302084520147707,0.1898647839999992
nac_ntrc__bw_delnac_csn__2,-0.8232665632447325,0.3111435139999994
nac_ntrc__bw_delnac_cytd__1,-1.7195733421111858,-0.028041380000001226
nac_ntrc__bw_delnac_cytd__2,-1.28616834315289,-0.16544115900000025
nac_ntrc__bw_delnac_gln__1,0.9529916219193084,-0.3585067980000005
nac_ntrc__bw_delnac_gln__2,0.5188369937362455,-0.23765852300000034
nac_ntrc__bw_delnac_nh4__1,-0.0816168550831504,-0.4802883460000018
nac_ntrc__bw_delnac_nh4__2,-0.3463799677279913,-0.4589034900000009
misc__wt_no_te__1,15.826821945716206,-0.3809469990000007
misc__wt_no_te__2,16.98091144871408,-0.4244144910000003
misc__bw_delcbl__1,7.9775938057090094,-0.4613713430000015
misc__bw_delcbl__2,8.1223470572641,-0.4243600530000009
misc__bw_delfabr__1,-0.7020069033097068,-0.5693764170000009
misc__bw_delfabr__2,-0.4445986613245856,-0.6130827070000002
misc__bw_delfadr__1,13.647955328833731,-0.4484904870000008
misc__bw_delfadr__2,13.526130484788498,-0.4407528980000013
misc__nitr_031__1,-0.0374918142830708,-0.5032798200000013
omics__wt_glu__1,-11.18572207537876,-0.6301335670000014
omics__wt_glu__2,-11.3112377085651,-0.5881912760000017
omics__wt_gly__1,-2.02934319903577,-0.9042790750000016
omics__wt_gly__2,-2.564789100430372,-0.9186470580000012
omics__wt_thr__1,-8.261421987122752,-0.5030991400000016
omics__wt_thr__2,-8.943672860397951,-0.6095045740000007
omics__bw_ac__1,-2.812817574052876,-0.05943304700000063
omics__bw_ac__2,-2.8834787550535133,-0.031227748000000943
omics__bw_fum__1,-4.12980011961183,-0.005709301000001332
omics__bw_fum__2,-4.270473769306243,0.06492178399999915
omics__bw_glc__1,-3.87090203769932,-0.011917744000001562
omics__bw_glc__2,-3.974730124132873,0.042641121999999136
omics__bw_pyr__1,-3.3985423507300863,-0.1897242670000008
omics__bw_pyr__2,-4.471916772618201,-0.11746483300000145
ompr__wt_nacl__1,10.726329757042022,-0.4003038250000017
ompr__wt_nacl__2,10.874552115348102,-0.5040656860000006
ompr__bw_delompr_nacl__1,5.434697571829912,-0.6329631790000008
ompr__bw_delompr_nacl__2,5.548671836810303,-0.5432963440000016
minspan__wt_ade__1,-8.932958577228357,0.1950769639999983
minspan__wt_glc__2,-10.81235002745138,-0.5062775780000006
minspan__wt_glc__3,-10.68470679409973,-0.4478649260000012
minspan__wt_glc__4,-10.208521409224913,-0.4159522540000005
minspan__wt_glc_anaero__1,-13.682303824689132,-0.8732856050000013
minspan__wt_glc_anaero__2,-14.214865443384747,-1.1573574430000022
minspan__wt_trp__1,-15.35448284244015,-0.8682358340000018
minspan__bw_delcra_glc__2,-14.397859113459074,-0.918542673000001
minspan__bw_delcra_trp__1,-15.043610840516576,-1.0050222800000004
minspan__bw_delmntr__1,-13.903611548416524,-0.6837856210000021
minspan__bw_delnac_ade__1,-10.517546258133626,-0.10771740100000038
minspan__bw_delnac_glc__1,-14.831507165629256,-0.4676162420000018
cra_crp__wt_ac__1,5.369195028068889,-0.4184685140000006
cra_crp__wt_ac__2,5.63962205508226,-0.4837280460000013
cra_crp__wt_fru__1,-2.6554212404195066,-0.5927702050000008
cra_crp__wt_fru__2,-3.163126580434698,-0.5684782950000002
cra_crp__delcra_ac__1,15.0827779049823,-0.24041298600000086
cra_crp__delcra_ac__2,15.288822509361523,-0.24856326700000156
cra_crp__delcra_fru__1,15.161592136917886,-0.4804104860000002
cra_crp__delcra_fru__2,15.282057443323326,-0.45491749600000203
cra_crp__delcra_glc__1,4.759119122226503,-0.5044518310000008
cra_crp__delcra_glc__2,4.591912065329981,-0.5782221740000004
rpoB__wt_031__1,-8.194791160556898,-0.0639623620000016
rpoB__wt_044__1,-8.766319692590136,-0.4813517700000016
rpoB__wt_lb__1,-3.52811809844705,-0.4097031700000002
rpoB__wt_lb__2,-3.733787912527872,-0.4397556490000003
rpoB__rpoBE546V_031__1,-9.693344961878331,-0.02818371500000083
rpoB__rpoBE546V_044__1,-9.257862639211398,-0.1231944390000006
rpoB__rpoBE546V_lb__1,-5.568238925977357,-0.354521452000002
rpoB__rpoBE546V_lb__2,-5.169187180457493,-0.3362111970000008
rpoB__rpoBE546V_glc__1,1.811451267897921,-0.3201136900000012
rpoB__rpoBE672K_glc__1,-1.991687981847608,-0.3851041260000017
rpoB__rpoBE672K_glc__2,-1.9450712849686576,-0.29302495700000186
rpoB__rpoBE672K_lb__1,-4.246280300384099,-0.5939588210000011
rpoB__rpoBE672K_lb__2,-4.568820010653786,-0.6341407580000009
crp__wt_fru__1,-3.257305614642286,-0.2600379380000017
crp__wt_glyc__1,-5.089991371345715,-0.3221976040000012
crp__wt_glyc__2,-3.56797834830445,-0.2873658260000003
crp__delar1_glyc__1,3.602323274155456,-0.4691205860000007
crp__delar1_glyc__2,2.6078501918844705,-0.3487315320000004
crp__delar1ar2_glyc__1,-7.988751865333793,-0.1273671140000019
crp__delar1ar2_glyc__2,-6.571328746986635,-0.20766186300000025
crp__delar1ar2_glyc__3,-5.779791031096876,-0.21472747900000044
crp__delar2_glyc__1,-5.891874491977814,-0.40980044600000204
crp__delar2_glyc__2,-7.941843336353623,-0.3176280980000019
crp__delar2_glyc__3,-9.804751023093438,-0.2172634550000012
crp__delcrp_fru__1,-3.3416643271421558,-0.3561060850000004
crp__delcrp_fru__2,-3.3194136788625803,-0.41211249100000025
crp__delcrp_fru__3,-3.383906029985968,-0.3683071580000004
crp__delcrp_glc__1,-3.4551237940300097,-0.3107869630000017
crp__delcrp_glc__2,-2.994414766982059,-0.20313099300000026
crp__delcrp_glc__3,-2.7481420272691035,-0.11371775700000165
crp__delcrp_glyc__1,12.355472589729825,-0.3108162630000013
crp__delcrp_glyc__2,11.759655227124892,-0.2724169870000015
crp__delcrp_glyc__3,11.44802921145485,-0.17298061400000184
glu__glu_ale3__1,3.00511883773468,-0.11348783900000114
glu__glu_ale4__1,4.113817763585933,-0.4042317080000011
glu__glu_ale5__1,4.423674425729835,-0.5413718180000018
glu__glu_ale6__1,-11.384475770817966,-0.5107351970000007
glu__glu_ale8__1,-6.41256452552596,-0.17424917300000153
glu__glu_ale9__1,-7.578305309822492,-0.4486836690000011
glu__glu_ale10__1,-1.3546315210054023,-0.3418371710000017
42c__wt_42c__1,-5.333036951985754,-0.6408752710000005
42c__42c_ale1__1,-6.913370160690788,-0.33499931300000085
42c__42c_ale2__1,0.5664881170880256,-0.7000506260000012
42c__42c_ale3__1,-3.462844378898887,-0.4270892910000015
42c__42c_ale4__1,-0.3015573235906362,-0.4444651490000009
42c__42c_ale5__1,-3.7870218205759625,-0.4817193690000003
42c__42c_ale6__1,-3.419522923899588,0.29714986399999965
42c__42c_ale8__1,-0.6534973215271753,0.2008749839999986
42c__42c_ale9__1,-2.3767867007166603,-0.5284417600000015
42c__42c_ale10__1,1.0251041116331612,0.18875615399999826
ssw__wt_ac__1,10.648730717909654,-0.3096302940000015
ssw__wt_glc__1,-0.5781227741673909,-0.2624254890000017
ssw__wt_glyc__1,-12.913652221182652,-0.3403528810000012
ssw__wt_xyl__1,-4.922495386918989,0.022620156999998642
ssw__glc_ale1__1,-11.744737037817371,-0.3340131470000003
ssw__glc_ale2__1,-15.018905131794812,-0.30422876200000104
ssw__glc_ale3__1,-14.141155550042988,-0.0692634810000019
ssw__glyc_ale1__1,-14.890941750339662,-0.5008326610000005
ssw__glyc_ale2__1,-14.685182905100994,-0.24338409100000116
ssw__xyl_ale1__1,-8.76326545992979,-0.042690987000000284
ssw__xyl_ale2__1,-0.5564300761522132,-0.17597428600000065
ssw__xyl_ale3__1,-1.1716203985220908,-0.4573886220000016
ssw__glc_ac_ac2__1,-14.65400700921574,-0.4626166230000006
ssw__glc_ac_glc1__1,7.801272365770322,-0.09846648200000097
ssw__glc_glyc_glc__1,-6.175540343190991,-0.35146302500000104
ssw__glc_glyc_glyc__1,3.8570576212919887,-0.3656542290000005
ssw__glc_xyl_glc__1,-10.46212325726838,-0.30815267100000204
ssw__glc_xyl_xyl__1,7.87082847949625,-0.28301838800000034
ica__wt_glc__1,0.4017067458525945,-0.3306742320000016
ica__wt_glc__2,0.3243873223799576,-0.3322414250000012
ica__wt_glc__3,9.359727431861756,-0.13704924400000176
ica__wt_glc__4,6.794907303683868,0.07660196599999836
ica__arg_sbt__1,-3.1028509880383863,-0.6773337140000013
ica__arg_sbt__2,-1.659196254223985,-0.27612399900000106
ica__cytd_rib__1,-10.470530895554353,0.2718296139999996
ica__cytd_rib__2,-10.648327974514538,0.2783930339999987
ica__gth__1,0.2600135147196025,0.22579956399999898
ica__gth__2,-0.1316369705300732,0.5254030839999988
ica__leu_glcr__1,-2.270142686117596,0.2473581939999985
ica__leu_glcr__2,-2.523333705993928,0.2426920339999992
ica__met_glc__1,-2.5422744109586595,-0.2841502610000006
ica__met_glc__2,-2.004039175837559,-0.2961987560000008
ica__no3_anaero__1,4.080117426264442,-0.20281510300000072
ica__no3_anaero__2,5.1162722591009295,-0.20778574200000044
ica__phe_acgam__1,-2.405839373992192,-0.0775324150000003
ica__phe_acgam__2,-1.9831723074271252,-0.07103735300000125
ica__thm_gal__1,-5.263674134928421,-0.038622112000000534
ica__thm_gal__2,-4.480807855540753,-0.0965437900000019
ica__tyr_glcn__1,-3.835102094288747,-0.1045644490000015
ica__tyr_glcn__2,-3.905452910508636,-0.05732390800000076
ica__ura_pyr__1,6.968674056516229,0.15254468399999865
ica__ura_pyr__2,5.880421837352361,0.2229070439999994
ica__wt_glc__5,-8.581944070083324,-0.14851485300000178
ica__wt_glc__6,-11.504555918033295,-0.0835567930000014
ica__bw_delpurR_cytd__1,-6.943390551067614,-0.3873801970000006
ica__bw_delpurR_cytd__2,-6.296125655490241,0.3184704139999983
ica__ade_glc__1,-6.849898845633529,0.2515924039999984
ica__ade_glc__2,-6.21549546502073,-0.3122282020000018
ytf__wt_glc__1,9.469893196514528,-0.11867013500000036
