locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4755,0.5301620510355985,yqhI,protein YqhI,"Secondary metabolites biosynthesis, transport, and catabolism",,https://ecocyc.org/gene?orgid=ECOLI&id=G0-16749
b0989,-0.0931715743577538,cspH,CspA family protein CspH,Transcription,,https://ecocyc.org/gene?orgid=ECOLI&id=G6510
