,b0257
Cr_1,-0.01055494074643187
Cr_2,-0.006142017957064392
Cr_3,0.006869674894926462
Cr_4,0.012423213470294878
Cr_5,0.015636039553320387
Cr_6,0.018386196107783075
Fe_1,-0.003380404214893633
Fe_2,-0.009018768892599343
Fe_3,0.010745747338639963
Fe_4,0.021958123042704517
Fe_5,0.02271834656340731
Fe_6,0.02124789568421926
Cd_1,-0.0028686386954814287
Cd_2,-0.0006244485822716678
Cd_3,0.007603439582164803
Cd_4,0.011839905661094408
Cd_5,0.012280496851800105
Cd_6,0.018062894595234042
Zn_1,0.017194668738198176
Zn_2,0.02195560478199437
Zn_3,0.05756346293950846
Zn_4,0.12308243578691927
Zn_5,0.15933891542445972
Zn_6,0.1798695352596694
Cu_1,0.005005783134564346
Cu_2,0.00970038456422232
Cu_3,0.011161993876746035
Cu_4,0.017743232971944294
Cu_5,0.01842457074415952
Cu_6,0.022386505629583067
Pb_1,0.005641323542432413
Pb_2,0.007770989892127138
Pb_3,0.018038287820099
Pb_4,0.025572182659513974
Pb_5,0.033471391999908104
Pb_6,0.03911467556899143
