,A,OxyR
nac_ntrc__bw_delnac_nh4__1,-0.1436016212704206,-0.1993380354999985
nac_ntrc__bw_delnac_nh4__2,-0.1072246892483991,-0.17023466150000033
misc__wt_no_te__1,0.8163986891748286,-0.1135025685000004
misc__wt_no_te__2,0.7756080490240999,-0.12905556449999978
misc__bw_delcbl__1,-0.021070121959181,-0.2321644455000005
misc__bw_delcbl__2,0.070392944566704,-0.16557807049999962
misc__bw_delfabr__1,-0.0983592023648428,-0.14588145050000012
misc__bw_delfabr__2,-0.3334652142352468,-0.1664432144999992
misc__bw_delfadr__1,0.4206666723670551,-0.08309116350000068
misc__bw_delfadr__2,-0.0194226690314376,0.02231099050000029
misc__nitr_031__1,0.3148254338200602,-0.3045469085000008
omics__wt_glu__1,-0.7693596678936103,-0.5431214025000015
omics__wt_glu__2,-0.5529305155643643,-0.4748256744999999
omics__wt_gly__1,-1.1319870096247011,-0.2586389654999985
omics__wt_gly__2,-1.042237669238364,-0.24896949850000016
omics__wt_thr__1,-2.48059521890044,-0.24507301550000005
omics__wt_thr__2,-2.176734632817136,-0.3398798285000009
omics__bw_ac__1,-0.429737452181137,-0.3954740105000001
omics__bw_ac__2,-0.2917735819517119,-0.4315139685000009
omics__bw_fum__1,-0.1991121556234827,-0.3313545775
omics__bw_fum__2,-0.2762381073134612,-0.35780001450000043
omics__bw_glc__1,0.1709570736376815,-0.20775452150000007
omics__bw_glc__2,0.4575148594100174,-0.02154529650000025
omics__bw_pyr__1,-0.9077270324417304,-0.16612626650000006
omics__bw_pyr__2,-0.5372369697938248,-0.1821611935000007
ompr__wt_nacl__1,-0.9463854105121556,-1.4465105895
ompr__wt_nacl__2,-0.6548415495978969,-1.2158865535000007
ompr__bw_delompr_nacl__1,-0.5764220722703632,-1.0717352625000016
ompr__bw_delompr_nacl__2,-0.5549154372216456,-1.2333115975000002
minspan__wt_ade__1,-1.483448904487722,-0.9075011694999996
minspan__wt_glc__2,-0.8666038159959636,-0.7476330744999995
minspan__wt_glc__3,-0.9950251067021032,-0.9997614055
minspan__wt_glc__4,-1.1570030833605116,-0.7447434654999999
minspan__wt_glc_anaero__1,-2.544624115013132,-1.0412229584999997
minspan__wt_glc_anaero__2,-3.0574834140661853,-0.5333412675
minspan__wt_trp__1,-2.1018504942813205,-0.3834076595000005
minspan__bw_delcra_glc__2,-1.8918570484260409,-0.2760049105000002
minspan__bw_delcra_trp__1,-2.710335290277154,-0.6046629535000001
minspan__bw_delmntr__1,-1.5307263555285728,0.01641896450000146
minspan__bw_delnac_ade__1,-0.8762985552311667,-1.2418590144999992
minspan__bw_delnac_glc__1,-1.0047845421094397,-0.7684764394999997
cra_crp__wt_ac__1,-1.3728937276135542,-1.2459585425000004
cra_crp__wt_ac__2,-1.1488146856615638,-1.1455232055
cra_crp__wt_fru__1,-0.9385710097570532,-0.6898650914999997
cra_crp__wt_fru__2,-0.4541222430118869,-0.8067937475000004
cra_crp__delcra_ac__1,-0.2450920132629799,-0.4594322405
cra_crp__delcra_ac__2,-0.2155217525670534,-0.4761669904999986
cra_crp__delcra_fru__1,0.0401625898671157,-0.1207804035000004
cra_crp__delcra_fru__2,0.1196498712422415,-0.15524020650000026
cra_crp__delcra_glc__1,-0.209777423414517,-0.1046018405
cra_crp__delcra_glc__2,0.0942812250994305,-0.033863029499999975
rpoB__wt_031__1,-1.0199577311864052,-0.3449942185000001
rpoB__wt_044__1,-0.2921798580963109,-0.35135662350000096
rpoB__wt_lb__1,-1.045958023355682,-0.4529699505
rpoB__wt_lb__2,-1.308256526192773,-0.5032740525000001
rpoB__rpoBE546V_031__1,-0.2768595176871427,-0.3881231294999994
rpoB__rpoBE546V_044__1,0.0075683709769098,-0.3097270754999997
rpoB__rpoBE546V_lb__1,0.0389285056241005,-0.4103320025000015
rpoB__rpoBE546V_lb__2,-0.5230110097823123,-0.4889494454999985
rpoB__rpoBE546V_glc__1,-0.3237887512981506,-0.09000047950000045
rpoB__rpoBE672K_glc__1,-0.4279074308099743,-0.5717059175000001
rpoB__rpoBE672K_glc__2,-0.8993076994378686,-0.5596853935000015
rpoB__rpoBE672K_lb__1,-1.267926974946433,-0.9679668525
rpoB__rpoBE672K_lb__2,-1.0736015159180792,-0.9159937825000002
crp__wt_fru__1,-0.9219565905907944,-0.3871375205000005
crp__wt_glyc__1,-1.0898319726568089,-0.4173096644999994
crp__wt_glyc__2,-1.1914187231641395,-0.5167248275
crp__delar1_glyc__1,-1.0277055495146383,-0.054450620499999935
crp__delar1_glyc__2,-0.981632011214828,0.22324468550000096
crp__delar1ar2_glyc__1,0.251568746667528,-0.3087415325
crp__delar1ar2_glyc__2,0.2987341568035383,-0.2238719204999997
crp__delar1ar2_glyc__3,0.4760819722404431,-0.2399325655000002
crp__delar2_glyc__1,-1.815774015252458,0.13948692249999972
crp__delar2_glyc__2,-1.5912030139532125,0.15191623850000013
crp__delar2_glyc__3,-1.977331943819056,0.11770224250000005
crp__delcrp_fru__1,0.1114101902886057,-0.32190323749999994
crp__delcrp_fru__2,0.0292157086119235,-0.1366913864999999
crp__delcrp_fru__3,0.1477319427756132,-0.3756417265000005
crp__delcrp_glc__1,0.7177103518175469,-0.06884205550000022
crp__delcrp_glc__2,0.9476698923533624,-0.11578820549999858
crp__delcrp_glc__3,0.2448045768993935,-0.06881413149999993
crp__delcrp_glyc__1,0.7457735089977191,-0.04461545949999923
crp__delcrp_glyc__2,0.3458991962221009,-0.12984170850000076
crp__delcrp_glyc__3,0.1218500915050717,-0.2013303664999997
glu__glu_ale3__1,-0.6206713045971283,0.528579885500001
glu__glu_ale4__1,-0.271557283496635,0.009107618499999859
glu__glu_ale5__1,0.607773151972786,-0.3488621114999999
glu__glu_ale6__1,-0.953571464729742,-0.7081105394999998
glu__glu_ale8__1,-1.9292280827873936,0.5153997864999997
glu__glu_ale9__1,-0.8430549552150367,0.1834614625000004
glu__glu_ale10__1,-1.1508621067670872,0.12180082050000075
42c__wt_42c__1,-0.1357138241625627,-0.1682068585000014
42c__42c_ale1__1,-0.6991100650342007,0.6111901275000005
42c__42c_ale2__1,-0.2406494072056632,-0.11223736750000146
42c__42c_ale3__1,0.0033399898764789,0.048837074499999744
42c__42c_ale4__1,-0.3765467012033558,0.06345201350000007
42c__42c_ale5__1,-0.6421383181285846,-0.5432408075000001
42c__42c_ale6__1,-2.41133004691922,1.1449694234999992
42c__42c_ale8__1,-0.1774911631701614,0.38481999849999937
42c__42c_ale9__1,-0.6606715049190817,-0.19007899350000024
42c__42c_ale10__1,-1.9912719209099987,0.3058746335000002
ssw__wt_ac__1,0.1356783557908751,-1.3759561214999998
ssw__wt_glc__1,0.1070503545378665,-1.0027805914999997
ssw__wt_glyc__1,-1.8770850778007853,-0.2503675835000001
ssw__wt_xyl__1,-3.703073668135603,-0.1790851704999996
ssw__glc_ale1__1,-0.7715703504185706,-0.26395317949999964
ssw__glc_ale2__1,-1.3263061137923031,-0.07655491149999971
ssw__glc_ale3__1,-1.6938686676926602,0.19062203050000012
ssw__glyc_ale1__1,-0.7494269122279019,0.1079745264999996
ssw__glyc_ale2__1,-2.3575219611866927,-0.16706129549999993
ssw__xyl_ale1__1,-2.6000993162452493,-0.5350650705
ssw__xyl_ale2__1,-1.6321912048780434,-0.12520912549999966
ssw__xyl_ale3__1,-2.0126524415559794,-0.5141251435000003
ssw__glc_ac_ac2__1,-0.8169201676733415,0.08848984649999903
ssw__glc_ac_glc1__1,-0.9841713458574174,-0.4921805725000015
ssw__glc_glyc_glc__1,-0.8550557318192414,-0.06555387949999948
ssw__glc_glyc_glyc__1,-1.0315741113692063,-0.3702936075000016
ssw__glc_xyl_glc__1,-2.0877063384124077,-0.6754592145
ssw__glc_xyl_xyl__1,-0.8347976585873629,-0.5623145625000001
ica__wt_glc__1,-1.3663366509069976,-1.1647344215000004
ica__wt_glc__2,-1.5127319096077765,-1.1733867594999996
ica__wt_glc__3,0.3823369161330433,-0.4252113555000001
ica__wt_glc__4,-0.1794228037631893,-0.8413227025000003
ica__arg_sbt__1,-2.271582459288687,-1.0841013494999991
ica__arg_sbt__2,-1.776783917944642,-1.0787044725
ica__cytd_rib__1,0.0621597772603669,-1.1548345754999998
ica__cytd_rib__2,-0.170400913861126,-1.4943932254999996
ica__gth__1,0.1733766780373808,-0.6864709065000003
ica__gth__2,0.3838224866147143,-0.5690592065000004
ica__leu_glcr__1,-0.4921312398025238,-1.177943323500001
ica__leu_glcr__2,-0.2292895889985606,-1.3159117025000002
ica__met_glc__1,-1.5458273922711745,-1.2440466385000004
ica__met_glc__2,-1.6490552983263862,-1.2261424635000004
ica__no3_anaero__1,-0.9213539810568968,-0.7140987164999997
ica__no3_anaero__2,-1.4255804518493735,-0.9501209665
ica__phe_acgam__1,-0.5885051897934129,-1.0313569194999994
ica__phe_acgam__2,-0.7724217388702636,-0.9785833984999996
ica__thm_gal__1,-0.3874449296223468,-0.7195168935000007
ica__thm_gal__2,-0.4863372762478368,-0.7026251785000008
ica__tyr_glcn__1,-0.4707631751341408,-0.9694879704999986
ica__tyr_glcn__2,-0.8448669222162917,-1.0167970505
ica__ura_pyr__1,-0.4827368097682404,-0.9644738134999996
ica__ura_pyr__2,-0.6514729854995742,-1.130513713500001
ica__wt_glc__5,-0.3662376019948176,-0.5388610004999999
ica__wt_glc__6,-0.1207381228191218,-0.5261020825000005
ica__bw_delpurR_cytd__1,-1.172654425421466,-0.9248504735000004
ica__bw_delpurR_cytd__2,-0.3303693059500736,-0.4026754394999994
ica__ade_glc__1,0.009196724164707,-0.5064871135000004
ica__ade_glc__2,-0.525781950403821,-0.9009499004999996
ytf__wt_glc__1,-0.6628492165417215,-0.7465721585000002
ytf__wt_glc__2,-1.054608204690139,-0.7122070205000002
ytf__delyafC__1,-0.3971817453637171,-0.6445652654999998
ytf__delyafC__2,-0.8293998940268973,-0.5769429405000004
ytf__delyeiE__1,-1.0230589901564482,-0.3036139975000003
ytf__delyeiE__2,-0.4442770932545751,-0.6401710775000007
ytf__delyiaJ__1,-0.7534533116670328,-0.6387944064999997
ytf__delyiaJ__2,-1.090818257432852,-0.6782936144999994
ytf__delyieP__1,-1.4785030243671162,-0.2085021155
ytf__delyieP__2,-1.4229729579629629,-0.4105978985000007
ytf__wt_ph5__1,-0.1907319418347038,-0.9118704744999996
ytf__wt_ph5__2,-0.5934574631117243,-0.9170142135000008
ytf__wt_ph8__1,-0.0674971768510721,-0.6687048935000002
ytf__wt_ph8__2,0.3950660781506717,-0.5954199155
ytf__delybaO__1,-0.7461094904666905,-0.6425739515000002
ytf__delybaO__2,-1.1457223099001956,-0.2841707585000002
ytf__delybaQ__1,-0.0226605206933027,-0.6108142025000003
ytf__delybaQ__2,0.0652631550747842,-0.6072561935000005
ytf__delybiH__1,-0.8225249946740996,-0.6604464925000002
ytf__delybiH__2,-0.6878988965412206,-0.3837378915
ytf__delydcI_ph5__1,-0.0105833157675299,-0.9952086624999996
ytf__delydcI_ph5__2,-0.2971677541779314,-1.0559143554999997
ytf__delydcI_ph8__1,0.4740735526329123,-0.6927507894999998
ytf__delydcI_ph8__2,0.1226777356506562,-0.7724768654999998
ytf__delyddM__1,0.0359293042037598,-0.3589342035000005
ytf__delyddM__2,0.1722271553131643,-0.3634035155
ytf__delyheO__1,-0.2976151929290532,-0.6413710035000006
ytf__delyheO__2,-0.7150744541299471,-0.3746847194999994
fps__bw_glc__1,-0.6126384061634396,-0.890216058500001
fps__bw_glc__2,-0.5436647769380041,-0.7286517804999999
fps__fps_thrA_ale1__1,-0.6693220301407067,-0.6539975915000005
fps__fps_thrA_ale1__2,-0.9782200771408704,-0.8012200094999997
fps__fps_thrA_ale2__1,-1.263935655154771,-1.1462956154999997
fps__fps_thrA_ale2__2,-1.1121730830678218,-1.0022626944999995
fps__fps_serB_ale1__1,-0.5529526204854879,-0.8879811465000005
fps__fps_serB_ale1__2,-0.3218360639830754,-0.8856957215000003
fps__fps_serB_ale4__1,0.0650855841352952,-1.6096280734999997
fps__fps_serB_ale4__2,-0.0343593580850024,-1.3695951065000005
fps__fps_ptsI_ale1__1,-1.1290578040095285,-1.5028601515000002
fps__fps_ptsI_ale1__2,-1.297369768969795,-1.3479942224999997
fps__fps_ptsI_ale3__1,-1.0188207708164898,-1.2880432144999991
fps__fps_ptsI_ale3__2,-0.9872606181596646,-1.2657711625
pal__lyx_ale2_f6__1,-1.0890834486582617,-0.7370300685000002
pal__lyx_ale2__1,-0.1542763774765385,-0.41256344549999996
pal__lyx_ale2__2,-0.9237135732673624,-0.4691172385000009
pal__lyx_ale4__1,-0.420665015352023,-0.7544575504999997
pal__lyx_ale4__2,-0.1851450480553979,-0.8055475564999997
pal__5drib_ale10_f18__1,-1.167631120336264,-1.0362983394999992
pal__5drib_ale10_f18__2,-1.422333176284755,-1.0005388264999997
pal__5drib_ale10__1,-0.7433996560491289,-0.9527848744999998
pal__arab_ale14_f9__1,0.8908222753809294,-0.5816747775
pal__arab_ale14_f9__2,1.4987146997317535,-0.5494630604999999
pal__arab_ale14__1,0.1813072448637728,-0.5377603785000007
pal__arab_ale14__2,0.2341648378768445,-0.4958001605
pal__arab_ale16__1,-1.3139811789989446,-0.4372014215000002
pal__arab_ale16__2,-1.0040409285967329,-0.6010224644999997
pal__tartr_ale26_f10__1,-0.6093127800140993,-1.0127981625000002
pal__tartr_ale26_f10__2,-0.6761878047436082,-0.9102793655
pal__tartr_ale26__1,0.5815590106915026,-0.8622396035000008
pal__tartr_ale26__2,0.5053895113885214,-0.8814512004999999
pal__tartr_ale28_f10__1,0.15118852937418,-1.1640991815
pal__tartr_ale28_f10__2,-0.3745595664953521,-1.2902975615
pal__tartr_ale28__1,0.3420281760467836,-0.9882914905
pal__tartr_ale28__2,-0.05759999353027,-0.8063985665000004
efeU__delmenFentC_citr__1,-1.312677261617652,-0.6396190854999997
efeU__delmenFentC_citr__2,-1.2685727704234748,-0.7526173175000004
efeU__delmenFentC__1,-0.7655612933185029,-0.9510594615
efeU__delmenFentC__2,-0.9742854378177496,-0.9824532035000004
efeU__menFentC_ale39__1,-0.8909771526000897,-0.009030147499999863
efeU__menFentC_ale39__2,-0.7605180128968817,-0.01881529450000041
efeU__menFentC_ale29__1,16.511401018708906,1.0465593895000005
efeU__menFentC_ale29__2,16.3215524996259,1.047561849500001
efeU__menFentC_ale30__1,9.90015065376178,0.4060175024999992
efeU__menFentC_ale30__2,10.558976819537325,0.40942598350000026
efeU__menFentCubiC_ale36__1,0.0816027981266181,-0.6359555065000002
efeU__menFentCubiC_ale36__2,-0.1323917099325894,-0.5556924655
efeU__menFentCubiC_ale37__1,-0.8867470378990272,-0.8343870224999996
efeU__menFentCubiC_ale37__2,-1.0235090848897568,-0.7470395654999997
efeU__menFentCubiC_ale38__1,-0.968919212048468,-0.7127051044999995
efeU__menFentCubiC_ale38__2,-0.7971120738106506,-0.5749366894999994
misc2__salc_glc__1,-1.0867110252214247,-1.1131053254999983
misc2__salc_glc__2,-0.2955224251417446,-0.7267461454999999
misc2__dbcn_glc__1,0.2118296871647267,-0.8160596294999998
misc2__dbcn_glc__2,1.2003526638708524,-0.4112901695
misc2__tyr_glc__1,0.6322206275100855,-0.3573476644999998
misc2__tyr_glc__2,0.5673592062563452,-0.3616699495000004
misc2__arg_cytd__1,-0.8738525598654864,-0.6593837385000008
misc2__arg_cytd__2,-0.8814274519840315,-0.5745170285000007
misc2__delyheO_pyr__1,-1.659700584445265,-0.8042408444999998
misc2__delyheO_pyr__2,-1.5748187878295494,-0.7409029814999997
misc2__dellon_glc__1,0.0359239591350071,0.11829938149999908
misc2__dellon_glc__2,-0.688917635330743,0.17974574149999967
nquinone__delubiC__1,-0.5164955559749486,-0.5304742965000004
nquinone__delubiC__2,-0.3443691614039519,-0.4765539975
nquinone__ubiC_ale1__1,-0.7110606207900154,-0.4959383835000004
nquinone__ubiC_ale1__2,-1.0944230856484272,-0.6757416205000002
nquinone__ubiC_ale2__1,-0.2706755634210721,-0.6116058595
nquinone__ubiC_ale2__2,-0.3949168481950464,-0.6797727655000001
nquinone__ubiC_ale3__1,0.4244232702839371,-1.0357764854999996
nquinone__ubiC_ale3__2,0.4486882550168322,-1.0749782225000004
nquinone__ubiC_ale4__1,-0.2481744866004539,-0.8555743144999992
nquinone__ubiC_ale4__2,-0.4706933318286402,-0.7196557864999997
nquinone__delpdhR__1,-0.6428244138436515,-1.0106217715000003
nquinone__delpdhR__2,-0.6637630319159165,-1.0030725985000002
quinone__glu_ale4__1,-0.986100195609003,-0.5905795654999997
quinone__glu_ale4__2,-1.854056307763251,-0.21464872350000075
quinone__delmenF__1,-0.2012502917616496,-0.7383647585000004
quinone__delmenF__2,-0.9628203618584832,-0.6706331154999985
quinone__menF_ale5__1,-1.435484742782816,-0.1475599704999997
quinone__menF_ale5__2,-1.391257523357339,-0.3644170315000004
quinone__menF_ale6__1,-1.763232419842388,-0.32625927949999944
quinone__menF_ale6__2,-1.715395660108194,-0.2545275714999997
quinone__menF_ale7__1,-2.1408248383308,-0.08753164150000002
quinone__menF_ale7__2,-1.979239938035894,0.013515938500000324
quinone__menF_ale8__1,-1.1868182222613557,0.3137363375
quinone__menF_ale8__2,-0.6696267972859556,0.4929852364999992
quinone__delmenFubiC__1,-0.3970720732915122,-0.6024284514999998
quinone__delmenFubiC__2,-0.1374581817824017,-0.4996967744999994
quinone__menFubiC_ale1__1,-0.9540106860347104,-0.06663971650000011
quinone__menFubiC_ale1__2,-1.187783371558333,-0.13733118850000015
quinone__menFubiC_ale2__1,-1.44917506958094,-0.16392151949999967
quinone__menFubiC_ale2__2,-1.196384033846938,-0.18066607050000005
quinone__menFubiC_ale3__1,0.0481845194802327,-0.6955871425
quinone__menFubiC_ale3__2,0.014962959273922,-0.8340258335000001
quinone__menFubiC_ale4__1,-1.0349467522265858,-0.029725413500000464
quinone__menFubiC_ale4__2,-1.1360114963179135,0.06295043749999962
oxyR__wt_glc__1,-0.4267551409247552,-0.7762858694999997
oxyR__wt_glc__2,-0.4591188096182206,-0.7315106075000006
oxyR__wt_h2o2__1,-0.7034380493557556,-0.8608678875000004
oxyR__wt_h2o2__2,0.1617450959097606,-0.6417562975000006
oxyR__glu_ale4__1,-0.6856710238275068,-0.3669767954999985
oxyR__glu_ale4__2,-1.435561602701621,-0.4587811055
oxyR__glu_ale4_h2o2__1,0.4722819092224127,-0.2914112135000009
oxyR__glu_ale4_h2o2__2,-1.9866231366234235,-0.4763070744999993
oxyR__oxyR_ale17__1,15.376892583021815,-0.007099682500001593
oxyR__oxyR_ale17__2,15.54081063292758,-0.16373820549999962
oxyR__oxyR_ale17_h2o2__1,14.976923350477598,0.15885316550000006
oxyR__oxyR_ale17_h2o2__2,13.950407341179218,-0.03701053250000008
oxyR__oxyR_ale18__1,11.085332168288032,-0.13392124549999984
oxyR__oxyR_ale18__2,11.123416041452655,-0.17279407949999914
oxyR__oxyR_ale18_h2o2__1,13.801073307544316,-0.07229660149999972
oxyR__oxyR_ale18_h2o2__2,13.93090797436908,-0.0032322064999998896
oxyR__oxyR_ale19__1,16.067309382902273,-0.6219436925000004
oxyR__oxyR_ale19__2,16.137850622740483,-0.2704793804999985
oxyR__oxyR_ale19_h2o2__1,15.60465026882257,-0.6421598065000005
oxyR__oxyR_ale19_h2o2__2,15.466661738525325,-0.6175757644999997
oxyR__oxyR_ale20__1,20.958400015381443,-1.8714874025
oxyR__oxyR_ale20__2,21.211066800589546,-1.9426510605
oxyR__oxyR_ale20_h2o2__1,18.85088002251407,-0.3961698835000007
oxyR__oxyR_ale20_h2o2__2,18.78519691932638,-0.5811615765000004
svns_pgi__BmePgi24_15__1,-1.4430273698297134,-0.6874707454999998
svns_pgi__BmePgi24_15__2,-1.2387860146767349,-0.6716832325000004
svns_pgi__BmePgi24_26__1,-1.1278797858617826,-0.7371168744999999
svns_pgi__BmePgi24_26__2,-1.3853666024890017,-0.6780081364999999
svns_pgi__BmePgi24_41__1,0.4457841906870455,-0.2223342675
svns_pgi__BmePgi24_41__2,-0.7270988821405632,-0.6129131765000002
svns_pgi__BmePgi24_52__1,-1.3820052061759371,-0.6082892114999998
svns_pgi__BmePgi24_52__2,-1.0952511904782676,-0.6713226244999992
svns_pgi__PaePgi2_34__1,-0.6051481693463454,-0.4929245144999994
svns_pgi__PaePgi2_34__2,-0.7218269402838473,-0.5660375945
svns_pgi__PaePgi2_63__1,-0.658908198037447,-0.4547658125000016
svns_pgi__PaePgi2_63__2,-0.6367939104859857,-0.5093540145000004
svns_pgi__PaePgi24_54__1,0.457582182711492,-0.4219021394999993
svns_pgi__PaePgi24_54__2,0.4747859948503162,-0.4063010315
svns_pgi__PaePgi24_90__1,1.3531107233119686,-0.3996848405
svns_pgi__PaePgi24_90__2,1.0405188297626888,-0.4003358705000002
abx_media__m9_ctrl__1,-1.239903743598102,-1.1341344335000008
abx_media__m9_ctrl__2,-1.2525264757172752,-1.3039064854999998
abx_media__rpmi_ctrl__1,-2.027508161150478,-1.6587171575
abx_media__rpmi_ctrl__2,-3.2673859405584653,-1.3098649305
abx_media__camhb_ctrl__1,-3.034955065934647,-2.6618640635000004
abx_media__camhb_ctrl__2,-3.50604821596199,-2.5839555885000003
abx_media__m9_mero__1,-1.7836340155908224,-2.0202637855
abx_media__m9_mero__2,-1.7281308993277713,-1.3308809635000003
abx_media__rpmi_mero__1,-3.261555322746584,-2.1562975405
abx_media__rpmi_mero__2,-3.510544663839556,-1.7991094215
abx_media__camhb_mero__1,-3.711060500710969,-3.1597899535000002
abx_media__camhb_mero__2,-3.860432575560656,-2.9159904475000005
abx_media__m9_trisulf__1,-2.4049163995388247,-0.5631937385000008
abx_media__m9_trisulf__2,-2.6716462099334093,-0.5144191885000007
abx_media__rpmi_trisulf__1,-3.3650547405218263,-1.8583246104999995
abx_media__rpmi_trisulf__2,-3.6002298861531816,-1.8613604535
abx_media__camhb_trisulf__1,-4.057775997513481,-2.0097135915
abx_media__camhb_trisulf__2,-3.7331183960965695,-2.1296935325
abx_media__m9_cef__1,-2.782810533566584,-1.0261094744999992
abx_media__m9_cef__2,-3.173058392630843,-0.9500824094999992
abx_media__rpmi_cef__1,-5.991179454286611,-1.3162538115000002
abx_media__rpmi_cef__2,-5.9882485725055865,-1.2779827745
abx_media__camhb_cef__1,-4.296080693637004,-1.8820067144999992
abx_media__camhb_cef__2,-3.605111736258357,-1.8741865285
abx_media__m9_cipro__1,-1.5236045560736544,-0.4997634304999998
abx_media__m9_cipro__2,-2.3906847154762114,-0.4811303765000004
abx_media__rpmi_cipro__1,-4.731607921986192,-1.4429641715000001
abx_media__rpmi_cipro__2,-4.086889821771168,-1.3101272094999992
abx_media__camhb_cipro__1,-2.495034316332791,-2.5234814525000004
abx_media__camhb_cipro__2,-2.602922067828173,-2.5774133985
hot_tale__42c_ale3_30c__1,-0.3311082937324435,-0.8234281504999998
hot_tale__42c_ale3_30c__2,-1.4150226596594058,-0.8052780635000003
hot_tale__42c_ale3_37c__1,-0.0583825617685404,-0.6229068465000003
hot_tale__42c_ale3_37c__2,0.2006384610492225,-0.6429385004999997
hot_tale__42c_ale3_44c__1,-0.5841471352194073,-0.3378096335000009
hot_tale__42c_ale3_44c__2,-0.6160733684829602,-0.4034147065000005
hot_tale__hot_ale3_mid_30c__1,0.3707878980035544,-0.6972141704999997
hot_tale__hot_ale3_mid_30c__2,-0.2271580329804061,-0.7321652355000001
hot_tale__hot_ale3_mid_37c__1,1.0965992418752608,-0.7543950685000009
hot_tale__hot_ale3_mid_37c__2,0.9080141379514628,-0.6435219065000002
hot_tale__hot_ale3_mid_44c__1,-1.3596773870715853,-0.7297927915000004
hot_tale__hot_ale3_mid_44c__2,-1.1597595792634223,-0.4675198615000005
hot_tale__hot_ale3_30c__1,-0.2978879526271036,-0.7310937004999998
hot_tale__hot_ale3_30c__2,0.0286212346749696,-0.7754885575000001
hot_tale__hot_ale3_37c__1,0.5641456275861522,-0.7744561925000006
hot_tale__hot_ale3_37c__2,0.6883851170979686,-0.5419484445
hot_tale__hot_ale3_44c__1,-0.4488165513788021,-0.6518214305000001
hot_tale__hot_ale3_44c__2,0.2546370338635256,-0.7044402525000004
hot_tale__hot_ale4_30c__1,-0.6043278070629903,-0.7862631544999994
hot_tale__hot_ale4_30c__2,-0.4907514795348072,-0.7303649795
hot_tale__hot_ale4_37c__1,0.2111901059471035,-0.5801856454999985
hot_tale__hot_ale4_37c__2,0.0701967123740203,-0.4431834994999999
hot_tale__hot_ale4_44c__1,-0.2191316912185039,-0.4048787944999992
hot_tale__hot_ale4_44c__2,-0.0739773495462381,-0.4971799975
hot_tale__hot_ale8_30c__1,-1.4063176367484584,-0.8235392035000002
hot_tale__hot_ale8_30c__2,-0.5628329999576223,-0.8963596585000007
hot_tale__hot_ale8_37c__1,0.1616164675968917,-0.8013394764999999
hot_tale__hot_ale8_37c__2,0.1171768418372149,-0.7186245874999999
hot_tale__hot_ale8_44c__1,-0.2539678657249534,-0.34419991549999995
hot_tale__hot_ale8_44c__2,-0.4999911749926549,-0.4132557225000015
