,new_71190_71799_c
LBexp_1,7.1094
LBexp_2,6.9703
LBexp_3,7.1858
LBtran_1,7.071
LBtran_2,6.9142
LBtran_3,7.1345
LBstat_1,7.0585
LBstat_2,7.3317
LBstat_3,7.4121
LBGexp_1,7.0942
LBGexp_2,7.1007
LBGexp_3,7.0666
LBGtran_2,7.4353
LBGtran_3,7.4333
LBGstat_1,7.26
LBGstat_2,7.2917
LBGstat_3,7.641
S0_1,6.5727
S0_2,6.837
S0_3,7.1176
S1_1,6.9262
S1_2,7.0361
S1_3,6.6246
S2_1,7.7726
S2_2,7.5424
S2_3,7.6638
S3_1,12.2741
S3_2,11.5142
S4_1,12.594100000000001
S4_2,12.3992
S4_3,12.0656
S5_1,12.2979
S5_2,12.7841
S5_3,12.6369
S6_1,12.4989
S6_2,13.1677
S6_3,12.3712
S6/t_1,12.0046
S6/t_2,12.5495
S6_4,10.8583
S6_5,11.4838
S6_6,11.4309
S7_4,11.4543
S7_5,11.4643
S7_6,11.3882
S8_4,11.3212
S8_5,11.3858
G135_1,7.4030000000000005
G135_3,7.5792
G150_1,7.4678
G150_2,6.9838000000000005
G150_3,7.9196
G180_1,7.5596
G180_2,7.0451
G180_3,7.131
C30_1,9.0335
C30_2,9.1861
C90_1,7.6538
C90_2,6.6097
BI_1,6.8579
BI_2,6.7839
BC_2,8.3503
BC/t_1,8.8271
BC/t_2,9.6555
BC_1,8.0986
Sw_1,7.0584
Sw_2,6.6895
BT_1,9.9518
BT_2,9.4081
B36_1,8.2687
B36_2,8.3738
B60_1,8.7333
B60_2,9.2493
M9exp_1,7.1631
M9exp_2,7.2536
M9exp_3,7.0044
M9tran_1,7.3129
M9tran_2,7.3983
M9tran_3,7.2316
M9stat_1,10.2576
M9stat_2,8.9512
M9stat_3,8.7735
M+G_1,8.5194
M+G_2,7.1524
M+G_3,7.2069
Glu_1,7.5624
Glu_2,7.2027
Glu_3,7.3427
Fru_1,7.0628
Fru_2,7.7117
Fru_3,7.3645
Mal_1,6.92
Mal_2,7.3869
Mal_3,7.0954
G+S_2,9.872
G+S_3,10.2385
Pyr_1,10.5863
Pyr_2,10.2412
Pyr_3,10.1021
Gly_1,7.7412
Gly_2,7.5106
Gly_3,7.9004
Glucon_1,8.8213
Glucon_2,8.4288
Glucon_3,8.2303
aero_1,7.2871
aero_2,7.1623
aero_3,6.9479
nit_1,9.0572
nit_2,8.0013
nit_3,8.7352
ferm_1,9.1749
ferm_2,7.6274
ferm_3,9.125
T-5.40H_1,8.2645
