,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
LAC_H_00012,0.015502083000000002,-0.009858621000000001,0.008544338,0.030823371000000002,0.003640944,0.029942157,0.014451201,0.0034356400000000002,-0.008422871,-0.0007436330000000001,0.046842189000000006,-0.002829545,0.009357166,0.047942689000000004,-0.006068518,-0.029150468000000002,0.025745503000000003,-0.009301511,-0.012787934,0.029415071,0.00419381,0.006568335000000001,-0.012494593,0.022803218,-0.015319823000000002,-0.0031776070000000003,0.022168532,0.011586876000000001,-0.030853802000000003
LAC_H_00018,0.007362972000000001,-0.003155409,0.006429511000000001,-0.011339307,0.005608546000000001,0.028044945,0.022564885,0.009624399,0.00774119,-0.025673773,0.032009075000000005,-0.004995448,-0.014728046000000002,0.044233532000000006,0.006613042,-0.011752338000000001,0.002219725,0.007239537000000001,0.013124536000000001,0.003983544,-0.022254427,0.047811417,-0.014850768,0.035696967,0.012413384000000001,0.028461926000000002,-0.0014395999999999999,0.058274968,-0.00102763
LAC_H_00201,0.001047779,-0.008179965,-0.007089059000000001,0.003490523,-0.026593806,-0.002148038,0.0033786140000000003,-0.001948609,-0.000303287,-0.032068631,0.041045945,-0.004404718,0.010984985000000001,-0.011676682,-0.003975482000000001,-0.005582589000000001,0.003367889,0.0029763990000000002,-0.008392021000000001,-0.004109082,-0.007065485000000001,0.030403579000000003,0.007992259,-0.01117968,-0.018255755000000002,-0.032069557,-0.026552852000000002,0.016560872,0.006474695000000001
LAC_H_00210,0.002268523,-0.022698974,0.008833098000000001,-0.023383573,-0.012363127000000002,-0.026476793000000002,-0.009464977000000001,0.012072697,0.024032083000000003,-0.0037857790000000004,-0.023826137,0.005494466,0.021081118000000003,-0.0027987980000000003,-0.016634055000000002,0.014581725,-0.0047594460000000005,0.002175148,0.010427505,-0.0058803860000000005,0.0088177,0.047508533000000006,-0.000761618,0.0012805260000000001,-0.015176231,-0.0024693830000000003,-0.041428282000000004,0.013282373,0.000641225
LAC_H_00215,0.006345274000000001,0.007566906000000001,0.0011852820000000002,0.008098118000000001,0.00755369,0.030738496,-0.011039857,0.00721597,-0.009471127000000001,-0.007232114,-0.020477199,-0.00656557,0.01082511,-0.012192698,0.0030112510000000004,-0.002826611,0.014676744,-0.006175405,-0.004168588,0.015133028000000001,0.0006790860000000001,-0.006027056,-0.022386255,0.0024418120000000002,0.004346345000000001,0.0035171490000000002,-0.017927523,0.0013475560000000002,0.002027652
LAC_H_00216,0.002522358,0.025262711,-0.004577769000000001,0.0072731210000000004,0.001003257,0.009254681,-0.013457614000000001,0.010810164,0.008492051,0.003994306,0.005866098,-0.003163163,0.010823563000000001,-0.0029602580000000003,-0.01394864,-0.003223061,-0.005848082,0.003464468,-0.018716046,-0.007577754000000001,0.008487053000000001,-0.024808538,-0.003434068,-0.006683415000000001,-0.000284199,-0.014390922,-0.00475556,-0.018321728000000002,-0.006226764
LAC_H_00237,-0.008095503,0.014112932000000002,-0.00116624,0.024186729,0.011153058,0.012667975000000001,-0.0007238520000000001,0.001974376,-0.003879164,0.006672079,-0.023478199999999998,-0.0037972640000000003,-0.00064594,0.011146129000000001,-0.019992532,-0.00155011,-0.011598627,0.001708132,-0.018601180000000002,-0.01383472,0.02104559,-0.07274681300000001,0.00041508800000000003,-0.014151242000000001,0.009137299,-0.004820326000000001,0.018564414,0.002760118,-0.017825678
LAC_H_00238,0.011124897,0.02849727,0.008958289000000001,0.027952421,0.003729628,0.012112891,-0.032883688,0.01954891,0.029021693,0.011429564000000001,0.002498534,0.018764519,0.014629614,0.021884564000000002,-0.014084691000000002,0.0060493610000000005,-0.013389969000000002,0.006006448,0.002242942,-0.002809756,0.028223952,-0.054267668000000005,0.021423107,-0.014780685000000002,0.022890216,-0.008328902000000001,0.06426772900000001,0.010240811,-0.00042623600000000003
LAC_H_00303,0.005265354000000001,0.01485027,0.001130183,0.008819875000000001,-0.001464014,0.02755337,-0.015020607000000002,0.003421631,0.008758051000000001,-0.004849948000000001,0.009275292000000001,-0.0033886520000000002,-0.001345251,-0.005546649000000001,0.00467282,0.0034504020000000004,0.011347937,-0.00810675,-0.0044610890000000005,0.003122305,-0.012899918000000002,-0.042177198000000006,-0.024625214000000003,-0.001091476,-0.022143331000000002,-0.008559157000000001,-0.02206843,-0.007783405,0.001131124
LAC_H_00304,-0.005404213000000001,0.008133208000000001,-0.009277076,0.016021256,0.006223429000000001,0.015057597,0.00161704,-0.009378787000000001,-0.0159454,0.008056142,-0.025681914,-0.002494666,-0.018923964,-0.012218481000000002,0.005666113,-0.0025322110000000004,-0.003104233,-0.001530424,-0.003458525,0.000109445,-0.001926748,-0.035475698,0.0015764510000000002,-0.013711191000000001,0.000133243,-0.014614162000000002,-0.027617296000000003,0.013167139000000001,-0.005814725000000001
