,PSPTO_3286
SRX1828913,0.0671627824
SRX1828914,-0.3062674857
SRX1828915,-0.3438940985
SRX1828916,-0.46734321360000003
SRX1828917,0.2767313161
SRX1828918,-0.2050879658
SRX3983989,-0.6873188163
SRX3983990,-0.38735083470000004
SRX3983993,-2.026449476
SRX3983994,-1.6558226032
SRX3983995,-0.3061597378
SRX3983996,-1.5488403884
SRX3983997,-1.4196876851
SRX3983998,-0.20609708040000002
SRX3983999,-0.5601557453
SRX3984000,-0.5727811472000001
SRX3984001,-1.9049892909000001
SRX3984002,-1.8771667109
SRX3984003,-0.8744362513
SRX3984004,-0.055199987000000006
SRX3984005,-0.0887304969
SRX3984006,-1.254798094
SRX3984007,-1.8306728747
SRX3984008,-0.5121621478
SRX3984009,-0.0031383939
SRX3984010,-1.8854096814
SRX3984011,-0.0828575888
SRX3984012,-0.035375303000000004
SRX3984013,-0.24892847040000002
SRX3984014,-0.2306332861
SRX3984015,-1.5355201957
SRX3984016,-0.044074385800000004
SRX3984017,-1.7070114629000002
SRX3984019,-0.15367757140000002
SRX3984020,-1.6781354239000001
SRX3984021,-2.2277061910000002
SRX3984022,-2.1940642654999998
SRX3984023,-0.1003168561
SRX3984024,-0.0431420821
SRX3984025,-0.1732356727
SRX3984026,-0.3803294769
SRX3984027,-0.42393819180000003
SRX3984028,-0.038401266
SRX3984029,-0.3463013582
SRX3984031,-1.9001275215
SRX3984032,-1.787592771
SRX3984034,0.0355138229
SRX3984035,-1.3782903892
SRX3984036,-1.3399566669
SRX3984037,-1.9926355351
SRX3984038,-1.5925784431999999
SRX3984039,-2.0489870916
SRX3984040,-0.19082075780000002
SRX3984041,-1.5693897293
SRX3984042,-1.1544209496
SRX3984043,-1.0610136604
SRX3984045,-0.6040213176
SRX3984046,0.0450250681
SRX3984047,-1.7153875581
SRX3984048,-1.409004906
SRX3984049,-1.8652532626
SRX3984050,-2.1439511464
SRX3984051,-2.6386165208
SRX3984052,-0.0538971358
SRX3984056,-1.7416430001
SRX3984057,-1.7851937580000001
SRX3984058,-1.7015722027
SRX3984059,-0.060098512300000004
SRX3984061,-0.1139128252
SRX3984062,-0.1099023581
SRX3984063,-0.6576978744
SRX3984064,-0.7049489488
SRX3984065,-0.0615269737
SRX3984066,-0.13690399320000002
SRX3984067,-0.046971209
SRX3984068,0.0041204518
SRX3984069,-2.5127421834
SRX3984070,-2.1203155225
SRX3984071,-2.1087384463
SRX3984073,-0.6071566837
SRX3984074,-0.1894632394
SRX3984077,-0.5169060564
SRX3984078,-0.1597353456
SRX3984079,-2.2735625084
SRX3984080,0.0197779651
SRX3984082,-0.5560736897
SRX3984084,-1.5943528213
SRX6997963,-0.0346018414
SRX6997964,-0.1749642452
SRX6997965,-0.0971034179
SRX6997967,0.1752815771
SRX6997968,0.0075546333
SRX6997969,-0.0151040049
SRX6997971,-0.1406797357
SRX6997972,0.1484406931
SRX6997973,-0.4220137177
SRX3159100,0.1707753435
SRX3159101,-0.0366690271
SRX3159102,0.1250940815
SRX3159103,-0.2592003979
SRX3159000,0.7252483393
SRX3159001,0.47731911450000003
SRX3159002,0.0585004479
SRX3159003,0.6929262415
SRX3159004,0.4605532657
SRX3159005,0.6121206591
SRX3159006,-0.11306277340000001
SRX3159007,-0.129001581
SRX3159008,0.090565933
SRX3159009,0.3053122599
SRX3159010,-0.3366607817
SRX3159012,-0.4211225917
SRX3159013,0.025107803300000002
SRX3159014,-1.1933017368
SRX3159015,0.048284512200000004
SRX3159016,-1.1062739689
SRX3159017,-0.5155151044
SRX3159018,-0.7131037009000001
SRX3159019,-0.3159588685
SRX3159020,-0.37079518100000003
SRX3159021,-0.5324412346
SRX3159022,-1.1760369483
SRX3159023,-0.1128916829
SRX3159024,-1.2963989549
SRX3159025,0.0262845635
SRX3159026,0.9778279867
SRX3159027,0.6210678417000001
SRX3159028,-1.1580812447
SRX3159029,-0.4327889905
SRX3159030,-0.423829606
SRX3159034,0.6275466415000001
SRX3159036,0.3703580705
SRX3159037,0.077742556
SRX3159041,-0.6999425407000001
SRX3159042,0.1723473641
SRX3159043,-0.0362832897
SRX3159045,-0.6257961928
SRX3159047,-1.6124546785
SRX3159048,0.0077518909
SRX3159049,0.9806853388000001
SRX3159050,0.7687042379
SRX3159051,0.4003599611
SRX3159052,0.0694319109
SRX3159053,0.4538138606
SRX3159054,0.6457004999
SRX3159055,-0.41654773970000003
SRX3159056,0.3346972654
SRX3159057,-0.024043570400000002
SRX3159058,0.2880201297
SRX3159060,1.0469202347
SRX3159061,-1.1960396972
SRX3159062,0.5685560982
SRX3159063,0.0428441155
SRX3159066,-0.0118966783
SRX3159069,-0.20309614180000002
SRX3159070,0.0653034194
SRX3159071,-0.2161895507
SRX3159073,0.1748986441
SRX3159074,-0.4684705789
SRX3159075,-0.07180597970000001
SRX3159076,-0.932990741
SRX3159080,-0.2418595076
SRX3159082,-0.10912984120000001
SRX3159083,-0.0246036386
SRX3159086,0.1998402933
SRX3159087,0.0500633269
SRX3159088,0.022658486300000003
SRX3159089,-0.8637227703
SRX3159090,-0.8906140293
SRX3159091,0.1564376416
SRX3159092,-0.49511360120000003
SRX3159093,0.0812132685
SRX3159094,-0.724298494
SRX3159095,-0.3874372769
SRX3159096,-0.0608121487
SRX3159097,0.0676626119
SRX3159098,-1.2178247199
SRX3159099,-0.8020503516
SRX3158988,0.4022913218
SRX3158989,-0.2841987199
SRX3158990,-0.9596770551
SRX3158991,0.5746976618
SRX3158992,-0.4389483732
SRX3158996,0.0366570514
SRX3644656,0.0617171258
SRX3644657,-0.053629713200000005
SRX3644658,-0.008087412700000001
SRX3644659,-0.3843785599
SRX3644660,-0.3340367607
SRX3644661,-0.7225393726
SRX3644662,-0.571887331
SRX3644663,-0.10060801870000001
SRX3644664,-0.35348720240000003
SRX3644665,-0.06644210910000001
SRX3644666,-0.2896440158
SRX3644667,0.1998373085
SRX3644668,-0.2973610276
SRX3644669,0.1463595611
SRX3644670,-0.1676973796
SRX3644671,-0.8800868486000001
SRX3644672,0.3275134286
SRX3644673,0.1663608231
