,Value,list
TF,fur,
reg_genes,136,"['cyoC' 'fdhE' 'nagA' 'garR' 'sufC' 'cyoE' 'fumC' 'STM1263' 'ndh' 'ushB'
 'sucC' 'nagC' 'zwf' 'aspC' 'ompR' 'katG' 'lpdA' 'sdhC' 'sufA' 'gltB'
 'hybG' 'ftnB' 'yebN' 'cyoD' 'hybA' 'flhD' 'fur' 'nrdE' 'oppD' 'oppF'
 'map' 'adk' 'nagB' 'hypO' 'adhP' 'STM4552' 'sdhA' 'fepA' 'oppA' 'entE'
 'cyoA' 'yciR' 'katE' 'entF' 'entB' 'ygaC' 'fhuE' 'soxS' 'STM3135' 'sucA'
 'flhC' 'ybdB' 'STM1586' 'soxR' 'gltD' 'sdhD' 'hybB' 'sdiA' 'purR' 'fepE'
 'nrdI' 'nrdF' 'STM3136' 'rpoS' 'sodA' 'sdhB' 'hybD' 'ynfD' 'nagD' 'amtB'
 'yfiD' 'cirA' 'gdhA' 'fumB' 'STM0692' 'yhhY' 'yigN' 'entA' 'pyrC' 'acnA'
 'gnd' 'sufD' 'yjbJ' 'gpmA' 'oppC' 'hmpA' 'stfA' 'hybE' 'metJ' 'mntH'
 'sufS' 'hybF' 'glnK' 'hybC' 'pepD' 'garK' 'metH' 'STM2148' 'ynhA' 'yhhK'
 'yiiU' 'fnr' 'entC' 'yrbL' 'yhaJ' 'oppB' 'glnD' 'cyoB' 'sucD' 'sufB'
 'recN' 'garL' 'sucB']"
comp_genes,27,['sitB' 'sitA' 'bfd' 'STM0363']
both_genes,23,"['ftn' 'nrdH' 'ydiE' 'fepB' 'fhuB' 'yojI' 'yqjH' 'fepG' 'fepC' 'fhuD'
 'fes' 'tonB' 'feoA' 'fepD' 'exbD' 'feoB' 'ybdA' 'fhuA' 'fhuC' 'ybdZ'
 'exbB' 'fhuF' 'yhgG']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
