,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,1.0094947838666666,0.26310101085745263,3.0,0.0,1.0621067819,1.0,1.2423144786,2.0,0.7240630911,,
1,AB0057_PGcoculture__AB ,0.0,0.05629638905203538,4.0,3.0,0.0666005189,4.0,0.026160179000000002,5.0,-0.039838459300000004,6.0,-0.052922238600000004
2,AB0057_PGcoculture__ABPG,0.5292650988500001,0.052666460975503225,4.0,7.0,0.4841454718,8.0,0.4832005062,9.0,0.5766263798,10.0,0.5730880376
3,AB5075_AZI__AZI_000,0.0,0.01467931757433056,2.0,11.0,0.010379845,17.0,-0.010379845,,,,
4,AB5075_AZI__preculture,1.6781642693,0.04198338976495845,2.0,12.0,1.7078510089,13.0,1.6484775297,,,,
5,AB5075_AZI__AZI_040,2.3111151683499997,0.015660915924773786,2.0,14.0,2.3221891082,18.0,2.3000412285,,,,
6,AB5075_AZI__AZI_028,1.63679167945,0.11150107642540033,2.0,15.0,1.5579485121999999,19.0,1.7156348467,,,,
7,AB5075_AZI__AZI_003,0.1520725732,0.0470895486875773,2.0,16.0,0.1853699124,20.0,0.11877523400000001,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.02417898856666666,0.21497555546375569,3.0,21.0,0.0843451373,28.0,-0.2144694601,29.0,0.2026612885,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,3.33333360913457e-11,0.16997137764034675,3.0,22.0,-0.1812726336,23.0,0.0254792494,24.0,0.1557933843,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,0.2768512818,0.1579931164624219,3.0,25.0,0.1014144337,26.0,0.4079085925,27.0,0.3212308192,,
11,AB5075_VIR-O_LSO__VIR-O,-4.625929269271485e-18,0.10629978864129937,3.0,30.0,-0.0072640951,32.0,-0.10248142830000001,34.0,0.1097455234,,
12,AB5075_VIR-O_LSO__LSO,-0.13604040236666667,0.0930039023277238,3.0,31.0,-0.18911562240000002,33.0,-0.1903544566,35.0,-0.028651128100000003,,
13,AB5075_Zinc__Control,1.850371707708594e-17,0.581496944479886,3.0,36.0,0.33857335520000004,37.0,-0.6714467704,38.0,0.3328734152,,
14,AB5075_Zinc__Zinc,0.26676087305,0.04899219378418127,2.0,39.0,0.2321181606,40.0,0.3014035855,,,,
15,AB5075_biofilm+abx__planktonic,0.0,0.9353964684501525,3.0,41.0,0.8772886883000001,42.0,0.1070111985,44.0,-0.9842998868,,
16,AB5075_biofilm+abx__biofilm,2.7598197937999998,0.3359660319439491,3.0,43.0,3.0772626735,45.0,2.4079774379,46.0,2.79421927,,
17,AB5075_biofilm+abx__cip_biofilm,3.5589142017666666,0.1463868030685718,3.0,47.0,3.7197218417,48.0,3.5236188435,50.0,3.4334019201,,
18,AB5075_biofilm+abx__tet_biofilm,2.3569948468999997,0.26559019036370896,3.0,49.0,2.0788019358,51.0,2.3843117096,52.0,2.6078708953,,
19,AB5075_gigAB__kan_gigB,1.1228074277666666,0.16896632145249044,3.0,53.0,1.048769979,54.0,1.0034980999,55.0,1.3161542044,,
20,AB5075_gigAB__gigB,0.6452048300333333,0.21142102361777632,3.0,56.0,0.8243616318,57.0,0.6992439055,58.0,0.4120089528,,
21,AB5075_gigAB__kan_gigA,1.0391943896000002,0.5775733436643222,3.0,59.0,1.7038781592,60.0,0.6595494168,61.0,0.7541555928,,
22,AB5075_gigAB__gigA,0.5946892544666667,0.1674590616152488,3.0,62.0,0.4489570002,63.0,0.7776195441,64.0,0.5574912191,,
23,AB5075_gigAB__kan_WT,0.06771744506666667,0.03641037411482402,3.0,65.0,0.1083109378,66.0,0.0379422176,67.0,0.056899179800000005,,
24,AB5075_gigAB__WT,3.333333146541643e-11,0.2538681079640177,3.0,68.0,0.1982624081,69.0,-0.2861286088,70.0,0.0878662008,,
25,AB5075_med__CA-MHB,-0.22871186215,0.048517947872641166,2.0,71.0,-0.2630192321,72.0,-0.1944044922,,,,
26,AB5075_med__CA-MHB_pH6,-0.2295122209,0.08738472440656539,2.0,73.0,-0.16772188970000002,74.0,-0.2913025521,,,,
27,AB5075_med__RPMI+_pH7,-0.48781897105000005,0.011518744363238149,2.0,75.0,-0.49596395330000004,76.0,-0.4796739888,,,,
28,AB5075_med__RPMI+_pH6,-0.26610812910000003,0.24911100697467217,2.0,77.0,-0.44225621140000004,78.0,-0.0899600468,,,,
29,AB5075_med__RPMI+_-HCO3,0.1175198633,0.06356569445505286,2.0,79.0,0.0725721297,80.0,0.1624675969,,,,
30,AB5075_med__LB,0.0,0.0037697845232469297,2.0,81.0,0.0026656402,82.0,-0.0026656402,,,,
31,AB5075_med__M9+AA,0.11292979075000001,0.024363903738967217,2.0,83.0,0.0957019092,84.0,0.1301576723,,,,
32,AB5075_med__M9-AA,0.004788014099999998,0.05089288811459731,2.0,85.0,-0.031198692200000003,86.0,0.0407747204,,,,
33,AYE_adeB__WT,-3.333333262189875e-11,0.049436959663546665,3.0,87.0,0.043036505,88.0,-0.0539975907,89.0,0.0109610856,,
