k,name,in_iM,gene_weight,regulator,function,category
7,Zinc - Steady,False,0.09800328448414802,,,
13,UC-6,False,-0.02803317742422223,,,
2,UC-3,False,-0.02050861585885286,,,
11,Chromium,False,0.01339438230730593,,,
12,Zinc - Intermediate,False,-0.013090550431039141,,,
9,UC-5,False,-0.01201611400458468,,,
10,Copper,False,0.011482346123084427,,,
8,Zinc - Fast,False,-0.0104812339739874,,,
6,Iron,False,-0.00801730622537434,,,
1,UC-2,False,0.007659085839986802,,,
4,UC-4,False,0.004612717800773681,,,
5,Lead,False,-0.003178891676943749,,,
14,UC-7,False,-0.002470121765509248,,,
3,Cadmium,False,-0.0011463980074040592,,,
0,UC-1,False,0.0010352144995704293,,,
