,-0.14163086399674993,-0.11802571999729161,-0.0944205759978333,-0.07081543199837498,-0.04721028799891666,-0.023605143999458345,-2.7755575615628914e-17,0.02360514399945829,0.047210287998916606,0.07081543199837492,0.09442057599783324,0.11802571999729153,0.14163086399674987,0.16523600799620822,0.1888411519956665,0.2124462959951248,0.23605143999458314,0.25965658399404146,0.2832617279934998,0.30686687199295803
thresh,-0.1534334359964791,0.1534334359964791,1,,,,,,,,,,,,,,,,,
unreg,0,1,1,9,30,335,1581,286,31,9,5,1,0,0,1,2,0,3,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['cutL_1'],['Saci_1155' 'Saci_2240'],[],['Saci_2293' 'csbC_2' 'hpaH'],['hpaD'],[]
