,A,RpoE
SRX4705216,-0.0361355419,-0.1964847483
SRX4705217,-0.7426407733,0.043223499400000004
SRX4705218,0.1633026431,0.3059679268
SRX4705219,1.1513469586,0.8874524979
SRX4705220,1.329180299,0.8238040851
SRX4705221,-3.4698204466,-0.5819170639
SRX4705222,1.3134701202,0.8937772711
SRX4705223,3.5737446811,1.8790214463
SRX4705224,3.6434418753,1.9198970763
SRX4705225,-3.2905712146,-1.3485872247000001
SRX4705226,-3.6562597307,-1.2173113337
SRX4705227,-3.4121313434,-1.1619925395
SRX4705228,3.9978338757,1.8056331324000001
SRX4705229,3.9760758983,1.8403985323
SRX4705230,4.0948197535,1.8306281361
SRX4705231,-2.7646635666,0.0175064366
SRX4705232,-2.5253878782,-0.3334911195
SRX4705233,-4.6794015377000004,-0.2492106674
SRX4705234,2.8945454340000003,0.9935576553000001
SRX4705235,-1.6635752994000002,-1.2171585018
SRX4705236,3.2194294364,1.1196003462
SRX4705237,-0.29534210450000004,-0.8873868623000001
SRX4705238,-1.4305121468,-0.9623032324
SRX2038319,-0.0498063757,0.44975155400000005
SRX2038320,-0.36743541630000004,0.2176574989
SRX2038321,-1.5445287415,0.0137669724
SRX2038322,0.6500988022,0.4131321995
SRX2038323,3.2326186943,-0.019191344000000003
SRX2038324,2.1056619512,-0.1809444084
SRX2038325,-2.3999064102,-1.1678334712
SRX2038326,-2.3171725561,-1.2686875076
SRX2038327,-0.5734998151,-0.1948694136
SRX2038328,0.7949626618000001,0.33468450320000004
SRX2038329,0.7059586985,-0.07384742450000001
SRX2038330,1.1343360073,-0.0360961211
SRX2038331,0.8968568078,0.1367577275
SRX2038332,-1.2442676109,0.15501765250000002
SRX2038334,0.8802385083,-0.2974532547
SRX2038335,0.25918808520000003,-0.2188964413
SRX2038336,-1.0427266582,-0.4496358626
SRX2038337,2.2591416675,0.396773509
SRX2038338,0.36202545550000004,-0.1516359183
SRX2038339,-0.7678770802,0.2532364534
SRX2038340,0.8264353733,0.3185403866
SRX2038341,1.6346169314,0.5572616398
SRX2038342,1.7306047237,0.6267745069
SRX2038343,0.4326440849,0.2185366077
SRX2038344,-0.2229773588,-0.2029240031
SRX2038345,-0.7314635139,-0.8035380659
SRX2038346,1.3975305898000001,0.7194423438
SRX2038347,0.47076589500000005,0.5409339698
SRX2038348,0.741513167,0.6320275867
SRX2038349,2.942722023,0.6338764293
SRX2038350,0.4548831762,0.2620626461
SRX2038351,1.3811189503999999,0.2673660949
SRX2038352,0.7818284664,0.1640997001
SRX2038353,0.5369225357,0.0611745448
SRX2038354,0.5948067374,0.024346857000000003
SRX2038355,-0.21963954360000001,-0.306591496
SRX2038356,0.7473212444,0.4107292657
SRX2038357,-0.31221907990000003,-0.2981156357
SRX2038358,1.317010518,-0.3199518955
SRX2038359,0.5192162414,-0.0247702256
SRX2038360,1.3821647096,0.32923633760000004
SRX2038361,0.3965305045,0.12798279240000002
SRX2038362,0.1025401782,-0.2989623723
SRX2038363,1.1429875624,0.2734526194
SRX2038364,0.3481865907,0.37257863890000004
SRX2038365,1.5364034978999999,0.8282900995
SRX2038366,0.6815992604000001,0.3704554352
SRX2038367,0.3434731782,0.0744570979
SRX2038368,1.1659353185,0.1367096939
SRX2038369,-0.0387044886,-0.1253130815
SRX2038370,-0.0209089802,-0.3292375656
SRX2038371,1.8294411901,0.23101045120000002
SRX2038372,0.1034696482,-0.2339336106
SRX2038373,0.3322582525,-0.5590083929
SRX2038374,-0.100104809,-0.4027933214
SRX2038375,1.3125143594,0.6852425876
ERX530520,-0.23995578210000001,-0.0438055621
ERX530521,0.6365114929,-0.08602939450000001
ERX530522,2.4290076249,0.31368261340000003
ERX530523,3.1870376615,0.632059876
ERX530524,0.23995578210000001,0.0438055621
ERX530525,1.4297402254,0.07793200800000001
ERX530526,-0.4056505009,-0.2301380761
ERX530527,2.1522040671,0.2357983821
ERX3212443,-4.1462874986,-1.1797017853
ERX3212444,-3.1186742992,-1.3097537251
ERX3212445,-3.4845768475,-1.4378005767
ERX3212446,-1.5742606383000002,-0.9449276434
ERX3212447,-2.7621102825,-0.9696975206
ERX3212448,-2.5980668528,-0.7499662921
ERX3212449,-0.2631427515,-0.0526875906
ERX3212450,0.1187473163,0.0399128782
ERX3212451,0.1443954352,0.0127747124
ERX3212452,0.2198596989,-0.31688143490000004
ERX3212453,-0.18767489910000001,-0.3281409555
ERX3212454,-1.8715770309000002,-0.5350414555
SRX7478973,-0.0746062254,-0.0265112682
SRX7478974,0.4074466178,0.1148777042
SRX7478975,-0.3328403924,-0.0883664359
SRX7478976,0.1390665737,0.2112020966
SRX7478977,0.8408907735000001,0.3911333698
SRX7478978,0.3773304518,0.1729684014
SRX7478979,3.7414116682,0.9782132573000001
SRX7478980,3.4644873348000003,0.8177277132
SRX7478981,3.5274288372,0.9713280134000001
SRX7478982,5.0318683317,1.329489803
SRX7478983,4.9112966612,1.1642883965
SRX7478984,4.9887679738,1.3330883869
ERX1521038,-2.2905133666,0.0677998479
ERX1521039,-0.9829569836000001,0.8294004789
ERX1521040,-2.3747671392,0.1196817383
ERX1521041,-0.3487997994,1.0591992027
ERX1521042,-0.4838679865,-0.23778094900000002
ERX1521043,0.8705458888000001,0.7905221311
ERX1521044,0.0561020728,-0.06811547500000001
ERX1521045,-0.0561020728,0.06811547500000001
SRX621182,-5.938775942,-1.7582002998
SRX621183,-5.3937818181,-1.8017262429
SRX621184,-4.3988906551,-2.4243518822
SRX621185,-4.4518949632,-2.4190604772
SRX621188,-5.309789764,-2.3605956876
SRX621189,-4.5671236286,-2.6239447297
SRX621190,-0.8941625968,-0.19508972030000002
SRX621191,0.8941625968,0.19508972030000002
SRX621192,-4.5883029766,-1.9220052388000002
SRX621193,-4.4239550106,-1.6797317198
SRX6489436,-3.8593307102,-1.9285856626000002
SRX6489437,-3.1639445345,-1.6632825086
SRX6489438,-2.5704271498,-1.4879981902
SRX6489439,1.1782367207,0.2221414696
SRX6489440,1.4420907655000001,0.0846800367
SRX6489441,-2.6203274862,-0.3068215063
SRX6489442,-0.9380331775,-0.39398208830000003
SRX6489443,-1.7248465166,-0.7314427513
SRX6489444,-4.9244647069,-1.1020263437
SRX6489445,-0.26866861410000004,-0.19523487920000002
SRX6489446,-0.0234161864,-0.198789966
SRX6489447,-4.9765393729,-0.9778510187
SRX6489448,-1.0069894406,-1.1225924133
SRX6489449,-3.2193615723,-1.6468379738
SRX6489450,-3.449900938,-1.2453281064
SRX6489451,2.4197085399000002,0.5346708937
SRX6489452,2.2187235449,0.4403510057
SRX6489453,-1.5614691415,0.17997908240000002
SRX6489454,1.2571149752,0.3104617166
SRX6489455,2.6826703776,0.5935592224
SRX6489456,-2.1967781308,-0.045662283000000005
SRX6489457,0.5557936199,0.18227080480000002
SRX6489458,0.9947448366,0.2832658552
SRX6489459,-1.6344990116,-0.4143414468
SRX6489460,-0.1087248024,-0.12895408020000002
SRX6489461,0.13968772640000002,0.1283653195
SRX6489462,-1.9254890584000002,-0.7512166157
SRX6489463,-1.6217368073,-0.6591710809
SRX6489464,-1.372520958,-0.7706773481
SRX6489465,-4.3398105692,-1.3588984543
SRX6489466,0.3542235769,0.20022739380000001
SRX6489467,-1.3931575120000002,-0.4343336701
SRX6489468,-1.8591500330000001,-0.4670897587
SRX6489469,-1.4392450524,-0.4936137486
SRX6489470,2.024656527,0.5345809608000001
SRX6489471,-1.5095085622000002,-0.5666677635
SRX6452027,4.1512425511,1.0520248579
SRX6452029,-0.1607981442,-0.1943768965
SRX6452030,3.3424900074,1.1700845042
SRX6452031,6.5364033355,1.7649167192
SRX6452044,7.8772844426,2.0417217091
SRX6452045,2.9847624799,1.3034227794
SRX6452046,2.519681338,0.947697102
SRX6452047,5.5922278594,1.690231547
SRX6452048,0.1607981442,0.1943768965
SRX6452059,6.2422607009,1.6704531568
SRX1828491,1.857096024,1.4120153747
SRX1828492,3.3104528086,1.6146553506
SRX1828493,2.038033135,1.2733314042
SRX1828494,1.4405483647000001,1.6444139762
SRX1828495,0.9942654857000001,0.2056425926
SRX1828496,-0.32158655810000003,0.0178937836
SRX1828497,1.1446955028,0.40551946320000004
SRX1828498,2.1640025155,0.6297906509
SRX1828499,1.6712182705,1.2742286207
SRX1828500,2.5802085776,1.5884131674000002
SRX1828501,0.2964583186,0.1060705567
SRX1828502,0.4595846854,-0.1248684461
SRX1828503,0.6458581719,0.6249549067
SRX1828504,1.1643860405,0.7401724390000001
SRX1828505,0.21588654300000001,0.0470681093
SRX1828506,-0.4360245045,0.1608150831
SRX1828507,0.47894254300000005,-0.1928764353
SRX1828508,-0.47894254300000005,0.1928764353
SRX3796953,0.1734029362,0.0327466939
SRX3796954,-0.1734029362,-0.0327466939
SRX3796955,7.8847288311,2.7813002914
SRX3796956,7.1652453051,2.7463475857
SRX3796957,4.0131714898,2.1699755770999998
SRX3796958,5.1455805209,2.0562087405
SRX3796959,-0.2557855651,0.09029911160000001
SRX3796960,-0.5257271972,-0.1880961304
SRX3796961,1.6247383679,0.42812302080000003
SRX3796962,0.44550856200000005,-0.4122338601
SRX3796963,2.5348151152,1.9206130575
SRX3796964,3.5896386059000003,1.7818450967000001
SRX3796965,-0.5675904311000001,-1.6125990533999999
SRX3796966,-0.7696460564000001,-1.8378719612
SRX3796967,0.9474665683000001,0.41260291390000003
SRX3796968,0.5380705414,0.641569599
SRX3796969,4.9321103731000004,1.8115135586000002
SRX3796970,0.8797019889000001,0.5823027258
SRX3796971,1.7460255185,0.5216449891
SRX3796972,1.7333302143,0.3497671908
SRX3796973,1.1986998545,0.5801785602
SRX3796974,0.2519278847,0.5944249771
SRX3796975,5.0610352511,1.868556909
SRX3796976,4.1754346263,1.6082216913
SRX3796977,1.8622618142,0.7784835506000001
SRX3796978,1.3053507845,0.7336510904
SRX3796979,0.4986947322,0.1822243294
SRX3796980,0.6638970353,0.19247624100000002
SRX3796981,4.2271288572,1.9802380195
SRX3796982,4.5725504281,2.0853952542
SRX3796983,-0.4821283135,-1.4329956109
SRX3796984,-0.3085335393,-1.4457719594
SRX3796985,1.2962505249,0.6665991836
SRX3796986,1.7158595121,0.9708879524
SRX3796987,-1.7467649001,-0.4175373731
SRX3796988,-1.6015978217,-0.4473461197
SRX2568270,-0.20577700670000001,0.09862068460000001
SRX2568271,0.498196664,-0.4783297426
SRX2568272,1.402142182,-0.6307271324
SRX2568273,-0.26505890730000004,-0.4622895354
SRX2568274,0.6887775575,-0.8718255794
SRX2568275,0.20577700670000001,-0.09862068460000001
SRX2568276,-0.5083833055,-0.4762161616
SRX2568277,0.3384329682,-0.8080150857
SRX2568278,0.9078272784,-0.6641687198
SRX2568279,0.1040239533,-1.0056995212
SRX3421856,-0.0767032279,-0.072866467
SRX3421857,0.0767032279,0.072866467
SRX3421858,0.4439109183,0.3164958529
SRX3421859,0.4941785449,0.1787368946
SRX3421860,0.6349168897,-1.2531935494
SRX3421861,-1.1190158382,-1.2202824802
SRX3421868,1.509098094,0.5333246928
SRX3421869,1.4115048855,-0.12717466530000002
SRX2606337,-0.2732692037,-0.0239218681
SRX2606338,-0.4169207699,-0.08432925520000001
SRX2606339,-0.7136688411000001,0.1129287692
SRX2606340,0.1610639988,1.0765214116
SRX2606341,-1.0367352705,0.4887319215
SRX2606342,-1.7467330308,0.5016263839
SRX2606343,-0.48023734700000004,1.1857574514
SRX2606344,1.0972629582,0.838126734
SRX2606345,-0.12672540300000001,1.0458745554
SRX2606346,-0.18107903890000002,0.36224806460000003
SRX2606347,0.07987451670000001,-0.0084736781
SRX2606348,-0.5778458494000001,-0.0160308524
SRX2606349,-1.385774083,0.1890633911
SRX2606350,-0.8722165231000001,0.7717719854
SRX2606351,-1.0617223914,0.3414481661
SRX2606352,-1.7958121054,0.4736765234
SRX2606353,1.2695072989,0.46854014
SRX2606354,0.9205491683,0.7762250393
SRX2606355,0.2189391454,0.8435509946
SRX2606356,-1.1162558641,-0.0882789123
SRX2606357,0.1933946869,0.0323955461
SRX2606358,-0.6533072338,-0.0595413115
SRX2606359,-1.0310922931,0.5028234893
SRX2606360,-0.9311002014,0.7151797946
SRX2606361,-0.7019159376,0.7562209287
SRX2606362,-2.2786195189000003,0.5192875293
SRX2606363,0.8467499225,1.0796922194
SRX2606364,1.0317231961,0.9334396322
SRX2606365,0.1932888227,1.1445214446
SRX2606366,-1.2112192167,0.2126173237
SRX3648427,4.375970682,1.0935259781
SRX3648428,1.7675093218,0.136951235
SRX3648429,4.1099664971,0.9338528321
SRX3648430,2.6467565868,0.960132069
SRX3648431,2.7596399366,0.9523760742
SRX3648432,-0.0725736243,0.0508265346
SRX3648433,4.0967810157,1.5120640923000002
SRX3648434,0.11042024260000001,-0.2782116937
SRX3648435,-0.6358417184,-0.764056826
SRX3648436,-4.0840585083,-2.0633192267
SRX3648437,-4.4924487699,-2.3772868501
SRX3648438,-4.9299551186,-2.3651586507
SRX3648439,2.1075492919,0.4320643457
SRX3648440,-1.1900003984,-0.794719013
SRX3648441,-1.7667185032,-1.3255606194
SRX3648442,-0.766949069,-0.6891202677
SRX3648443,-1.2420153989,-0.8477597965
SRX3648444,-2.0492628579,-1.1632133253
SRX3648445,3.669469347,1.4426108243
SRX3648446,1.3691857545000001,0.47330204750000004
SRX3648447,2.9534547206,0.8775849451000001
SRX3648448,1.0687429437,0.7980812874000001
SRX3648449,1.0012227407,0.6723918997
SRX3648450,0.26097692440000003,0.29830597600000003
SRX3648451,-0.23677423760000002,-0.12683463820000002
SRX3648452,-1.2996596202,-0.8561237150000001
SRX3648453,-0.7945087510000001,-0.78582081
SRX3648454,-2.8546039756,-1.4109405111
SRX3648455,-3.4923792454,-1.6596224541
SRX3648456,-3.6298823263999997,-1.6890903724
SRX3648457,4.1363107438,1.0850616047
SRX3648458,2.389232906,0.5980461465
SRX3648459,2.9320387836,0.4110484212
SRX3648460,2.3439043273999998,0.8591253207
SRX3648461,-0.5297698703,-0.5977144067
SRX3648462,-1.3690742396,-1.0898205592
SRX3648463,3.5688558674,1.3177982709
SRX3648464,-0.1523457082,-0.246557096
SRX3648465,0.1659440763,-0.23832343820000002
SRX3648466,2.5096910483,1.1948113384
SRX3648467,1.1187048054,0.0909628356
SRX3648468,0.3902875965,-0.3802765388
SRX3648469,-3.8530194347,-1.6381296222000001
SRX3648470,-4.0501044166,-1.2046561123
SRX3648471,-4.1224481313,-1.3748044465
SRX3648472,0.5195359994000001,0.5397089921
SRX3648473,-0.3842831386,0.3685905302
SRX3648475,1.9481229605000001,0.40405940490000003
SRX3648476,-0.597034295,-0.570565781
SRX3648477,-0.44842359460000003,-0.8520213054
SRX3648478,4.0782941625,1.6848528531
SRX3648479,2.6183417447,1.4281215627
SRX3648480,4.9341292624,1.725965194
SRX3648481,1.8812130586,0.3673335358
SRX3648482,0.4917777833,-0.0473392042
SRX3648483,-3.1356438322,-1.744257726
SRX1429221,1.5319747439,-0.0970423412
SRX1429222,-0.3992412383,0.17865983300000002
SRX1429223,-1.1327335057,-0.0816174918
SRX1429224,-0.1076956171,-0.24183916020000001
SRX1429225,1.2811823707,-0.241842625
SRX1429226,1.052066768,-0.2377166927
SRX1429227,0.9752076693,-0.6261468294
SRX1429228,-0.9701240182,-0.6040850683
SRX1429229,1.1660581009,-0.3930166741
SRX1429230,-0.12250383020000001,-0.505477285
SRX1429231,-1.4898708668,-0.7494506793
SRX1429232,-0.3182471304,-0.648231788
SRX1429233,0.35673847470000003,-0.8605596501
SRX1429234,0.0907232919,-0.7710161085
SRX1429235,-0.2722596371,-1.0702775796
SRX1429236,-0.4114152625,-1.5571073047000001
SRX1429237,0.8111505684,-0.9994858702
SRX1429238,0.9982141447,-0.5808516417
SRX1429239,1.3451733579,-0.5399958218
SRX1429240,1.5814085867,-0.4269955
SRX1429241,1.3937690625,-0.2986751577
SRX1429242,1.4134005462,-0.8310623141
SRX1429243,1.8500836224000001,-0.4697894695
SRX1429244,1.671015987,-0.9307633660000001
ERX2339161,0.5402751618,0.1488171734
ERX2339162,-0.5402751618,-0.1488171734
ERX2339163,3.2830040007,-1.3537430249
ERX2339164,4.4240220323,-1.3344539251
ERX2339165,5.6343700586,-0.5125777181
ERX2339166,6.9180996197999995,1.3526404322
ERX2339167,6.1489657083,0.9833011019000001
ERX2339168,0.2183441201,0.5188908847
ERX2339169,-0.30768961980000004,-0.4246512918
ERX2339170,3.0405543535,-1.4181864529000001
ERX2339171,5.0421463183,-1.4242854467
SRX7656012,-0.8486141938,0.2375500213
SRX7656013,0.8360651225,0.1943866021
SRX7656014,1.1409521358,0.0583586851
SRX7656015,0.0821533165,0.1576287538
SRX7656016,2.2124274535,0.22909682220000002
SRX7656017,2.7007892025,0.3109465792
SRX7656018,1.7783431662,0.218503319
SRX7656019,-0.5320862179,0.10513829300000001
SRX7656020,2.3119755103,0.2622851906
SRX7656021,2.120523051,0.1066817753
SRX7656022,1.4335095743,-0.0654449164
SRX7656023,2.6211288348,0.0818017973
SRX7656024,-1.7607926408,-0.7021903373
SRX7656025,-2.5393390223,-1.2650403294
SRX7656026,-3.7637317913,-1.2790382289
SRX7656027,1.0035980972,0.0500953556
SRX7656028,-1.2064188191,0.036630376
SRX7656029,0.45019961150000004,0.0611220268
SRX7656030,0.46888354670000004,-0.0440070631
SRX7656031,0.5592053219,-0.0553348077
SRX7656032,0.3086818749,0.1365671534
SRX7656033,0.4321031416,0.031878275000000005
SRX7656034,0.6563917807,-0.0084389326
SRX7656035,-0.346388587,-0.0663276549
SRX7656036,0.8123540516000001,0.16807032160000002
SRX7656037,0.3676897314,0.0822905786
SRX7656038,0.8143351399000001,0.2450808727
SRX7656039,0.37843085330000004,-0.0161110015
SRX7656040,-0.46711341310000004,0.009411668
SRX7656041,0.0886825598,0.006699333500000001
SRX7656042,-0.17036895400000002,0.3066354207
SRX7656043,-0.32078141060000004,0.23668943320000002
SRX7656044,0.6961943008,0.3288130543
SRX7656045,0.1156060602,0.23651126260000002
SRX7656046,0.5321975899,0.3412181537
SRX7656047,0.548724424,0.26031580390000003
SRX7656048,-0.0899706681,0.2204722549
SRX7656049,-0.5049909573,0.3113513408
SRX7656050,-1.3853740869,0.3007003372
SRX7656051,-0.2044280302,-0.6983094906
SRX7656052,-0.9241794328,-0.45389431480000003
SRX7656053,-2.6923513374,-0.7018538905
SRX7656054,1.1822460513,0.2007906602
SRX7656055,-0.5571356065,0.19554693
SRX7656056,0.8490428453000001,0.2160451753
SRX7656057,1.2234216753,0.0285044495
SRX7656058,0.2993877448,0.1348315762
SRX7656059,0.0299023552,-0.0126162492
SRX7656060,0.0349138071,0.08233545140000001
SRX7656061,0.9694842689000001,0.1447716576
SRX7656062,-0.0790960517,0.048729836900000004
SRX7656063,-3.2738809259,-1.5835809195000001
SRX7656064,-3.3131667487,-1.4959377293
SRX7656065,-3.9885513987000003,-1.5989628435
SRX7656066,-1.2180489612,0.11731321950000001
SRX7656067,-0.7566704152,0.1241600109
SRX7656068,-0.063294527,-0.0047078978
SRX7656069,-0.4893985408,0.0812774248
SRX7656070,-1.6420702367,0.2009239687
SRX7656071,-2.179183447,0.0722387719
SRX7656072,-0.9159149661,0.0682279885
SRX7656073,-0.3641786903,0.0051516062000000005
SRX7656074,-2.7450853748,-0.1027263305
SRX7656075,-4.6328446622,-2.1194315059
SRX7656076,-5.9264034046,-1.9917959423
SRX7656077,-5.3747421022,-1.903753918
SRX7656078,2.0138562542,0.8656522541
SRX7656079,2.3308266779,0.9414601139000001
SRX7656080,0.9550169331,0.8386276180000001
SRX7656081,2.6995611573,0.8510428376
SRX7656082,0.4915882863,0.7297952702
SRX7656083,2.4004562003,0.9876941090000001
SRX7656084,2.2299061119,0.9824602106
SRX7656085,2.6208318237,0.8661768200000001
SRX7656086,-1.107848128,0.8250810255000001
SRX7656087,0.6913110562,-0.3425890948
SRX7656088,0.3247985097,-0.3004994451
SRX7656089,0.2562993542,-0.5376296629
SRX7656090,-0.1023109855,0.1744826506
SRX7656091,-0.4459838458,0.2596546674
SRX7656092,1.1678144257,0.34664423250000004
SRX7656093,0.8643012840000001,-0.0969059656
SRX7656094,-0.9798244287000001,0.060263960500000005
SRX7656095,-0.1625175839,0.10802759370000001
SRX7656096,0.5067292015,0.2912712467
SRX7656097,0.9996797987,0.1080544116
SRX7656098,1.2665466945000001,0.0997999715
SRX7656099,-3.6233710807,-1.5479124576999999
SRX7656100,-3.1440767594,-1.6516498872
SRX7656101,-3.5305940801,-1.7147002336
SRX7656102,0.7692215497,0.1813757628
SRX7656103,0.7147244063,0.0753839801
SRX7656104,1.1549773155,0.0700185953
SRX7656105,-3.6369951425,-1.7721566171
SRX7656106,-3.8573298304,-1.7075522266
SRX7656107,-4.2496813655,-1.9545090232
SRX7656108,2.7909901333000002,0.2209978264
SRX7656109,0.6900254694,0.12149252120000001
SRX7656110,1.6374836225,0.3012515537
SRX7656111,1.9226296159,0.33340639110000003
SRX7656112,2.1296010959,0.2716445022
SRX7656113,2.7856806838,0.23041163120000002
SRX7656114,3.1309941875,0.1067834612
SRX7656115,1.9612989029,0.08994560830000001
SRX7656116,2.3522846717,0.24622788750000002
SRX7656117,-3.331454269,-1.9920587633000002
SRX7656118,-2.8812737158,-1.5857443702
SRX7656119,-3.4036849993000002,-1.7060241177000002
SRX7656120,0.5953339801,0.08280582730000001
SRX7656121,0.745435136,0.0651557161
SRX7656122,0.3155790198,0.3112659359
SRX7656123,-0.3757976015,0.1294469744
SRX7656124,0.8673596268,0.20592650340000002
SRX7656125,0.0148683345,0.33734982010000003
SRX7656126,0.914805029,-0.1007260532
SRX7656127,0.8428898927,-0.0323961196
SRX7656128,0.8849174668,0.1193176663
SRX7656129,-4.2345928107,-2.018573424
SRX7656130,-4.3158917452,-1.7428354142
SRX7656131,-4.5856423022,-1.9664592432
SRX7656132,-4.5292597651,-1.9770893576000002
SRX7656133,-5.5068720351,-1.6316182665999999
SRX7656134,-4.4397208052,-1.920656074
SRX7656135,0.3308572918,0.1797453369
SRX7656136,0.2749823624,0.2696409635
SRX7656137,0.5347707305,0.22070454420000002
SRX7656138,0.6832634641,0.2520732577
SRX7656139,1.4387197422,0.1838070675
SRX7656140,1.0470031723,0.17957611440000001
SRX7656141,0.6563006879000001,-0.0801610854
SRX7656142,0.1447360768,-0.1830176922
SRX7656143,1.2057945833,-0.0299119049
SRX7656144,-3.8635252911,-1.7498061062999999
SRX7656145,-4.7574371546,-2.0167396793
SRX7656146,-4.0407741356,-1.8203064767
SRX5388319,0.4111691685,-0.19511395010000002
SRX5388320,0.642719456,-0.0432030343
SRX5388321,-1.0538886244,0.23831698440000001
SRX5388322,-0.3854499757,-0.4654035369
SRX5388323,-1.3415718664,-0.1995016929
SRX5388324,-2.5591151218,-0.0196198144
SRX5388325,-0.4893358011,-0.45015339730000004
SRX5388326,-2.3886421083,-0.2525032015
SRX5388327,-3.1126686029,-0.0733691157
SRX8708326,3.7247265943,1.2918564736
SRX8708328,0.578043647,-0.8216318877000001
SRX8708335,0.1164548,0.1846650313
SRX8708336,-0.4060743314,0.26526887400000004
SRX8708337,-0.28842411560000003,0.3716979824
SRX8708338,2.9485767192,0.8488402351000001
SRX8708339,2.4367642024,0.7554976096
SRX8708340,1.9333294869,0.7443896696000001
SRX8708365,2.4728063802999998,0.9381731415000001
SRX8708366,2.5316093139999998,0.8782830404
SRX8708368,2.4266856433,0.9046380712000001
SRX8708369,2.5407239330999998,1.2344885553
SRX8708370,3.96855232,1.9631488526
SRX8708371,1.1159593149,0.8764802368
SRX4166001,-0.0179918253,-0.11651144790000001
SRX4166002,0.4007249907,0.4594549359
SRX4166003,-0.3827331654,-0.3429434881
SRX4166004,2.6146809139,0.500512913
SRX4166005,2.076577842,0.6229963797
SRX4166006,2.2893995161,0.6609971999
SRX4166007,1.5539847757,0.1014561741
SRX4166008,1.7359972399,0.3108622118
SRX4166009,3.108757221,0.6021784075000001
SRX4166010,2.666782054,0.674543572
SRX4166011,0.2146418529,0.1090096661
SRX4166012,2.3608908295,0.8496218711
SRX5000481,0.6650131723,-0.0418679911
SRX5000482,0.6731214864,-0.0801890109
SRX5000483,0.0651220456,-0.0632634502
SRX5000484,-0.0826126383,0.012678722600000001
SRX5000485,-0.0022185755,0.21833080570000002
SRX5000486,-0.1997372266,0.1008432476
SRX5000487,-0.2623677949,0.058897642300000004
SRX5000488,-0.1159865563,0.0109031417
SRX5000489,-0.0492456036,-0.022676486000000003
SRX5000490,0.2912241837,0.0059554625000000005
SRX5000491,0.0629924744,-0.21780436190000002
SRX5000492,-0.0190300352,1.3290212076999999
SRX5000493,0.4692452265,0.9921640632000001
SRX5000494,0.06635424570000001,0.8361062283
SRX5000495,-0.28717320360000004,1.1371503372
SRX5000496,-0.1149447819,1.2154356849
SRX5000497,0.2142159488,0.06415407570000001
SRX5000498,-0.0814368723,0.0129096234
SRX5000499,0.1932866593,0.9101235036
SRX5000500,-0.1327790765,-0.077063699
SRX5000501,-0.1247428584,-0.1985440833
SRX5000502,-0.48847367550000004,0.10191174530000001
SRX5000503,-0.3117661956,-0.0119866963
SRX5000504,0.3687690068,-0.1989307274
SRX5000505,0.5705905828,0.1742788408
SRX5000506,0.305727281,0.0522437206
SRX5000507,0.053986015400000004,0.1090374156
SRX5000508,0.7945998112,0.2181505082
SRX5000509,-0.1678333149,-0.2789765533
SRX5000510,0.6308129652000001,0.000714903
SRX5000511,0.4600501711,0.0328101195
SRX5000512,0.053155896700000003,-0.1780088857
SRX5000513,0.144303019,0.1919610078
SRX5000514,0.0014062760000000001,-0.2065620619
SRX5000515,0.0920374756,-0.1899461415
SRX5000516,-0.1917755079,-0.0679326268
SRX4124772,-1.054963149,-0.8111829777
SRX4124773,-0.8955535622,-0.6843774233000001
SRX4124774,0.1908672958,0.0834563044
SRX4124775,-0.1908672958,-0.0834563044
SRX5323946,0.4534900365,0.0172243264
SRX5323947,-0.4534900365,-0.0172243264
SRX5323948,0.1924756911,0.14748580520000001
SRX5323949,-0.2883189013,0.1753102299
SRX5323950,0.6583083983,0.0940858044
SRX5323951,0.8615385271,0.11326717230000001
SRX5323952,0.0280000257,-0.2257446254
SRX5323953,-0.500946938,-0.1660422618
SRX5323954,-0.227474118,0.0009331064
SRX5323955,0.6875399367,0.2567630889
DRX093856,-0.7393350886000001,-0.3829010406
DRX093857,1.4448843262,1.1658978125
DRX093858,2.1084644826,1.0484850442
DRX093859,1.2323278232,0.47005117970000004
DRX093860,-0.8740274982,-0.5541606535
DRX093861,-0.4578126836,-0.17207243
DRX093862,1.9761204087,1.246301155
DRX093863,1.9401863201,1.1021104576
DRX093864,1.286163398,0.5413172522
DRX093865,-0.2375573145,-0.9404977398000001
DRX093866,1.1971477723,0.5549734706
DRX093867,2.2427960976,1.1171626939000001
DRX093868,3.0164785547,1.037023119
DRX093869,1.130719888,0.1054366218
DRX093870,0.26373338220000003,-0.9119840487
SRX6366242,-1.2994687387,-0.0830733283
SRX6366243,-1.4645725448,-0.0365492384
SRX6366244,-2.2794652044,-0.0006323074000000001
SRX6366245,-0.6363204283,0.0273207907
SRX6366246,-1.4990365178,-0.1895072663
SRX6366247,-1.3795662526,0.1237841513
SRX6366248,-0.8383235702,-0.0419874837
SRX6366249,-1.0237383131,-0.1375110492
SRX6366250,-1.7022681447,-0.5229230834
SRX6366251,-1.8484987665000001,-0.26965946290000004
SRX6366252,0.2925110034,0.0408957348
SRX6366253,-0.2925110034,-0.0408957348
SRX254739,4.285662674,-0.806775981
SRX254740,4.4439867104,-0.8198252634000001
SRX254741,4.4921906189000005,-0.8403205205000001
SRX254742,3.9837877170000002,-0.8529035353000001
SRX254743,4.2513223683,-0.8446780737
SRX254744,4.1824405784,-0.812635973
SRX254745,5.7486250251,-0.5788749747
SRX254746,5.8466258619,-0.5282104724
