,PSPTO_RS20335
SRX1828913,0.2736533044
SRX1828914,-0.705476059
SRX1828915,-0.0884230498
SRX1828916,-0.8615952360000001
SRX1828917,-0.1852302546
SRX1828918,-0.6793296948
SRX3983989,0.5138809709000001
SRX3983990,-0.39181464380000003
SRX3983993,-1.3180696967
SRX3983994,-1.0920581535
SRX3983995,0.41038856290000003
SRX3983996,0.1064271246
SRX3983997,-1.1515165859
SRX3983998,0.3628180466
SRX3983999,0.3596383812
SRX3984000,0.6239930155
SRX3984001,-1.3832719668
SRX3984002,-1.2347317577
SRX3984003,-0.8080716863
SRX3984004,0.2616430481
SRX3984005,1.0151665591
SRX3984006,-0.4441572889
SRX3984007,-0.9613491538000001
SRX3984008,0.5069108459
SRX3984009,0.28136507920000003
SRX3984010,-0.0724041886
SRX3984011,0.5045509262
SRX3984012,0.149937274
SRX3984013,0.2426969105
SRX3984014,0.3188392601
SRX3984015,-1.003065239
SRX3984016,0.1936204193
SRX3984017,-0.160353294
SRX3984019,-0.32941452120000003
SRX3984020,-0.3279336932
SRX3984021,-0.5031968787000001
SRX3984022,-0.3391113562
SRX3984023,0.1666532031
SRX3984024,0.596718074
SRX3984025,0.8467321185000001
SRX3984026,0.7455725982
SRX3984027,0.7379831768
SRX3984028,0.3909403107
SRX3984029,0.5766373884
SRX3984031,-1.3916733949
SRX3984032,-1.2019016036
SRX3984034,-0.0107434382
SRX3984035,-0.7332518606
SRX3984036,-0.1363868848
SRX3984037,-0.20700426300000002
SRX3984038,-0.20179899999999998
SRX3984039,-0.1981541292
SRX3984040,0.48218565160000004
SRX3984041,-0.283051846
SRX3984042,0.0929006178
SRX3984043,-0.376106207
SRX3984045,0.6707587773
SRX3984046,0.150579017
SRX3984047,-0.7277568579
SRX3984048,-0.9111649804
SRX3984049,-0.6475665745
SRX3984050,-0.9899481098
SRX3984051,-0.9511690864000001
SRX3984052,0.0965104522
SRX3984056,-1.5520445247999999
SRX3984057,-1.0354452031
SRX3984058,-1.310078944
SRX3984059,0.40784755100000003
SRX3984061,0.3796554169
SRX3984062,0.4676089318
SRX3984063,0.0268905841
SRX3984064,-0.0216885517
SRX3984065,0.3141580927
SRX3984066,-0.1347493702
SRX3984067,0.3776179724
SRX3984068,0.0519857577
SRX3984069,-1.3851692628
SRX3984070,-1.074346592
SRX3984071,-1.4327075567
SRX3984073,0.3480005919
SRX3984074,0.4943659214
SRX3984077,-0.1998485774
SRX3984078,-0.3596742679
SRX3984079,-0.32417184250000003
SRX3984080,-0.3064887819
SRX3984082,0.1052546849
SRX3984084,-1.4262958991
SRX6997963,0.0631779561
SRX6997964,0.2593420322
SRX6997965,0.7006157582
SRX6997967,0.27264506250000003
SRX6997968,0.3629629313
SRX6997969,0.11311791880000001
SRX6997971,-0.3358230186
SRX6997972,-1.2203662575
SRX6997973,-0.3231006149
SRX3159100,-0.3771682364
SRX3159101,0.15102761180000002
SRX3159102,0.4090070767
SRX3159103,-0.1828664521
SRX3159000,0.3865341342
SRX3159001,-0.19964670750000002
SRX3159002,-1.3261199319
SRX3159003,-2.0303227759
SRX3159004,-0.3897609886
SRX3159005,0.0206878671
SRX3159006,-0.341228747
SRX3159007,-0.7967557315
SRX3159008,-0.8938893901
SRX3159009,0.3250187215
SRX3159010,1.5317861024
SRX3159012,0.7394965201
SRX3159013,0.709672112
SRX3159014,-0.42700241710000003
SRX3159015,0.8207479498
SRX3159016,-0.25235393770000003
SRX3159017,-0.4273105312
SRX3159018,-2.1743094075
SRX3159019,-0.2203012698
SRX3159020,0.5384181403
SRX3159021,0.8445076116
SRX3159022,-2.8551675885
SRX3159023,-2.8551675885
SRX3159024,-1.4053755845
SRX3159025,-2.8551675885
SRX3159026,0.827264577
SRX3159027,-1.2477444853
SRX3159028,-0.1555615264
SRX3159029,-0.42598360620000003
SRX3159030,0.1801883057
SRX3159034,-0.6105924859
SRX3159036,1.4666569809
SRX3159037,-0.1033420642
SRX3159041,-0.7859839581
SRX3159042,-0.2436377324
SRX3159043,-0.3582715868
SRX3159045,0.3296264068
SRX3159047,-1.5913097483
SRX3159048,-0.40412045480000003
SRX3159049,0.3304046675
SRX3159050,-0.33409940260000004
SRX3159051,-0.0079349133
SRX3159052,0.4355543821
SRX3159053,0.704708915
SRX3159054,0.3071882582
SRX3159055,-2.8551675885
SRX3159056,-1.4370050998
SRX3159057,0.1652488946
SRX3159058,0.3203340836
SRX3159060,1.3984867606
SRX3159061,-2.8551675885
SRX3159062,-2.8551675885
SRX3159063,-0.6761143049
SRX3159066,1.8304659989
SRX3159069,-2.8551675885
SRX3159070,1.4914818716
SRX3159071,0.7508070011
SRX3159073,-1.2043930863
SRX3159074,-0.3575026626
SRX3159075,0.6449326631
SRX3159076,-0.25544873
SRX3159080,-1.2081238283
SRX3159082,1.1274553206
SRX3159083,-0.3484027574
SRX3159086,0.4841325944
SRX3159087,0.0952339026
SRX3159088,-2.8551675885
SRX3159089,0.5320920961
SRX3159090,-2.8551675885
SRX3159091,-2.8551675885
SRX3159092,0.9211268767
SRX3159093,0.30814043020000004
SRX3159094,0.1888452854
SRX3159095,-1.0364298637
SRX3159096,-2.8551675885
SRX3159097,-1.5469077797000002
SRX3159098,-2.8551675885
SRX3159099,-2.8551675885
SRX3158988,-1.1537982823
SRX3158989,1.7625548472
SRX3158990,-3.0863821731
SRX3158991,-0.07397888550000001
SRX3158992,0.8072792684000001
SRX3158996,0.3465190139
SRX3644656,-0.0575551
SRX3644657,-0.0242682837
SRX3644658,0.0818233837
SRX3644659,0.2816658557
SRX3644660,0.061276556700000005
SRX3644661,-0.1389158549
SRX3644662,-0.5161113953
SRX3644663,-0.4063603328
SRX3644664,-0.3692288144
SRX3644665,-0.053964193800000004
SRX3644666,0.1611169958
SRX3644667,0.1029496067
SRX3644668,-0.4480020854
SRX3644669,-0.3506979288
SRX3644670,0.0263121836
SRX3644671,-0.1897463805
SRX3644672,0.3261479006
SRX3644673,0.49406078540000004
