,-0.11094956661875106,-0.06656973997125064,-0.022189913323750213,0.022189913323750213,0.06656973997125064,0.11094956661875106,0.1553293932662515,0.19970921991375196,0.24408904656125235,0.28846887320875275,0.3328486998562532,0.37722852650375366,0.42160835315125406,0.46598817979875445,0.5103680064462549,0.5547478330937553,0.5991276597412557,0.6435074863887561,0.6878873130362565,0.732267139683757
thresh,-0.08875965329500085,0.08875965329500085,11,,,,,,,,,,,,,,,,,
unreg,2,12,1938,1850,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZ,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS,0,0,139,142,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsgD,0,0,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BtsR,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CpxR,0,0,28,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZ and RpoS,0,0,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and CsgD,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and BtsR,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and CpxR,0,0,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FliZ, RpoS, CsgD, BtsR, and CpxR",0,0,1,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,['nanE' 'ybcQ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliZ_genes,[],[],['flhC' 'flhD'],['yjbJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS_genes,[],[],"['hyaE' 'yafO' 'hofN' 'appY' 'metK' 'gabT' 'csrA' 'ybgA' 'iraD' 'bsmA'
 'ymgC' 'ytfK' 'hyaD' 'murR' 'appB' 'yafN' 'ada' 'osmF' 'yhjG' 'ymjE'
 'fic' 'yehW' 'ynfE' 'proW' 'ecnB' 'astB' 'ppx' 'treA' 'csiD' 'yhiM'
 'otsB' 'proP' 'ompN' 'ygiB' 'ydcV' 'lhgO' 'lsrB' 'elaB' 'mglC' 'gltF'
 'araF' 'otsA' 'yehX' 'aidB' 'cbpM' 'hofO' 'gadA' 'appC' 'ydcU' 'sohB'
 'mutS' 'xthA' 'topA' 'lsrD' 'setA' 'yabI' 'ydhT' 'msyB' 'rsmG' 'puuP'
 'ydbK' 'artP' 'nhaA' 'znuA' 'galE' 'lsrC' 'sucB' 'rraA' 'ydhX' 'ldcC'
 'pqiC' 'ansP' 'luxS' 'xapA' 'nhaR' 'actP' 'pdeC' 'pqiA' 'hofM' 'ydhW'
 'ddpC' 'artQ' 'dkgB' 'adhE' 'mnmG' 'tam' 'dinB' 'oxyR' 'yciZ' 'poxB'
 'pykA' 'speG' 'ddpD' 'epd' 'yddG' 'astC' 'dmsD' 'puuR' 'pstA' 'ynfG'
 'fadL' 'ynfF' 'sodC' 'rssB' 'hyaB' 'ppk' 'insN' 'ymgA' 'ynfB' 'galM'
 'puuC' 'galT' 'gltD' 'pgk' 'frdC' 'aldB' 'folK' 'crr' 'ddpA' 'yeiL'
 'ftsQ' 'pstC' 'gadX' 'appA' 'yiaG' 'pgi' 'gyrB' 'fbaA' 'ihfA' 'sucD'
 'treF' 'envC' 'araH' 'cbpA' 'fumC' 'gpmM' 'rsd' 'ftsZ' 'tktB']","['proV' 'cfa' 'rssA' 'yjcH' 'uspB' 'pcnB' 'gabD' 'dhaL' 'pfkA' 'pstS'
 'ydcS' 'hdfR' 'ydhY' 'glk' 'speB' 'sucA' 'tolC' 'osmC' 'asr' 'ybaT'
 'gapA' 'frdD' 'alkA' 'puuA' 'ybiI' 'astE' 'dhaK' 'glgP' 'alkB' 'gltB'
 'speC' 'sgrT' 'yqiI' 'dnaN' 'dps' 'gadW' 'evgA' 'gor' 'dhaM' 'pqiB'
 'dhaR' 'ycgZ' 'phoU' 'ygiC' 'yffP' 'mtn' 'pabA' 'lsrG' 'ynfH' 'lsrA'
 'katE' 'glgC' 'evgS' 'astD' 'sra' 'ydhV' 'mpl' 'acnA' 'btuF' 'acs'
 'insD-5' 'lsrF' 'artM' 'ilvY' 'ihfB' 'rhaS' 'tpiA' 'glgS' 'yehY' 'mglA'
 'ftsA' 'yciT' 'insC-5' 'osmE' 'araG' 'fbaB' 'hmp' 'puuD' 'yciG' 'talA'
 'proX' 'ddpF' 'glsA' 'sucC' 'blc' 'pykF' 'frdA' 'murP' 'viaA' 'narU'
 'ybjP' 'yqiH' 'fau' 'ravA' 'hchA' 'gabP' 'hyaA' 'yggE' 'frdB' 'murQ'
 'yciE' 'galK' 'yadV' 'yibQ' 'yhfG' 'mglB' 'dkgA' 'puuB' 'glgA' 'csiE'
 'insI-1' 'bolA' 'ydbD' 'patA' 'phr' 'recF' 'ariR' 'yihG' 'ydcT' 'pstB'
 'artI' 'htrE' 'pfkB' 'yciF' 'patD' 'eno' 'gpmA' 'yafP' 'astA' 'pphA'
 'blr' 'xapB' 'hyaF' 'ddpX' 'yadS' 'rhaR' 'puuE' 'ydhU' 'hdeD' 'yffO'
 'hyaC' 'ddpB']",['osmB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CsgD_genes,[],[],"['fliA' 'nlpA' 'fliH' 'fliG' 'fliI' 'tcyJ' 'yhbT' 'flgN' 'fliK' 'flgM'
 'pepD' 'fliE' 'iraP']",['fliZ' 'fliF' 'yhbS' 'fliJ' 'yccT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
BtsR_genes,[],[],['cspC' 'yobF' 'mdh'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CpxR_genes,[],[],"['ftnB' 'mzrA' 'fabZ' 'yjfN' 'acrD' 'yaiW' 'tomB' 'yidQ' 'dsbA' 'marR'
 'mscM' 'ldtC' 'ung' 'psd' 'ldtD' 'lpxA' 'spy' 'aroG' 'sbmA' 'hha' 'marB'
 'yqjA' 'yqaE' 'cheW' 'marA' 'yccA' 'tsr' 'dgcZ']","['bamE' 'skp' 'efeU' 'dsbC' 'slt' 'ppiD' 'motB' 'degP' 'ppiA' 'lpxD'
 'bacA' 'srkA' 'cpxP' 'motA' 'cheA' 'yebE' 'ompC']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliZ and RpoS_genes,[],[],['mdtF' 'gadE' 'mdtE' 'pdeR' 'hdeB'],['gadB' 'hdeA' 'yhiD' 'osmY' 'mlrA' 'gadC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and CsgD_genes,[],[],['yccJ' 'wrbA'],['dgcC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and BtsR_genes,[],[],['aceF' 'btsT'],['aceE' 'lpd' 'pdhR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and CpxR_genes,[],[],"['mdtA' 'mdtD' 'ompF' 'rpoE' 'cpxR' 'rseB' 'cpxA' 'rseA' 'mdtC' 'rseC'
 'baeR']",['mdtB' 'baeS' 'kbp' 'rpoH' 'rseD'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"FliZ, RpoS, CsgD, BtsR, and CpxR_genes",[],[],['csgD'],['csgG' 'csgE' 'csgF' 'csgC'],[],[],[],[],['csgA'],[],[],[],[],['csgB'],[],[],[],[],[],[]
