,A,CsgD,FliZ,RpoS,CpxR,BtsR
ecoli_00340,-0.4598468435,-1.8639688630000002,4.3023297965000005,-0.020286427000000003,-0.35340345,0.4343117395
ecoli_00341,-0.6678850112,-2.8048877450000003,4.4130149835,-0.353377109,-0.605356322,0.3000650865
ecoli_00342,-0.7800534060000001,-2.947951504,4.5354116015,-0.353964906,-0.637928889,0.44036844750000004
ecoli_00343,-0.6639876673,-0.7508144360000001,-1.2540702934999999,0.292686165,-0.7716280590000001,0.0670102325
ecoli_00344,-1.1113703555,-0.691185024,-0.7454482845,0.284491559,-0.847133687,0.08803828250000001
ecoli_00345,-0.9921709387000001,-0.155206392,0.1829346795,0.461398122,-0.511645674,-0.07454540650000001
ecoli_00346,-0.9625149297000001,-0.041149977000000004,0.2329690005,0.5234612820000001,-0.468065954,0.0296654015
ecoli_00347,-0.3382747175,-0.17219525100000002,-0.5871232415000001,1.136906472,-0.167343927,0.1285296175
ecoli_00348,-0.4724319819,-0.260224564,-0.0653631805,1.106938532,-0.12900793100000002,-0.0561825475
ecoli_00349,0.4749857783,-0.905500309,-0.6624823975,0.8895994620000001,-0.41563400500000003,0.24421137550000002
ecoli_00350,-0.2760975896,-0.9525747390000001,-0.7667975075,1.002864882,-0.40848406400000004,0.10246809750000001
ecoli_00351,1.7960912155000002,-0.065042482,-0.3332094235,1.666172602,0.083173783,-0.3636996005
ecoli_00352,0.0228227176,-1.473553419,-0.6209623565,0.761387542,-0.460881986,-0.0585334655
ecoli_00353,0.2866058387,-0.293954635,-0.4386386775,1.073754122,-0.312970156,0.1345731095
ecoli_00354,-0.4040593471,-1.151647397,-0.6530033135000001,0.9053895820000001,-0.461049996,0.13505263950000002
ecoli_00355,0.6363760546,-0.274500004,0.0703095155,1.278137802,0.180319375,-0.5077371115
ecoli_00356,0.6288889266000001,-0.27021159100000003,0.3146083525,1.205160902,0.157052424,-0.2576885195
ecoli_00357,0.6075769865,-0.324647556,-0.038765429500000004,1.469231752,0.015671425,-0.47404933450000003
ecoli_00358,0.7506186513,-0.08367893700000001,-0.2813720575,1.445767052,0.00039303900000000003,-0.4982443045
ecoli_00359,-0.1791351113,0.171489213,-0.8383349115000001,0.914250742,0.151190606,-0.2737040555
ecoli_00360,-0.217278407,0.154064495,-0.7806028635000001,0.839892022,0.11501491700000001,-0.4100804255
ecoli_00361,-0.3813197614,0.14721536600000001,-0.7693220475,0.6100121420000001,-0.248440123,-0.6740989865
ecoli_00362,0.25426278150000003,0.389864947,-0.9444544535,0.7799764520000001,-0.17692913300000002,-0.1425417135
ecoli_00363,-0.4406932397,0.695992383,1.6730019895,0.780609612,-0.7537582020000001,-0.7837543035000001
ecoli_00364,-1.4720263727,0.243143882,1.9789611125,0.949769912,-0.7490349,-0.7264880375
ecoli_00365,-1.5858484736,-4.808693499,3.5909987465,-2.40001744,-0.52118999,0.6223865785
ecoli_00366,-2.1792343248,-5.4725536120000005,3.9555804135,-1.6442175950000002,-0.48076183,0.6037871615
ecoli_00367,-1.0226786281,-2.416645246,0.8662427815,-2.412374072,-2.091290828,-0.39949990750000003
ecoli_00368,-1.2474577385,-2.819318153,0.5823234405000001,-2.437496206,-2.155867392,-0.033287500500000004
ecoli_00369,-1.5354472461,-0.47310566600000004,0.49559358350000005,0.113079119,-1.177323823,-0.46815060350000004
ecoli_00370,-1.8583268066,0.055960476,1.6176026265,0.5862508120000001,-0.965638077,-0.7360995175
ecoli_00371,-1.3976949043,-4.425246437,2.5668858625,-2.431478613,-0.763017634,0.7140061775000001
ecoli_00372,-1.6339537812,-5.190329722,3.0254435115,-2.200063945,-0.576321694,0.6857565175
ecoli_00373,-1.7688228603,-3.059793601,0.40664802250000004,-2.479313904,-2.543509444,-1.4815233195
ecoli_00374,-1.0560742052,-3.36336741,0.4778859365,-2.4048321599999998,-2.50366836,-1.6665925795
ecoli_00375,-1.5305722670000002,-0.30658465300000004,3.7247260155,0.9038694920000001,-1.051659456,-1.5567060895
ecoli_00376,-1.4799508016,-0.40977263900000005,3.6273147725,1.065425372,-0.833881453,-1.3112542975
ecoli_00377,-1.5955751702,-3.908717808,0.3629194045,-0.970301579,-1.043541611,-1.2002429095
ecoli_00378,-1.7711294720000001,-4.08396615,0.2181000925,-0.922598691,-1.2845982550000001,-1.2490415575
ecoli_00379,-1.3054568941,-3.226639961,0.3716502165,-1.479011908,-1.312065569,-1.1347282155
ecoli_00380,-1.4807416731,-3.610637846,0.5761301355,-1.453408986,-1.444110556,-1.4311622635
ecoli_00381,-1.2923149836,-0.268574181,3.3452555925,0.855176342,-0.7917040630000001,-1.7464988104999999
ecoli_00382,-1.0898990742,-0.494974758,3.3119404005,0.6537064220000001,-0.838253675,-1.3077367715000001
ecoli_00383,-1.5117582995,-4.574690072,1.7594230925,-1.312759304,-0.737446844,-0.0251548855
ecoli_00384,-1.6780751494000001,-4.686945947,1.5363968845,-1.226735445,-0.656622208,0.1124995265
ecoli_00385,-0.7506918437,-3.307006049,1.7202100015,-1.396097704,-1.666618523,-1.4605924175
ecoli_00386,-0.5434813048,-3.384000026,1.5825741345000002,-1.393840567,-1.736801452,-1.4009898275000001
ecoli_00387,-1.2641104488,-1.211105161,3.5821966685,0.6878804820000001,-0.596088425,-1.1438388505
ecoli_00388,-1.3947594300000001,-1.1935459370000001,3.6548868425,0.7698332320000001,-0.625912322,-1.0864325295
ecoli_00389,-1.2003688576,-4.9859755670000006,2.1363368005,-1.842582587,-0.598614866,-0.36192849850000003
ecoli_00390,-1.9744063337000002,-4.155644742,2.1876227605,-1.756150681,-0.25993955700000004,-0.8857108885
ecoli_00391,-0.27571617600000004,-4.38564816,0.9561823755000001,-1.8498726840000002,-1.393812361,-1.5117926895
ecoli_00392,-0.6605578314,-4.552186273,0.5765178465,-1.789965745,-1.4829994210000002,-1.7931712585000001
ecoli_00393,-1.5249515975999999,-2.02601625,5.9652552195,-1.907963797,-1.086305975,0.3076535335
ecoli_00394,-2.2595656715,-1.571769626,5.8381375825,-1.944972908,-1.223961155,0.07769566950000001
ecoli_00395,-1.8434660172,-2.661289919,5.9437446015,-1.438491919,-0.439882612,0.32476917650000003
ecoli_00396,-2.1556966776,-2.298137066,6.0022488755,-1.5778546850000001,-0.45975237300000005,0.1531037995
ecoli_00397,0.42014958760000004,1.400429795,1.0377491425,-0.44932950800000004,0.260329867,0.3847987855
ecoli_00398,0.5422858383,1.270832962,0.8742861125,-0.22272809400000002,0.356493065,0.2267912315
ecoli_00399,-1.3351280248,0.023463498000000003,4.6151449825,-1.351382508,-0.975819222,-0.6766138745
ecoli_00400,-1.4237754757,-1.085491492,6.3270423195,-1.53105376,-0.656292195,0.18435666750000002
ecoli_00401,-2.3672962949,-3.501208523,6.1762713565,-2.061404382,-0.568040938,0.5242031175
ecoli_00402,-1.8350276601000002,-2.27477587,6.1497280715,-1.997902988,-0.6828843960000001,0.1323415375
ecoli_00403,-0.0395394928,0.19579711300000002,4.9660656925,-0.378401614,-0.23949075900000003,0.2758189155
ecoli_00404,0.5094001583000001,0.140251089,4.6513456215,-1.5208829650000002,-0.150050825,0.8090167685
ecoli_00405,-0.8630889094,-1.7971951210000001,5.8920684145,-0.88529355,-1.345719839,-0.5031024665
ecoli_00406,-1.7736854059,-1.855740167,5.8043861395,-0.702621626,-1.138232019,-0.1701810595
ecoli_00407,-1.628614958,-3.000108965,5.4195533385,-1.400893626,-0.8373825720000001,0.13517250150000001
ecoli_00408,-1.5643716911999999,-2.601361191,5.3814243095,-1.261976733,-0.79186124,0.1699008375
ecoli_00409,-0.3040550804,-0.35583283200000004,3.1107724555,-1.372628723,-0.27207026900000003,0.1485643765
ecoli_00410,0.0353873665,-0.221324083,2.7740396895,-1.5608087030000002,-0.34833931100000004,0.0178796985
ecoli_00411,-2.3112632763,-3.116512143,5.3019990235,-1.931304048,-1.375984301,0.0748855985
ecoli_00412,-1.7429426252,-2.408007848,5.1959628735,-1.859626883,-1.32591321,0.0898634735
ecoli_00413,-1.6345168216000001,-2.596716186,5.9219945345,-1.888368872,-1.089855533,0.43698124250000003
ecoli_00414,-1.4078239788,-2.789842022,5.8513224755,-1.830199923,-0.769877982,0.5173525265
ecoli_00415,-0.1863722773,-0.30581234100000004,2.9112701885,-1.3972837359999999,0.030007747,0.2733334095
ecoli_00416,-0.2121545943,-0.145224342,4.0816889295,-1.338729662,-0.07318856700000001,0.4180263555
ecoli_00417,-1.4754424498,-3.4373017150000003,6.0890877895,-1.9839582040000001,-1.357339927,0.1548799545
ecoli_00418,-2.7054564974,-3.295378581,5.9660606455,-1.9168988690000002,-1.317130691,-0.1955967785
ecoli_00419,-1.7244648057,-2.750661758,6.1222215215,-1.9041362620000002,-0.953270845,0.1652293165
ecoli_00420,-2.1287190531,-2.5443003969999998,6.0042741455,-1.896623705,-0.919327973,-0.0372336625
ecoli_00421,-0.9094379976,-0.40299275100000004,3.5334206275,-1.426807011,-0.062676724,0.2603518705
ecoli_00422,-0.9841843479000001,-0.440331254,4.3903497015,-1.401286403,-0.22350117300000003,0.3046675415
ecoli_00423,-0.3285170569,-0.479849878,5.2260664815,-1.486259717,-1.101302446,-0.1359491715
ecoli_00424,-0.9228557527000001,-0.924244909,5.1028895855,-1.602807011,-1.123741968,0.0052238105
ecoli_00425,-1.7666857574,-2.453356013,5.6305496975,-1.7950013550000001,-1.086531153,0.2285216585
ecoli_00426,-2.3641604471,-2.628800661,5.7080261635,-1.947474307,-0.9449178650000001,0.2877190435
ecoli_00427,-1.0347998364,-1.313415149,5.6164642545,-1.652567464,-1.175381983,0.45188966350000004
ecoli_00428,-1.2143670971,-1.400716722,5.6592278455,-1.6748199380000002,-1.158220909,0.43406722950000004
ecoli_00429,-1.2895582216,-2.07530632,5.5504935735,-1.497790775,-0.842462718,0.4121021895
ecoli_00430,-1.2907862743,-2.051472641,5.6156940495,-1.530303604,-0.825832077,0.2919180455
ecoli_00431,0.4360090119,-0.000315427,0.08058006150000001,-1.164812891,-0.460473094,0.42670980750000004
ecoli_00432,0.8292989167,-0.147398875,0.20125396450000002,-0.989517818,-0.25778105300000004,0.35947948150000003
ecoli_00433,-0.5074061268,0.057300618000000005,0.1768457745,-0.86014164,-0.19707644,0.46520870750000004
ecoli_00434,-0.16939670340000001,-0.11726301700000001,0.47467328750000004,-0.837791747,-0.23699719400000002,0.5056558135
ecoli_00435,-2.0485545105,-2.090370999,5.5582104144999995,-1.386495954,-0.940721149,0.00023751150000000002
ecoli_00436,-1.4441436278,-1.879077555,5.4976350755,-1.402138782,-0.8106305420000001,-0.2779493075
ecoli_00437,-1.4874161873,-2.837461842,5.8133705885,-1.471664917,-0.917643721,0.3413278175
ecoli_00438,-1.0291384118,-2.820078041,5.8665418925,-1.549020217,-0.9719036560000001,0.3791060115
ecoli_00439,1.0156664253,0.156917246,3.0911386105,-0.9616132070000001,-0.38398000000000004,0.6975938525000001
ecoli_00440,0.5301437223000001,0.739976362,2.5035359165,-0.951745735,-0.160284944,0.7854559535000001
ecoli_00441,-1.1718191584,-2.3389624380000003,5.4220262045,-1.531300938,-1.1563341710000001,-0.1262933155
ecoli_00442,-1.7272962995,-2.366206388,5.5458400445,-1.634359187,-1.026663952,-0.22872934550000001
ecoli_00443,-0.9738595153,-1.826437415,5.6205115225,-1.565068318,-1.184474824,0.2063092785
ecoli_00444,-1.0031900926,-2.142620069,5.6263790625,-1.614135088,-1.174284968,0.20059482050000002
ecoli_00445,0.2685889282,0.051516179,1.7481114325,-1.248922181,-0.41894225500000004,0.7671466765
ecoli_00446,0.1453187362,0.108685029,0.7332496345,-1.155512192,-0.285658162,0.8877203305
ecoli_00447,-0.6500813026000001,0.660771906,4.5063532255,0.545286652,-0.11419232600000001,0.0241339005
ecoli_00448,-0.643822667,0.669177498,4.0361872125,0.418927092,-0.090900136,0.1289636775
ecoli_00449,0.0813664894,2.5147121119999998,0.2741637925,1.5375000920000002,0.119747952,-0.4060675105
ecoli_00450,-0.158558482,1.9966246220000001,0.1507381435,1.406942552,0.12486786200000001,-0.1803602845
ecoli_00451,-0.4795978663,1.413238884,4.7550778555,0.550614182,-0.152956862,-0.2478915905
ecoli_00452,-0.5060547573,1.498191243,4.8521146265,0.5427596720000001,-0.105647976,-0.1109592335
ecoli_00453,0.5681717232,2.801432444,0.5156883985,0.892385662,0.17366736600000002,-0.2371050805
ecoli_00454,-0.7153970551000001,2.336376839,0.1016014415,1.6646909220000001,-0.080146929,-0.5585721255
ecoli_00455,-1.1816218828,-1.470864101,-1.3447920045,0.14008757600000002,0.072932288,0.8218092775
ecoli_00456,-2.1982279384,-1.671038108,-0.9688211885,0.317528992,0.08558737,0.9268594905
ecoli_00457,-1.3330769122000001,-0.739734356,-0.9696946255000001,0.572097892,0.08524625,0.5819520805
ecoli_00458,-1.2772573826,-0.8932264660000001,-0.2797811555,0.664503352,0.018619616000000002,0.7669174665
ecoli_00459,-0.7352677742,-0.686856338,-0.4674688905,0.45651683200000004,-0.045774718000000006,0.7420590795
ecoli_00460,-1.0051724633,-0.890060132,-0.1380186095,0.48580563200000004,-0.05118288,0.6179421205
ecoli_00461,-0.0790390913,-5.653592756,-1.2039569135,-0.366068699,-1.458132779,0.6959836985000001
ecoli_00462,-1.4101394548,-6.009046678,-0.8133503935,-0.18654836400000002,-1.176393219,0.9212543965000001
ecoli_00463,-0.21631729360000002,-2.650672375,2.3978380595,1.7351000920000001,0.23402994400000002,-0.3034723975
ecoli_00464,-0.0530082257,-2.091680372,2.5885582355,1.686986762,0.244365344,-0.45914196150000003
ecoli_00465,2.5992877953,3.544520973,0.3712025915,1.4074916320000002,-0.44940255500000004,-4.1845354215
ecoli_00466,2.6431451391,3.541847981,0.2310526815,1.352980122,-0.564984389,-4.8343927655000005
ecoli_00467,-1.6047368686999999,-3.075018879,1.2123751345,-0.6825328420000001,-0.069539983,-4.8343927655000005
ecoli_00468,-2.0283064667,-3.283206831,1.4708552145,-0.726716694,0.0055883320000000005,-4.8343927655000005
ecoli_00469,1.8189479645,3.09172148,0.0723563575,1.308905382,-0.511601777,-4.8343927655000005
ecoli_00470,1.7811411908,3.118685481,0.25240600350000003,1.2243911920000001,-0.520522367,-4.8343927655000005
ecoli_00471,0.0596579557,-4.842123887,0.2812538005,-1.103766331,-8.11516967,0.9408029185000001
ecoli_00472,-0.771706989,-4.55099756,-0.3668905335,-1.097200214,-8.11516967,0.9325634185
ecoli_00473,0.3984296457,-2.438330135,1.9770340845,1.589736432,-8.11516967,-0.1611376235
ecoli_00474,-0.142156472,-2.5394433149999998,2.0966635735,1.709398122,-8.11516967,-0.2435538865
ecoli_00475,-2.2110515702,-4.972910545,1.0128888985,1.261222212,1.103145075,0.43929657450000004
ecoli_00476,-2.2973232548,-4.619761443,0.9432212725,1.344198652,1.091872449,0.45855816250000003
ecoli_00477,-2.4398616899,-3.658054599,0.9022049445,-0.045943153,-0.18894312900000002,1.5803786215
ecoli_00478,-2.1945871745,-3.132752269,0.8832668805,-0.080519901,-0.304411663,1.4778051605
ecoli_00479,-0.6191159681,1.9859014080000001,0.8752565895000001,2.143029202,0.5676237390000001,-0.6175159115000001
ecoli_00480,-1.1138635568,2.050807034,0.8047028175000001,2.130364142,0.508117634,-0.5141697155
ecoli_00481,-2.4396123082,-0.06808477,0.0393393785,1.9626137520000002,-0.128502266,-0.4558707675
ecoli_00482,-2.5730505074,-0.18037043600000002,-0.2814540835,1.923137492,-0.20955395400000001,-0.8333060005
ecoli_00483,-0.7232943771,0.361050337,-0.1387120375,1.017683462,0.0004925880000000001,0.1812276995
ecoli_00484,-0.2516826826,0.472610827,0.18773611950000002,0.9924556320000001,0.058835446000000007,0.2228554865
ecoli_00485,0.8813308411,-2.97416771,-1.6679912835000001,0.381978592,-0.035153815000000005,-1.1088185615
ecoli_00486,0.5632594647,-3.123346643,-1.5914595435,0.378607332,-0.007822717,-1.0519624685
ecoli_00487,-0.8832948863000001,-3.858757151,-0.6531415895,0.602795022,-0.7620316890000001,0.4018343935
ecoli_00488,-1.3511827293,-4.127188509,-0.9015589905,0.6368650020000001,-0.673679388,0.5339227725
ecoli_00489,-1.6272362627999999,-3.26545385,0.7284750065000001,1.367672302,0.09179587800000001,0.8504383705
ecoli_00490,-0.8357788667,-2.760370035,1.3114851185,1.439483182,0.15456856700000002,0.8463805055
ecoli_00491,-1.2731388484,-2.172382247,1.1707289055,0.325799862,-0.098349246,1.8081013344999999
ecoli_00492,-0.8467536537,-1.791879716,1.3364399035,0.39428292200000004,-0.111370168,1.8681857005
ecoli_00493,-1.6617360921,-3.950222483,-0.3045331545,1.110020682,0.539533901,1.3652575355
ecoli_00494,-1.2143200215,-3.832605414,-0.4912190645,1.140191742,0.5818603840000001,1.4297975085
ecoli_00495,-0.5989969321,0.8219461290000001,1.2314180035,1.650929632,0.255113911,-1.0841864905
ecoli_00496,-0.7486364933,0.9480362550000001,0.9181468955000001,1.5050050220000002,0.256362835,-0.5982222815
ecoli_00497,1.3695957265,3.411858096,1.3471814825,1.405993702,-0.609923591,-0.8308932695
ecoli_00498,1.6872005923,3.287245401,1.2048390995,1.369863552,-0.609566355,-0.8956501005
ecoli_00499,-2.2638845496,-0.09528212900000001,0.18919562750000002,1.9654553520000002,-0.14207666200000002,-0.9290519215
ecoli_00500,-2.3899456772,-0.224016565,0.3304856885,1.955990402,-0.19695695700000002,-0.5404759295
ecoli_00501,-2.4144078506,-4.30470573,3.8351030525,0.9521508320000001,-0.34910445900000003,1.4659661465
ecoli_00502,-2.1833130371,-4.985356007,4.0269583685,1.044374912,-0.298658627,1.5761790195
ecoli_00503,-0.745360376,-3.793036616,0.6497213665,1.2274404620000001,-0.445978906,1.2835935395
ecoli_00504,-1.7972267341000001,-3.751875741,0.24362612050000002,1.175064452,-0.35864126700000004,1.2958843795
ecoli_00505,-0.0308274681,-2.683574148,4.2338851075,0.8492971020000001,0.109667686,0.48934438550000003
ecoli_00506,0.3640193232,-2.359149888,4.2675199555,0.8937301820000001,0.13041708600000002,0.5260048055000001
ecoli_00507,-1.5698958072,-2.010671537,3.7515275225,0.47077431200000003,0.19330223700000002,0.6138630165
ecoli_00508,-1.1553404008000001,-0.874656765,3.6260127525,0.35456234200000003,0.13087804,0.5151065085000001
ecoli_00509,-1.1738915028,-1.125851303,4.3817252365,0.548405402,0.127768762,0.5663617435
ecoli_00510,-1.0522209511,-1.052643603,4.3960935755,0.47028348200000003,0.137277629,0.26527018950000003
ecoli_00511,0.148956306,-3.141230355,3.3872718345,0.09293588900000001,0.140371291,-1.1676756715
ecoli_00512,-0.3132174794,-3.7305600510000003,3.3226794885,0.06531996100000001,0.19542098800000002,-1.0509975135
ecoli_00513,1.5512773894,2.871202178,0.9613591125000001,1.6245794120000001,-0.5108778540000001,-1.2134914205
ecoli_00514,1.5473107533000001,2.940394431,1.5434002005,1.586807102,-0.518242018,-1.0407166445
ecoli_00515,-1.2055916137,-4.035931132,3.1827354975,0.5992908720000001,0.5655976180000001,1.0440396185
ecoli_00516,-1.0653074307,-4.5511575010000005,3.0608093955,0.6067851120000001,0.5700599940000001,1.0639108655
ecoli_00517,-3.1155963205,-2.442908599,0.7815395505,0.385690382,-1.202115174,-0.0109270245
ecoli_00518,-2.927822623,-2.821576349,1.2446259465,0.395483542,-1.167897117,0.3330904105
ecoli_00519,-3.3353896456,-3.775753457,0.7099287535000001,0.821033152,-0.8814448220000001,-0.4363379475
ecoli_00520,-2.5831694809,-3.470090263,1.2495242874999999,0.48740582200000004,-0.891367157,-0.48159731450000004
ecoli_00521,-3.1719517118000002,-3.250700273,0.5168859895,0.6522788820000001,-0.9051123940000001,-0.4384840955
ecoli_00522,-2.4285658336,-3.399534984,1.0865002785,0.698912572,-0.7879700420000001,-0.2307652725
ecoli_00523,-2.8553393835,-3.421299788,0.8466127965,0.6330313320000001,-0.899996746,-0.2990979985
ecoli_00524,-1.0816423482,-0.734557727,1.5260822885,1.730569362,0.42800838700000005,0.24152028150000002
ecoli_00525,-1.0410678466,-0.61646702,1.5440190865,1.731126742,0.47617093400000005,0.3567288805
ecoli_00526,-1.3894935011,-0.219378433,1.8675549235000002,1.682178662,0.47473693200000006,0.5272810895
ecoli_00527,-0.7947794361,-0.36668292300000005,1.6104725485,1.717740542,0.48404715000000004,0.7338943265
ecoli_00528,-2.8094267369,-1.221095746,-1.2272578915,1.524751262,-0.479813417,-1.4390674065
ecoli_00529,-3.1782499394,-2.01223911,-0.9307789945,0.856116462,-0.495651649,-0.2092148985
ecoli_00530,-3.4741297861,-2.282905869,-0.8799706985,0.655051432,-0.9239944550000001,-1.3476262195
ecoli_00531,-2.7630912463,-2.294440552,-0.7732357495000001,0.485958512,-1.206890846,-0.8843755865
ecoli_00532,-2.5333471012,-2.005864783,5.6159504315,0.634709132,0.67650786,0.029076959500000003
ecoli_00533,-2.2258562282,-2.184226927,6.0177609035,0.524656542,0.598707027,0.39298991050000004
ecoli_00534,-3.2046503695,-2.030831084,5.6069174115,0.773720472,0.707362979,0.1044989585
ecoli_00535,-2.2750600732,-1.918955923,6.2252262985,0.6472917020000001,0.5394957330000001,0.5323850775
ecoli_00536,-2.8858798879,-2.774873016,0.3031336745,0.605508142,-0.26115176900000003,-1.0299892535
ecoli_00537,-3.2581209321999998,-2.164098639,0.9870909485,0.990139002,0.062697457,-1.1953058485
ecoli_00538,-3.284036351,-2.829864153,0.1452735245,0.408591482,-0.21611416700000002,-1.1653089385
ecoli_00539,-3.2853845672,-2.844402986,0.0240157735,0.5977885820000001,-0.082546558,-0.9191551405
ecoli_00540,-2.6141405374,-2.385200943,-0.2882124005,1.730857472,-0.09830068,-0.7629238755000001
ecoli_00541,-3.1600564757,-1.850949803,-0.29108487650000003,1.7069542819999999,0.074741134,-1.1129810735
ecoli_00542,-2.4441550122,-2.147135995,0.1687395625,1.784431142,0.36930657,-1.0542604205
ecoli_00543,-2.0883656169,-2.01938372,0.8812937275,1.9958476520000001,0.064022961,-0.9263163855000001
ecoli_00544,-2.4601870582,-2.6541148850000003,-0.2636484335,1.542874952,-0.280740789,-0.7298492635
ecoli_00545,-2.9566109266,-2.326557249,-0.5848069775,1.534533042,-0.08532294,-0.8327277705
ecoli_00546,-3.4482198919,-2.993133004,4.8719996205000005,0.786947932,-0.9518913410000001,0.2936447705
ecoli_00547,-3.1971709626,-3.193586138,4.6291143275,0.757394302,-0.802893461,0.1484878295
ecoli_00548,-3.0465091973,-3.125979547,4.6265108375,0.8782502320000001,-1.357043704,-0.0280359385
ecoli_00549,-3.638939505,-3.1445825960000002,4.6347051215,0.9175091620000001,-1.347713062,-0.5774542445
ecoli_00550,-3.3747890546,-2.933810123,4.6072644765,1.404979642,-1.527095863,-0.0845318045
ecoli_00551,-3.2918109961,-2.927663643,4.5214728775,1.211564372,-1.193046502,-0.3399063545
ecoli_00552,-3.2429751279,-2.840095525,6.0331843835,-0.20712402400000002,-1.47771221,0.0346397645
ecoli_00553,-3.1224308752,-2.9756787840000003,6.0832468555,-0.193773294,-0.785425479,0.029021605500000002
ecoli_00554,-2.9782917019,-2.522705726,6.0777447955,0.08313350200000001,-1.466998817,0.1865216955
ecoli_00555,-3.5436533711,-3.129319682,6.1334390155,0.21432803700000003,-1.449036113,-0.0355063485
ecoli_00556,-2.8057854591,-2.869182552,6.1773021765,0.299810982,-1.324579038,0.1119748755
ecoli_00557,-2.7146744193,-2.721199851,6.1525784625,0.283518739,-1.23478113,-0.0046665275
ecoli_00558,-3.6808292778,-2.7726966390000003,4.6954317165,0.116283754,-0.40278552,0.28797324750000003
ecoli_00559,-3.823738172,-2.396809869,4.4501148575,0.15466231800000002,-0.345819074,0.0530032895
ecoli_00560,-3.5182702369000003,-3.324372665,3.8677752575,0.752842482,-0.34413902,0.5777950285
ecoli_00561,-3.1209356123,-3.248189626,3.9456143385,0.7440650520000001,-0.444044886,0.6385964655
ecoli_00562,-1.4098310978,-2.938424608,3.0319808625,2.678412222,1.440088068,-1.4399786445
ecoli_00563,-1.3882765867,-2.334056748,2.7255958705000003,2.670276142,1.489093841,-1.3199882685
ecoli_00564,-0.7322751129,-1.369796316,2.9865611355,0.021450516000000003,-0.6644265690000001,-0.30721948250000003
ecoli_00565,-1.1717505451,-1.338411738,3.1191059745,0.12467335300000001,-0.640859821,-0.1696914205
ecoli_00566,-2.9012171312,-3.061462434,4.3916831275,0.8053895320000001,-0.65691224,-0.3287687275
ecoli_00567,-2.1253707761,-2.4400088,4.3032889135,0.764711982,-0.6743788380000001,0.0644090465
ecoli_00568,-1.2027930907,-1.297838474,4.5657399325,-0.16620885100000002,-0.7224240620000001,0.2354115985
ecoli_00569,-1.7421613718,-1.687358813,4.5776807925,-0.112423224,-0.652691148,0.10050687950000001
ecoli_00570,-1.4265682293,-1.727698142,3.8998293805,-0.14096666,-0.8244349660000001,-0.1939775275
ecoli_00571,-1.1331953521,-1.669544852,3.7543655805,-0.07097354800000001,-0.8788530720000001,-0.06528568750000001
ecoli_00572,-1.1036845409,-2.349723985,3.3186759715,0.31248612200000003,-1.1990032,0.36299897950000004
ecoli_00573,-1.6348220312000001,-3.098285971,3.3385111485,0.691914182,-1.097997181,0.2142195255
ecoli_00574,-4.1159441217,-2.144703646,6.2727662095,0.379909192,-0.7984064270000001,-0.0205855275
ecoli_00575,-4.354906265,-2.216950673,6.3423666845,0.492821072,-0.9186238860000001,0.0750190335
ecoli_00576,-3.6946425886,-2.744989594,4.9774162605,0.644678072,-1.338775762,-0.010828454500000001
ecoli_00577,-3.6547314024,-2.692479982,5.3062784745,0.999514192,-0.9996017170000001,0.2565421305
ecoli_00578,-3.4788001493,-3.181243372,5.6031470955,0.982890252,-1.028504869,0.7469719555000001
ecoli_00579,-4.3977358386,-5.3719567470000005,4.9246168095,0.8411365120000001,-0.7094920060000001,0.21554016650000002
ecoli_00580,-4.2492339402,-2.159701006,5.2989215505,0.686649932,-1.2147598880000001,-0.1288329605
ecoli_00581,-3.0744133745,-2.294911116,5.3894199985,0.704788702,-1.203290671,-0.4933499115
ecoli_00582,-1.1372295192,-0.561392,2.1624249325,0.597734592,-0.265056086,-0.2433775165
ecoli_00583,-0.9463858117,-1.04528728,1.9310703275,0.223916776,-0.42669073700000004,-0.5208645995
ecoli_00584,-2.4637827493,-1.87545315,2.5829394695,0.7582373720000001,-0.270121655,-0.5752811095
ecoli_00585,-3.0843687381000002,-1.506624868,2.5430169635,0.7543898320000001,-0.29327224100000004,-0.35747756950000004
ecoli_00586,-1.7448726263,-1.371149648,2.8368208955,-0.320550728,-0.794605279,-0.2263164915
ecoli_00587,-2.4357697013,-1.4710089640000001,2.9587674985,-0.008478832,-0.813783963,-0.3320836655
ecoli_00588,-1.8590537886,-1.743946779,1.5656788215000002,-0.00845647,-1.006842825,-0.48510054150000004
ecoli_00589,-1.7506970142,-1.59534579,1.7100671035000001,0.0017487370000000002,-1.146121334,-0.3630610395
ecoli_00590,-2.6319274883,-1.812284352,-0.0095887455,1.0723557320000001,-0.24209886,-0.6162487795
ecoli_00591,-2.0745897272,-1.547034301,0.10069734250000001,1.124229652,-0.09444603300000001,-0.9828029795000001
ecoli_00592,-4.282016739,-1.892986117,4.2895514725,0.702207682,-0.5579585380000001,-0.1937309375
ecoli_00593,-3.8956496304,-2.078824562,4.3863470585,0.637041792,-0.7329360370000001,-0.1802237485
ecoli_00594,-3.1533776449,-2.250424127,3.8384633675,0.586811162,-1.144182265,-0.8763497165
ecoli_00595,-3.484464714,-2.27203601,3.8712136995,0.7414351720000001,-0.96293492,0.0682589705
ecoli_00596,-4.216695636,-2.206788477,3.7038039345,0.914758582,-1.134663958,-0.5206873965000001
ecoli_00597,-3.376209925,-1.946564728,3.3812081035,0.782750752,-1.354651705,-0.4086233965
